analysis	disease_name	compartment	gene	n_feature_columns
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	CNN3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	COL4A1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	COX7A2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	COX7B	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	CSGALNACT1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	CSTA	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	CTNNB1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	CTSB	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	CTSC	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	CTSL	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	CTSS	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	CXCL1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	CXCL2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	CXCL3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	CXCL8	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	CXCL9	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	CYTOR	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	DAP	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	DBI	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	DDAH1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	DDIT4	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	DDX39A	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	DENND2D	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	DNAJB11	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	DUSP6	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	DYNLT1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	EEF1E1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	ENO1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	EPS8L1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	EPSTI1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	ESCO2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	FABP5	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	FAM136A	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	FBXO6	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	FCGR2B	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	FKBP1A	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	FMNL2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	FXYD5	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	GABARAPL2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	GALE	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	GBP1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	GBP4	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	GK	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	GOLT1B	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	GPNMB	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	GPX2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	GSTO1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	GYS1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	HAPLN3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	HIF1A	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	HLA-B	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	HLA-DMA	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	HLA-DMB	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	HLA-DRB1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	HSP90B1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	HSPG2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	IDO1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	IFI16	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	IFI30	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	IFITM2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	IFITM3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	IFT43	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	IGHG1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	IL15	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	IL23A	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	IL2RG	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	IL7R	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	IRF1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	ITGA2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	ITGA5	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	ITGB4	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	JAK1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	JAK2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	JAK3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	KCNJ2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	KRT7	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	KRTCAP3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	KYNU	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	LAMB3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	LAMP3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	LCN2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	LDLRAD3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	LIMS1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	LIPA	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	LRG1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	LRRC59	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	LRRC61	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	LTA4H	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	LTF	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	LYPLA1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	LYZ	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MAGIX	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MAGOHB	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MARCO	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MERTK	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	METAP1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MIF	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MMP15	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MMP7	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MOB3B	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MPHOSPH6	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MRRF	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MSR1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MSRB1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MTF1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MTHFD2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	MYD88	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	NAMPT	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	NCK1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	NDUFA11	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	NLRC5	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	NLRP3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	NME1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	NMI	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	NOP14	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	NPTX2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	NR1H3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	NUP205	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	OLFM4	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	OSM	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	OSMR	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	P4HB	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PDE4B	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PDE4D	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PDIA4	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PDLIM7	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PDPN	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PGGHG	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PI15	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PI3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PIK3R2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PIKFYVE	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PKM	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PLEK2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	POMP	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PPARG	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PPIA	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PPIB	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PPIF	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PPIL3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PPP3CA	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PRSS22	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PSMA1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PSMA3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PSMA4	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PSMA5	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PSMB8	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PSME1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PSME2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PTGS2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PTPN2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	PTPRE	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	RAB10	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	RAB11A	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	RAB11FIP4	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	RAB24	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	RAB3D	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	RABGGTB	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	REG1A	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	REG3A	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	ROMO1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	RPP40	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	RREB1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	S100A11	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	S100A8	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	S100A9	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	S100P	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SAA1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SAA2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SBNO2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SCD	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SDC4	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SEC14L2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SEC61A1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SEC61B	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SEL1L3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SERPINA1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SERPINB1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SH3GLB1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SHISA5	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SIGLEC10	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SLC10A7	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SLC25A22	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SLPI	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SMCO4	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SNRPG	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SNX10	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SP140	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SPNS1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SPP1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SQLE	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SSR3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	STAB1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	STAT1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	SUB1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TBXAS1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TFE3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TFEB	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TGM2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TIMM17A	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TIMP1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TMEM165	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TMEM167A	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TMSB10	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TNFAIP6	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TNFAIP8	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TNFAIP8L1	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TNFRSF11B	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TNIP3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TPM4	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TREM2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TTYH3	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TYK2	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	TYROBP	1
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	ZWILCH	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	ABHD2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	ACSL1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	ACSL3	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	ACSL4	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	AGRN	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	ANGPTL4	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	ANKRD22	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	AP2B1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	APOC1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	APOL1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	APOL2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	AQR	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	ARHGEF28	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	ARPC5	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	ASL	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	ASPM	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	ATOX1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	AXL	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	BATF2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	BCL2L14	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	BICD1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	BTF3	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	C15ORF48	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	C1QTNF1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	C4ORF46	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CALR	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CAPZA1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CARD10	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CARD16	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CASP10	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CASP4	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CASP8	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CBX3	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CCL19	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CCL20	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CD200R1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CD24	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CD274	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CD300A	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CD300E	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CD300LF	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CD36	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CD44	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CD74	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CD82	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CDC42EP1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CDC42SE1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CDV3	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CFB	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CFP	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CHD1L	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CHI3L1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CKLF	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CNN2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CNN3	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	COL4A1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	COX7A2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	COX7B	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CSGALNACT1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CSTA	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CTNNB1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CTSB	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CTSC	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CTSL	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CTSS	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CXCL1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CXCL2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CXCL3	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CXCL8	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CXCL9	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	CYTOR	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	DAP	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	DBI	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	DDAH1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	DDIT4	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	DDX39A	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	DENND2D	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	DNAJB11	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	DUSP6	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	DYNLT1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	EEF1E1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	ENO1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	EPS8L1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	EPSTI1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	ESCO2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	FABP5	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	FAM136A	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	FBXO6	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	FCGR2B	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	FKBP1A	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	FMNL2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	FXYD5	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	GABARAPL2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	GALE	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	GBP1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	GBP4	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	GK	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	GOLT1B	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	GPNMB	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	GPX2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	GSTO1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	GYS1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	HAPLN3	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	HIF1A	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	HLA-B	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	HLA-DMA	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	HLA-DMB	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	HLA-DRB1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	HSP90B1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	HSPG2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	IDO1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	IFI16	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	IFI30	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	IFITM2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	IFITM3	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	IFT43	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	IGHG1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	IL15	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	IL23A	1
