gsm	sample_code	donor	Lesion_type_6	morphology	foamy	library_size	AIF1	C3	CD44	CD74	CD79A	CIITA	CTSB	CTSD	CTSS	CXCL10	CXCR4	GBP1	GPNMB	HLA-DPA1	HLA-DPB1	HLA-DRA	IRF1	ITGAM	ITGB2	LAMP1	LAMP2	LAMP3	LGALS3	MS4A1	RFX5	SPP1	STAT1	TYROBP	receptor_cd44_cxcr4	hla_regulatory	ifn_apc_unique	lysosomal_unique	complement_phagocytosis	lipid_repair	b_apc_composition	P2RY12	TMEM119	CX3CR1	SALL1	resident_microglia_identity	mims_deoverlapped	ABCA1	ABCG1	ANXA1	APOE	ATF4	ATP5F1A	ATP5F1B	ATP5MC1	AXL	BAX	C15ORF48	C1QA	C1QB	C1QC	CASP3	CD163	CD36	COX4I1	COX5A	DDIT3	DNAJB1	F13A1	FOS	FPR2	GAS6	HMOX1	HSP90AA1	HSPA1A	HSPA1B	IL10	JUN	KEAP1	LPL	LYVE1	MARCO	MERTK	MRC1	NDUFA1	NDUFA2	NDUFA4	NDUFA9	NDUFB8	NFE2L2	NQO1	NR1H2	NR1H3	PPARD	PPARG	PROS1	SDHA	SDHB	TGFB1	TREM2	TYRO3	UQCRC1	UQCRC2	VSIG4	XBP1	oxphos	resolution_efferocytosis_proxy	nrf2_antioxidant_response	stress_cytotoxicity	mocci_inflammatory_switch
GSM8584367	ID - 002	MS13	2	non_foamy	0	12739517.0	6.158071035785515	9.736392839242816	9.30366691979055	10.709948662121864	4.66745099160006	6.40656445118972	8.510143299471139	5.834055869978684	6.663860784542391	1.6044953857154332	5.207546481420898	5.580810563485153	6.698074592915364	7.968436444657586	7.434499315583693	9.724126695777583	4.228054900026507	5.2197536576475585	6.7610312759339735	7.125400863053248	8.938803277513442	0.5567731878862195	6.3099568494098675	1.405128739813153	5.585534987859197	8.282499272258377	7.236958407449253	5.930048379548095	0.5868725898731149	1.594981930049669	1.9206400054715185	-0.3491542748596204	0.7421999590270996	0.3663918279316853	1.6605962735175137	6.601087279601991	4.890009232287497	8.34930363830623	6.579935418358535	0.1761795971612627	0.5327434817552295	7.98953253123683	3.9415525587093123	7.317970963376506	7.846302535521825	6.75160350290365	6.935850721917846	7.115634957553844	4.461849666351951	6.570434120441319	3.963496277850456	0.6317761084012443	6.9078316215035604	8.285042914237426	7.779838216321107	5.1734341925298475	5.182817821255202	1.7121033250861246	6.006022043547669	4.456701582358685	3.684020058691167	6.4421642828635255	6.746339107066991	7.465585553770986	0.47765614843785226	4.466979445325656	4.1149624392992195	10.04833619421373	7.047071157723525	7.403397552461917	1.2707839156342084	6.464136529311801	4.778898328988815	5.879006959110798	3.0116087103129345	0.3050806884336439	6.117870276623639	4.2930416350138865	4.570694518309897	2.7839161834659816	6.8579375950271935	4.5466682275812715	1.2707839156342084	7.368187304899854	5.475303314545138	5.714061885148763	3.5550725199202895	4.584920547311825	4.075205218540332	4.3102687679158285	3.145610805704696	5.179696721586074	5.6857403528970805	5.7628463895202575	6.233756411971581	4.8823503679315285	6.1096939317952454	5.892414298662554	7.000071963169408	1.883185962402332	0.6938634084392908	-0.26663925048645304	0.5988192172828237	1.4358807258120643
GSM8584368	ID - 003	MS13	2	non_foamy	0	29080348.0	6.226206308964444	9.99280228926024	9.564559483885828	10.764223508059542	4.423615343630774	6.1521038934984205	8.60742503238635	6.009224442927665	6.708869914206025	2.767969315303792	5.153554417024644	5.623937512871185	6.547991212990456	7.555637399126854	7.32664104914222	9.668377639920816	3.9711715684136406	5.167425519940288	6.821495907693785	7.477621414430261	9.260700118214164	0.895059901336867	6.889186582784382	1.6150626602804077	5.358502860513998	8.980876633884922	7.287482476739758	5.8034346645344135	0.7047024502997498	1.116836800412232	2.3455388177197007	0.4160704207004866	0.8157981010676543	0.0655758553539093	1.6060914327982865	7.399852081924655	5.621924094325516	8.873380340367236	7.185860302805772	1.017128443888138	0.41234283480266	7.499993165644207	3.469304197189177	7.732837227922484	6.999533198321506	7.037036928431213	6.527164113106273	7.019554478669982	4.115537271773015	6.68206464123916	4.011718621783369	0.22889553336577345	6.788217650947286	8.464187219422808	8.13027186265756	5.2878765273356665	4.2283524681884	1.1398374487181584	5.386050208563033	4.2415259236475285	3.7043872283488373	6.184524125615818	5.903794438440009	6.8276237197631655	0.5669853700496539	3.9327042897884277	4.469124234499996	10.1688703660914	6.13455759780556	6.820179411984217	1.1621774315944764	5.74635644990297	4.886355002516187	4.626028841245686	3.487111057312	0.4263987803073571	5.844592757872267	3.782173326070748	4.847249668977557	3.1328353155652486	6.9768690021593684	4.254580178015877	0.8406945547315952	7.8131200159343255	5.872805016663254	5.650847173181573	3.509064939968299	5.119709305032206	3.9900272948739897	4.160618085631918	2.9001126875886767	5.233530347789225	6.079867543514986	6.029872082468431	6.484585618954471	4.909649463552245	6.033663501508184	6.019967507140543	6.795381708200456	1.2963817354702198	0.5041343986005534	0.7751857279427776	0.4353521793918621	-0.3995926877379851
GSM8584369	ID - 004	MS13	NAWM	non_foamy	0	33913308.0	5.425909609132258	9.716155270807626	8.920257636845529	9.751575732890144	2.537637195355909	5.574354475130426	8.278837296761827	6.004951202607177	5.9175675726188315	1.4066831479513913	4.034936498258479	4.633748265415947	6.795770445854304	6.549176206175235	6.141375582170268	8.381265496796987	3.581248219142448	4.930119897012599	6.522122703239014	7.460439456373315	9.48125778945999	0.4681457174522462	6.080444329818172	0.8683980281002243	4.906201368478074	9.723621265765969	7.157283932363854	5.431834794675694	-0.1897671558683166	0.1146613690465109	1.1244606662278005	-0.0318159712057517	0.3811239285132089	0.1334557461382014	0.4502083795080559	7.28987765553977	5.345536431750427	8.559052049352307	7.552145538319754	1.091750017876392	0.3069632739367902	6.776109713664146	4.421859897065043	6.802646049758863	7.109411004517578	6.63257401040875	6.4480469247407495	6.863825663613194	4.203732642810059	6.213660199480856	4.0606576432966355	0.4370608644982135	6.1593427752967145	8.131588559941866	7.604451748320739	4.720211504268367	2.5080292493105825	1.1625013040165644	5.704868019260004	4.1967900680856625	3.4315784655017443	6.01090070526173	3.968552883958642	6.257134937618498	0.339573600667122	3.5195251814703203	4.413899228193384	9.668857839296905	6.110923885206407	6.312778778772439	0.7720433899362485	5.415979899436229	4.889075722149382	4.536281285984163	2.54494520382004	0.0	5.431834794675694	2.921358202268047	4.508515409575503	2.773662188371619	6.719912930810369	4.385685792231691	1.0437155829966764	7.475098642764218	4.90761937151154	5.822294209421322	3.4394424408963213	4.975447628786418	3.4355158114028366	3.5158108498342067	3.2332408804735167	4.930119897012599	5.577921281259315	5.884104652394226	7.016854251251185	4.96867066685394	6.060823388118959	5.193407004216835	5.62781278128947	1.2672619810691834	-0.12672456833735238	-0.19898796623190526	-0.3900311720208664	0.7436581360893587
GSM8584373	ID - 009	MS06	3	non_foamy	0	8598115.0	5.917231980223524	9.955763102711604	9.704058522256403	9.601525182185988	0.0	5.672735394875782	8.960250177189517	6.304517634169933	6.495145080391088	0.0	5.277946920083368	4.627964588520942	7.621855446848008	6.207950629319696	5.743344290149192	7.995720649061184	2.817180605445546	4.8419975550412975	6.7439735491951325	7.370292035155847	9.390484738218149	0.1587306923041393	5.963677769848392	0.4317980367139369	4.794418428577249	9.899251199538057	6.150058918997148	5.39022763845099	0.8415823076350772	0.0359170525469939	-0.3375067194556086	0.1007285908564349	0.6510603386021397	0.3548832462946419	-0.2094773285162461	6.006066424139456	5.103472852832277	6.533687849081712	6.723478095589883	-0.0510830180276184	0.5042454302519714	8.214295369843276	4.318869488206724	7.07538877145202	7.137483887898759	6.30663893883024	6.178136992102086	6.549896090863342	3.957735435520747	6.356636398461953	4.031413035559436	0.15873069230413933	6.658524605153703	8.661099121962401	8.023069925951328	4.593629127263688	5.960986666449893	1.3941101249971566	5.659517700315897	3.957735435520747	3.097576504705909	6.549896090863342	5.798650497951359	5.479431414217051	0.9489270965198708	4.205211407397415	3.548439055527032	10.333679412006783	6.106889820469246	6.128635829838725	0.9489270965198708	5.002401803761536	4.719971643114926	4.186902629993539	5.16088244555261	0.8592793812591071	6.05483694200566	5.303664234219385	4.205211407397415	3.0778397776858113	6.3484228897329755	4.515085272300742	1.1130640936691716	7.539473364289663	5.768186934017368	5.378174914933662	3.4597191244861545	4.888057521059315	4.140087598116792	4.1589962942442655	2.8407938911950077	4.551317932532626	5.538385560851137	5.374134860049342	6.6994619257750045	4.267522034004922	6.037060095373084	6.20567901914659	5.445179423114694	0.7264305335923877	0.7047518389556078	-0.1849295119246119	-0.7280432424563172	-0.07218601086307838
GSM8584378	ID - 014	MS10	2	non_foamy	0	2749093.0	4.206354420126182	9.419669321701676	9.320557721615318	9.911594986975327	2.095521770503819	6.0147426749040935	7.682510525297082	6.086001712851586	4.821798227040062	0.0	3.529687759719962	4.177642605209328	5.728387382207066	6.409861243702253	5.860708216751144	7.873638315184625	2.5182411270966756	4.417538960540763	5.625843035453516	8.283773236110017	9.718930378441796	0.0	5.667739396393185	0.0	5.166739879027062	8.014240829532477	6.594965244533785	4.367569716311411	-0.2125859670447294	0.7673075296144639	-0.4352500991392382	-0.0403013221484529	-0.5516078426170486	-0.5580405960563404	0.0499585790852519	5.9225793908439135	4.55783236557741	7.511866580342651	7.828177378511821	0.6016087176342478	-0.9315843549188408	7.695227199502786	4.60172061509601	6.218757537690754	7.44718055558319	6.584066609259528	6.2466704058708995	6.901887390775282	3.2274939967100726	6.314177511784924	4.148347758877188	0.788696295221239	4.858440492745544	6.927980623262361	6.754144097020857	4.929045947992037	3.529687759719962	0.4475859004661704	5.549462745641927	3.5744273329440674	3.048781408399443	6.573085014687502	4.0567155232777194	6.03088496763371	0.0	4.177642605209328	3.2274939967100726	9.700757405965973	6.870836558220533	7.176759117414547	0.0	6.1316245480896825	5.30590384518109	2.095521770503819	3.6178211123399295	0.4475859004661704	5.044855605825491	1.8263122918919743	3.170348036341503	2.6907176848399788	5.833357571838284	4.417538960540763	1.4950717455512703	7.15114300114838	5.166739879027062	6.183089429006053	3.435818065527407	5.195667327537721	3.048781408399443	3.5744273329440674	2.6907176848399788	4.118445711026554	5.549462745641927	4.60172061509601	7.132563241313635	4.840235689012178	5.913901452427931	3.110844798418055	5.492318427897131	0.279569582766421	-0.4209095467958839	-0.3688226202786118	-0.1978001288213797	3.1258965687084053
GSM8584379	ID - 015	MS10	NAWM	non_foamy	0	27153967.0	3.8224497659046617	7.686097291465078	7.540162823370197	8.421188283627517	0.5279955050034195	4.7529121834226205	6.713226795300362	5.716844731341867	3.841106177952617	0.1025292244380699	3.138704836482164	2.9928244278195395	4.384505555170771	4.959979304196834	4.6295568559626386	6.799701780013365	2.398332764075355	3.4519757550823553	4.02531394690094	8.090248496589542	10.100086318131712	0.6683302068007122	4.245768797280472	0.5279955050034195	4.667683363839734	8.667773574015232	6.240535028836135	3.1861751770157505	-1.3827549896865574	-0.7758222777900344	-1.0812736864050814	-0.16350039302246	-1.8384304038170551	-1.2644793115075246	-0.8507611269228773	5.8002520016013595	3.3975567213995768	6.789651963781543	7.7587924692955745	0.0591866842319756	-1.7188328658994383	6.272501197047726	5.047727895753288	4.376854065885294	5.899714324397181	6.418156840085772	6.069920713691215	7.039083544667393	3.9956450441884686	5.244152042300278	3.4274939930410895	0.052175236959548454	3.7571503020423704	5.654923803877712	5.486204885929898	4.6987034115294355	1.04822496465995	1.2403754971738512	5.672739557114847	4.063946596085334	3.2875954470249673	6.175131460850238	2.1335920981111802	4.494659674635303	0.0	3.248996881926591	2.8962196288921978	9.961271101366238	6.303101715226634	6.557796306913834	0.4129909749789854	4.810847588135385	5.3139301802136805	3.1803261041847795	3.1507196567845366	0.37252452064818525	3.2377763487183913	1.9115103441652075	4.3996878579033964	2.4083756532269263	6.42311849432998	4.547871470508379	1.284664691158963	7.436935142052035	3.50909063213553	5.7606217742287305	3.2264678635351998	4.947980402158908	1.9532683917333942	2.5511882314408574	3.1685563330470927	5.0605213172551045	4.156231029536227	3.4950224910338368	7.351026678271817	5.058928330043613	5.8351047253403	1.9115103441652075	4.565929265038966	1.138725790098885	-1.8066212793474423	-1.0676825288016407	-1.1565326793266877	-0.6007402483228106
GSM8584381	ID - 017	MS15	NAWM	non_foamy	0	18297998.0	6.221386255810529	8.752615809641132	8.100805241962748	9.721452981704845	0.3485201786183077	4.436827963456456	7.547978636252254	5.06211812655907	5.795493869065536	0.5771093390146033	3.251798282926914	3.3478544551115186	5.388147820851371	6.018636839494392	5.789804429025304	8.553592625182022	2.021637526469646	4.327193316788288	5.694060619795444	7.372106065364693	9.65112108103344	0.5771093390146033	4.598519131364112	0.2852283746371815	4.692991103915795	8.944385523148284	5.753727886024645	4.933859450496974	-1.0191042489211557	-0.9638066126540956	-1.1522330935472866	-0.5146125599831701	-0.2669495776176228	-1.511721907298664	-0.1203157282350008	7.896597116351467	5.282723219696345	8.361046407210967	7.296885026018498	0.995615432679788	-0.9128972241762332	5.631818759642023	3.576541183778058	5.241635460421387	5.713724454193738	6.923573329630433	6.137636723008645	6.908557348293248	3.952562690839739	5.551720917539117	3.3400895785299887	0.0	5.055020540364449	7.426284164050808	7.0873296518038025	4.8732771520647304	1.0655831676722436	0.46733740870193835	5.995343290980922	4.022152032465366	3.1128852940513267	5.671033453229437	3.3244333129695818	4.388708747104451	0.0	3.121970419976876	3.2926016637694864	9.978524316129976	5.306825671889926	5.207901367325546	0.947900549726526	4.479864777913179	4.705132569371021	2.2376412805510766	3.8524077811915105	1.569213195357469	3.721058230131063	3.235148222676722	4.4833938944141325	2.716854917646902	7.079772599041904	4.705132569371021	0.7275366573113904	7.419391852256816	4.012413859893601	5.254085120836071	2.8648973970538716	4.120620367151074	2.5916488893298797	3.121970419976876	2.254262758376386	4.801582266028104	5.076209396741309	4.798752330427847	6.392567230958393	4.840629321294171	5.715226013495617	4.575556138041801	4.9492538719777945	0.8077987170471594	-1.4642851126885827	-1.436274255178303	-1.1736975392047924	-1.4776313268528027
GSM8584382	ID - 018	MS15	2	non_foamy	0	21828498.0	6.273666155268284	9.172402898743051	9.431808709680949	10.565435948705366	1.9752438882679264	5.202602957671126	8.282292771228995	5.879219124488893	6.161802794878453	1.1615105371620595	5.742706585633022	5.080954746582393	6.137599503435643	7.037602077134478	6.948372045341767	9.432860980782625	3.1355322944766466	4.73134147392015	6.546091186916197	7.551446355959151	9.376502456536064	0.2975534240753603	6.262517839775504	1.4303023389071206	5.189984477019518	8.479049678374253	6.4282443734361525	5.390792690047805	0.91549089456533	0.2291148900618528	0.626899847478649	-0.132772369625168	0.301937237069058	-0.7580290456796694	1.0149349351615264	7.335605627969187	5.258922180660924	8.329490086712745	6.919726133324237	0.6411859428581879	-0.322819883574769	6.901598331421625	3.1355322944766466	7.6289512953452325	6.86577856070304	7.169247757467159	6.720423673429762	7.0471287284710336	4.396811111993177	6.142285625700018	3.7457711949306582	0.24275088595951164	5.992550194932691	7.8986022633946	7.682052633102403	5.2554659121354454	3.194477575585293	2.119107821973619	6.194658519754784	4.440080202554153	3.675093252850576	7.093840608994089	6.082098077214442	8.676760390427445	0.0	4.051021272377534	3.8456915976072965	10.452576276610142	7.601989467165854	7.986963701940534	1.8525044225039116	7.284377768165283	4.73134147392015	2.5611669973599582	5.972691415931289	2.456686287058671	4.967238502559115	4.977764122349465	4.895774245674796	3.1051312020989323	7.209100887316306	4.151134049654813	0.6320262591172482	7.59140478791486	5.5028938109507655	5.483820521869322	3.6489878309397223	4.4155141337709845	3.841087176768791	4.154849192492823	1.9919557644909027	5.04136283745219	5.828947052742749	5.401777788519483	6.148820729768503	4.868883789980584	5.860002928711229	5.494122077129355	5.6257709641129034	1.1972979517866214	0.2744287152904671	-0.14209385036566793	0.8364871888862673	-0.5720305874748459
GSM8584388	ID - 024	MS17	2	foamy	1	28503943.0	4.732019989490016	8.96401499866746	9.602678571184628	9.495410306124464	2.2276489434106947	4.749059804613214	8.042756481475275	6.279678252172303	5.411873482378982	1.832302362407013	4.271519488462092	4.789884560679355	7.218970275727853	6.181282393832292	6.217101851754758	8.036022998138364	3.0708159988176176	3.9167930426662902	5.764501112312681	7.633115354198238	9.196586201524228	0.8535213816862941	6.683351077938315	1.4978979430753665	5.177444022222208	8.217014792798514	6.361977391572389	4.510104875285401	0.3005571435855679	-0.1051538283264283	0.7414021849963784	0.0780103243102384	-0.6073006556207933	-0.4720998403585197	0.4347125591647381	6.06059412994226	4.260998496202517	7.031291553395329	6.716937556112128	-0.2366612512942776	-0.612837987073188	7.428565775639365	2.9839192509221717	7.544528718461497	7.091909887878201	7.099311179379491	6.498109486526342	6.578688265014982	4.1570255522465	6.271184114392621	3.764977581723875	0.1894532361298568	5.192747526477923	6.736530576502507	6.659015918841639	5.226936084864079	2.990302756340265	1.200420248479213	5.850347153482515	4.330569996498651	3.180952877646718	6.304224317652403	4.458090180692887	5.548998254332577	0.04974627007907972	4.258356215935753	3.8794509621945985	10.256836844769817	5.727724636242217	6.604924539462624	0.8535213816862941	5.8157208944002345	5.0426658077901285	3.5090025995991434	4.581603972166716	1.5848294475767886	4.890578073937805	3.668763278875992	4.659772916946249	3.106512786914488	7.143296931129909	4.201720209709295	0.6748300592996637	7.685687450313939	5.887585559329007	6.000198954963972	3.6036383607223983	4.863015430258152	3.6806535611241715	4.365365125569133	1.818018694038632	4.929298990064465	5.636047434424837	4.7603088881040865	6.663017150232999	4.788053738324571	5.6051865574892155	4.173948724824318	5.466695317296962	0.6329934358097307	-0.03956432754386172	0.602440883404452	-0.19398970910900307	-0.73357295996886
GSM8584389	ID - 025	MS17	3	non_foamy	0	11801510.0	5.277678852498596	8.742539167985578	8.585924130759496	9.389255606749598	0.0	4.219157928448595	7.4765111563900035	5.441357141187095	5.415812077192939	0.0	3.545548327929245	3.741067641593269	6.662862663715642	5.856534239647486	5.667441785246485	7.988789588871224	1.753851701309353	4.117182983408082	5.70307733945472	7.306998070973683	9.43765588030685	0.1173425292818032	6.000964031982166	0.0	4.926142592838293	8.971651548247307	5.858642513963045	4.786949921423132	-0.6100157401135661	-0.808301922018865	-1.3233684211445254	-0.9649039762719798	-0.5418646066922926	-0.7387260964336615	-0.4289611616018473	7.581719060306222	4.732808925563318	7.8366689322407534	7.160884499686868	0.5981538881232749	-0.6147405536653949	5.928550070599163	3.4922281817806864	6.569415530492367	6.475001303726549	7.109580998385381	6.091589643037936	6.816095646921362	4.374569088031103	5.477474916153591	3.4368615131627482	0.421090965795389	4.514855053701432	7.202148034275041	6.81934666625969	4.8603300954162005	1.0120816391259737	0.22585465464092885	5.721729073327628	4.212579325589343	3.1913340174371347	6.021809809042373	2.6249969103092496	3.694615431353859	0.0	3.2046552101982475	3.656345797674976	10.132347965365215	4.681329030774071	5.392719296316505	0.6718770694513455	4.179228673360413	4.872900799813819	3.4368615131627482	1.601048973473793	0.0	4.199331435999118	1.0120816391259737	4.6524550628481105	2.8620315737528093	7.401129926127982	4.199331435999118	0.8177167948399036	7.6226127046251655	5.149223275004718	5.616025316684973	3.1643168488052953	4.530808260983257	2.8620315737528093	3.5244561522936606	1.3840296148799007	5.082240552021699	5.287102075405105	5.277678852498596	6.574555162222025	4.695552161569863	5.640738002287719	3.4368615131627482	4.498723462728692	0.5582405096737774	-1.464138567411954	-0.19346337243285236	-1.257283393190779	-0.003423265302202827
