module	gse180759_mean_active_minus_inactive	gse180759_n_positive	gse180759_n_negative	gse180759_exact_p	gse279972_foamy_adjusted_beta	gse279972_cluster_ci_low	gse279972_cluster_ci_high	gse279972_donor_wild_p	gse279972_bh_q	gse279972_max_module_p	cross_context_same_direction	outcome
oxphos	0.5266380377292258	2	1	0.5	-0.6223368336785582	-1.00222907390015	-0.24244459345696706	0.009066636444545185	0.04533318222272592	0.03572321425595248	False	not_supported
resolution_efferocytosis_proxy	0.919960591279176	3	0	0.25	0.07560623223410767	-0.3000344678999211	0.45124693236813657	0.6931710227632575	0.984956716810944	0.9991433361888794	True	inconclusive
nrf2_antioxidant_response	0.5497716442312851	3	0	0.25	-0.0052054285198229674	-0.5754217256323236	0.5650108685926775	0.984956716810944	0.984956716810944	1.0	False	not_supported
stress_cytotoxicity	0.6196430724906324	2	1	0.5	0.05466852098443123	-0.42695463484605145	0.536291676814913	0.8235339215535948	0.984956716810944	0.9998433338555538	False	not_supported
mocci_inflammatory_switch	1.0161789194626494	3	0	0.25	0.3034844425846993	-0.21651848958956027	0.8234873747589575	0.24111252962490126	0.6027813240622532	0.6857243809187302	True	inconclusive
