gene	wave34_call	wave34_score	gate	passed
FAP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.5	gate_genetic_breadth	True
IRF4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.5	gate_genetic_breadth	True
JAK2	PARK_GENETIC_DRUGGABLE_NEEDS_CELL_STATE	15.5	gate_genetic_breadth	True
NOS2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.5	gate_genetic_breadth	True
SOCS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.5	gate_genetic_breadth	True
STAT3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.5	gate_genetic_breadth	True
IL1R1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.5	gate_genetic_breadth	True
IL27	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.5	gate_genetic_breadth	True
DAP	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	15.5	gate_genetic_breadth	True
CCL20	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	15.5	gate_genetic_breadth	True
MMEL1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.4	gate_genetic_breadth	True
GPR35	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.4	gate_genetic_breadth	True
CDKN2B-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.4	gate_genetic_breadth	True
FAM167A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.4	gate_genetic_breadth	True
IL6R	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	15.4	gate_genetic_breadth	True
GPR65	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.4	gate_genetic_breadth	True
TSBP1-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
NOTCH4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
POLR1HASP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
BLTP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
UBASH3A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
CD226	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
REL	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
C1ORF141	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
C6ORF15	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
LBH	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
TNFSF4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
GATA3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
IRF8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
CAMK2G	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
MAGI3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
PLCL1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
RPL3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
COL11A2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
DLEU1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
EOMES	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
ORMDL3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
P4HA2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
RNF186-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
UBLCP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
RAVER1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.2	gate_genetic_breadth	True
C10ORF55	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	15.0	gate_genetic_breadth	True
CD80	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.0	gate_genetic_breadth	True
IL12A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.0	gate_genetic_breadth	True
MACIR	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.0	gate_genetic_breadth	True
OS9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.0	gate_genetic_breadth	True
PDLIM4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.0	gate_genetic_breadth	True
RGS14	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.0	gate_genetic_breadth	True
SKAP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.0	gate_genetic_breadth	True
SNHG32	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.0	gate_genetic_breadth	True
WAKMAR2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.0	gate_genetic_breadth	True
ITGB8	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	15.0	gate_genetic_breadth	True
ATG5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.5	gate_genetic_breadth	True
IL10	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	14.5	gate_genetic_breadth	True
KEAP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.5	gate_genetic_breadth	True
NKX2-3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.4	gate_genetic_breadth	True
ICOSLG	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.4	gate_genetic_breadth	True
OTUD3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.4	gate_genetic_breadth	True
TRAF3IP2-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.4	gate_genetic_breadth	True
ZFP36L1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.4	gate_genetic_breadth	True
ADCY3	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	14.2	gate_genetic_breadth	True
GTF2I	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	14.2	gate_genetic_breadth	True
ZBTB46	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.2	gate_genetic_breadth	True
NCF2	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	14.2	gate_genetic_breadth	True
TNFRSF11A	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	14.2	gate_genetic_breadth	True
AIF1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
ATG16L1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
C1ORF106	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
CAPSL	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
DNAJB6P4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
EXOC2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
FASLG	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
FKBPL	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
IL19	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
IL1RL1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
INS	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
LCE3A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
LINC00598	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
LINC01934	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
LINC02098	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
LINC02265	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
MIR3142HG	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
MIR3681HG	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
MOG	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
RNU4ATAC4P	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
RNU6-376P	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
RNU6-474P	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
RORC	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
RPL31P10	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
THADA	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
TNFRSF1A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
U8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
C1QTNF6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
CARD14	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
DLD	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
KSR1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
LRRK2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
PCAT1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
PXK	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
SUCLA2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
TNFSF8	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	14.0	gate_genetic_breadth	True
VDAC1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0	gate_genetic_breadth	True
TNXB	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.6	gate_genetic_breadth	True
EMSY	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.6	gate_genetic_breadth	True
PDE4A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.6	gate_genetic_breadth	True
PTGER4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.6	gate_genetic_breadth	True
CCL2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.4	gate_genetic_breadth	True
CD40	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
ADCY7	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
CSMD1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
GPSM1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
HECTD4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
IFNLR1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
KCP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
LTBR	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
NFKBIA	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
OLIG3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
SULT1A1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
WDFY4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
ITGA4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
MACROD2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
MED4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.2	gate_genetic_breadth	True
BACH2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.0	gate_genetic_breadth	True
ABHD16A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.0	gate_genetic_breadth	True
BTN2A1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.0	gate_genetic_breadth	True
CTIF	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.0	gate_genetic_breadth	True
FCGR3A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.0	gate_genetic_breadth	True
HHEX	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.0	gate_genetic_breadth	True
PRXL2B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.0	gate_genetic_breadth	True
RFTN2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.0	gate_genetic_breadth	True
SFTA2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.0	gate_genetic_breadth	True
STMN3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	13.0	gate_genetic_breadth	True
CD58	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	13.0	gate_genetic_breadth	True
PARK7	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	13.0	gate_genetic_breadth	True
SLC44A4	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	13.0	gate_genetic_breadth	True
VMP1	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	13.0	gate_genetic_breadth	True
ERBB3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.8	gate_genetic_breadth	True
MANBA	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.4	gate_genetic_breadth	True
BATF	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.2	gate_genetic_breadth	True
DGKQ	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.2	gate_genetic_breadth	True
SLC1A2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.2	gate_genetic_breadth	True
SLC25A28	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.2	gate_genetic_breadth	True
SLC9A8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.2	gate_genetic_breadth	True
SMIM3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.2	gate_genetic_breadth	True
TCF7	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.2	gate_genetic_breadth	True
IL2RA	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
CTLA4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
IL23R	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
IKZF3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
CD28	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
IL2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
IL12B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
AHI1-DT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
C7ORF72	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
CASC19	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
CCL21	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
CCR2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
CLNK	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
CYLD-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
FGFR1OP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
FTO	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
GFI1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
GLS	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
GRHL3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
INS-IGF2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
LCE3B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
LINC02152	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
LINC02649	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
LINC02715	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
MAP3K14	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
MGAT5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
MSH5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
NAMA	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
NONOP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
NOTCH1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
NR5A2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
NUDT15	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
OS9-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
PIGCP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
PRM3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
PRORP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
RHOH	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
RN7SKP226	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
RN7SL72P	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
RPL32P17	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
SMG7	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
TG	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
TNFRSF6B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
TNFSF18	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
TP63	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
VDAC1P9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
APEH	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
ARHGAP26	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
BAK1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
CIITA	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
CLN3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
IL22RA2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
LST1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
MAP3K8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
MSRA	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	12.0	gate_genetic_breadth	True
NFKBIZ	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
PHF19	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
PSMG1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
RUNX1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
STAT2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
TIMMDC1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	True
MTF1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	12.0	gate_genetic_breadth	False
CD74	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.7	gate_genetic_breadth	False
IL1R2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.6	gate_genetic_breadth	True
IKZF1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.2	gate_genetic_breadth	True
CNTNAP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.2	gate_genetic_breadth	True
EHMT2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.2	gate_genetic_breadth	True
TNFRSF9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.2	gate_genetic_breadth	True
ASCL2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.2	gate_genetic_breadth	True
CCRL2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.2	gate_genetic_breadth	True
PBX2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.2	gate_genetic_breadth	True
BABAM2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
CD83	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
CSNK2B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
DNLZ	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
EVI5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
FNIP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
GABBR1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
HMGN4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
IL4R	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
ILF3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
KIAA1109	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
LEF1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
MAP3K7	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
PMPCA	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
POLI	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
RASIP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
RELN	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
SLC35D1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
SMAD7	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
STAT5A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	11.0	gate_genetic_breadth	True
