dataset	pathway	perturbation	cell_type	gene	log2fc	p	fdr
GSE281048_Mixscale	IFNG	PIK3CA	HAP1	IRF1	-0.0171326140066374	0.752501842833316	0.999999890017501
GSE281048_Mixscale	IFNG	PIK3CA	HAP1	STAT1	-0.209377593718543	0.0974962518327934	0.999999890017501
GSE281048_Mixscale	IFNG	PIK3CA	HAP1	CXCL10		0.60075259529771	0.999999890017501
GSE281048_Mixscale	IFNG	PIK3CA	HAP1	CTSS		0.277693585955159	0.999999890017501
GSE281048_Mixscale	IFNG	PIK3CA	HAP1	RFX5		0.812331335651848	0.999999890017501
GSE281048_Mixscale	IFNG	PIK3CA	HAP1	DNAJB1	-0.208054149456085	0.844647457752763	0.999999890017501
GSE281048_Mixscale	IFNG	PIK3CA	HAP1	FOS		0.992101628076366	0.999999890017501
GSE281048_Mixscale	IFNG	PIK3CA	HAP1	IFI30		0.290357063914408	0.999999890017501
GSE281048_Mixscale	IFNG	PIK3CA	HT29	HSP90AA1	-0.0848933476236708	0.87490404665235	0.9921547747053843
GSE281048_Mixscale	IFNG	PIK3CA	HT29	HLA-DMA	-0.0582073328957928	0.245175473286544	0.8314881653456341
GSE281048_Mixscale	IFNG	PIK3CA	HT29	GBP1	0.0121759090101183	0.0343206208456153	0.48069732690847666
GSE281048_Mixscale	IFNG	PIK3CA	HT29	CIITA	0.110168265390338	0.0344899186534054	0.48069732690847666
GSE281048_Mixscale	IFNG	PIK3CA	HT29	ATF4	0.0564843545331	0.47097467442403	0.9084837504920599
GSE281048_Mixscale	IFNG	PIK3CA	HT29	KLF6	0.095729273311023	0.845132235787363	0.9890386472103219
GSE281048_Mixscale	IFNG	PIK3CA	HT29	HLA-DRA	0.0937775643672047	0.0172958144820178	0.3685059666689202
GSE281048_Mixscale	IFNG	PIK3CA	HT29	CD74	0.0052053035681355	0.928846242101233	0.9996151975928003
GSE281048_Mixscale	IFNG	PIK3CA	HT29	JUN	-0.233067081738992	0.0376420073676344	0.49138598020794805
GSE281048_Mixscale	IFNG	PIK3CA	HT29	IRF1	-0.0514181211990619	0.906877635577281	0.9981181258994953
GSE281048_Mixscale	IFNG	PIK3CA	HT29	STAT1	-0.0420013771216063	0.59962710857597	0.9386320492677638
GSE281048_Mixscale	IFNG	PIK3CA	HT29	CXCL10	0.180611672089439	0.91139658422555	0.9990332546587077
GSE281048_Mixscale	IFNG	PIK3CA	HT29	CTSS	-0.142817583442807	0.40466890802962	0.8924451219278148
GSE281048_Mixscale	IFNG	PIK3CA	HT29	RFX5	-0.309057714233168	0.35784557392228	0.8768726769040017
GSE281048_Mixscale	IFNG	PIK3CA	HT29	DNAJB1	0.0392141657264942	0.448725300717371	0.9015420144542349
GSE281048_Mixscale	IFNG	PIK3CA	HT29	FOS	-0.0152515322614027	0.666566568969199	0.9543851078855029
GSE281048_Mixscale	IFNG	PIK3CA	HT29	IFI30	0.0096967918438029	0.417421901919544	0.8943622699891189
GSE281048_Mixscale	IFNG	PIK3CA	K562	HSP90AA1	-0.0834970071156689	0.0060531916244949	0.3107430358785736
GSE281048_Mixscale	IFNG	PIK3CA	K562	HLA-DMA		0.667193771221601	0.9651142745633146
GSE281048_Mixscale	IFNG	PIK3CA	K562	GBP1		0.700725259159634	0.9730957481940838
GSE281048_Mixscale	IFNG	PIK3CA	K562	CIITA		0.517162671867743	0.9385582531280738
GSE281048_Mixscale	IFNG	PIK3CA	K562	ATF4	-0.0084383655222111	0.0073550184320688	0.3412693474505834
GSE281048_Mixscale	IFNG	PIK3CA	K562	KLF6	-0.661597914758307	0.009403070067788	0.3841953216563079
GSE281048_Mixscale	IFNG	PIK3CA	K562	HLA-DRA		0.99586233524505	0.9990604906084282
GSE281048_Mixscale	IFNG	PIK3CA	K562	CD74		0.960775146154772	0.9990604906084282
GSE281048_Mixscale	IFNG	PIK3CA	K562	JUN		0.661479332022428	0.9651142745633146
GSE281048_Mixscale	IFNG	PIK3CA	K562	IRF1	-0.0885346582285865	0.079505198328304	0.7447685974445359
GSE281048_Mixscale	IFNG	PIK3CA	K562	STAT1	0.0222771059806308	0.495990780527602	0.9363740370662464
GSE281048_Mixscale	IFNG	PIK3CA	K562	CXCL10		0.995499616460746	0.9990604906084282
GSE281048_Mixscale	IFNG	PIK3CA	K562	CTSS		0.315922208745929	0.8889252426559291
GSE281048_Mixscale	IFNG	PIK3CA	K562	RFX5		0.134371330297302	0.8218668711936745
GSE281048_Mixscale	IFNG	PIK3CA	K562	DNAJB1	-0.325004469704946	0.176737064492913	0.8382724552339417
GSE281048_Mixscale	IFNG	PIK3CA	K562	FOS		0.911638017979729	0.9990152808212841
GSE281048_Mixscale	IFNG	PIK3CA	K562	IFI30		0.369998231253147	0.9073053313260161
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	HSP90AA1	-0.035124660523715	0.894599392598405	0.9917327178973285
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	HLA-DMA	-0.0266979384037027	0.766100691690666	0.9841583414212648
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	GBP1	0.335926184684227	0.0033205890676474	0.341256271093814
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	CIITA	0.223080237311454	0.0855388503944034	0.7629362352684547
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	ATF4	0.203937948267614	0.696712488222067	0.9818599404821593
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	KLF6	0.340394297425876	0.172783199089256	0.8607915253000005
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	HLA-DRA		0.453662787093735	0.9496485206046159
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	CD74	0.348235345957266	0.266677920844562	0.9145016976933097
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	JUN	0.0568672686668696	0.474273249440983	0.9504389584235919
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	IRF1	0.231679022889267	0.0536089474593398	0.6864265201928224
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	STAT1	-0.0159448782026201	0.699802444311927	0.9818599404821593
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	CXCL10		0.677558500831045	0.9806571580438768
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	CTSS		0.405621067516136	0.9470616783162905
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	RFX5	0.276679392968131	0.575786660010786	0.9618200762209929
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	DNAJB1	-0.108536585656863	0.591152201940374	0.9636952972843478
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	FOS	0.63838695887724	0.221014841636417	0.9061572705658927
GSE281048_Mixscale	IFNG	PIK3CA	MCF7	IFI30		0.349550682462671	0.9450941389806065
GSE281048_Mixscale	IFNG	PLEK	A549	CIITA	-0.0867225175903665	0.787347377756684	0.9942916181707221
GSE281048_Mixscale	IFNG	PLEK	A549	JUN	-0.048544029814082	0.918760592305334	0.9963312561930364
GSE281048_Mixscale	IFNG	PLEK	A549	CXCL10		0.0202048105885818	0.7866033183190344
GSE281048_Mixscale	IFNG	PLEK	A549	RFX5	-0.245207344466682	0.430469981204587	0.9648356317099569
GSE281048_Mixscale	IFNG	PLEK	A549	FOS	-0.043702727532317	0.923109988061282	0.9969661425578811
GSE281048_Mixscale	IFNG	PLEK	A549	IRF1	-0.0380920654765395	0.659306898154833	0.9876557207989889
GSE281048_Mixscale	IFNG	PLEK	A549	ATF4		0.0997553139250487	0.8642645414130006
GSE281048_Mixscale	IFNG	PLEK	A549	CASP3		0.850727623640593	0.9942916181707221
GSE281048_Mixscale	IFNG	PLEK	A549	DNAJB1		0.0597450803614901	0.8271799166649219
GSE281048_Mixscale	IFNG	PLEK	A549	KLF6	0.0827423150365477	0.104731612075792	0.8767016560942601
GSE281048_Mixscale	IFNG	PLEK	A549	CD74	-0.0619613180130604	0.974489008281976	0.9996430463380933
GSE281048_Mixscale	IFNG	PLEK	A549	IFI30		0.705580650027894	0.9910187736987337
GSE281048_Mixscale	IFNG	PLEK	A549	HLA-DMA	-0.424042906319723	0.149009445569241	0.9323701599031227
GSE281048_Mixscale	IFNG	PLEK	A549	HSP90AA1	-0.0684421374022837	0.890688411732012	0.9942916181707221
GSE281048_Mixscale	IFNG	PLEK	A549	CTSS	-0.0962833432271336	0.89511847064678	0.9942916181707221
GSE281048_Mixscale	IFNG	PLEK	A549	GBP1	-0.099208099606709	0.79801847072136	0.9942916181707221
GSE281048_Mixscale	IFNG	PLEK	A549	STAT1	-0.0795886013955935	0.835911533269959	0.9942916181707221
GSE281048_Mixscale	IFNG	PLEK	BXPC3	CIITA	-0.419313750323274	0.0007466700255194	0.08220629572628171
GSE281048_Mixscale	IFNG	PLEK	BXPC3	JUN	-0.0368747516332735	0.239237224970229	0.7741387338700707
GSE281048_Mixscale	IFNG	PLEK	BXPC3	CXCL10	0.382342462339332	0.005126070495678	0.2083813375345616
GSE281048_Mixscale	IFNG	PLEK	BXPC3	RFX5		0.295227073185102	0.8045879468433143
GSE281048_Mixscale	IFNG	PLEK	BXPC3	FOS	0.156727122644548	0.48751831459579	0.901249458908775
GSE281048_Mixscale	IFNG	PLEK	BXPC3	IRF1	0.119994667567802	0.290782294892697	0.8023416890683003
GSE281048_Mixscale	IFNG	PLEK	BXPC3	ATF4	0.127512268978674	0.762703039877437	0.9738150910179365
GSE281048_Mixscale	IFNG	PLEK	BXPC3	CASP3		0.667196264729018	0.9567410981380112
GSE281048_Mixscale	IFNG	PLEK	BXPC3	DNAJB1	0.0956600896751469	0.933981879763745	0.9924296873347543
GSE281048_Mixscale	IFNG	PLEK	BXPC3	KLF6	0.184960572122042	0.210233294707962	0.7523789287358983
GSE281048_Mixscale	IFNG	PLEK	BXPC3	CD74		0.174433959847921	0.7170143416343414
GSE281048_Mixscale	IFNG	PLEK	BXPC3	IFI30		0.597048316982843	0.9427679993316581
GSE281048_Mixscale	IFNG	PLEK	BXPC3	HLA-DMA		0.500457648484722	0.906808439720088
GSE281048_Mixscale	IFNG	PLEK	BXPC3	HSP90AA1	0.0338270323654173	0.184009377446538	0.724251407655763
GSE281048_Mixscale	IFNG	PLEK	BXPC3	CTSS	0.156675063877144	0.450834987770392	0.8820973701551431
GSE281048_Mixscale	IFNG	PLEK	BXPC3	GBP1	0.0854265470454645	0.997364587706861	0.9996344780316458
GSE281048_Mixscale	IFNG	PLEK	BXPC3	STAT1	0.0794696314822048	0.705613820427532	0.9628853080614643
GSE281048_Mixscale	IFNG	PLEK	HAP1	CIITA		0.0021793486067576	0.7511172350333694
GSE281048_Mixscale	IFNG	PLEK	HAP1	JUN		0.501363156424426	0.992642599334792
GSE281048_Mixscale	IFNG	PLEK	HAP1	CXCL10		0.0707065531990098	0.992642599334792
GSE281048_Mixscale	IFNG	PLEK	HAP1	RFX5		0.933231620599402	0.999996742361552
GSE281048_Mixscale	IFNG	PLEK	HAP1	FOS		0.484799242340988	0.992642599334792
GSE281048_Mixscale	IFNG	PLEK	HAP1	IRF1	0.281247828849392	0.0355417809910299	0.992642599334792
GSE281048_Mixscale	IFNG	PLEK	HAP1	ATF4	-0.301206821035584	0.0383196656857088	0.992642599334792
GSE281048_Mixscale	IFNG	PLEK	HAP1	CASP3		0.427120813918091	0.992642599334792
GSE281048_Mixscale	IFNG	PLEK	HAP1	DNAJB1	0.0100322937540294	0.699758470326855	0.999996742361552
GSE281048_Mixscale	IFNG	PLEK	HAP1	KLF6	0.0477289411838644	0.914420006324449	0.999996742361552
GSE281048_Mixscale	IFNG	PLEK	HAP1	CD74		0.99235884578339	0.999996742361552
GSE281048_Mixscale	IFNG	PLEK	HAP1	IFI30		0.474491297905119	0.992642599334792
GSE281048_Mixscale	IFNG	PLEK	HAP1	HLA-DMA		0.235381018055168	0.992642599334792
GSE281048_Mixscale	IFNG	PLEK	HAP1	HSP90AA1	0.0165643328409515	0.220362439829431	0.992642599334792
GSE281048_Mixscale	IFNG	PLEK	HAP1	CTSS		0.539704469629073	0.992642599334792
GSE281048_Mixscale	IFNG	PLEK	HAP1	GBP1	0.149647504424447	0.272197409212477	0.992642599334792
GSE281048_Mixscale	IFNG	PLEK	HAP1	STAT1	0.0968789054500157	0.735234988951583	0.999996742361552
GSE281048_Mixscale	IFNG	PLEK	HT29	CIITA	-0.0668274451728319	0.608969396181705	0.9719844416619982
GSE281048_Mixscale	IFNG	PLEK	HT29	JUN	-0.250839615673904	0.0014048193338526	0.36789651936114776
GSE281048_Mixscale	IFNG	PLEK	HT29	CXCL10	-0.0818802514039585	0.66345547244079	0.9786421145165646
GSE281048_Mixscale	IFNG	PLEK	HT29	RFX5	-0.128738843866917	0.514285726380144	0.959108629142359
GSE281048_Mixscale	IFNG	PLEK	HT29	FOS	0.0088008727287763	0.616049372642424	0.972938106775316
GSE281048_Mixscale	IFNG	PLEK	HT29	IRF1	-0.052105699844641	0.573440950934642	0.967944774897962
GSE281048_Mixscale	IFNG	PLEK	HT29	ATF4	-0.0787749031191065	0.739795920004117	0.9819687566046655
GSE281048_Mixscale	IFNG	PLEK	HT29	CASP3	0.0344618058825956	0.620436751576791	0.972938106775316
GSE281048_Mixscale	IFNG	PLEK	HT29	DNAJB1	0.0397407738576723	0.456523197013663	0.9428586319857576
GSE281048_Mixscale	IFNG	PLEK	HT29	KLF6	0.0235485192805251	0.169492072270288	0.849281704732347
GSE281048_Mixscale	IFNG	PLEK	HT29	CD74	-0.0711206809705055	0.470709997790554	0.9439206052329172
GSE281048_Mixscale	IFNG	PLEK	HT29	IFI30	-0.0216356947468608	0.763741793560138	0.9819687566046655
GSE281048_Mixscale	IFNG	PLEK	HT29	HLA-DMA	0.0048476110245554	0.627593433045589	0.9758287462285123
GSE281048_Mixscale	IFNG	PLEK	HT29	HSP90AA1	-0.0410199471152153	0.938610006753279	0.9915427035077269
GSE281048_Mixscale	IFNG	PLEK	HT29	CTSS	-0.0880097456578721	0.516288083837561	0.959108629142359
GSE281048_Mixscale	IFNG	PLEK	HT29	GBP1	-0.036254633626464	0.619550025706053	0.972938106775316
GSE281048_Mixscale	IFNG	PLEK	HT29	STAT1	-0.0573425763164312	0.470584094759473	0.9439069127424955
GSE281048_Mixscale	IFNG	PLEK	K562	CIITA		0.38919532356051	0.994002286781629
GSE281048_Mixscale	IFNG	PLEK	K562	JUN		0.36495099640745	0.9909721659041096
GSE281048_Mixscale	IFNG	PLEK	K562	CXCL10		0.251999068369638	0.9864662733662749
GSE281048_Mixscale	IFNG	PLEK	K562	RFX5		0.914843903885653	0.999575847922871
GSE281048_Mixscale	IFNG	PLEK	K562	FOS		0.656765621459043	0.999575847922871
GSE281048_Mixscale	IFNG	PLEK	K562	IRF1	-0.0417849216393238	0.906815982990709	0.999575847922871
GSE281048_Mixscale	IFNG	PLEK	K562	ATF4	-0.374739655699438	0.105365647440409	0.969937149017825
GSE281048_Mixscale	IFNG	PLEK	K562	CASP3	0.403128419393279	0.049393877796666	0.954563958142951
GSE281048_Mixscale	IFNG	PLEK	K562	DNAJB1	-0.0413843624078485	0.977935279250489	0.999575847922871
GSE281048_Mixscale	IFNG	PLEK	K562	KLF6	-0.0920934405477891	0.826605102908111	0.999575847922871
GSE281048_Mixscale	IFNG	PLEK	K562	CD74		0.390372781499938	0.994002286781629
GSE281048_Mixscale	IFNG	PLEK	K562	IFI30		0.130797462423373	0.9770083521389701
GSE281048_Mixscale	IFNG	PLEK	K562	HLA-DMA		0.156134158059818	0.9770083521389701
GSE281048_Mixscale	IFNG	PLEK	K562	HSP90AA1	-0.0923938925183132	0.248967497207402	0.9864662733662749
GSE281048_Mixscale	IFNG	PLEK	K562	CTSS		0.670361422918769	0.999575847922871
GSE281048_Mixscale	IFNG	PLEK	K562	GBP1		0.634704908061095	0.999575847922871
GSE281048_Mixscale	IFNG	PLEK	K562	STAT1	-0.0176846418671022	0.592163381238179	0.999575847922871
GSE281048_Mixscale	IFNG	PLEK	MCF7	CIITA	0.0689072399025381	0.355044568712796	0.9216147520659714
GSE281048_Mixscale	IFNG	PLEK	MCF7	JUN	-0.179040121449979	0.302034708201395	0.9038237568563451
GSE281048_Mixscale	IFNG	PLEK	MCF7	CXCL10		0.22911087445675	0.8665006112786615
GSE281048_Mixscale	IFNG	PLEK	MCF7	RFX5	0.342289838711463	0.0138962565067215	0.4319828444265935
GSE281048_Mixscale	IFNG	PLEK	MCF7	FOS		0.0319425600749817	0.5677609719623857
GSE281048_Mixscale	IFNG	PLEK	MCF7	IRF1	-0.0317682289385874	0.9852842914838	0.9995150344085556
GSE281048_Mixscale	IFNG	PLEK	MCF7	ATF4	0.0807287188697288	0.541653920303935	0.9658267105365517
GSE281048_Mixscale	IFNG	PLEK	MCF7	CASP3	-0.354932281546485	0.111858280182326	0.7608720913838264
GSE281048_Mixscale	IFNG	PLEK	MCF7	DNAJB1	-0.0222716115599839	0.972088215856286	0.99748785446004
GSE281048_Mixscale	IFNG	PLEK	MCF7	KLF6	-0.0348693379426293	0.894209188842969	0.9947747081645534
GSE281048_Mixscale	IFNG	PLEK	MCF7	CD74	0.154340097133284	0.10896306064474	0.7608720913838264
GSE281048_Mixscale	IFNG	PLEK	MCF7	IFI30		0.750951752128497	0.9907981325222828
GSE281048_Mixscale	IFNG	PLEK	MCF7	HLA-DMA	-0.0808659168887327	0.632065374112293	0.9804114688958715
GSE281048_Mixscale	IFNG	PLEK	MCF7	HSP90AA1	-0.0199102041109103	0.967167899552396	0.9969288133335498
GSE281048_Mixscale	IFNG	PLEK	MCF7	CTSS		0.187583698477867	0.820700050045071
GSE281048_Mixscale	IFNG	PLEK	MCF7	GBP1	0.0661505102342862	0.298043197738948	0.9010634738659957
GSE281048_Mixscale	IFNG	PLEK	MCF7	STAT1	-0.059867157737727	0.305781201863076	0.9072427205454825
GSE281048_Mixscale	IFNG	PPARG	A549	IFI30		0.337122815859413	0.9608163985949448
GSE281048_Mixscale	IFNG	PPARG	A549	IRF1	0.0050878044437432	0.400439558709627	0.9608163985949448
GSE281048_Mixscale	IFNG	PPARG	A549	HSP90AA1	-0.0931006670892669	0.861875706130717	0.9998991874817167
GSE281048_Mixscale	IFNG	PPARG	A549	CD74	0.343063389023153	0.02770114571777	0.7813949544408443
GSE281048_Mixscale	IFNG	PPARG	A549	STAT1	0.138692770549707	0.0279074577069951	0.7813949544408443
GSE281048_Mixscale	IFNG	PPARG	A549	GBP1	-0.10957920927765	0.923811387283149	0.9998991874817167
GSE281048_Mixscale	IFNG	PPARG	A549	HLA-DMA	0.0460440889237432	0.762790488225717	0.9969878010742378
GSE281048_Mixscale	IFNG	PPARG	A549	JUN	-0.786522400170532	0.0850521347423631	0.8525628874912665
GSE281048_Mixscale	IFNG	PPARG	A549	CXCL10		0.199394900585223	0.9245102666322461
GSE281048_Mixscale	IFNG	PPARG	A549	ATF4		0.281761277358627	0.9485138434901953
GSE281048_Mixscale	IFNG	PPARG	A549	CTSS	0.110396412348771	0.315599596872594	0.9601886023240647
GSE281048_Mixscale	IFNG	PPARG	A549	FOS	-0.244447374570712	0.390733585487012	0.9608163985949448
GSE281048_Mixscale	IFNG	PPARG	A549	KLF6	0.062851595006277	0.349018778887198	0.9608163985949448
GSE281048_Mixscale	IFNG	PPARG	A549	RFX5	-0.385571676726501	0.46332320236144	0.9712012231905923
GSE281048_Mixscale	IFNG	PPARG	BXPC3	IFI30	0.775380627652575	0.0029143547285127	0.3516720353914753
GSE281048_Mixscale	IFNG	PPARG	BXPC3	IRF1	-0.229967959413679	0.602950287835708	0.9837519404747327
GSE281048_Mixscale	IFNG	PPARG	BXPC3	HSP90AA1	-0.0270138471521146	0.0794448713387182	0.7590990592512615
GSE281048_Mixscale	IFNG	PPARG	BXPC3	CD74		0.0501576484201682	0.7259552894299323
GSE281048_Mixscale	IFNG	PPARG	BXPC3	STAT1	-0.313916793928963	0.185707787833413	0.8702489855191453
GSE281048_Mixscale	IFNG	PPARG	BXPC3	GBP1	-0.165534467058227	0.719575203111085	0.9946807031843042
GSE281048_Mixscale	IFNG	PPARG	BXPC3	HLA-DMA		0.603842217296527	0.9837519404747327
GSE281048_Mixscale	IFNG	PPARG	BXPC3	JUN	-0.213670141537167	0.941130000629205	0.9996328610515733
GSE281048_Mixscale	IFNG	PPARG	BXPC3	CXCL10	-0.299482050463774	0.839336626098704	0.9996328610515733
GSE281048_Mixscale	IFNG	PPARG	BXPC3	ATF4	-0.540565205291449	0.353954962377553	0.9261180537289962
GSE281048_Mixscale	IFNG	PPARG	BXPC3	CTSS	0.0814092592435527	0.116452462860973	0.7998475259982071
GSE281048_Mixscale	IFNG	PPARG	BXPC3	FOS	-0.177261190016073	0.849162393874573	0.9996328610515733
GSE281048_Mixscale	IFNG	PPARG	BXPC3	KLF6	-0.327154555481798	0.525675011319832	0.9770435308313156
GSE281048_Mixscale	IFNG	PPARG	BXPC3	RFX5		0.470446853530573	0.9609081302947705
GSE281048_Mixscale	IFNG	PPARG	HAP1	IFI30		0.404996650698695	0.9728526249898559
GSE281048_Mixscale	IFNG	PPARG	HAP1	IRF1	-0.0644862051509987	0.641006800187335	0.9969661969985358
GSE281048_Mixscale	IFNG	PPARG	HAP1	HSP90AA1	-0.295685044266709	0.257237471714434	0.9719694119969389
GSE281048_Mixscale	IFNG	PPARG	HAP1	CD74		0.99493943670061	0.999992923517745
GSE281048_Mixscale	IFNG	PPARG	HAP1	STAT1	0.014517143154881	0.0494866427215372	0.8620638133613954
GSE281048_Mixscale	IFNG	PPARG	HAP1	GBP1	-0.369250534352938	0.0493029186271361	0.8620638133613954
GSE281048_Mixscale	IFNG	PPARG	HAP1	HLA-DMA		0.640878251722962	0.9969661969985358
GSE281048_Mixscale	IFNG	PPARG	HAP1	JUN		0.992684268673023	0.999992923517745
GSE281048_Mixscale	IFNG	PPARG	HAP1	CXCL10		0.582422438652001	0.987391951617682
GSE281048_Mixscale	IFNG	PPARG	HAP1	ATF4	-0.355026155155768	0.591168661844416	0.9895487209721185
GSE281048_Mixscale	IFNG	PPARG	HAP1	CTSS		0.452631029517967	0.9757205830788791
GSE281048_Mixscale	IFNG	PPARG	HAP1	FOS		0.711316821693309	0.999992923517745
GSE281048_Mixscale	IFNG	PPARG	HAP1	KLF6		0.320176101170119	0.9728526249898559
GSE281048_Mixscale	IFNG	PPARG	HAP1	RFX5		0.904623545049873	0.999992923517745
GSE281048_Mixscale	IFNG	PPARG	HT29	IFI30	0.35786906734474	0.0383778721515764	0.8456671269577175
GSE281048_Mixscale	IFNG	PPARG	HT29	IRF1	-0.0934466596659811	0.595584577314552	0.9857094456055839
GSE281048_Mixscale	IFNG	PPARG	HT29	HSP90AA1	0.0458791625877601	0.0068888519707958	0.5236416371349991
GSE281048_Mixscale	IFNG	PPARG	HT29	CD74	-0.149403076572914	0.741683100768581	0.9970435811110233
GSE281048_Mixscale	IFNG	PPARG	HT29	STAT1	-0.204883267702201	0.151317116025879	0.903496329112644
GSE281048_Mixscale	IFNG	PPARG	HT29	GBP1	-0.0217822101755567	0.49577382985658	0.9824397419395231
GSE281048_Mixscale	IFNG	PPARG	HT29	HLA-DMA	-0.150199532357794	0.838035007554988	0.9999013757041995
GSE281048_Mixscale	IFNG	PPARG	HT29	JUN	-0.0253719072515065	0.527693223466863	0.9824397419395231
GSE281048_Mixscale	IFNG	PPARG	HT29	CXCL10	0.321586908302296	0.0918487040278712	0.8991943361990365
GSE281048_Mixscale	IFNG	PPARG	HT29	ATF4	-0.322560092551728	0.456379756140138	0.977933612884416
GSE281048_Mixscale	IFNG	PPARG	HT29	CTSS	-0.147770193987056	0.864449336194832	0.9999013757041995
GSE281048_Mixscale	IFNG	PPARG	HT29	FOS	0.135978369984363	0.186991018252479	0.9254227523424762
GSE281048_Mixscale	IFNG	PPARG	HT29	KLF6	-0.196847394979143	0.58808399159296	0.9835702679800219
GSE281048_Mixscale	IFNG	PPARG	HT29	RFX5	0.094744919210425	0.432031857551048	0.9689967556388223
GSE281048_Mixscale	IFNG	PPARG	K562	IFI30		0.43771843983958	0.9999947563457284
GSE281048_Mixscale	IFNG	PPARG	K562	IRF1	-0.133394902318422	0.388928044424664	0.997176749042392
GSE281048_Mixscale	IFNG	PPARG	K562	HSP90AA1	0.054703900228469	0.774842931986066	0.9999947563457284
GSE281048_Mixscale	IFNG	PPARG	K562	CD74		0.994289065010897	0.9999947563457284
GSE281048_Mixscale	IFNG	PPARG	K562	STAT1	-0.0512803594172082	0.48833660083635	0.9999947563457284
GSE281048_Mixscale	IFNG	PPARG	K562	GBP1		0.561635204000903	0.9999947563457284
GSE281048_Mixscale	IFNG	PPARG	K562	HLA-DMA		0.0740040058118059	0.979584421263699
GSE281048_Mixscale	IFNG	PPARG	K562	JUN		0.992900100217285	0.9999947563457284
GSE281048_Mixscale	IFNG	PPARG	K562	CXCL10		0.289745638855968	0.9920941490007652
GSE281048_Mixscale	IFNG	PPARG	K562	ATF4	-0.459637973673237	0.215697778283435	0.9920941490007652
GSE281048_Mixscale	IFNG	PPARG	K562	CTSS		0.332406493225006	0.9920941490007652
GSE281048_Mixscale	IFNG	PPARG	K562	FOS		0.987021427632404	0.9999947563457284
GSE281048_Mixscale	IFNG	PPARG	K562	KLF6	-0.277013771301819	0.551434626619845	0.9999947563457284
GSE281048_Mixscale	IFNG	PPARG	K562	RFX5		0.508871486494863	0.9999947563457284
GSE281048_Mixscale	IFNG	PPARG	MCF7	IFI30		0.75952370966221	0.982284745105848
GSE281048_Mixscale	IFNG	PPARG	MCF7	IRF1	0.257688333335146	0.0046127399775674	0.3238868287898648
GSE281048_Mixscale	IFNG	PPARG	MCF7	HSP90AA1	-0.0876180465076315	0.183463181961465	0.8546689050488665
GSE281048_Mixscale	IFNG	PPARG	MCF7	CD74	0.36859436285512	0.0224064985152551	0.5367540719940197
GSE281048_Mixscale	IFNG	PPARG	MCF7	STAT1	-0.0041710916705013	0.790993513746441	0.9856826538263538
GSE281048_Mixscale	IFNG	PPARG	MCF7	GBP1	0.195520456872247	0.102279167474439	0.8016841798545132
GSE281048_Mixscale	IFNG	PPARG	MCF7	HLA-DMA	0.225028247755616	0.311604520274982	0.921825719303255
GSE281048_Mixscale	IFNG	PPARG	MCF7	JUN	-0.154292467935443	0.55230452051443	0.9552618161052817
GSE281048_Mixscale	IFNG	PPARG	MCF7	CXCL10		0.610150899673218	0.9631099369369979
GSE281048_Mixscale	IFNG	PPARG	MCF7	ATF4	0.362124796957228	0.103552614502275	0.8052313680151464
GSE281048_Mixscale	IFNG	PPARG	MCF7	CTSS		0.982328032008312	0.9999762188904248
GSE281048_Mixscale	IFNG	PPARG	MCF7	FOS		0.855919624533053	0.9952368860764671
GSE281048_Mixscale	IFNG	PPARG	MCF7	KLF6	0.149320021529174	0.361068259418365	0.9328727354241203
GSE281048_Mixscale	IFNG	PPARG	MCF7	RFX5	0.217062727059854	0.347387529510339	0.9328727354241203
GSE281048_Mixscale	IFNG	PRDM1	A549	GBP1	-0.126976780561347	0.884979022378039	0.9938632524395755
GSE281048_Mixscale	IFNG	PRDM1	A549	KLF6	-0.0828581617250977	0.233387635583826	0.8958800732890759
GSE281048_Mixscale	IFNG	PRDM1	A549	HSP90AA1	-0.0206278273155025	0.0534136601207891	0.7352273789804543
GSE281048_Mixscale	IFNG	PRDM1	A549	CXCL10		0.152640730693543	0.8552930319612909
GSE281048_Mixscale	IFNG	PRDM1	A549	CTSS	0.0585345205782516	0.57399166764607	0.961153982928386
GSE281048_Mixscale	IFNG	PRDM1	A549	IRF1	-0.0374156063982221	0.601651987124931	0.9641059442948525
GSE281048_Mixscale	IFNG	PRDM1	A549	DNAJB1		0.495840208106188	0.9504644286687989
GSE281048_Mixscale	IFNG	PRDM1	A549	JUN	-0.332806677277844	0.430196775389902	0.9437329773756568
