dataset	pathway	perturbation	cell_type	target_module_effect	target_module_median_effect	target_n_genes	target_genes_present	target_negative_fraction	target_sig_negative_fdr10	generic_ifn_effect	generic_ifn_median_effect	generic_ifn_n_genes	generic_ifn_genes_present	generic_ifn_negative_fraction	generic_ifn_sig_negative_fdr10	stress_module_effect	stress_module_median_effect	stress_n_genes	stress_genes_present	stress_positive_fraction	stress_sig_positive_fdr10	target_suppression	generic_ifn_suppression	target_vs_ifn_margin	target_over_ifn_ratio	stress_induction	stress_abs_effect	selectivity_score
GSE281048_Mixscale	IFNB	MAPK8	HAP1			0			0	0.0625827871932817	0.0640441992090257	3	IFIT1,ISG15,STAT1	0.0	0	0.07633608869819168	0.0419805103897817	7	ATF4,CASP3,DNAJB1,HSP90AA1,HSPA1A,HSPA1B,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.07633608869819168	0.07633608869819168	-0.03435123991418626
GSE281048_Mixscale	IFNB	MAPK8	HT29	0.234293541219146	0.234293541219146	1	CTSS	0.0	0	0.1622653959133084	0.190419139013845	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.14707760496916134	0.109559752564917	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.14707760496916134	0.14707760496916134	-0.0661849222361226
GSE281048_Mixscale	IFNB	MAPK8	K562	0.0620924119276589	0.0620924119276589	1	CTSS	0.0	0	0.07736848055998075	0.154358534824388	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.1434044806362297	0.148579709173879	6	ATF4,CASP3,DNAJB1,HSP90AA1,JUN,KLF6	0.8333333333333334	0	0.0	0.0	0.0	0.0	0.1434044806362297	0.1434044806362297	-0.06453201628630337
GSE281048_Mixscale	IFNB	MAPK8	MCF7	0.25589210749071	0.25589210749071	1	RFX5	0.0	0	0.12858810299001663	0.127246898234269	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.11997031141412211	0.118879400397128	9	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,HSPA1B,JUN,KLF6	0.7777777777777778	2	0.0	0.0	0.0	0.0	0.11997031141412211	0.11997031141412211	-0.05398664013635495
GSE281048_Mixscale	IFNB	MEF2A	A549	0.12450654738086626	0.12450654738086626	2	CTSS,RFX5	0.5	0	-0.020594262336978537	-0.031904954903915	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.8	0	-0.023756637469541066	-0.0351477267370923	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.3333333333333333	0	0.0	0.020594262336978537	-0.020594262336978537	0.0	0.0	0.023756637469541066	-0.022969926083932644
GSE281048_Mixscale	IFNB	MEF2A	BXPC3	0.0839510404173375	0.0839510404173375	1	CTSS	0.0	0	0.19279731231158892	0.175510668652638	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.28767951096187544	0.270030546335207	9	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,HSPA1B,JUN,KLF6	0.7777777777777778	1	0.0	0.0	0.0	0.0	0.28767951096187544	0.28767951096187544	-0.12945577993284396
GSE281048_Mixscale	IFNB	MEF2A	HAP1			0			0	0.11058586435707604	0.05445083628103685	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.038992621199729446	-0.01789850894511235	6	ATF4,DNAJB1,HSP90AA1,HSPA1A,HSPA1B,KLF6	0.3333333333333333	0	0.0	0.0	0.0	0.0	0.038992621199729446	0.038992621199729446	-0.01754667953987825
GSE281048_Mixscale	IFNB	MEF2A	HT29	0.270802842149022	0.270802842149022	1	CTSS	0.0	0	0.1699722315533414	0.17664505880114	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.21638984272264525	0.157245018352229	7	ATF4,DNAJB1,FOS,HSP90AA1,HSPA1B,JUN,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.21638984272264525	0.21638984272264525	-0.09737542922519037
GSE281048_Mixscale	IFNB	MEF2A	K562	0.622797942244452	0.622797942244452	1	CTSS	0.0	0	0.0031255779398072434	0.1355357425266705	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.1084467018323006	0.1181801889424579	6	ATF4,CASP3,DNAJB1,HSP90AA1,JUN,KLF6	0.6666666666666666	0	0.0	0.0	0.0	0.0	0.1084467018323006	0.1084467018323006	-0.04880101582453526
GSE281048_Mixscale	IFNB	MEF2A	MCF7	0.209849105669223	0.209849105669223	1	RFX5	0.0	0	0.09340794342345113	0.117602465243454	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.01118897843765213	0.0158331177352493	9	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,HSPA1B,JUN,KLF6	0.5555555555555556	0	0.0	0.0	0.0	0.0	0.01118897843765213	0.01118897843765213	-0.005035040296943458
GSE281048_Mixscale	IFNB	MYC	A549	0.2378668226678359	0.2378668226678359	2	CTSS,RFX5	0.5	0	0.0067219563259694835	0.0092303842424174	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	0.014447136987839468	0.0742096424125502	5	ATF4,DNAJB1,FOS,HSP90AA1,JUN	0.6	0	0.0	0.0	0.0	0.0	0.014447136987839468	0.014447136987839468	-0.00650121164452776
GSE281048_Mixscale	IFNB	MYC	BXPC3	0.120531112359073	0.120531112359073	1	CTSS	0.0	0	0.08765986014996963	0.152036523232688	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	0.17943650459204533	0.13671678080309801	8	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,HSPA1B,JUN	0.875	0	0.0	0.0	0.0	0.0	0.17943650459204533	0.17943650459204533	-0.0807464270664204
GSE281048_Mixscale	IFNB	MYC	HAP1			0			0	0.023230200548798697	0.0459291825168671	3	IFIT1,ISG15,STAT1	0.3333333333333333	0	-0.017361641214048176	-0.007420667174638901	4	ATF4,DNAJB1,HSP90AA1,HSPA1A	0.5	0	0.0	0.0	0.0	0.0	0.0	0.017361641214048176	-0.0017361641214048177
GSE281048_Mixscale	IFNB	MYC	HT29			0			0	0.03130892574017194	0.0535626129149147	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	0.1204131514564718	0.08350731325210814	6	ATF4,DNAJB1,FOS,HSP90AA1,HSPA1B,JUN	1.0	0	0.0	0.0	0.0	0.0	0.1204131514564718	0.1204131514564718	-0.05418591815541231
GSE281048_Mixscale	IFNB	MYC	K562	-0.290368974825772	-0.290368974825772	1	CTSS	1.0	0	0.049728627347949625	0.12998688810910225	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.17098196966660725	0.14291507916237184	6	ATF4,CASP3,DNAJB1,HSP90AA1,HSPA1A,JUN	0.8333333333333334	0	0.290368974825772	0.0	0.290368974825772	2.9036897482577197	0.17098196966660725	0.17098196966660725	0.21342708847579875
GSE281048_Mixscale	IFNB	MYC	MCF7	0.143921482523829	0.143921482523829	1	RFX5	0.0	0	0.1266130536195321	0.174842580213995	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.1018817804747014	0.12729453990940848	8	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,HSPA1B,JUN	0.875	1	0.0	0.0	0.0	0.0	0.1018817804747014	0.1018817804747014	-0.045846801213615625
GSE281048_Mixscale	IFNB	NFE2L3	A549	0.10132643771020025	0.10132643771020025	2	CTSS,RFX5	0.0	0	0.040928685531275585	0.0189904901629689	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	0.07707039203867509	0.06982126974968675	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.8333333333333334	0	0.0	0.0	0.0	0.0	0.07707039203867509	0.07707039203867509	-0.034681676417403794
GSE281048_Mixscale	IFNB	NFE2L3	BXPC3	-0.248397923850782	-0.248397923850782	1	CTSS	1.0	0	-0.02460148675196512	-0.0200779854009385	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.6	0	0.0002832600171402087	0.0079862617091097	9	ATF4,CASP3,DDIT3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.5555555555555556	1	0.248397923850782	0.02460148675196512	0.22379643709881686	2.48397923850782	0.0002832600171402087	0.0002832600171402087	0.22366897009110379
GSE281048_Mixscale	IFNB	NFE2L3	HAP1	0.151601996355166	0.151601996355166	1	RFX5	0.0	0	0.07653354375650524	0.05014070199731535	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.14363460505167724	0.129640589107533	7	ATF4,CASP3,DNAJB1,HSP90AA1,HSPA1A,HSPA1B,KLF6	0.7142857142857143	0	0.0	0.0	0.0	0.0	0.14363460505167724	0.14363460505167724	-0.06463557227325475
GSE281048_Mixscale	IFNB	NFE2L3	HT29			0			0	0.1875206038682445	0.164460053169035	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.20115227682180417	0.1975609583283445	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.20115227682180417	0.20115227682180417	-0.09051852456981188
GSE281048_Mixscale	IFNB	NFE2L3	K562	0.420500358597895	0.420500358597895	1	CTSS	0.0	0	0.18657567956691623	0.2464245390562345	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.20112058328847554	0.179235567920608	7	ATF4,DDIT3,DNAJB1,HSP90AA1,HSPA1A,JUN,KLF6	0.8571428571428571	0	0.0	0.0	0.0	0.0	0.20112058328847554	0.20112058328847554	-0.090504262479814
GSE281048_Mixscale	IFNB	NFE2L3	MCF7	0.295455722766978	0.295455722766978	1	RFX5	0.0	0	0.2797312336955704	0.286681416361692	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.16526194781326933	0.1752616524813865	10	ATF4,CASP3,DDIT3,DNAJB1,FOS,HSP90AA1,HSPA1A,HSPA1B,JUN,KLF6	0.8	0	0.0	0.0	0.0	0.0	0.16526194781326933	0.16526194781326933	-0.0743678765159712
GSE281048_Mixscale	IFNB	NFKB1	A549	0.284036018154905	0.284036018154905	1	CTSS	0.0	0	0.1309709613779106	0.105218577773214	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	0.12543287173108117	0.0909856770044892	5	ATF4,DNAJB1,FOS,JUN,KLF6	0.8	0	0.0	0.0	0.0	0.0	0.12543287173108117	0.12543287173108117	-0.05644479227898652
GSE281048_Mixscale	IFNB	NFKB1	BXPC3	0.0350875165431817	0.0350875165431817	1	CTSS	0.0	0	0.086237429917319	0.0596627825711711	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.12332725718025193	0.1498698805359635	6	ATF4,DNAJB1,FOS,HSPA1A,JUN,KLF6	0.8333333333333334	0	0.0	0.0	0.0	0.0	0.12332725718025193	0.12332725718025193	-0.05549726573111337
GSE281048_Mixscale	IFNB	NFKB1	HAP1			0			0	-0.023913957168341663	-0.0262935187137833	3	IFIT1,ISG15,STAT1	0.6666666666666666	0	-0.04744855144765042	-0.07541750286257234	4	ATF4,DNAJB1,HSPA1A,KLF6	0.25	0	0.0	0.023913957168341663	-0.023913957168341663	0.0	0.0	0.04744855144765042	-0.028658812313106706
GSE281048_Mixscale	IFNB	NFKB1	HT29	0.352574187557235	0.352574187557235	1	CTSS	0.0	0	-0.07777513838072936	0.002244163210499	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.4	0	0.07426856104578501	0.068057383625906	5	ATF4,DNAJB1,FOS,JUN,KLF6	0.8	0	0.0	0.07777513838072936	-0.07777513838072936	0.0	0.07426856104578501	0.07426856104578501	-0.11119599085133261
GSE281048_Mixscale	IFNB	NFKB1	K562	0.0074433189790856	0.0074433189790856	1	CTSS	0.0	0	0.2317841673857815	0.3549367416085135	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.15842749702161849	0.09911044654336175	4	ATF4,DNAJB1,JUN,KLF6	0.75	0	0.0	0.0	0.0	0.0	0.15842749702161849	0.15842749702161849	-0.07129237365972832
GSE281048_Mixscale	IFNB	NFKB1	MCF7	0.290923081172435	0.290923081172435	1	RFX5	0.0	0	0.19494622546025067	0.192435432933945	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.3571325394353442	0.289075865148692	6	ATF4,DNAJB1,FOS,HSPA1A,JUN,KLF6	1.0	1	0.0	0.0	0.0	0.0	0.3571325394353442	0.3571325394353442	-0.16070964274590488
GSE281048_Mixscale	IFNB	PARP12	A549	0.25163753232766	0.25163753232766	1	CTSS	0.0	0	0.13131305060614037	0.12123236965361045	4	GBP1,IFIT1,IRF1,STAT1	0.0	0	0.08980477820790411	0.08298678691364315	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.8333333333333334	0	0.0	0.0	0.0	0.0	0.08980477820790411	0.08980477820790411	-0.040412150193556845
GSE281048_Mixscale	IFNB	PARP12	BXPC3	0.161112298183824	0.161112298183824	1	CTSS	0.0	0	0.04070038558203323	0.0362959913018334	4	GBP1,IFIT1,IRF1,STAT1	0.0	0	0.1008134809763003	0.0809962636006574	8	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.875	0	0.0	0.0	0.0	0.0	0.1008134809763003	0.1008134809763003	-0.045366066439335134
GSE281048_Mixscale	IFNB	PARP12	HAP1			0			0	0.11626451973891828	-0.0109373463894542	3	IFIT1,IRF1,STAT1	0.6666666666666666	0	-0.0703886265915444	-0.0519187236201006	5	ATF4,DNAJB1,HSP90AA1,HSPA1A,KLF6	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0703886265915444	-0.007038862659154441
GSE281048_Mixscale	IFNB	PARP12	HT29	0.237694052437739	0.237694052437739	1	CTSS	0.0	0	0.17574169291011485	0.19656960415556202	4	GBP1,IFIT1,IRF1,STAT1	0.0	0	0.2119096808958091	0.23322473579771	7	ATF4,DNAJB1,FOS,HSP90AA1,HSPA1B,JUN,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.2119096808958091	0.2119096808958091	-0.0953593564031141
GSE281048_Mixscale	IFNB	PARP12	K562	-0.0209063362503832	-0.0209063362503832	1	CTSS	1.0	0	0.13734058723035927	0.146479889665459	3	IFIT1,IRF1,STAT1	0.3333333333333333	0	0.14479923351207602	0.144994571080787	7	ATF4,CASP3,DNAJB1,HSP90AA1,HSPA1A,JUN,KLF6	0.7142857142857143	0	0.0209063362503832	0.0	0.0209063362503832	0.209063362503832	0.14479923351207602	0.14479923351207602	-0.044253318830051
GSE281048_Mixscale	IFNB	PARP12	MCF7	0.23751340184683	0.23751340184683	1	RFX5	0.0	0	0.06043771247021695	0.06402810069726715	4	GBP1,IFIT1,IRF1,STAT1	0.25	0	0.031012924149432533	0.0456367314478801	9	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,HSPA1B,JUN,KLF6	0.7777777777777778	0	0.0	0.0	0.0	0.0	0.031012924149432533	0.031012924149432533	-0.013955815867244639
GSE281048_Mixscale	IFNB	POU2F1	A549	0.09848383145240851	0.09848383145240851	2	CTSS,RFX5	0.5	0	-0.10545807762709176	0.0857299825913556	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.4	0	0.09433863332646153	0.09973819243972885	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.6666666666666666	0	0.0	0.10545807762709176	-0.10545807762709176	0.0	0.09433863332646153	0.09433863332646153	-0.14791046262399946
GSE281048_Mixscale	IFNB	POU2F1	BXPC3	-0.472254611632764	-0.472254611632764	1	CTSS	1.0	1	-0.19782619371271443	-0.195665645165518	5	GBP1,IFIT1,IRF1,ISG15,STAT1	1.0	1	-0.023965919889504916	0.0222664542783093	9	ATF4,CASP3,DDIT3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.5555555555555556	2	0.472254611632764	0.19782619371271443	0.27442841792004957	2.387219825492765	0.0	0.023965919889504916	0.2720318259310991
GSE281048_Mixscale	IFNB	POU2F1	HAP1			0			0	-0.08183731862298003	-0.0138026418756492	3	IFIT1,ISG15,STAT1	0.6666666666666666	0	-0.12390029778143383	-0.198131319894673	5	ATF4,DNAJB1,HSP90AA1,HSPA1A,KLF6	0.4	0	0.0	0.08183731862298003	-0.08183731862298003	0.0	0.0	0.12390029778143383	-0.09422734840112341
GSE281048_Mixscale	IFNB	POU2F1	HT29	0.431245061361796	0.431245061361796	1	CTSS	0.0	0	0.11544617695999801	0.0797086628494536	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	-0.023395731326905183	-0.07541802151490146	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.16666666666666666	0	0.0	0.0	0.0	0.0	0.0	0.023395731326905183	-0.0023395731326905185
GSE281048_Mixscale	IFNB	POU2F1	K562	0.0387985067527605	0.0387985067527605	1	CTSS	0.0	0	0.07564168838309435	0.0854851937670031	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.14595341350442018	0.10693724351916589	6	ATF4,DDIT3,DNAJB1,HSP90AA1,JUN,KLF6	0.5	2	0.0	0.0	0.0	0.0	0.14595341350442018	0.14595341350442018	-0.06567903607698908
GSE281048_Mixscale	IFNB	POU2F1	MCF7	-0.646255282929684	-0.646255282929684	1	RFX5	1.0	0	-0.13922878164142197	-0.0171843381009816	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.6	0	-0.06407812818855209	-0.0155887005962861	9	ATF4,CASP3,DDIT3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.4444444444444444	0	0.646255282929684	0.13922878164142197	0.5070265012882621	4.641678791631518	0.0	0.06407812818855209	0.5006186884694069
GSE281048_Mixscale	IFNB	RAP1GAP	A549	0.08995666165300695	0.08995666165300695	2	CTSS,RFX5	0.5	0	-0.023638155383329855	-0.0422898570339072	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.8	0	0.048194291271536766	0.02705023847651725	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.6666666666666666	0	0.0	0.023638155383329855	-0.023638155383329855	0.0	0.048194291271536766	0.048194291271536766	-0.0453255864555214
GSE281048_Mixscale	IFNB	RAP1GAP	BXPC3	0.0104305531226594	0.0104305531226594	1	CTSS	0.0	0	-0.0051381058309813345	0.0202821258819292	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	1	0.08973611170368824	0.0856050882978037	9	ATF4,CASP3,DDIT3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.8888888888888888	0	0.0	0.0051381058309813345	-0.0051381058309813345	0.0	0.08973611170368824	0.08973611170368824	-0.04551935609764104
GSE281048_Mixscale	IFNB	RAP1GAP	HAP1	0.146496016115201	0.146496016115201	1	RFX5	0.0	0	0.05088019047004547	0.0806461094095754	3	IFIT1,ISG15,STAT1	0.3333333333333333	0	0.02956070777735862	0.0175463174544128	5	ATF4,DNAJB1,HSP90AA1,HSPA1A,KLF6	0.6	0	0.0	0.0	0.0	0.0	0.02956070777735862	0.02956070777735862	-0.013302318499811379
GSE281048_Mixscale	IFNB	RAP1GAP	HT29	0.136529049675943	0.136529049675943	1	CTSS	0.0	0	0.08675483945999421	0.0654069134850903	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.11850520565623242	0.0984989504501261	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.11850520565623242	0.11850520565623242	-0.05332734254530459
GSE281048_Mixscale	IFNB	RAP1GAP	K562	0.221292504529394	0.221292504529394	1	CTSS	0.0	0	0.048366844399252686	0.1043256865257514	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.15789057925786443	0.2292250629722335	8	ATF4,CASP3,DDIT3,DNAJB1,HSP90AA1,HSPA1A,JUN,KLF6	0.75	0	0.0	0.0	0.0	0.0	0.15789057925786443	0.15789057925786443	-0.07105076066603899
GSE281048_Mixscale	IFNB	RAP1GAP	MCF7	0.237766428201455	0.237766428201455	1	RFX5	0.0	0	0.16222381625740318	0.163249136661343	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.04221197859512313	0.115243277620686	9	ATF4,CASP3,DDIT3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.6666666666666666	0	0.0	0.0	0.0	0.0	0.04221197859512313	0.04221197859512313	-0.018995390367805405
GSE281048_Mixscale	IFNB	RAPGEF1	A549	0.08304857724481012	0.08304857724481012	2	CTSS,RFX5	0.5	0	0.08618389713493828	0.0726468757315	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.05035258408411686	0.0863088375717178	5	ATF4,DNAJB1,FOS,JUN,KLF6	0.6	0	0.0	0.0	0.0	0.0	0.05035258408411686	0.05035258408411686	-0.022658662837852585
GSE281048_Mixscale	IFNB	RAPGEF1	BXPC3	0.0241039371633587	0.0241039371633587	1	CTSS	0.0	0	0.1435672553722725	0.103550795363134	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.07506777869488146	0.0280139055161639	7	ATF4,CASP3,DNAJB1,FOS,HSPA1A,JUN,KLF6	0.5714285714285714	0	0.0	0.0	0.0	0.0	0.07506777869488146	0.07506777869488146	-0.03378050041269665
GSE281048_Mixscale	IFNB	RAPGEF1	HAP1			0			0	-0.1864768652822313	-0.176798215782895	3	IFIT1,ISG15,STAT1	1.0	0	-0.07742576718317397	-0.0443959880001792	4	ATF4,DNAJB1,HSPA1A,KLF6	0.25	0	0.0	0.1864768652822313	-0.1864768652822313	0.0	0.0	0.07742576718317397	-0.19421944200054872
GSE281048_Mixscale	IFNB	RAPGEF1	HT29			0			0	0.15434056545349056	0.130268550041928	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.06410842519793344	0.0476587334802923	5	ATF4,DNAJB1,FOS,JUN,KLF6	0.8	0	0.0	0.0	0.0	0.0	0.06410842519793344	0.06410842519793344	-0.02884879133907005
GSE281048_Mixscale	IFNB	RAPGEF1	K562	0.446020002609781	0.446020002609781	1	CTSS	0.0	0	0.20867067963049107	0.198654750536547	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.2676196544261449	0.291575294457268	5	ATF4,DNAJB1,HSPA1A,JUN,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.2676196544261449	0.2676196544261449	-0.12042884449176519
GSE281048_Mixscale	IFNB	RAPGEF1	MCF7	0.45462828020553103	0.45462828020553103	2	CTSS,RFX5	0.0	0	0.2927995708337764	0.264995546885568	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.240901732007409	0.2497620792088275	8	ATF4,CASP3,DNAJB1,FOS,HSPA1A,HSPA1B,JUN,KLF6	0.875	0	0.0	0.0	0.0	0.0	0.240901732007409	0.240901732007409	-0.10840577940333404
GSE281048_Mixscale	IFNB	RNF114	A549	0.2099384697284915	0.2099384697284915	2	CTSS,RFX5	0.0	0	0.1477959206976796	0.1344495593879675	4	GBP1,IFIT1,IRF1,STAT1	0.0	0	0.0764350600041828	0.021519597942522	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.5	0	0.0	0.0	0.0	0.0	0.0764350600041828	0.0764350600041828	-0.03439577700188226
GSE281048_Mixscale	IFNB	RNF114	BXPC3	0.131691969727272	0.131691969727272	1	CTSS	0.0	0	0.21552405377094297	0.183381656868751	4	GBP1,IFIT1,IRF1,STAT1	0.0	0	0.2286091244845801	0.2075267117027505	8	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	1.0	1	0.0	0.0	0.0	0.0	0.2286091244845801	0.2286091244845801	-0.10287410601806105
GSE281048_Mixscale	IFNB	RNF114	HAP1			0			0	0.13041998061194598	0.0129192346965517	3	IFIT1,IRF1,STAT1	0.3333333333333333	0	0.01537470471490308	0.0084433836354296	5	ATF4,DNAJB1,HSP90AA1,HSPA1A,KLF6	0.8	0	0.0	0.0	0.0	0.0	0.01537470471490308	0.01537470471490308	-0.0069186171217063865
GSE281048_Mixscale	IFNB	RNF114	HT29	0.244643300217084	0.244643300217084	1	CTSS	0.0	0	0.1284675665293543	0.130636300378486	4	GBP1,IFIT1,IRF1,STAT1	0.0	0	0.1980706854636953	0.1799379728162405	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.1980706854636953	0.1980706854636953	-0.08913180845866288
GSE281048_Mixscale	IFNB	RNF114	K562	0.367267000988063	0.367267000988063	1	CTSS	0.0	0	0.1574745467348213	0.200537500182602	3	IFIT1,IRF1,STAT1	0.3333333333333333	0	0.13061032939337272	0.1384798694862705	6	ATF4,CASP3,DNAJB1,HSP90AA1,JUN,KLF6	0.8333333333333334	0	0.0	0.0	0.0	0.0	0.13061032939337272	0.13061032939337272	-0.05877464822701772
GSE281048_Mixscale	IFNB	RNF114	MCF7	0.273794072188497	0.273794072188497	1	RFX5	0.0	0	0.251153090875568	0.243121777806113	4	GBP1,IFIT1,IRF1,STAT1	0.0	0	0.09972642791904898	0.12280978178478161	8	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.75	0	0.0	0.0	0.0	0.0	0.09972642791904898	0.09972642791904898	-0.04487689256357204
GSE281048_Mixscale	IFNB	SMARCA5	A549	0.201919146992943	0.201919146992943	2	CTSS,RFX5	0.0	0	-0.008204159091925017	0.0384159838026958	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.4	0	0.027838911818811242	0.0374319823361926	5	ATF4,DNAJB1,FOS,HSP90AA1,KLF6	0.6	0	0.0	0.008204159091925017	-0.008204159091925017	0.0	0.027838911818811242	0.027838911818811242	-0.020731669410390077
GSE281048_Mixscale	IFNB	SMARCA5	BXPC3	0.16007666806188076	0.16007666806188076	2	CTSS,RFX5	0.0	0	0.16893256078196672	0.160974619994946	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	1	0.15993993067774687	0.2144769237883345	8	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,HSPA1B,KLF6	0.75	1	0.0	0.0	0.0	0.0	0.15993993067774687	0.15993993067774687	-0.07197296880498608
GSE281048_Mixscale	IFNB	SMARCA5	HAP1			0			0	0.023295052037426725	0.005740479305224949	4	IFIT1,IRF1,ISG15,STAT1	0.5	0	-0.0230516346933868	-0.0477957347363065	5	ATF4,DNAJB1,HSP90AA1,HSPA1A,KLF6	0.4	0	0.0	0.0	0.0	0.0	0.0	0.0230516346933868	-0.00230516346933868
GSE281048_Mixscale	IFNB	SMARCA5	HT29	0.948647413003333	0.948647413003333	1	CTSS	0.0	0	0.1950803947120297	0.193755463171587	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.14823028421227466	0.10442962442691289	6	ATF4,DNAJB1,FOS,HSP90AA1,HSPA1B,KLF6	0.8333333333333334	0	0.0	0.0	0.0	0.0	0.14823028421227466	0.14823028421227466	-0.0667036278955236
GSE281048_Mixscale	IFNB	SMARCA5	K562	0.154659289656185	0.154659289656185	1	CTSS	0.0	0	0.021490594991545736	-0.0541163846991555	4	IFIT1,IRF1,ISG15,STAT1	0.5	0	0.13193754860211976	0.0884827426191279	5	ATF4,CASP3,DNAJB1,HSP90AA1,KLF6	0.8	0	0.0	0.0	0.0	0.0	0.13193754860211976	0.13193754860211976	-0.059371896870953886
