dataset	pathway	perturbation	cell_type	target_module_effect	target_module_median_effect	target_n_genes	target_genes_present	target_negative_fraction	target_sig_negative_fdr10	generic_ifn_effect	generic_ifn_median_effect	generic_ifn_n_genes	generic_ifn_genes_present	generic_ifn_negative_fraction	generic_ifn_sig_negative_fdr10	stress_module_effect	stress_module_median_effect	stress_n_genes	stress_genes_present	stress_positive_fraction	stress_sig_positive_fdr10	target_suppression	generic_ifn_suppression	target_vs_ifn_margin	target_over_ifn_ratio	stress_induction	stress_abs_effect	selectivity_score
GSE281048_Mixscale	IFNB	ADAR	A549	-0.18917929768948838	-0.18917929768948838	2	CTSS,RFX5	1.0	1	-0.08569992741541224	-0.122386623409203	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.8	2	0.23018381148412884	0.304414335064856	7	ATF4,DDIT3,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.5714285714285714	3	0.18917929768948838	0.08569992741541224	0.10347937027407614	1.8917929768948838	0.23018381148412884	0.23018381148412884	-0.00010334489378183154
GSE281048_Mixscale	IFNB	ADAR	BXPC3	-0.359462751485467	-0.359462751485467	1	CTSS	1.0	1	-0.05508025470451379	-0.0244689737920984	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.6	3	0.5706866318504791	0.566692894115916	10	ATF4,CASP3,DDIT3,DNAJB1,FOS,GADD45A,HSP90AA1,HSPA1A,JUN,KLF6	0.8	5	0.359462751485467	0.05508025470451379	0.30438249678095325	3.59462751485467	0.5706866318504791	0.5706866318504791	0.04757351244823768
GSE281048_Mixscale	IFNB	ADAR	HAP1			0			0	-0.189199380606189	-0.430485450904864	3	IFIT1,ISG15,STAT1	0.6666666666666666	2	0.13815830574688848	-0.369445887320073	6	ATF4,DNAJB1,HSP90AA1,HSPA1A,JUN,KLF6	0.3333333333333333	2	0.0	0.189199380606189	-0.189199380606189	0.0	0.13815830574688848	0.13815830574688848	-0.2513706181922888
GSE281048_Mixscale	IFNB	ADAR	HT29			0			0	0.0007944487578580215	0.0542324041020271	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.4	0	-0.05337009291015448	-0.04719200396478605	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.3333333333333333	0	0.0	0.0	0.0	0.0	0.0	0.05337009291015448	-0.005337009291015448
GSE281048_Mixscale	IFNB	ADAR	K562	0.031270840504054	0.031270840504054	1	CTSS	0.0	0	0.19540563505329417	0.2058081088254265	4	IFIT1,IRF1,ISG15,STAT1	0.0	0	0.2039386452195698	0.2525267354962182	8	ATF4,CASP3,DDIT3,DNAJB1,GADD45A,HSP90AA1,JUN,KLF6	0.625	3	0.0	0.0	0.0	0.0	0.2039386452195698	0.2039386452195698	-0.09177239034880641
GSE281048_Mixscale	IFNB	ADAR	MCF7	0.082647852701115	0.082647852701115	1	RFX5	0.0	0	0.15385956383523755	0.131900087973414	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.17001788467798865	0.212353340214414	9	ATF4,CASP3,DDIT3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.8888888888888888	3	0.0	0.0	0.0	0.0	0.17001788467798865	0.17001788467798865	-0.07650804810509489
GSE281048_Mixscale	IFNB	AKT1	A549	0.306161972034411	0.306161972034411	2	CTSS,RFX5	0.0	0	0.09703920689112584	0.0674185843970507	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.016473525356597917	-0.0151952780016927	5	DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.4	1	0.0	0.0	0.0	0.0	0.016473525356597917	0.016473525356597917	-0.0074130864104690625
GSE281048_Mixscale	IFNB	AKT1	BXPC3	-0.231171237948349	-0.231171237948349	1	CTSS	1.0	1	-0.008234354890015038	-0.0240573786183578	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.6	0	0.012877987287724643	-0.0053854523558052	7	CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.42857142857142855	0	0.231171237948349	0.008234354890015038	0.22293688305833398	2.31171237948349	0.012877987287724643	0.012877987287724643	0.2171417887788579
GSE281048_Mixscale	IFNB	AKT1	HAP1	0.0944340311489547	0.0944340311489547	1	RFX5	0.0	0	0.0219436864434559	0.031019552631403	3	IFIT1,ISG15,STAT1	0.3333333333333333	0	-0.012300074161306357	-0.0469636566769602	5	CASP3,DNAJB1,HSP90AA1,HSPA1A,KLF6	0.2	0	0.0	0.0	0.0	0.0	0.0	0.012300074161306357	-0.0012300074161306358
GSE281048_Mixscale	IFNB	AKT1	HT29	0.241648161673305	0.241648161673305	1	CTSS	0.0	0	0.06565668335936933	0.0904165025461685	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	0.11317492303524328	0.119613818975575	5	DNAJB1,FOS,HSP90AA1,JUN,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.11317492303524328	0.11317492303524328	-0.050928715365859474
GSE281048_Mixscale	IFNB	AKT1	K562	0.270948225794249	0.270948225794249	1	CTSS	0.0	0	0.13505317659266297	0.1319745364530468	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.18606187142974345	0.119463770129292	5	CASP3,DNAJB1,HSP90AA1,JUN,KLF6	0.8	0	0.0	0.0	0.0	0.0	0.18606187142974345	0.18606187142974345	-0.08372784214338455
GSE281048_Mixscale	IFNB	AKT1	MCF7	0.32567595336032	0.32567595336032	1	RFX5	0.0	0	0.13818647183207775	0.187708496666351	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	0.19008718787295345	0.218477049829255	7	CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.8571428571428571	0	0.0	0.0	0.0	0.0	0.19008718787295345	0.19008718787295345	-0.08553923454282905
GSE281048_Mixscale	IFNB	BATF2	A549	0.385351712007444	0.385351712007444	2	CTSS,RFX5	0.0	0	0.19069264906001981	0.186962984830931	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.08335961720392292	0.1095652705693099	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.8333333333333334	0	0.0	0.0	0.0	0.0	0.08335961720392292	0.08335961720392292	-0.03751182774176531
GSE281048_Mixscale	IFNB	BATF2	BXPC3	0.214923853625594	0.214923853625594	1	CTSS	0.0	0	0.2049925542448574	0.208465170472385	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.19637136982893458	0.1831972722372015	8	ATF4,DNAJB1,FOS,HSP90AA1,HSPA1A,HSPA1B,JUN,KLF6	1.0	1	0.0	0.0	0.0	0.0	0.19637136982893458	0.19637136982893458	-0.08836711642302056
GSE281048_Mixscale	IFNB	BATF2	HAP1	0.0344467136544395	0.0344467136544395	1	RFX5	0.0	0	0.08973846365794064	0.119540862968322	3	IFIT1,ISG15,STAT1	0.3333333333333333	0	0.07234228730548362	0.105669519004019	5	ATF4,DNAJB1,HSP90AA1,HSPA1A,KLF6	0.8	0	0.0	0.0	0.0	0.0	0.07234228730548362	0.07234228730548362	-0.032554029287467624
GSE281048_Mixscale	IFNB	BATF2	HT29			0			0	0.0695709177994773	0.131542779589147	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.4	0	0.1250670114497164	0.09739130730468915	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.1250670114497164	0.1250670114497164	-0.056280155152372384
GSE281048_Mixscale	IFNB	BATF2	K562	-0.129584896976658	-0.129584896976658	1	CTSS	1.0	0	0.18002368902911559	0.2176043132897165	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.09303762155692216	0.17925441231433	5	ATF4,DNAJB1,HSP90AA1,JUN,KLF6	0.6	0	0.129584896976658	0.0	0.129584896976658	1.29584896976658	0.09303762155692216	0.09303762155692216	0.08771796727604304
GSE281048_Mixscale	IFNB	BATF2	MCF7	0.0860174305744832	0.0860174305744832	1	RFX5	0.0	0	0.07800328794461121	0.0679966882619031	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.005060617146677236	-1.3072445602748534e-05	8	ATF4,DNAJB1,FOS,HSP90AA1,HSPA1A,HSPA1B,JUN,KLF6	0.5	1	0.0	0.0	0.0	0.0	0.005060617146677236	0.005060617146677236	-0.002277277716004756
GSE281048_Mixscale	IFNB	BRD9	A549	0.20801567726035605	0.20801567726035605	2	CTSS,RFX5	0.0	0	0.07451214738967862	0.0684126019096007	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	0.04288860314567795	0.039599685488386	5	ATF4,FOS,HSP90AA1,JUN,KLF6	0.6	0	0.0	0.0	0.0	0.0	0.04288860314567795	0.04288860314567795	-0.01929987141555508
GSE281048_Mixscale	IFNB	BRD9	BXPC3	-0.132355007848506	-0.132355007848506	1	CTSS	1.0	1	-0.014087623731422578	-0.0513508670016321	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.6	1	-0.04906939539765028	-0.0488125667686909	7	ATF4,CASP3,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.2857142857142857	0	0.132355007848506	0.014087623731422578	0.11826738411708343	1.32355007848506	0.0	0.04906939539765028	0.1133604445773184
GSE281048_Mixscale	IFNB	BRD9	HAP1			0			0	0.0829255036642877	0.0756690022877429	3	IFIT1,ISG15,STAT1	0.0	0	-0.013957552346960125	-0.01927213289924025	4	ATF4,HSP90AA1,HSPA1A,KLF6	0.25	0	0.0	0.0	0.0	0.0	0.0	0.013957552346960125	-0.0013957552346960127
GSE281048_Mixscale	IFNB	BRD9	HT29			0			0	0.10721155469546302	0.117310022306662	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.086016501067491	0.0989583203821296	5	ATF4,FOS,HSP90AA1,JUN,KLF6	0.8	0	0.0	0.0	0.0	0.0	0.086016501067491	0.086016501067491	-0.03870742548037095
GSE281048_Mixscale	IFNB	BRD9	K562	0.364588865226533	0.364588865226533	1	CTSS	0.0	0	0.13011914958114687	0.10622665525026176	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.09972920843266973	0.04602600393265645	6	ATF4,CASP3,HSP90AA1,HSPA1A,JUN,KLF6	0.6666666666666666	0	0.0	0.0	0.0	0.0	0.09972920843266973	0.09972920843266973	-0.044878143794701376
GSE281048_Mixscale	IFNB	BRD9	MCF7	0.315791203385172	0.315791203385172	1	RFX5	0.0	0	0.19373923679632019	0.18325121404627	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.0925681792904424	0.126520219614924	7	ATF4,CASP3,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.7142857142857143	0	0.0	0.0	0.0	0.0	0.0925681792904424	0.0925681792904424	-0.04165568068069908
GSE281048_Mixscale	IFNB	CEBPB	A549	-0.0034473795991860068	-0.0034473795991860068	2	CTSS,RFX5	0.5	0	-0.06175335240154791	-0.0691508131704808	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.8	1	-0.049386387716074516	-0.07028822356662955	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.3333333333333333	0	0.0034473795991860068	0.06175335240154791	-0.058305972802361904	0.03447379599186007	0.0	0.049386387716074516	-0.06324461157396935
GSE281048_Mixscale	IFNB	CEBPB	BXPC3	-0.202693492855251	-0.202693492855251	1	CTSS	1.0	0	-0.1723320124085558	-0.254011800334614	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.8	3	-0.08683693293341535	0.01105052837528665	8	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.625	0	0.202693492855251	0.1723320124085558	0.030361480446695205	1.1761801537761642	0.0	0.08683693293341535	0.021677787153353667
GSE281048_Mixscale	IFNB	CEBPB	HAP1			0			0	-0.11174228007218545	-0.101422257022265	3	IFIT1,ISG15,STAT1	1.0	0	-0.014840808109035314	0.009889538472253049	6	ATF4,CASP3,DNAJB1,HSP90AA1,HSPA1A,KLF6	0.5	0	0.0	0.11174228007218545	-0.11174228007218545	0.0	0.0	0.014840808109035314	-0.11322636088308899
GSE281048_Mixscale	IFNB	CEBPB	HT29			0			0	-0.055183002831503014	-0.0324065092868913	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.8	1	-0.013607947290832747	-0.09868001148593865	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.16666666666666666	0	0.0	0.055183002831503014	-0.055183002831503014	0.0	0.0	0.013607947290832747	-0.05654379756058629
GSE281048_Mixscale	IFNB	CEBPB	K562	-0.330344118980336	-0.330344118980336	1	CTSS	1.0	0	0.05985684387489775	0.1170101914818865	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	-0.010648580880062259	0.113523969747809	5	ATF4,DNAJB1,HSP90AA1,JUN,KLF6	0.8	0	0.330344118980336	0.0	0.330344118980336	3.30344118980336	0.0	0.010648580880062259	0.3292792608923298
GSE281048_Mixscale	IFNB	CEBPB	MCF7	-0.309362189730619	-0.309362189730619	1	RFX5	1.0	0	-0.30803690413032303	-0.279582734055428	5	GBP1,IFIT1,IRF1,ISG15,STAT1	1.0	3	-0.27920406098192263	-0.281287315455015	8	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.125	1	0.309362189730619	0.30803690413032303	0.001325285600295989	1.0043023598228844	0.0	0.27920406098192263	-0.026595120497896276
GSE281048_Mixscale	IFNB	CEBPG	A549	0.028205270386388998	0.028205270386388998	2	CTSS,RFX5	0.5	0	0.017157834628793705	0.0334795482113779	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	-0.057094187776223965	-0.01186160785435875	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.5	0	0.0	0.0	0.0	0.0	0.0	0.057094187776223965	-0.005709418777622397
GSE281048_Mixscale	IFNB	CEBPG	BXPC3	0.0266812704782735	0.0266812704782735	1	CTSS	0.0	0	0.07021962728074577	0.0921143949045895	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	0.08755135406250314	0.0685525118807766	8	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.625	0	0.0	0.0	0.0	0.0	0.08755135406250314	0.08755135406250314	-0.03939810932812641
GSE281048_Mixscale	IFNB	CEBPG	HAP1	0.0861855275059531	0.0861855275059531	1	RFX5	0.0	0	0.030150364130422602	0.0361231354850933	3	IFIT1,ISG15,STAT1	0.0	0	0.17148873859482783	0.11401724419103586	6	ATF4,DNAJB1,HSP90AA1,HSPA1A,HSPA1B,KLF6	0.8333333333333334	0	0.0	0.0	0.0	0.0	0.17148873859482783	0.17148873859482783	-0.07716993236767251
GSE281048_Mixscale	IFNB	CEBPG	HT29	0.417176359775201	0.417176359775201	1	CTSS	0.0	0	0.10606857340878287	0.127781836618071	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	0.16125524224971446	0.1654323646409575	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.16125524224971446	0.16125524224971446	-0.0725648590123715
GSE281048_Mixscale	IFNB	CEBPG	K562	0.327356665952903	0.327356665952903	1	CTSS	0.0	0	-0.056688577322899725	0.034885182909123104	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	-0.11181564944690106	-0.120317805252878	5	ATF4,DNAJB1,HSP90AA1,JUN,KLF6	0.2	0	0.0	0.056688577322899725	-0.056688577322899725	0.0	0.0	0.11181564944690106	-0.06787014226758983
GSE281048_Mixscale	IFNB	CEBPG	MCF7	0.410107614278987	0.410107614278987	1	RFX5	0.0	0	0.220025061780045	0.273055370935489	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.3417886432799809	0.335053691103732	9	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,HSPA1B,JUN,KLF6	1.0	1	0.0	0.0	0.0	0.0	0.3417886432799809	0.3417886432799809	-0.15380488947599139
GSE281048_Mixscale	IFNB	CRKL	A549	0.131635175975073	0.131635175975073	1	CTSS	0.0	0	0.12068236505748602	0.139219317832017	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	-0.028037593486750032	-0.0270866130396501	4	ATF4,DNAJB1,JUN,KLF6	0.5	0	0.0	0.0	0.0	0.0	0.0	0.028037593486750032	-0.0028037593486750032
GSE281048_Mixscale	IFNB	CRKL	BXPC3	0.0764371344087209	0.0764371344087209	1	CTSS	0.0	0	0.026003796198474115	0.0919033917840275	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	0.10526692453309794	0.12219082943986201	6	ATF4,CASP3,DNAJB1,HSPA1A,JUN,KLF6	0.8333333333333334	0	0.0	0.0	0.0	0.0	0.10526692453309794	0.10526692453309794	-0.04737011603989407
GSE281048_Mixscale	IFNB	CRKL	HAP1			0			0	-0.18610780352235134	-0.166851491455489	3	IFIT1,ISG15,STAT1	1.0	0	-0.21592747045692523	-0.20923613013621575	4	ATF4,DNAJB1,HSPA1A,KLF6	0.0	0	0.0	0.18610780352235134	-0.18610780352235134	0.0	0.0	0.21592747045692523	-0.20770055056804387
GSE281048_Mixscale	IFNB	CRKL	HT29			0			0	0.01685899228596414	0.0439197537324546	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.4	0	0.11520439294305918	0.0986642727904102	5	ATF4,DNAJB1,HSPA1B,JUN,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.11520439294305918	0.11520439294305918	-0.05184197682437663
GSE281048_Mixscale	IFNB	CRKL	K562	0.342654709343389	0.342654709343389	1	CTSS	0.0	0	0.07445392244747485	0.03416626837552495	4	IFIT1,IRF1,ISG15,STAT1	0.0	0	0.0901298070976917	0.0907420156668409	4	ATF4,DNAJB1,JUN,KLF6	0.5	0	0.0	0.0	0.0	0.0	0.0901298070976917	0.0901298070976917	-0.040558413193961265
GSE281048_Mixscale	IFNB	CRKL	MCF7	0.303474224487797	0.303474224487797	1	RFX5	0.0	0	0.17832832159051967	0.193293491362036	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.045900538378131635	0.0416134139487111	7	ATF4,CASP3,DNAJB1,HSPA1A,HSPA1B,JUN,KLF6	0.7142857142857143	0	0.0	0.0	0.0	0.0	0.045900538378131635	0.045900538378131635	-0.020655242270159233
GSE281048_Mixscale	IFNB	DRAP1	A549	0.020172167369588517	0.020172167369588517	2	CTSS,RFX5	0.5	1	0.140895919158738	0.0828360368629443	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.4	1	0.1823627519542205	0.2697975116810985	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.6666666666666666	2	0.0	0.0	0.0	0.0	0.1823627519542205	0.1823627519542205	-0.08206323837939922
GSE281048_Mixscale	IFNB	DRAP1	BXPC3	0.177059125755633	0.177059125755633	1	CTSS	0.0	0	0.25751400289855264	0.265073623807413	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.22002967204246884	0.239647556457543	9	ATF4,CASP3,DDIT3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.8888888888888888	0	0.0	0.0	0.0	0.0	0.22002967204246884	0.22002967204246884	-0.09901335241911097
GSE281048_Mixscale	IFNB	DRAP1	HAP1			0			0	-0.0413015671429903	-0.0301680886902207	3	IFIT1,ISG15,STAT1	1.0	1	0.1408591843874316	0.243038074044915	7	ATF4,CASP3,DNAJB1,HSP90AA1,HSPA1A,HSPA1B,KLF6	0.8571428571428571	0	0.0	0.0413015671429903	-0.0413015671429903	0.0	0.1408591843874316	0.1408591843874316	-0.10468820011733451
GSE281048_Mixscale	IFNB	DRAP1	HT29	0.519992848746175	0.519992848746175	1	CTSS	0.0	0	0.29432595589661437	0.20540905283305	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.2607561577985855	0.2170718345441735	8	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1B,JUN,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.2607561577985855	0.2607561577985855	-0.11734027100936348
GSE281048_Mixscale	IFNB	DRAP1	K562	-0.618836525257596	-0.618836525257596	1	CTSS	1.0	0	0.18477626347837084	0.1107212267397576	4	IFIT1,IRF1,ISG15,STAT1	0.0	0	0.23657405485900268	0.2221570189934795	8	ATF4,CASP3,DDIT3,DNAJB1,HSP90AA1,HSPA1A,JUN,KLF6	0.75	2	0.618836525257596	0.0	0.618836525257596	6.18836525257596	0.23657405485900268	0.23657405485900268	0.5123782005710449
GSE281048_Mixscale	IFNB	DRAP1	MCF7	0.181309112202122	0.181309112202122	1	RFX5	0.0	0	0.11392923546931441	0.121147206586395	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	1	-0.027631479375329872	-0.03520653753585945	10	ATF4,CASP3,DDIT3,DNAJB1,FOS,HSP90AA1,HSPA1A,HSPA1B,JUN,KLF6	0.4	0	0.0	0.0	0.0	0.0	0.0	0.027631479375329872	-0.0027631479375329875
GSE281048_Mixscale	IFNB	DTX3L	A549	0.10020635968491395	0.10020635968491395	2	CTSS,RFX5	0.0	0	0.02569894773113828	0.0355033428975871	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	0.1003748332135181	-0.01337708436768305	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.5	0	0.0	0.0	0.0	0.0	0.1003748332135181	0.1003748332135181	-0.04516867494608315
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	0.0105509514634015	0.0105509514634015	1	CTSS	0.0	0	0.01017268586751212	0.0136502735091786	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.4	0	0.05913021795772565	0.03095609823011765	8	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.75	0	0.0	0.0	0.0	0.0	0.05913021795772565	0.05913021795772565	-0.026608598080976542
GSE281048_Mixscale	IFNB	DTX3L	HAP1			0			0	0.023563826797426395	0.0181330115583058	3	IFIT1,ISG15,STAT1	0.3333333333333333	0	-0.009900799651212919	0.0492856931169969	5	ATF4,DNAJB1,HSP90AA1,HSPA1A,KLF6	0.8	0	0.0	0.0	0.0	0.0	0.0	0.009900799651212919	-0.000990079965121292
GSE281048_Mixscale	IFNB	DTX3L	HT29	0.596439943594076	0.596439943594076	1	CTSS	0.0	0	0.329382437350145	0.294346871891688	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.18754656038636427	0.209413351149534	7	ATF4,DNAJB1,FOS,HSP90AA1,HSPA1B,JUN,KLF6	0.8571428571428571	0	0.0	0.0	0.0	0.0	0.18754656038636427	0.18754656038636427	-0.08439595217386392
GSE281048_Mixscale	IFNB	DTX3L	K562	0.564596200283931	0.564596200283931	1	CTSS	0.0	0	0.20454197670502453	0.2805168638355735	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.15958250771888632	0.0816145989909588	6	ATF4,CASP3,DNAJB1,HSP90AA1,JUN,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.15958250771888632	0.15958250771888632	-0.07181212847349884
GSE281048_Mixscale	IFNB	DTX3L	MCF7	0.276287969631753	0.276287969631753	1	RFX5	0.0	0	0.1780022780710642	0.188230398868208	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.05592302048959728	0.068211602933214	9	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,HSPA1B,JUN,KLF6	0.7777777777777778	0	0.0	0.0	0.0	0.0	0.05592302048959728	0.05592302048959728	-0.025165359220318775
GSE281048_Mixscale	IFNB	ELK1	A549	0.17127487755375576	0.17127487755375576	2	CTSS,RFX5	0.0	0	0.11116781957578632	0.0989218954276624	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	-0.004830889490043999	-0.0465414563634845	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.5	0	0.0	0.0	0.0	0.0	0.0	0.004830889490043999	-0.0004830889490043999
GSE281048_Mixscale	IFNB	ELK1	BXPC3	-0.0302184609263265	-0.0302184609263265	1	CTSS	1.0	0	-0.046316875654851306	-0.0260865325791184	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.8	1	0.0416187470096958	0.0138062431941629	9	ATF4,CASP3,DDIT3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.7777777777777778	1	0.0302184609263265	0.046316875654851306	-0.016098414728524805	0.302184609263265	0.0416187470096958	0.0416187470096958	-0.03482685088288791
GSE281048_Mixscale	IFNB	ELK1	HAP1	0.113013546310772	0.113013546310772	1	RFX5	0.0	0	0.03710491300391283	0.0450453455415499	3	IFIT1,ISG15,STAT1	0.3333333333333333	0	-0.012785986302058114	0.0281628570658126	5	ATF4,DNAJB1,HSP90AA1,HSPA1A,KLF6	0.8	0	0.0	0.0	0.0	0.0	0.0	0.012785986302058114	-0.0012785986302058115
GSE281048_Mixscale	IFNB	ELK1	HT29	0.378552733623043	0.378552733623043	1	CTSS	0.0	0	0.09945334477752157	0.0865862899275962	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	0	0.048185041376173	0.0498502744163495	7	ATF4,DNAJB1,FOS,HSP90AA1,HSPA1B,JUN,KLF6	0.7142857142857143	0	0.0	0.0	0.0	0.0	0.048185041376173	0.048185041376173	-0.02168326861927785
GSE281048_Mixscale	IFNB	ELK1	K562	0.113899384895778	0.113899384895778	1	CTSS	0.0	0	0.025153645231092696	-0.0333273097357721	4	IFIT1,IRF1,ISG15,STAT1	0.5	0	0.05678047200054973	0.0632039707886136	7	ATF4,CASP3,DDIT3,DNAJB1,HSP90AA1,JUN,KLF6	0.5714285714285714	0	0.0	0.0	0.0	0.0	0.05678047200054973	0.05678047200054973	-0.02555121240024738
GSE281048_Mixscale	IFNB	ELK1	MCF7	0.124132385766513	0.124132385766513	1	RFX5	0.0	0	0.04495809730964268	0.0568122059372478	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.2	1	-0.0646967203748812	-0.03024778523279005	10	ATF4,CASP3,DDIT3,DNAJB1,FOS,HSP90AA1,HSPA1A,HSPA1B,JUN,KLF6	0.4	1	0.0	0.0	0.0	0.0	0.0	0.0646967203748812	-0.0064696720374881195
GSE281048_Mixscale	IFNB	ETS1	A549	0.138798349259301	0.138798349259301	1	RFX5	0.0	0	0.04774754400068302	0.115315177358735	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.4	0	0.055465322901459876	0.0299005537498979	5	DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.6	0	0.0	0.0	0.0	0.0	0.055465322901459876	0.055465322901459876	-0.024959395305656943
GSE281048_Mixscale	IFNB	ETS1	BXPC3			0			0	0.04031563534179644	0.0132326401339635	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.4	0	-0.050374184211295144	-0.0391760672041976	7	CASP3,DNAJB1,FOS,HSP90AA1,HSPA1A,JUN,KLF6	0.42857142857142855	0	0.0	0.0	0.0	0.0	0.0	0.050374184211295144	-0.005037418421129515
GSE281048_Mixscale	IFNB	ETS1	HAP1	0.161935805864542	0.161935805864542	1	RFX5	0.0	0	0.11841815242961962	0.09393368102036194	4	IFIT1,IRF1,ISG15,STAT1	0.25	0	0.13710012935260843	0.0505192396376808	5	DNAJB1,HSP90AA1,HSPA1A,HSPA1B,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.13710012935260843	0.13710012935260843	-0.06169505820867379
GSE281048_Mixscale	IFNB	ETS1	HT29			0			0	0.08549066527884036	0.0862790031896634	5	GBP1,IFIT1,IRF1,ISG15,STAT1	0.0	0	0.20390686902158284	0.1673780779701885	6	DNAJB1,FOS,HSP90AA1,HSPA1B,JUN,KLF6	0.8333333333333334	0	0.0	0.0	0.0	0.0	0.20390686902158284	0.20390686902158284	-0.09175809105971228
