gene	n_sgrna	MHCII_median_low_vs_high_log2	MHCII_mean_low_vs_high_log2	MHCII_positive_sgrna_fraction	MHCII_p	MHCII_t	CD40_median_low_vs_high_log2	CD40_mean_low_vs_high_log2	CD40_positive_sgrna_fraction	CD40_p	CD40_t	PDL1_median_low_vs_high_log2	PDL1_mean_low_vs_high_log2	PDL1_positive_sgrna_fraction	PDL1_p	PDL1_t	MHCII_fdr	MHCII_rank_required_low_vs_high	CD40_fdr	CD40_rank_required_low_vs_high	PDL1_fdr	PDL1_rank_required_low_vs_high
Rhpn1	4	3.8465432919424467	3.7955743573666734	1.0	0.07732188686511864	2.6450321582579424	0.213241127363464	0.3805231075544353	0.75	0.31063993091353076	1.2169062853163994	-0.5268381720584392	-0.3277753018569691	0.25	0.5196617136327976	-0.7272985964537426	0.9248624482023996	16.0	0.8998711791380146	3949.0	0.885761797566031	8773.0
Dhps	4	3.7805972486125294	3.411462265111256	0.75	0.10140478533472597	2.3380144169462214	-0.9634406155745399	-1.3402370069431522	0.25	0.34965800477614	-1.1054409292619725	-0.4037877015819644	0.16488067804314682	0.25	0.8756001639356394	0.1703156617387471	0.9248624482023996	17.0	0.8998711791380146	10136.0	0.9744007444914968	8129.0
Mrpl12	4	3.7358094480475597	2.960346561259296	0.75	0.2247227136784524	1.524765420154757	0.08245014391114629	-0.12818020097089422	0.5	0.7351579386702378	-0.37119311351115436	0.14301157432353223	0.16013665704221486	0.5	0.18530965137993166	1.7125760797919487	0.9248624482023996	18.0	0.9516555503272778	4843.0	0.8688130809597039	4037.0
Orc2	4	3.73301038695444	2.516013392253926	0.75	0.2818785965986568	1.3086487408124576	-1.3007533748379354	-0.9068270077688887	0.5	0.5813894838004822	-0.6161538639274693	-0.48437749322086143	-0.39726258091998107	0.25	0.40012916969431905	-0.978166591803684	0.9291302535167016	19.0	0.9275118014597307	10776.0	0.8688130809597039	8564.0
Ap3m1	4	3.7235678188996415	2.446238821824439	0.75	0.2774331521670372	1.3236962780986261	0.41862026712416767	0.5503997430449299	0.5	0.29897493808912623	1.2530082861070582	-1.0010465455340367	-1.5794361874425766	0.0	0.14864521716079154	-1.9335692137145677	0.9291302535167016	20.0	0.8998711791380146	2747.0	0.8688130809597039	10472.0
Sf3b3	4	3.7145042157094266	3.4572421921787195	1.0	0.007380018032570383	6.50449543356282	1.5703115057799617	2.0511015783813353	0.75	0.3120618679585816	1.2126010613861673	-0.6760920400317523	-1.3570646123518113	0.0	0.15747197212962905	-1.8750004843184531	0.9145619039789464	21.0	0.8998711791380146	140.0	0.8688130809597039	9440.0
Psma1	4	3.695474138630934	3.543532438038403	1.0	0.009733580911875752	5.897373802650394	-1.1417487529278738	-1.4327125109197634	0.25	0.2998907468364867	-1.250121840197991	-0.08739924875229035	-0.0173421559788606	0.25	0.9370817941329012	-0.0857304642827907	0.9248624482023996	22.0	0.8998711791380146	10516.0	0.9876245569560086	5992.0
Stub1	4	3.692017947490494	3.647869223558539	1.0	0.026169322251499236	4.104819866027399	-1.3479883602820533	-1.7709537847105958	0.25	0.30168790046969735	-1.2444839681717934	-0.7326680464085437	-1.797435165652362	0.25	0.4780478144887128	-0.8083439811470905	0.9248624482023996	23.0	0.8998711791380146	10838.0	0.8740537593955614	9661.0
Snrnp70	4	3.6867613805162316	2.6179946894440196	0.75	0.13170274602090862	2.058361306917119	0.5335918515471448	0.31506313472340997	0.5	0.7816929543148552	0.30298964093346864	0.0639752396499547	0.083346271544846	0.5	0.872456201510579	0.17467781410944924	0.9248624482023996	24.0	0.9578922968587227	2093.0	0.9733079699123546	4583.0
A530032D15Rik	4	3.684157083063867	3.3194297491623876	1.0	0.058101829301318623	2.9906208693260674	0.5495634949116301	0.10184537885828093	0.5	0.9409629208409852	0.0804264456004326	0.424348928671833	0.40809511442670593	0.5	0.5176901582484584	0.7310154652828168	0.9248624482023996	25.0	0.9888983574989547	2024.0	0.8857528579834731	2429.0
Tcof1	4	3.668486047871056	3.088953722585022	0.75	0.14243972979933872	1.9772372298516334	0.09877965092868632	-0.15164119334299786	0.5	0.7578812712702456	-0.3376371731486008	-0.12456525343587939	-0.18171794993674717	0.0	0.20027397713068476	-1.6364083063955959	0.9248624482023996	26.0	0.9546828591729929	4722.0	0.8688130809597039	6285.0
Smarca5	4	3.662195515481026	2.9770645675632474	1.0	0.05939275192463827	2.9631671891935767	0.8045578159569774	0.66725357377954	0.75	0.3643696888880575	1.0666000917141465	-0.8803811089285949	-0.7025883161942021	0.0	0.0624309927005589	-2.9014030383594034	0.9248624482023996	27.0	0.9015626410825038	1054.0	0.8688130809597039	10148.0
Tsc1	4	3.653030846836436	2.6728292929426694	0.75	0.2449429549120422	1.4421315163510753	-2.745050051401423	-2.6069911067018605	0.25	0.10662910667332426	-2.283115799541823	0.4633471920852125	0.2327981605443978	0.5	0.7740445659042224	0.3140649191042123	0.9276934958852244	28.0	0.889841996245348	11603.0	0.949184402637027	2251.0
Cenpo	4	3.5967603070222625	2.7900009856169934	0.75	0.1110739798830607	2.238908537890176	-3.3120919514802525	-2.8255864504381343	0.25	0.1665411413910865	-1.8186727628124626	0.3489186500969731	0.874175996623936	0.5	0.35102495285893576	1.1017650557788312	0.9248624482023996	29.0	0.889841996245348	11667.0	0.8688130809597039	2812.0
Srsf5	4	3.5832972792028004	3.232399273282403	0.75	0.09247518189909458	2.440303676680574	-0.36635578047462913	-0.2621129993537736	0.5	0.7835342984630981	-0.3003305035580344	0.16295770084486683	0.18525547257883418	0.5	0.18626825463871702	1.707490882219211	0.9248624482023996	30.0	0.9580176471441006	7725.0	0.8688130809597039	3908.0
