gene	n_sgrna	MHCII_median_low_vs_high_log2	MHCII_mean_low_vs_high_log2	MHCII_positive_sgrna_fraction	MHCII_p	MHCII_t	CD40_median_low_vs_high_log2	CD40_mean_low_vs_high_log2	CD40_positive_sgrna_fraction	CD40_p	CD40_t	PDL1_median_low_vs_high_log2	PDL1_mean_low_vs_high_log2	PDL1_positive_sgrna_fraction	PDL1_p	PDL1_t	MHCII_fdr	MHCII_rank_required_low_vs_high	CD40_fdr	CD40_rank_required_low_vs_high	PDL1_fdr	PDL1_rank_required_low_vs_high
Gtf3c6	4	1.183429429935975	0.9143815322716923	0.75	0.34206709613433633	1.1261158436429486	0.15636416161222316	0.26784221172571654	0.75	0.6698094361880886	0.47094252513322704	-0.9750965481536205	-0.42736960182419326	0.25	0.5507611390255913	-0.6701020812716741	0.9291302535167016	1273.0	0.9397763141108973	4323.0	0.8915027170417356	10402.0
Hid1	4	1.1834153257369717	1.1657259948873606	1.0	0.08071182704082536	2.5951745819822745	0.4875871724223559	0.39038137890788555	0.5	0.4607222936039062	0.8438549866902282	0.1116740985587783	-0.1234067740657359	0.5	0.786530069026043	-0.29601008163964715	0.9248624482023996	1274.0	0.9068422102107031	2350.0	0.9533640490408233	4253.0
Neo1	4	1.1834025849113994	1.2289997602211185	1.0	0.022032863085218016	4.37978439226658	0.6001498449809435	0.4038532605264375	0.75	0.22801977641349777	1.510747937559968	1.07861196631116	0.5072148569945052	0.75	0.5636050432206322	0.6472110727098723	0.9248624482023996	1275.0	0.889841996245348	1803.0	0.8951320970711613	577.0
Olfr912	4	1.1830718238693172	1.2834030491335777	0.75	0.14614480473196506	1.950902542111689	0.45209283889724117	0.3587693126502983	0.75	0.7772765147277529	0.3093789099376126	-0.15387810503164112	-0.6813284160504666	0.25	0.48327622633031225	-0.7978446098581654	0.9248624482023996	1276.0	0.957211785818741	2557.0	0.8754431539003094	6513.0
Adam10	4	1.182890344885637	1.9520891632910615	0.75	0.25313240431762557	1.4107555696502376	-0.7596086922779222	-1.4880197761929397	0.5	0.29874029949934433	-1.2537492925182163	0.1961913639738012	0.4398402092775022	0.5	0.7511418909890328	0.3475364903201251	0.9276934958852244	1277.0	0.8998711791380146	9551.0	0.9425629887849939	3707.0
Mmut	4	1.1822330864267276	1.3414944692102229	0.75	0.1876636494095336	1.7001415505153172	0.33111742137952976	-0.018353078534473877	0.5	0.9864766283981167	-0.018397895829191845	0.05215269474999114	0.09352327876493727	0.75	0.6562204384785527	0.4923983751351582	0.9248624482023996	1278.0	0.9985715673155456	3226.0	0.9180220673752897	4682.0
Zfp335	4	1.1820129449321364	0.8998953878545317	0.5	0.44383545130894686	0.8796064553285704	0.1996219566207289	-0.8319099252889433	0.5	0.5472546947730361	-0.6764224034562671	0.0	-0.12062093776684338	0.25	0.8027746602331588	-0.27270389852117566	0.9305967062027254	1279.0	0.9223733015573337	4039.0	0.9578232453554633	5057.0
Me1	4	1.1818639202314671	1.2831493387411606	1.0	0.09193982503274183	2.446815919168158	-0.3228699544990634	-0.27719837361314925	0.25	0.5065277393554604	-0.7522789085102991	0.36360548101455364	0.33595464706706757	0.75	0.2776299300413604	1.323024839838525	0.9248624482023996	1280.0	0.9119681609783415	7478.0	0.8688130809597039	2748.0
Pccb	4	1.1803586089355227	1.2412788029388362	0.75	0.17529167867842305	1.7675864112949187	-0.022504438573790808	-0.035749614128425866	0.5	0.9685399420865136	-0.04281410526190395	0.09191552766656942	-0.08253911064659943	0.5	0.8479109457652033	-0.20889376462229745	0.9248624482023996	1281.0	0.994338990601724	5578.0	0.9664663568638092	4405.0
Mettl25	4	1.1796870362715552	1.1056168102697757	0.75	0.16026435709191295	1.8572645565855344	0.7975526722078627	0.7668656188035368	0.75	0.3138949344743078	1.2070805587753626	-0.09022309324997949	-0.5089623182946005	0.5	0.4384004755981026	-0.8913697149361032	0.9248624482023996	1282.0	0.8998711791380146	1079.0	0.8710104723011981	6009.0
Rxylt1	4	1.1795542639728636	1.2000276021614804	0.75	0.1813205595505345	1.7340640376885545	0.17057480978779324	-0.006466123310356883	0.5	0.9913750648036302	-0.0117332854272559	-0.1789497647819024	-0.83131749977411	0.5	0.6095953619307806	-0.5682860628279566	0.9248624482023996	1283.0	0.9985715673155456	4226.0	0.904659631750704	6677.0
Fancc	4	1.1787744014776766	1.5257032738045766	0.5	0.40516562392585154	0.9663175876559739	-1.0052875179390655	-0.5470927791720523	0.25	0.5757665599896983	-0.6258961441783242	1.13877326730915	0.5460847969933427	0.75	0.5798478336737647	0.6188180124032286	0.9291302535167016	1284.0	0.9275118014597307	10240.0	0.8985353257286334	497.0
Pycr2	4	1.1787321215433892	1.1389136215679336	1.0	0.06071329851952041	2.9358467838583997	1.5640309598403017	1.5254393002046913	1.0	0.018513809124989712	4.6724144163547265	0.3986031428294987	0.38570222784636954	0.5	0.24373477284905254	1.4468563740503562	0.9248624482023996	1285.0	0.889841996245348	143.0	0.8688130809597039	2563.0
Synj2	4	1.1783896061315982	1.2033862309654668	1.0	0.0007483100565794222	14.253301272954408	1.367613059842134	1.1645977986893734	1.0	0.012212820019004214	5.437283965378024	0.7364561850038254	0.862873509037643	1.0	0.05420127471414219	3.0784610755418162	0.6338917986535081	1286.0	0.889841996245348	226.0	0.8688130809597039	1256.0
Cstb	4	1.1783681484156645	0.8316012766855692	0.75	0.3769766188315149	1.0345115099853102	-0.33481552291658795	-0.6986704611490634	0.0	0.2377501579869487	-1.4706422859600088	-0.14685786472248397	-0.03891036189221175	0.5	0.9484666688364675	-0.07018004102834764	0.9291302535167016	1287.0	0.889841996245348	7546.0	0.9902020264180486	6468.0
Mcrip2	4	1.178075222439837	1.009194689777469	0.75	0.12681519851886985	2.09792763066274	-1.1553401789160223	-1.0459653598625642	0.25	0.09816229751124025	-2.3738428430610576	-1.3511314478239416	-1.1318463950736233	0.25	0.23535341782771957	-1.4803518255394956	0.9248624482023996	1288.0	0.889841996245348	10544.0	0.8688130809597039	11062.0
Tiparp	4	1.177886925627704	1.62872217578343	1.0	0.09543231894033752	2.4051430645862806	-1.542750692759114	-1.4204833107216026	0.25	0.12223683686815834	-2.1366736871732326	-1.9988067450687512	-1.3739607037245172	0.25	0.26150703213263177	-1.3797814772618133	0.9248624482023996	1289.0	0.889841996245348	11065.0	0.8688130809597039	11517.0
Unc119b	4	1.176962375887562	1.0900702090126728	1.0	0.03385521363587245	3.717941852526433	0.6527750690538796	0.3491998193403385	0.75	0.3487403466418039	1.107916574291874	-0.2798114551135974	0.011137001124011392	0.25	0.976804208672247	0.031561368009332035	0.9248624482023996	1290.0	0.8998711791380146	1576.0	0.9959502036137681	7314.0
Acaca	4	1.1766433641878793	2.042776611232626	0.75	0.2752350707835094	1.3312308501708314	0.086169359469102	-0.21283969132161945	0.75	0.5902520444669954	-0.600937418968219	2.110426700540395	1.9852497535088869	1.0	0.0533295425420659	3.099183199139142	0.9291302535167016	1291.0	0.9290528039882375	4817.0	0.8688130809597039	61.0
Frmd6	4	1.1757891942287222	0.7724820317007037	0.75	0.25960837007912424	1.3867095643966338	-1.2289193589830916	-2.0605116325391983	0.0	0.1949241256767381	-1.6628765913641765	-0.6252742533651658	-0.7023905845649897	0.25	0.27514754018188964	-1.331532201947851	0.9291302535167016	1292.0	0.889841996245348	10657.0	0.8688130809597039	9237.0
Zrsr1	4	1.1757122679317618	0.817528602934328	0.75	0.4432174389666519	0.880937556806207	-0.5098042649613813	-0.7091138537239597	0.5	0.296881823876115	-1.2596398842680316	0.6681648300159325	0.5420684777165283	0.75	0.12499380020693589	2.1131389536324634	0.9305967062027254	1293.0	0.8998711791380146	8473.0	0.8688130809597039	1448.0
Ralb	4	1.1752194640098015	1.313647604622923	1.0	0.06516004832180713	2.8490465268633574	0.11010783415686418	-0.09196316878903221	0.5	0.8911763513172124	-0.1487650021177339	-0.10871388988769165	0.017750639909693333	0.5	0.9822589249349102	0.024137187441008994	0.9248624482023996	1294.0	0.9817513059709039	4646.0	0.9959502036137681	6159.0
Nup153	4	1.174982302355355	0.7513237779163657	0.75	0.44956126544821906	0.867351686117085	-0.6690728029157818	-1.0022243529985078	0.25	0.2551170148390387	-1.4033168633056188	-0.23769949917265293	-1.1848886205563318	0.25	0.3920568659225247	-0.9974526884424779	0.9312795335949297	1295.0	0.893094542799124	9228.0	0.8688130809597039	7071.0
Trpm2	4	1.1744207904272719	0.8598661191290999	0.75	0.46051692498329994	0.8442828094160691	-0.6465601132375886	-0.5483083146516081	0.25	0.19287396862107814	-1.673237815907121	0.06785497858173872	-0.09817046211440389	0.5	0.940433748053361	-0.08114944118027013	0.9331841288339487	1296.0	0.889841996245348	9134.0	0.9882623998395327	4556.0
Adgrg1	4	1.172869214909727	1.1364623540925056	1.0	0.03505396452012065	3.667793317292006	0.283072175338242	0.2766439231555556	0.5	0.6127446256193577	0.5630393569121979	-0.015448573863412763	-0.17594821909747793	0.5	0.6703569125091297	-0.4700837924841491	0.9248624482023996	1297.0	0.9313359158549367	3492.0	0.9211110618702757	5483.0
Knop1	4	1.1728540851326823	1.2517922841425613	1.0	0.014279682018826206	5.138442584010015	-0.31813121596340316	-0.3279218627007038	0.25	0.35521924703294105	-1.0905734585662294	0.20181402213956365	0.19162980268316637	0.75	0.60649533509835	0.5734691963705683	0.9248624482023996	1298.0	0.8998711791380146	7445.0	0.9037147253613541	3666.0
Myo1g	4	1.1724742706111384	1.1280176691733268	0.75	0.3210172189986253	1.185938443662044	0.9102738826104859	0.8876793996485952	1.0	0.08951898000990516	2.4768538599441845	0.4989226598447968	0.33578947586569746	0.75	0.22227859099736838	1.535303819921004	0.9291302535167016	1299.0	0.889841996245348	766.0	0.8688130809597039	2081.0
Chst7	4	1.171967300047324	1.6201838796667052	0.75	0.3912047513628793	0.9995103157034696	-1.0870313218599228	-1.3298403234250367	0.0	0.1491577935257675	-1.9300581225794613	-0.6093863690757759	-0.6857445450713433	0.0	0.18174544200697357	-1.7317497971753655	0.9291302535167016	1300.0	0.889841996245348	10400.0	0.8688130809597039	9158.0
Npas2	4	1.171525007855398	1.4359880104559637	1.0	0.03042040031541527	3.8752329400690444	-0.3908072592169507	-0.41023325706321734	0.5	0.6199814589990887	-0.5510528469686905	0.9684537008156784	0.9162735765135828	1.0	0.01293441620019519	5.325897511541213	0.9248624482023996	1301.0	0.9323201141227884	7868.0	0.8688130809597039	747.0
Zswim8	4	1.1689525007744448	1.1127841074868638	1.0	0.03222545262246805	3.7898909741743987	-0.43180997807751037	-1.3784023436700583	0.25	0.30998358652977387	-1.2189003216820233	-0.37490871298203854	-0.32752683098996077	0.5	0.7192101331209403	-0.39506315145309284	0.9248624482023996	1302.0	0.8998711791380146	8077.0	0.9339112094723273	7947.0
Ncbp3	4	1.1682786330187325	1.2648846277777495	1.0	0.02881027920513598	3.9570370180596184	-0.6730564350993526	-0.9105251544532762	0.0	0.11685523541648966	-2.1844971621736415	-0.2688810582906453	0.08878085392227403	0.25	0.8677067359284287	0.18127591910914953	0.9248624482023996	1303.0	0.889841996245348	9242.0	0.9719678479246496	7254.0
Fbxo8	4	1.16785795810037	0.6700292200835849	0.75	0.4968832181176923	0.770962959524648	0.6079840102650013	0.4761001542447675	0.75	0.06903203759963278	2.779280992556432	-0.21500841926523975	-0.3926863019976735	0.25	0.26606909326018446	-1.3633522821371014	0.9353319049033137	1304.0	0.889841996245348	1766.0	0.8688130809597039	6929.0
D5Ertd579e	4	1.1676581230314682	1.004112250988672	0.75	0.1374569896197041	2.013952929594269	-0.6453609223049004	-0.47076460930831077	0.5	0.4809389747981226	-0.8025261308473439	-1.1367967756905162	-0.7577177026218826	0.25	0.4261676733623107	-0.9183330641221705	0.9248624482023996	1305.0	0.9110820183540724	9126.0	0.8710104723011981	10751.0
Wdr12	4	1.1676235346368484	0.4819412495287133	0.75	0.578789499493592	0.6206499453480688	-0.9502513803842	-0.9982617929198451	0.0	0.06256811457687482	-2.8987046177586797	-0.41112712260260664	-0.5965930253359648	0.25	0.3362801845464279	-1.1421858522040955	0.9407341168061223	1306.0	0.889841996245348	10098.0	0.8688130809597039	8171.0
Slc25a42	4	1.1669047448260552	1.1086663842877569	1.0	0.06249350487137246	2.9001719435181736	1.434400204486491	1.075151698899028	0.75	0.15016292633875417	1.923213891911918	0.33105711169768826	0.37734770580617766	0.75	0.3443937859623672	1.1197308535891686	0.9248624482023996	1307.0	0.889841996245348	184.0	0.8688130809597039	2914.0
Fermt2	4	1.1667083918113925	1.5203953853970718	1.0	0.027209116846342005	4.044435088593375	0.3871329878620251	0.5806875777123369	1.0	0.106785228725213	2.281525600800452	0.12233870981637641	0.1564552530652467	0.5	0.4249948737545329	0.9209548229214439	0.9248624482023996	1308.0	0.889841996245348	2902.0	0.8710104723011981	4184.0
Lrrc39	4	1.1664563279581466	0.5504410344501967	0.75	0.545695421537636	0.6792430338409997	-0.1781103409698364	-0.25641067122522987	0.5	0.3890878066264181	-1.0046405722531644	-0.13913302713032194	-0.42769347257124557	0.5	0.41654372539257684	-0.9400448644942693	0.9374098377664276	1309.0	0.9045660221286685	6612.0	0.8693634135620097	6387.0
Wdr7	4	1.1663978094405627	0.7643420929475295	0.75	0.35020276735239286	1.1039743074894843	-0.22723337015287687	-0.9223411571984755	0.5	0.5354047915944407	-0.6980173360654293	-1.1478339924800989	-1.4623917519676224	0.25	0.19221800952026333	-1.6765792786352691	0.9291302535167016	1310.0	0.9205906269019707	6920.0	0.8688130809597039	10771.0
Vmp1	4	1.1661885914837637	1.4134842598049182	0.75	0.3904998637138354	1.0012156342247016	-0.4809731935006626	-0.5877006295868992	0.5	0.6319513886589017	-0.531434050726162	-0.9011440789254488	-1.0846259956638407	0.5	0.523228281532098	-0.7206035082148697	0.9291302535167016	1311.0	0.9345652437710612	8329.0	0.885761797566031	10207.0
Galk1	4	1.1657567603790515	1.1350829753163079	1.0	0.03940376083223304	3.502719811059674	0.5770922850709799	0.18799973186788116	0.75	0.7464894631600492	0.3543958209877884	-0.02589644151445572	-0.12675363753797014	0.5	0.8866923428836763	-0.15495897676439555	0.9248624482023996	1312.0	0.9538598709153613	1898.0	0.9776232301398411	5549.0
Dnajc18	4	1.1657415526319206	1.2591109090719437	1.0	0.04513640898819604	3.3175562338461613	-0.698174345161024	-0.7898370457008658	0.25	0.28525344809466624	-1.2973907572128074	-0.40157658391077866	0.282897221784758	0.25	0.7294823882487478	0.37965637005743397	0.9248624482023996	1313.0	0.8998711791380146	9339.0	0.9370468753562473	8111.0
Ctrl	4	1.1655656799399874	1.1624845238354002	0.75	0.1298068731898981	2.0734986357697056	0.323308912241269	0.3807450746378682	0.5	0.666741899821838	0.4757620574714644	0.10086266288855195	0.2146830692763997	0.75	0.25452159614750636	1.4055420494112552	0.9248624482023996	1314.0	0.9397737856608841	3269.0	0.8688130809597039	4340.0
Kcna3	4	1.1654696595738465	1.0571674148645664	0.75	0.16594928223346495	1.8222392731090011	-0.25959228512255067	-0.308685544293139	0.5	0.6422014448518398	-0.5148302941970101	-0.4070187906189085	-0.8105492006349868	0.5	0.5407408389793168	-0.6882473390063687	0.9248624482023996	1315.0	0.9346267545039028	7110.0	0.8896313680861737	8146.0
Cd276	4	1.1646662940244568	-0.3844307458879601	0.75	0.8382304137216365	-0.2224743710877934	0.23048227890645173	-0.26487935410333946	0.75	0.6602478933009177	-0.48601063602505784	-0.8822914889703988	-1.6159795096247724	0.0	0.1921890011303475	-1.6767273456210166	0.9817112953496645	1316.0	0.9377956542260304	3822.0	0.8688130809597039	10157.0
Snx5	4	1.1640841947211629	1.2464740778491128	0.75	0.15556782814738676	1.887305771918061	0.35765028129108467	0.15658131536641973	0.75	0.7022852958463989	0.42071193303162663	-0.21629452360910018	-0.1459364025370688	0.5	0.803818278487403	-0.2712133484945964	0.9248624482023996	1317.0	0.9472734003500354	3067.0	0.9580477905551072	6937.0
Chchd7	4	1.1639647061845357	1.6725669821847706	0.75	0.33871476655761873	1.1353917803496676	0.31535413621723235	-0.5863897294619516	0.5	0.7949998571287795	-0.28383343847268	-0.11456061893526212	-0.054405963093866846	0.25	0.9296232295718573	-0.09593266055101898	0.9291302535167016	1318.0	0.960864502284707	3315.0	0.9865010488103678	6207.0
Cyp2a12	4	1.1637967080187925	1.6671250102303317	1.0	0.13270025458983487	2.0505002673259463	0.7151401393623693	0.6680531489505855	1.0	0.02831808414148629	3.983224269902987	0.2036198888176468	-0.04681052613281454	0.75	0.8923810280820523	-0.1471022240909933	0.9248624482023996	1319.0	0.889841996245348	1355.0	0.9801079113841465	3655.0
Mfsd10	4	1.1637305516183118	0.770615333094	0.75	0.38332832377706333	1.0187334573610922	0.458657492373519	0.14206109608520967	0.75	0.8507654749996405	0.2048989980962408	0.035585324508876026	-0.036502708497780006	0.5	0.9375728472112206	-0.08505920898526466	0.9291302535167016	1320.0	0.9739188723330736	2520.0	0.9877112589597057	4803.0
Rbm14	4	1.1627353410394727	-0.003345426592908027	0.75	0.9985833623794425	-0.001927123902073134	-2.808917911564674	-2.929830388001162	0.0	0.016970564150374172	-4.82456743925656	0.13437091433360213	1.0818553144028245	0.5	0.5509764640922875	0.6697149725761575	0.9994100611092939	1321.0	0.889841996245348	11606.0	0.8915027170417356	4103.0
Trappc4	4	1.1626176616659982	0.9976552103440399	0.75	0.5911552485606572	0.5993959876152312	-1.1320250883478962	-1.592640797709968	0.0	0.15365129906305675	-1.8998695416074307	-1.8094501808690913	-1.5549126806695548	0.25	0.11265350826806575	-2.2237101174833565	0.9428329232026735	1322.0	0.889841996245348	10493.0	0.8688130809597039	11446.0
Bst2	4	1.1626126191550705	0.7403614966388963	0.75	0.23970174118620607	1.462814729703294	1.4249379917508627	1.3230314701172314	1.0	0.07728679799766082	2.6455622714691054	0.35993944911947623	0.3789008089847144	0.75	0.15297395457023322	1.904353632081663	0.9276934958852244	1323.0	0.889841996245348	191.0	0.8688130809597039	2765.0
Safb2	4	1.1619149949888616	0.49402938070369984	0.75	0.6847213944233558	0.447703143473173	-0.9054205065673664	-0.9978419371178758	0.5	0.556555655133001	-0.6597250007323314	-0.5882948850321565	-0.9272063043675974	0.0	0.13096851478052596	-2.064192800452796	0.9627201201766066	1324.0	0.9249141117546069	9989.0	0.8688130809597039	9048.0
Glo1	4	1.1608171944773047	0.8129857426132066	0.75	0.26295366127951697	1.3745388542555055	0.3446362047376408	0.9259079587978621	1.0	0.2633664849416439	1.3730484223893917	0.7457111735753973	0.8656030456713282	1.0	0.05649198442249721	3.0259492644984256	0.9291302535167016	1325.0	0.8942423703711521	3148.0	0.8688130809597039	1220.0
Fgf11	4	1.1607419142535584	1.2461362369994553	1.0	0.030792028045367823	3.8571398069929983	0.49074364921332253	0.28443788759312305	0.75	0.5124296522002897	0.7409892295712021	0.03156325468949638	0.15626205394988907	0.5	0.699502832142861	0.4249616667423827	0.9248624482023996	1326.0	0.9142389398771219	2325.0	0.9286309182743612	4841.0
Tpcn1	4	1.1605895481461626	1.129626657830173	1.0	0.057169134668852525	3.010936930276885	0.11889333637283604	0.02141695576438285	0.5	0.9801296010284567	0.027035077873652943	-0.6504698910634098	-0.617462755439595	0.0	0.11377305517385168	-2.213092164367905	0.9248624482023996	1327.0	0.9977167635353333	4578.0	0.8688130809597039	9345.0
Med28	4	1.1601434257164056	0.7140751917386787	0.75	0.2696722202983762	1.3505872926169846	-2.0032950196527493	-1.9488561224207006	0.0	0.0007808846434813931	-14.049900880109677	0.20372461455456858	0.4626942091494634	0.5	0.6920314780372373	0.43642109987835337	0.9291302535167016	1328.0	0.6880213295439096	11388.0	0.9264043181032404	3653.0
Uri1	4	1.1593486270435895	0.2754564552878134	0.75	0.8792559883040333	0.16524868492969869	0.14451591393816543	-0.8817139547978566	0.5	0.5786841679356214	-0.6208324045875814	-0.9049452934352322	-0.7974185272893846	0.25	0.2578775208594295	-1.3930727838525199	0.9858156422902006	1329.0	0.9275118014597307	4398.0	0.8688130809597039	10220.0
Plch1	4	1.1587836049966382	1.1090819256191309	0.75	0.27802664081285755	1.3216727227960559	-0.5379067219245406	-0.5849982366222234	0.25	0.17567032472509528	-1.7654424077404498	0.39753999320216116	0.5851704898604428	0.75	0.47112922318848793	0.8223892895790497	0.9291302535167016	1330.0	0.889841996245348	8630.0	0.8730371921909581	2568.0
Mycl	4	1.1585619889978929	1.2822564671052907	0.75	0.22635959599824695	1.5177780902523634	0.35762101176788497	0.5681081998231077	0.5	0.4331826064480368	0.9027867311125676	0.39499045825730794	-0.11223683351639002	0.75	0.8732442443455061	-0.17358402073838042	0.9248624482023996	1331.0	0.9066825922389408	3068.0	0.9734822775548173	2585.0
Lrp11	4	1.1584125580819526	1.088940273367278	0.75	0.10185006765669892	2.3332029546531765	-1.1771565596979525	-1.0123667195973827	0.0	0.02961482770981851	-3.9154464709691683	-0.03673853502806647	-0.28344680700302316	0.5	0.5274796649632068	-0.7126705472700079	0.9248624482023996	1332.0	0.889841996245348	10579.0	0.8864802573724903	5632.0
Shisa9	4	1.1572001361639772	0.7631868978866093	0.75	0.32289756527406677	1.1804362310969834	0.34145996827806463	0.11720390390712951	0.75	0.7952539858848301	0.28346894278409496	0.3322035758537738	0.5730517370610695	1.0	0.1383662474936625	2.007137050840856	0.9291302535167016	1333.0	0.9609616463192282	3160.0	0.8688130809597039	2909.0
Il16	4	1.156047622140738	0.8252581408984974	0.75	0.11114051950219193	2.2382630462214164	0.32051516177917827	-0.08072402757190361	0.5	0.9086765156043303	-0.12466036076233823	-0.9513179554548248	-0.73558100885901	0.25	0.3088510048383978	-1.2223514094414365	0.9248624482023996	1334.0	0.9837700125529194	3291.0	0.8688130809597039	10334.0
Usp12	4	1.1557147075019296	1.0044300042351202	0.5	0.4759002042600886	0.8126850595360863	-0.8236251578262305	-0.2865737406156321	0.25	0.7728609183807942	-0.3157833151528568	0.13038997646244666	0.25258820453083664	0.5	0.6830575280285189	0.4502810016804734	0.9331841288339487	1335.0	0.957211785818741	9756.0	0.9249921097975999	4133.0
Lims2	4	1.1554547554888797	0.6815017441452882	0.75	0.5068972324147301	0.7515689576797882	-0.1780142138934367	-0.07089334148377965	0.5	0.9270921186984511	-0.09939778836003053	-1.7914330737281692	-2.1515202772103077	0.25	0.2682255474178955	-1.355690570470881	0.9353319049033137	1336.0	0.9879241690652194	6610.0	0.8688130809597039	11433.0
Tnip3	4	1.1549658773115024	1.1101161877742334	0.75	0.10320658327994732	2.318701049537462	-0.8997797787515294	-0.7170095862467586	0.25	0.4145044176072827	-0.9447045735626123	-0.1620336395606207	-0.09265696784899846	0.5	0.9053832666590027	-0.1291885788860891	0.9248624482023996	1337.0	0.9063156717736436	9973.0	0.983066151634655	6564.0
Lgals3bp	4	1.1543170411840982	1.5947125740109909	1.0	0.14367062324802365	1.9683999481328003	-1.3704156468508373	-1.238412714985055	0.25	0.2722429397289286	-1.3415901576667493	-0.040853854411655774	0.5149090864837719	0.25	0.653787871034607	0.49626856831601096	0.9248624482023996	1338.0	0.895619559263994	10879.0	0.9177288693798742	5659.0
Syngr2	4	1.1539660992242027	0.8659042727432531	0.75	0.43808893562983126	0.8920479471801455	-0.6123709386843716	-0.673876191005559	0.25	0.17289597960530845	-1.78127595664255	-0.009918440503411091	0.1984120915985281	0.5	0.6892777505047625	0.44066281800959356	0.9305967062027254	1339.0	0.889841996245348	8994.0	0.9263805908820397	5437.0
Pef1	4	1.1538162633486775	1.1010221634584545	1.0	0.0032255458346213887	8.672694823955675	-0.13642822976613134	-0.48524672104064065	0.5	0.355202198332163	-1.0906186860994815	0.1345434932379769	-0.19555329821640433	0.5	0.7614255097957633	-0.33244820041681505	0.7877411801978265	1340.0	0.8998711791380146	6333.0	0.9450185214416414	4099.0
Phka2	4	1.1536603133419572	1.2546169414106048	1.0	0.020039968459358033	4.5373373650033875	0.46112759350116533	0.5832969016236857	0.75	0.27972928947747566	1.3158925577587266	0.29581974378880777	0.017465709961073272	0.5	0.9816088458700714	0.025021878443753635	0.9248624482023996	1341.0	0.899296984208778	2507.0	0.9959502036137681	3127.0
Cth	4	1.1534101629509186	1.1283938563450029	0.75	0.16404905775906817	1.8337900837433478	-0.27659512898638944	-0.36502066048217385	0.25	0.31446101200803983	-1.2053824003862985	0.06140157794941534	-0.010969286706879355	0.5	0.9815092166205358	-0.02515746592888079	0.9248624482023996	1342.0	0.8998711791380146	7229.0	0.9959502036137681	4607.0
Tnfaip8l2	4	1.15339778680246	1.100627296702746	0.75	0.2924683700132449	1.2737834574492815	0.5730199173090613	-0.916283842909686	0.75	0.6211511722739763	-0.549124439724066	0.38288431313765936	0.2330429623936338	0.5	0.6453030506589179	0.50984038550167	0.9291302535167016	1343.0	0.9324155114725519	1918.0	0.9156401760182149	2638.0
Taf5	4	1.1517614415454511	1.0810484353374532	0.75	0.5010417485821788	0.7628702905160933	-1.6939016539924872	-1.6808813407913192	0.5	0.36205455639770096	-1.0726095364135309	-1.4624882685127436	-1.3993852562900806	0.0	0.0741921141214041	-2.693523074682183	0.9353319049033137	1344.0	0.9003539337643895	11209.0	0.8688130809597039	11176.0
Psme4	4	1.1517168271084912	2.1549046959405707	1.0	0.2108493752349896	1.5863488323976451	1.0245707466565497	1.2673306334549763	1.0	0.01858726063995262	4.665586372678049	-0.5314685509511121	-0.33240934746457507	0.25	0.32637462486877783	-1.170346648641693	0.9248624482023996	1345.0	0.889841996245348	560.0	0.8688130809597039	8796.0
Cxcr2	4	1.1514044088678408	0.45319084710478474	0.75	0.6102742263405209	0.5671534792910014	0.8695008247890577	1.0725403741218036	0.75	0.44859750063652043	0.8694046733478736	0.9845231391118785	0.09445796472054838	0.75	0.950342052482937	0.06762078239056937	0.9477249287749417	1346.0	0.9068422102107031	873.0	0.9906178789388613	711.0
Rps17	4	1.1509883919509099	0.8160154789836365	0.5	0.4620820447420531	0.8410265497734533	-2.7227799678159608	-3.043633264447301	0.0	0.04301504972736815	-3.382402618933802	0.12211370654967595	0.5821705660177733	0.5	0.33174840304774966	1.1549645422464005	0.9331841288339487	1347.0	0.889841996245348	11601.0	0.8688130809597039	4186.0
Lrmda	4	1.1503568702659404	1.313892651097249	1.0	0.049090274623084434	3.2064205267715633	0.7964469027606476	0.47629156383222704	0.75	0.47067133637994696	0.8233250735025441	0.031787442004757846	0.11774624107538192	0.5	0.8191416886731606	0.24941533488618065	0.9248624482023996	1348.0	0.9068422102107031	1084.0	0.9609884511676822	4840.0
Irgm2	4	1.150091966217147	1.2299058736951596	0.75	0.17853823531655258	1.7493735318295225	0.8671116062204467	0.5419279448848884	0.75	0.4026743972533288	0.9721612708465981	0.8340104335227471	1.0615741890843993	0.5	0.4306313717083475	0.9084141659852917	0.9248624482023996	1349.0	0.9061152962009912	879.0	0.8710104723011981	1008.0
Utp23	4	1.149944889777642	1.625636772763602	0.5	0.24847263697775926	1.4284713416906056	-2.3078079690046542	-2.5727060025449466	0.0	0.07051896185435275	-2.7537727367384965	0.1618070486395613	-0.43904234853667645	0.5	0.7102015256991412	-0.40867303518064857	0.9276934958852244	1350.0	0.889841996245348	11513.0	0.9300985720524518	3916.0
Matn1	4	1.149926565650687	1.1811171564532588	1.0	0.11432245428069798	2.2079274326043006	0.8036269374894407	0.8831425150156272	0.75	0.16476522949163264	1.8294186389693454	0.28748128620160396	-0.08486178241339806	0.75	0.8447845932724007	-0.21327396930513481	0.9248624482023996	1351.0	0.889841996245348	1058.0	0.9657467378587024	3167.0
Gpbp1l1	4	1.1495417072171952	1.3118408464232327	1.0	0.04368382806251609	3.36152866541652	-0.6086895524141056	-0.8708072873395718	0.25	0.4272600249341009	-0.9158970397225813	-0.4447830134338534	-0.8745180011817719	0.0	0.1991574182331387	-1.6418661413167197	0.9248624482023996	1352.0	0.9063156717736436	8973.0	0.8688130809597039	8356.0
