truth	scenario	severity	replicate	seed	n	auc	hedges_g	receptor_auc	primary_pass	existing_guard_flag	calibrated_q10_guard_flag	calibrated_q20_guard_flag	existing_guarded_acceptable_pass	calibrated_q10_acceptable_pass	calibrated_q20_acceptable_pass
planted	batch_only	0.0	22	48267	60	0.7677777777777778	1.0531091385586844	0.4922222222222222	True	False	False	False	True	True	True
planted	batch_only	0.0	23	48268	60	0.8011111111111111	1.125226924882701	0.5855555555555556	True	True	False	False	False	True	True
planted	batch_only	0.0	24	48269	60	0.7888888888888889	1.1627526445694316	0.4211111111111111	True	False	False	False	True	True	True
planted	batch_only	0.0	25	48270	60	0.8411111111111111	1.4450526285418954	0.40555555555555556	True	False	False	False	True	True	True
planted	batch_only	0.0	26	48271	60	0.7722222222222223	1.0050729836547578	0.6	True	True	False	False	False	True	True
planted	batch_only	0.0	27	48272	60	0.8655555555555555	1.5880911611710196	0.4222222222222222	True	False	False	False	True	True	True
planted	batch_only	0.0	28	48273	60	0.77	0.9350897224030357	0.4777777777777778	True	False	False	False	True	True	True
planted	batch_only	0.0	29	48274	60	0.7666666666666667	0.9863575720993213	0.6088888888888889	True	True	False	True	False	True	False
planted	batch_only	0.0	30	48275	60	0.6555555555555556	0.5877380599645746	0.49333333333333335	False	True	False	False	False	False	False
planted	batch_only	0.0	31	48276	60	0.7433333333333333	0.9162317675291941	0.44	True	True	False	False	False	True	True
planted	batch_only	0.0	32	48277	60	0.8011111111111111	1.1700148475490975	0.3888888888888889	True	True	False	False	False	True	True
planted	batch_only	0.0	33	48278	60	0.7577777777777778	0.9790423460696887	0.6177777777777778	True	False	False	False	True	True	True
planted	batch_only	0.0	34	48279	60	0.6911111111111111	0.7379708240206586	0.5133333333333333	False	True	False	False	False	False	False
planted	batch_only	0.0	35	48280	60	0.6988888888888889	0.6778857955785051	0.45666666666666667	False	True	False	False	False	False	False
planted	batch_only	0.0	36	48281	60	0.6933333333333334	0.711128453918747	0.4622222222222222	False	True	False	False	False	False	False
planted	batch_only	0.0	37	48282	60	0.7733333333333333	1.1366559005120451	0.44555555555555554	True	True	False	False	False	True	True
planted	batch_only	0.0	38	48283	60	0.6822222222222222	0.6532767996621816	0.4588888888888889	False	False	False	False	False	False	False
planted	batch_only	0.0	39	48284	60	0.8966666666666666	1.6762409273495555	0.45555555555555555	True	True	False	False	False	True	True
planted	batch_only	0.25	0	48325	60	0.8444444444444444	1.4381136676544655	0.5255555555555556	True	True	False	False	False	True	True
planted	batch_only	0.25	1	48326	60	0.84	1.3093068766392961	0.5644444444444444	True	True	False	False	False	True	True
planted	batch_only	0.25	2	48327	60	0.8222222222222222	1.3312733870416846	0.6977777777777778	True	True	False	True	False	True	False
planted	batch_only	0.25	3	48328	60	0.8455555555555555	1.4075629418392177	0.4955555555555556	True	True	False	False	False	True	True
planted	batch_only	0.25	4	48329	60	0.78	1.1104320309758264	0.45111111111111113	True	True	False	True	False	True	False
planted	batch_only	0.25	5	48330	60	0.8111111111111111	1.189491334221208	0.47333333333333333	True	True	False	False	False	True	True
planted	batch_only	0.25	6	48331	60	0.7777777777777778	1.0085381965524274	0.5655555555555556	True	False	False	False	True	True	True
planted	batch_only	0.25	7	48332	60	0.83	1.3588592957918915	0.5644444444444444	True	True	False	False	False	True	True
planted	batch_only	0.25	8	48333	60	0.7722222222222223	1.0797230711712238	0.4288888888888889	True	True	False	False	False	True	True
planted	batch_only	0.25	9	48334	60	0.82	1.3269763600616493	0.4866666666666667	True	True	False	False	False	True	True
planted	batch_only	0.25	10	48335	60	0.8377777777777777	1.3771784912701814	0.48	True	False	False	False	True	True	True
planted	batch_only	0.25	11	48336	60	0.7966666666666666	1.0437164318968977	0.46	True	True	False	False	False	True	True
planted	batch_only	0.25	12	48337	60	0.6277777777777778	0.4851489188222871	0.4766666666666667	False	True	False	False	False	False	False
planted	batch_only	0.25	13	48338	60	0.7477777777777778	0.8358634763617869	0.5588888888888889	True	False	False	False	True	True	True
planted	batch_only	0.25	14	48339	60	0.8166666666666667	1.208914069942302	0.5644444444444444	True	True	False	False	False	True	True
planted	batch_only	0.25	15	48340	60	0.8044444444444444	1.1604495139492437	0.49777777777777776	True	False	False	False	True	True	True
planted	batch_only	0.25	16	48341	60	0.8288888888888889	1.2928275861050362	0.5022222222222222	True	False	False	False	True	True	True
planted	batch_only	0.25	17	48342	60	0.7833333333333333	1.1298475594071102	0.5844444444444444	True	True	False	False	False	True	True
planted	batch_only	0.25	18	48343	60	0.6277777777777778	0.5494578771462074	0.55	False	False	False	False	False	False	False
planted	batch_only	0.25	19	48344	60	0.7177777777777777	0.7343163907677066	0.5788888888888889	True	True	False	False	False	True	True
planted	batch_only	0.25	20	48345	60	0.7488888888888889	0.9269849155229115	0.4722222222222222	True	False	False	False	True	True	True
planted	batch_only	0.25	21	48346	60	0.6966666666666667	0.6872862829898965	0.47444444444444445	False	False	False	False	False	False	False
planted	batch_only	0.25	22	48347	60	0.7877777777777778	1.1498851901012432	0.4622222222222222	True	True	False	False	False	True	True
planted	batch_only	0.25	23	48348	60	0.7088888888888889	0.8239457996512224	0.5333333333333333	True	True	False	False	False	True	True
planted	batch_only	0.25	24	48349	60	0.7622222222222222	0.874009018381498	0.5	True	True	False	False	False	True	True
planted	batch_only	0.25	25	48350	60	0.7188888888888889	0.8693420936190269	0.4811111111111111	True	True	False	False	False	True	True
planted	batch_only	0.25	26	48351	60	0.6611111111111111	0.5969627207347579	0.5211111111111111	False	True	False	False	False	False	False
planted	batch_only	0.25	27	48352	60	0.8077777777777778	1.2036760721749407	0.46	True	True	False	False	False	True	True
planted	batch_only	0.25	28	48353	60	0.8311111111111111	1.2976687274688619	0.5133333333333333	True	False	False	False	True	True	True
planted	batch_only	0.25	29	48354	60	0.83	1.2953265907409064	0.43666666666666665	True	True	False	False	False	True	True
planted	batch_only	0.25	30	48355	60	0.8466666666666667	1.427744253286534	0.43444444444444447	True	True	False	False	False	True	True
planted	batch_only	0.25	31	48356	60	0.7444444444444445	0.9083798649377895	0.5277777777777778	True	True	False	False	False	True	True
planted	batch_only	0.25	32	48357	60	0.8244444444444444	1.3251621542155887	0.5044444444444445	True	True	False	True	False	True	False
planted	batch_only	0.25	33	48358	60	0.73	0.9463492546450551	0.5822222222222222	True	True	False	False	False	True	True
planted	batch_only	0.25	34	48359	60	0.8377777777777777	1.286845150252592	0.4166666666666667	True	True	False	False	False	True	True
planted	batch_only	0.25	35	48360	60	0.7455555555555555	0.9297715182883606	0.5122222222222222	True	True	False	False	False	True	True
planted	batch_only	0.25	36	48361	60	0.8722222222222222	1.6036166881271425	0.46	True	True	False	False	False	True	True
planted	batch_only	0.25	37	48362	60	0.7844444444444445	1.0911658278868683	0.5844444444444444	True	True	False	False	False	True	True
planted	batch_only	0.25	38	48363	60	0.8388888888888889	1.2780791608843685	0.6088888888888889	True	False	False	False	True	True	True
planted	batch_only	0.25	39	48364	60	0.6922222222222222	0.787061104730681	0.4922222222222222	False	False	False	False	False	False	False
planted	batch_only	0.5	0	48405	60	0.9	1.7633933187489994	0.4	True	True	False	True	False	True	False
planted	batch_only	0.5	1	48406	60	0.8666666666666667	1.5913848234457133	0.4666666666666667	True	True	False	True	False	True	False
planted	batch_only	0.5	2	48407	60	0.7844444444444445	1.2540725267965767	0.41555555555555557	True	True	False	False	False	True	True
planted	batch_only	0.5	3	48408	60	0.7588888888888888	1.048477116812987	0.5488888888888889	True	True	False	True	False	True	False
planted	batch_only	0.5	4	48409	60	0.7577777777777778	0.9760505950390562	0.4888888888888889	True	True	False	False	False	True	True
planted	batch_only	0.5	5	48410	60	0.8322222222222222	1.3681265040100254	0.5433333333333333	True	True	False	True	False	True	False
planted	batch_only	0.5	6	48411	60	0.7466666666666667	0.8927028399887098	0.6111111111111112	True	True	False	True	False	True	False
planted	batch_only	0.5	7	48412	60	0.7755555555555556	1.0964846267258341	0.6577777777777778	True	True	False	False	False	True	True
planted	batch_only	0.5	8	48413	60	0.84	1.3440168638116703	0.48333333333333334	True	True	False	True	False	True	False
planted	batch_only	0.5	9	48414	60	0.8555555555555555	1.4078976729416064	0.4177777777777778	True	True	False	True	False	True	False
planted	batch_only	0.5	10	48415	60	0.7433333333333333	0.9872396609358937	0.5566666666666666	True	True	False	False	False	True	True
planted	batch_only	0.5	11	48416	60	0.7866666666666666	1.0971067728396833	0.4688888888888889	True	True	False	True	False	True	False
planted	batch_only	0.5	12	48417	60	0.8566666666666667	1.463069379718974	0.5322222222222223	True	True	False	False	False	True	True
planted	batch_only	0.5	13	48418	60	0.7955555555555556	1.159600780882763	0.5133333333333333	True	True	False	True	False	True	False
planted	batch_only	0.5	14	48419	60	0.8766666666666667	1.542479638741408	0.5277777777777778	True	True	False	True	False	True	False
planted	batch_only	0.5	15	48420	60	0.82	1.2190058557559917	0.4477777777777778	True	True	False	False	False	True	True
planted	batch_only	0.5	16	48421	60	0.9222222222222223	1.9041412590310332	0.49666666666666665	True	True	False	True	False	True	False
planted	batch_only	0.5	17	48422	60	0.7822222222222223	1.0371024877935273	0.5055555555555555	True	True	False	True	False	True	False
planted	batch_only	0.5	18	48423	60	0.7988888888888889	1.1875288912593895	0.43222222222222223	True	True	False	False	False	True	True
planted	batch_only	0.5	19	48424	60	0.6922222222222222	0.7099593884327626	0.6277777777777778	False	True	False	False	False	False	False
planted	batch_only	0.5	20	48425	60	0.6444444444444445	0.607979833212821	0.4722222222222222	False	True	False	False	False	False	False
planted	batch_only	0.5	21	48426	60	0.7822222222222223	1.0792668803397418	0.5055555555555555	True	True	False	True	False	True	False
planted	batch_only	0.5	22	48427	60	0.8622222222222222	1.4165458683360335	0.6522222222222223	True	True	False	False	False	True	True
planted	batch_only	0.5	23	48428	60	0.7433333333333333	0.8762250604040673	0.48333333333333334	True	True	False	False	False	True	True
planted	batch_only	0.5	24	48429	60	0.7711111111111111	1.1036430196531195	0.5911111111111111	True	True	False	False	False	True	True
planted	batch_only	0.5	25	48430	60	0.8055555555555556	1.2662044718863543	0.6288888888888889	True	True	False	False	False	True	True
planted	batch_only	0.5	26	48431	60	0.8077777777777778	1.162787368629617	0.5488888888888889	True	True	False	True	False	True	False
planted	batch_only	0.5	27	48432	60	0.8244444444444444	1.3829456517099294	0.4255555555555556	True	True	False	False	False	True	True
planted	batch_only	0.5	28	48433	60	0.8377777777777777	1.3551789049754972	0.3933333333333333	True	True	False	True	False	True	False
planted	batch_only	0.5	29	48434	60	0.6855555555555556	0.7631786685168325	0.5344444444444445	False	True	False	True	False	False	False
planted	batch_only	0.5	30	48435	60	0.6333333333333333	0.48125397077243626	0.5177777777777778	False	True	False	True	False	False	False
planted	batch_only	0.5	31	48436	60	0.7411111111111112	0.8679666017615427	0.5777777777777777	True	True	False	False	False	True	True
planted	batch_only	0.5	32	48437	60	0.6622222222222223	0.49594620092629427	0.3388888888888889	False	True	False	False	False	False	False
planted	batch_only	0.5	33	48438	60	0.7677777777777778	0.9854349439209117	0.5111111111111111	True	True	False	False	False	True	True
planted	batch_only	0.5	34	48439	60	0.7622222222222222	0.949937481586544	0.45111111111111113	True	True	True	True	False	False	False
planted	batch_only	0.5	35	48440	60	0.7955555555555556	0.9866619297143575	0.5888888888888889	True	True	False	False	False	True	True
planted	batch_only	0.5	36	48441	60	0.7133333333333334	0.7906993849067778	0.5044444444444445	True	True	False	False	False	True	True
planted	batch_only	0.5	37	48442	60	0.7588888888888888	0.9696323756937252	0.4688888888888889	True	True	False	True	False	True	False
planted	batch_only	0.5	38	48443	60	0.7633333333333333	0.9652278484149879	0.3566666666666667	True	True	False	False	False	True	True
planted	batch_only	0.5	39	48444	60	0.8122222222222222	1.2248877317509999	0.4888888888888889	True	True	False	True	False	True	False
planted	batch_only	0.75	0	48485	60	0.8822222222222222	1.6096196589022782	0.5388888888888889	True	True	False	True	False	True	False
planted	batch_only	0.75	1	48486	60	0.8144444444444444	1.2502884786954893	0.49444444444444446	True	True	False	False	False	True	True
planted	batch_only	0.75	2	48487	60	0.74	0.9365226508415857	0.5588888888888889	True	True	False	True	False	True	False
planted	batch_only	0.75	3	48488	60	0.8688888888888889	1.4689786353848875	0.46444444444444444	True	True	False	True	False	True	False
planted	batch_only	0.75	4	48489	60	0.6955555555555556	0.7413348972664194	0.49777777777777776	False	True	False	True	False	False	False
planted	batch_only	0.75	5	48490	60	0.8344444444444444	1.393383039513925	0.4855555555555556	True	True	False	True	False	True	False
planted	batch_only	0.75	6	48491	60	0.79	1.052016993891321	0.5466666666666666	True	True	False	False	False	True	True
planted	batch_only	0.75	7	48492	60	0.7966666666666666	1.0329388440799807	0.4077777777777778	True	True	False	True	False	True	False
planted	batch_only	0.75	8	48493	60	0.8288888888888889	1.2635144897286237	0.55	True	True	False	True	False	True	False
planted	batch_only	0.75	9	48494	60	0.7833333333333333	1.0634663280556573	0.49666666666666665	True	True	False	True	False	True	False
planted	batch_only	0.75	10	48495	60	0.7388888888888889	0.8535827079506251	0.5044444444444445	True	True	False	True	False	True	False
planted	batch_only	0.75	11	48496	60	0.7877777777777778	1.1037013309148263	0.5333333333333333	True	True	False	True	False	True	False
planted	batch_only	0.75	12	48497	60	0.8222222222222222	1.2845589382072409	0.5422222222222223	True	True	False	True	False	True	False
planted	batch_only	0.75	13	48498	60	0.8677777777777778	1.5111971117436565	0.3688888888888889	True	True	False	True	False	True	False
planted	batch_only	0.75	14	48499	60	0.77	0.928459452323269	0.4588888888888889	True	True	False	False	False	True	True
planted	batch_only	0.75	15	48500	60	0.7077777777777777	0.7612981091605057	0.45555555555555555	True	True	False	True	False	True	False
planted	batch_only	0.75	16	48501	60	0.7055555555555556	0.6820349936853953	0.5744444444444444	True	True	True	True	False	False	False
planted	batch_only	0.75	17	48502	60	0.8122222222222222	1.1693494172361503	0.4855555555555556	True	True	False	False	False	True	True
planted	batch_only	0.75	18	48503	60	0.8366666666666667	1.3516401673705423	0.5922222222222222	True	True	False	True	False	True	False
planted	batch_only	0.75	19	48504	60	0.8622222222222222	1.4708214292888842	0.5944444444444444	True	True	False	True	False	True	False
planted	batch_only	0.75	20	48505	60	0.7688888888888888	1.0551387341084912	0.44333333333333336	True	True	False	True	False	True	False
planted	batch_only	0.75	21	48506	60	0.86	1.537462595811906	0.4255555555555556	True	True	True	True	False	False	False
planted	batch_only	0.75	22	48507	60	0.8966666666666666	1.7658601632516775	0.4533333333333333	True	True	False	True	False	True	False
planted	batch_only	0.75	23	48508	60	0.8577777777777778	1.5424778673626836	0.6188888888888889	True	True	False	True	False	True	False
planted	batch_only	0.75	24	48509	60	0.7277777777777777	0.9118880138451225	0.2911111111111111	True	True	False	True	False	True	False
planted	batch_only	0.75	25	48510	60	0.8255555555555556	1.339301641110119	0.6455555555555555	True	True	False	True	False	True	False
planted	batch_only	0.75	26	48511	60	0.83	1.263645060294683	0.43555555555555553	True	True	False	True	False	True	False
planted	batch_only	0.75	27	48512	60	0.8377777777777777	1.3518583756988916	0.5944444444444444	True	True	False	True	False	True	False
planted	batch_only	0.75	28	48513	60	0.8277777777777777	1.3574115141877443	0.6177777777777778	True	True	False	True	False	True	False
planted	batch_only	0.75	29	48514	60	0.89	1.6239247214478099	0.49	True	True	False	True	False	True	False
planted	batch_only	0.75	30	48515	60	0.7611111111111111	1.00071232305995	0.6422222222222222	True	True	True	True	False	False	False
planted	batch_only	0.75	31	48516	60	0.7777777777777778	1.0905867253264934	0.4822222222222222	True	True	True	True	False	False	False
planted	batch_only	0.75	32	48517	60	0.7744444444444445	0.939908534661246	0.42	True	True	False	True	False	True	False
planted	batch_only	0.75	33	48518	60	0.7877777777777778	1.1023864504639904	0.5155555555555555	True	True	False	True	False	True	False
planted	batch_only	0.75	34	48519	60	0.7777777777777778	1.0316653178333022	0.4911111111111111	True	True	False	True	False	True	False
planted	batch_only	0.75	35	48520	60	0.7277777777777777	0.8956697818438838	0.39222222222222225	True	True	False	False	False	True	True
planted	batch_only	0.75	36	48521	60	0.8544444444444445	1.4316120611279044	0.3377777777777778	True	True	False	True	False	True	False
planted	batch_only	0.75	37	48522	60	0.8388888888888889	1.4152605841419925	0.5155555555555555	True	True	False	True	False	True	False
planted	batch_only	0.75	38	48523	60	0.8133333333333334	1.175612189244205	0.5944444444444444	True	True	False	True	False	True	False
planted	batch_only	0.75	39	48524	60	0.86	1.486339761315592	0.53	True	True	True	True	False	False	False
planted	batch_only	1.0	0	48565	60	0.8555555555555555	1.5129891363803136	0.48444444444444446	True	True	True	True	False	False	False
planted	batch_only	1.0	1	48566	60	0.8255555555555556	1.391799181316918	0.4711111111111111	True	True	False	True	False	True	False
planted	batch_only	1.0	2	48567	60	0.8	1.157899104246881	0.6177777777777778	True	True	True	True	False	False	False
planted	batch_only	1.0	3	48568	60	0.8566666666666667	1.3447364071981818	0.36777777777777776	True	True	False	True	False	True	False
planted	batch_only	1.0	4	48569	60	0.8555555555555555	1.4627346406909596	0.59	True	True	True	True	False	False	False
planted	batch_only	1.0	5	48570	60	0.8422222222222222	1.424075551594057	0.5166666666666667	True	True	False	True	False	True	False
planted	batch_only	1.0	6	48571	60	0.8188888888888889	1.1597968301766366	0.44333333333333336	True	True	False	True	False	True	False
planted	batch_only	1.0	7	48572	60	0.8266666666666667	1.2459593480818487	0.4533333333333333	True	True	False	True	False	True	False
planted	batch_only	1.0	8	48573	60	0.6977777777777778	0.7037539839897455	0.4444444444444444	False	True	False	True	False	False	False
planted	batch_only	1.0	9	48574	60	0.8333333333333334	1.3047299386353173	0.5833333333333334	True	True	False	True	False	True	False
planted	batch_only	1.0	10	48575	60	0.8533333333333334	1.395327031938059	0.4622222222222222	True	True	False	True	False	True	False
planted	batch_only	1.0	11	48576	60	0.8855555555555555	1.6032993187632516	0.5666666666666667	True	True	False	True	False	True	False
planted	batch_only	1.0	12	48577	60	0.7966666666666666	1.140531209184432	0.46555555555555556	True	True	False	True	False	True	False
planted	batch_only	1.0	13	48578	60	0.7988888888888889	1.1483195744487196	0.49777777777777776	True	True	False	True	False	True	False
planted	batch_only	1.0	14	48579	60	0.8044444444444444	1.1969537895269677	0.6011111111111112	True	True	True	True	False	False	False
planted	batch_only	1.0	15	48580	60	0.7888888888888889	1.0378837539533248	0.5333333333333333	True	True	False	True	False	True	False
planted	batch_only	1.0	16	48581	60	0.7822222222222223	1.110901981589006	0.51	True	True	False	True	False	True	False
planted	batch_only	1.0	17	48582	60	0.7611111111111111	0.9688912500935885	0.4822222222222222	True	True	False	True	False	True	False
planted	batch_only	1.0	18	48583	60	0.8344444444444444	1.329581840071596	0.37777777777777777	True	True	False	True	False	True	False
planted	batch_only	1.0	19	48584	60	0.8788888888888889	1.5776702391287851	0.4711111111111111	True	True	False	True	False	True	False
planted	batch_only	1.0	20	48585	60	0.7633333333333333	0.9607649708108763	0.5233333333333333	True	True	False	True	False	True	False
planted	batch_only	1.0	21	48586	60	0.9166666666666666	1.8125642309223349	0.47555555555555556	True	True	False	True	False	True	False
planted	batch_only	1.0	22	48587	60	0.8611111111111112	1.4737555982989445	0.4211111111111111	True	True	False	True	False	True	False
planted	batch_only	1.0	23	48588	60	0.8222222222222222	1.306069490566907	0.6366666666666667	True	True	False	True	False	True	False
planted	batch_only	1.0	24	48589	60	0.9333333333333333	1.9198890950158096	0.58	True	True	False	True	False	True	False
planted	batch_only	1.0	25	48590	60	0.8488888888888889	1.3640091906503657	0.5811111111111111	True	True	False	True	False	True	False
planted	batch_only	1.0	26	48591	60	0.7888888888888889	1.0535401414255634	0.5388888888888889	True	True	True	True	False	False	False
planted	batch_only	1.0	27	48592	60	0.88	1.6134782958462695	0.5755555555555556	True	True	False	True	False	True	False
planted	batch_only	1.0	28	48593	60	0.8355555555555556	1.3435384249459328	0.6077777777777778	True	True	False	True	False	True	False
planted	batch_only	1.0	29	48594	60	0.8044444444444444	1.196697121236246	0.5211111111111111	True	True	False	True	False	True	False
planted	batch_only	1.0	30	48595	60	0.7066666666666667	0.8102462086541831	0.6411111111111111	True	True	False	True	False	True	False
planted	batch_only	1.0	31	48596	60	0.8544444444444445	1.4075149851713353	0.51	True	True	False	True	False	True	False
planted	batch_only	1.0	32	48597	60	0.9	1.7483307342626226	0.41888888888888887	True	True	False	True	False	True	False
planted	batch_only	1.0	33	48598	60	0.77	0.9852799094179459	0.6233333333333333	True	True	True	True	False	False	False
planted	batch_only	1.0	34	48599	60	0.8666666666666667	1.4285162903990563	0.6	True	True	False	True	False	True	False
planted	batch_only	1.0	35	48600	60	0.84	1.423577315520406	0.5388888888888889	True	True	False	True	False	True	False
planted	batch_only	1.0	36	48601	60	0.7422222222222222	0.8933986612492052	0.56	True	True	False	True	False	True	False
planted	batch_only	1.0	37	48602	60	0.7677777777777778	0.955324322705307	0.45666666666666667	True	True	False	True	False	True	False
planted	batch_only	1.0	38	48603	60	0.8622222222222222	1.4902115211344085	0.4711111111111111	True	True	False	True	False	True	False
planted	batch_only	1.0	39	48604	60	0.8222222222222222	1.3254047525336825	0.5144444444444445	True	True	False	True	False	True	False
planted	batch_plus_depth	0.0	0	49045	60	0.7555555555555555	0.9727382103404206	0.54	True	True	False	False	False	True	True
planted	batch_plus_depth	0.0	1	49046	60	0.8277777777777777	1.3081257328409976	0.5033333333333333	True	False	False	False	True	True	True
planted	batch_plus_depth	0.0	2	49047	60	0.84	1.3578235476254588	0.5544444444444444	True	True	False	True	False	True	False
planted	batch_plus_depth	0.0	3	49048	60	0.7633333333333333	1.0695301436402833	0.6066666666666667	True	True	False	False	False	True	True
planted	batch_plus_depth	0.0	4	49049	60	0.8388888888888889	1.3905787373402492	0.6077777777777778	True	False	False	False	True	True	True
planted	batch_plus_depth	0.0	5	49050	60	0.7233333333333334	0.9088836249116669	0.6	True	False	False	False	True	True	True
planted	batch_plus_depth	0.0	6	49051	60	0.8077777777777778	1.1779657351247512	0.6577777777777778	True	False	False	False	True	True	True
planted	batch_plus_depth	0.0	7	49052	60	0.7688888888888888	1.026378060083858	0.47555555555555556	True	True	False	False	False	True	True
planted	batch_plus_depth	0.0	8	49053	60	0.8855555555555555	1.5993799099634336	0.4066666666666667	True	True	False	False	False	True	True
planted	batch_plus_depth	0.0	9	49054	60	0.79	1.1060688037272532	0.5377777777777778	True	True	False	False	False	True	True
planted	batch_plus_depth	0.0	10	49055	60	0.7633333333333333	0.9684431013534451	0.3811111111111111	True	False	False	False	True	True	True
planted	batch_plus_depth	0.0	11	49056	60	0.71	0.6822672334755129	0.4988888888888889	True	False	False	False	True	True	True
planted	batch_plus_depth	0.0	12	49057	60	0.8455555555555555	1.3827628089278026	0.43777777777777777	True	False	False	False	True	True	True
planted	batch_plus_depth	0.0	13	49058	60	0.7377777777777778	0.901628899203433	0.4077777777777778	True	True	False	False	False	True	True
planted	batch_plus_depth	0.0	14	49059	60	0.7488888888888889	0.9642393338715358	0.45444444444444443	True	True	False	False	False	True	True
planted	batch_plus_depth	0.0	15	49060	60	0.7677777777777778	0.9941598457386727	0.49	True	True	False	False	False	True	True
planted	batch_plus_depth	0.0	16	49061	60	0.8311111111111111	1.228655767147466	0.48444444444444446	True	True	False	False	False	True	True
planted	batch_plus_depth	0.0	17	49062	60	0.7788888888888889	1.121222924587397	0.5011111111111111	True	False	False	False	True	True	True
planted	batch_plus_depth	0.0	18	49063	60	0.7477777777777778	0.9138549128914012	0.44666666666666666	True	False	False	False	True	True	True
planted	batch_plus_depth	0.0	19	49064	60	0.7888888888888889	1.1571972119423655	0.43	True	False	False	False	True	True	True
planted	batch_plus_depth	0.0	20	49065	60	0.7455555555555555	0.9444437023279145	0.5	True	False	False	False	True	True	True
planted	batch_plus_depth	0.0	21	49066	60	0.8044444444444444	1.1835782543957534	0.6244444444444445	True	False	False	False	True	True	True
planted	batch_plus_depth	0.0	22	49067	60	0.8088888888888889	1.240905032363084	0.5611111111111111	True	False	False	False	True	True	True
planted	batch_plus_depth	0.0	23	49068	60	0.7355555555555555	0.9438795803466711	0.36666666666666664	True	True	False	False	False	True	True
planted	batch_plus_depth	0.0	24	49069	60	0.7444444444444445	0.9756116060418749	0.5755555555555556	True	True	False	False	False	True	True
planted	batch_plus_depth	0.0	25	49070	60	0.7544444444444445	0.8753697279850486	0.44	True	True	False	True	False	True	False
planted	batch_plus_depth	0.0	26	49071	60	0.8466666666666667	1.3808462368379082	0.6166666666666667	True	True	False	False	False	True	True
planted	batch_plus_depth	0.0	27	49072	60	0.8888888888888888	1.6969782574916517	0.6366666666666667	True	True	False	False	False	True	True
planted	batch_plus_depth	0.0	28	49073	60	0.7544444444444445	0.9081672608395684	0.41333333333333333	True	True	False	False	False	True	True
planted	batch_plus_depth	0.0	29	49074	60	0.6822222222222222	0.6928432177528971	0.31222222222222223	False	False	False	False	False	False	False
planted	batch_plus_depth	0.0	30	49075	60	0.7277777777777777	0.8842566223222426	0.5011111111111111	True	True	False	True	False	True	False
planted	batch_plus_depth	0.0	31	49076	60	0.85	1.4634698475600283	0.44555555555555554	True	False	False	False	True	True	True
planted	batch_plus_depth	0.0	32	49077	60	0.8166666666666667	1.2535071524389851	0.5488888888888889	True	True	False	False	False	True	True
