truth	scenario	severity	replicate	seed	feature	metadata_auc	spearman_with_locked	residualized_auc	auc_attenuation	response_p	corr_p	existing_effect_flag	response_q	corr_q	calibrated_q10_flag	calibrated_q20_flag
planted	batch_only	0.0	4	48249	rin	0.5033333333333333	-0.008057793831619897	0.8655555555555555	0.0	0.967741935483871	0.967741935483871	False	1.0	1.0	False	False
planted	batch_only	0.0	4	48249	steroid_exposure	0.5055555555555555	-0.2116143373159211	0.8777777777777778	-0.012222222222222245	0.9032258064516129	0.16129032258064516	False	1.0	0.8064516129032258	False	False
planted	batch_only	0.0	5	48250	batch	0.55	0.04782574650061623	0.7788888888888889	-0.004444444444444362	0.6451612903225806	0.7419354838709677	False	0.9274193548387097	0.9274193548387097	False	False
planted	batch_only	0.0	5	48250	lane	0.5333333333333333	0.05966781558845056	0.78	-0.005555555555555536	0.8709677419354839	0.7096774193548387	False	0.9677419354838709	0.9274193548387097	False	False
planted	batch_only	0.0	5	48250	sequencing_depth	0.6	0.15304251180883582	0.7622222222222222	0.012222222222222245	0.22580645161290322	0.25806451612903225	True	0.8602150537634409	0.8602150537634409	False	False
planted	batch_only	0.0	5	48250	rin	0.5055555555555555	-0.10686301750486248	0.7822222222222223	-0.007777777777777772	0.967741935483871	0.3870967741935484	False	0.967741935483871	0.9274193548387097	False	False
planted	batch_only	0.0	5	48250	steroid_exposure	0.5355555555555556	0.1969435954431787	0.7788888888888889	-0.004444444444444362	0.6451612903225806	0.22580645161290322	False	0.9274193548387097	0.8602150537634409	False	False
planted	batch_only	0.0	6	48251	batch	0.5166666666666667	-0.13637977344940536	0.8111111111111111	-0.014444444444444482	0.8387096774193549	0.25806451612903225	False	0.8709677419354838	0.5806451612903226	False	False
planted	batch_only	0.0	6	48251	lane	0.6166666666666667	0.13637977344940536	0.7833333333333333	0.013333333333333308	0.0967741935483871	0.2903225806451613	True	0.4838709677419355	0.5806451612903226	False	False
planted	batch_only	0.0	6	48251	sequencing_depth	0.5700000000000001	0.11180883578771883	0.7966666666666666	0.0	0.4838709677419355	0.5161290322580645	False	0.7373271889400922	0.7373271889400922	False	False
planted	batch_only	0.0	6	48251	rin	0.6877777777777778	-0.1899416504584607	0.7666666666666667	0.029999999999999916	0.03225806451612903	0.22580645161290322	True	0.3225806451612903	0.5806451612903226	False	False
planted	batch_only	0.0	6	48251	steroid_exposure	0.5244444444444445	0.03389830508474576	0.7988888888888889	-0.0022222222222222365	0.8709677419354839	0.8709677419354839	False	0.8709677419354838	0.8709677419354838	False	False
planted	batch_only	0.0	7	48252	batch	0.5666666666666667	-0.00964529909054686	0.7688888888888888	0.0	0.5483870967741935	1.0	False	0.846774193548387	1.0	False	False
planted	batch_only	0.0	7	48252	lane	0.5333333333333333	-0.06603170088388799	0.77	-0.0011111111111111738	0.8387096774193549	0.4838709677419355	False	0.9318996415770608	0.846774193548387	False	False
planted	batch_only	0.0	7	48252	sequencing_depth	0.5222222222222223	-0.06696304529035844	0.7666666666666667	0.0022222222222221255	0.6774193548387096	0.6129032258064516	False	0.846774193548387	0.846774193548387	False	False
planted	batch_only	0.0	7	48252	rin	0.6366666666666667	0.12831342039455407	0.7944444444444444	-0.025555555555555554	0.0967741935483871	0.22580645161290322	True	0.846774193548387	0.846774193548387	False	False
planted	batch_only	0.0	7	48252	steroid_exposure	0.5522222222222222	0.10313976104473467	0.7788888888888889	-0.010000000000000009	0.41935483870967744	0.3870967741935484	False	0.846774193548387	0.846774193548387	False	False
planted	batch_only	0.0	8	48253	batch	0.5	0.07716239272437488	0.8044444444444444	0.005555555555555647	1.0	0.6774193548387096	False	1.0	1.0	False	False
planted	batch_only	0.0	8	48253	lane	0.55	-0.1118364486014375	0.8122222222222222	-0.0022222222222221255	0.4838709677419355	0.3225806451612903	False	1.0	1.0	False	False
planted	batch_only	0.0	8	48253	sequencing_depth	0.5411111111111111	-0.02995276465684913	0.8066666666666666	0.0033333333333334103	0.41935483870967744	0.9354838709677419	False	1.0	1.0	False	False
planted	batch_only	0.0	8	48253	rin	0.5966666666666667	-0.05468185607113087	0.8155555555555556	-0.005555555555555536	0.3225806451612903	0.6774193548387096	False	1.0	1.0	False	False
planted	batch_only	0.0	8	48253	steroid_exposure	0.528888888888889	0.021617115865518205	0.8122222222222222	-0.0022222222222221255	0.7741935483870968	0.8709677419354839	False	1.0	1.0	False	False
planted	batch_only	0.0	9	48254	batch	0.5	-0.1929059818109372	0.7211111111111111	-0.008888888888888946	1.0	0.1935483870967742	False	1.0	0.967741935483871	False	False
planted	batch_only	0.0	9	48254	lane	0.6166666666666667	-0.07905888707244725	0.7144444444444444	-0.0022222222222222365	0.06451612903225806	0.5483870967741935	True	0.6451612903225806	1.0	False	False
planted	batch_only	0.0	9	48254	sequencing_depth	0.5122222222222222	-0.07418727424284524	0.7155555555555555	-0.0033333333333332993	0.967741935483871	0.5806451612903226	False	1.0	1.0	False	False
planted	batch_only	0.0	9	48254	rin	0.5255555555555556	-0.045623784384551266	0.7133333333333334	-0.0011111111111111738	0.7419354838709677	0.9032258064516129	False	1.0	1.0	False	False
planted	batch_only	0.0	9	48254	steroid_exposure	0.5277777777777778	-0.12331203111975553	0.7288888888888889	-0.01666666666666672	0.7096774193548387	0.3548387096774194	False	1.0	1.0	False	False
planted	batch_only	0.0	10	48255	batch	0.5333333333333333	0.165899144357406	0.7344444444444445	0.015555555555555545	0.8064516129032258	0.2903225806451613	False	0.8960573476702509	0.4838709677419355	False	False
