truth	pathology	severity	cohorts	raw_pass_rate	composition_adjusted_pass_rate	guarded_clean_pass_rate	batch_guard_flag_rate	coverage_flag_rate	mean_b_auc	mean_t_auc	mean_b_residual_auc	mean_t_residual_auc
planted	b_fraction_response_correlated	0.0	90	0.9888888888888889	0.9888888888888889	0.8555555555555555	0.13333333333333333	0.0	0.9275432098765433	0.7203456790123457	0.9187407407407407	0.718037037037037
planted	b_fraction_response_correlated	0.25	90	0.9777777777777777	0.9666666666666667	0.8777777777777778	0.1	0.0	0.9278271604938272	0.7260864197530864	0.7776543209876544	0.6403827160493828
planted	b_fraction_response_correlated	0.5	90	0.9666666666666667	0.4444444444444444	0.37777777777777777	0.16666666666666666	0.0	0.9419382716049383	0.7280493827160494	0.644925925925926	0.5649135802469136
planted	b_fraction_response_correlated	0.75	90	0.9777777777777777	0.022222222222222223	0.022222222222222223	0.18888888888888888	0.0	0.9612469135802469	0.7231481481481481	0.5796913580246914	0.5398518518518518
planted	b_fraction_response_correlated	1.0	90	0.9666666666666667	0.0	0.0	0.13333333333333333	0.0	0.9795061728395061	0.7280617283950618	0.5501111111111111	0.5250617283950617
planted	batch_response_correlated	0.0	90	0.9777777777777777	0.9777777777777777	0.8222222222222222	0.15555555555555556	0.0	0.9267654320987655	0.7250617283950618	0.9142592592592592	0.7178765432098765
planted	batch_response_correlated	0.25	90	0.9555555555555556	0.9555555555555556	0.4888888888888889	0.4888888888888889	0.0	0.9306296296296296	0.720320987654321	0.9196296296296296	0.7125679012345679
planted	batch_response_correlated	0.5	90	0.9777777777777777	0.9777777777777777	0.011111111111111112	0.9888888888888889	0.0	0.9328395061728394	0.7375925925925927	0.9221481481481482	0.7308641975308642
planted	batch_response_correlated	0.75	90	1.0	1.0	0.0	1.0	0.0	0.9523703703703704	0.7765061728395062	0.9442469135802469	0.7735679012345679
planted	batch_response_correlated	1.0	90	1.0	1.0	0.0	1.0	0.0	0.9622345679012345	0.8219753086419753	0.9587037037037037	0.8168888888888889
planted	compartment_label_noise	0.0	90	0.9666666666666667	0.9666666666666667	0.8333333333333334	0.13333333333333333	0.0	0.923320987654321	0.7291975308641976	0.9116666666666666	0.724753086419753
planted	compartment_label_noise	0.25	90	0.9888888888888889	0.9888888888888889	0.9111111111111111	0.07777777777777778	0.0	0.9344320987654322	0.7817901234567901	0.9246913580246914	0.7781851851851851
planted	compartment_label_noise	0.5	90	1.0	1.0	0.8111111111111111	0.18888888888888888	0.0	0.9389753086419753	0.8429259259259259	0.9311111111111111	0.8358765432098766
planted	compartment_label_noise	0.75	90	1.0	1.0	0.8	0.2	0.0	0.9176172839506174	0.8817777777777778	0.9101234567901234	0.8742839506172839
planted	compartment_label_noise	1.0	90	0.9888888888888889	0.9888888888888889	0.8111111111111111	0.18888888888888888	0.0	0.8751111111111112	0.8958888888888888	0.8685185185185186	0.890358024691358
planted	composition_shift_only	0.0	90	0.9777777777777777	0.9777777777777777	0.8222222222222222	0.16666666666666666	0.0	0.9224938271604938	0.7259012345679012	0.910074074074074	0.7208271604938272
planted	composition_shift_only	0.25	90	0.9777777777777777	0.9777777777777777	0.7666666666666667	0.23333333333333334	0.0	0.9300493827160494	0.7126172839506173	0.8161358024691358	0.6598395061728395
planted	composition_shift_only	0.5	90	0.9555555555555556	0.7111111111111111	0.6111111111111112	0.12222222222222222	0.0	0.9405925925925926	0.718283950617284	0.6791975308641975	0.5819876543209876
planted	composition_shift_only	0.75	90	0.9444444444444444	0.08888888888888889	0.08888888888888889	0.14444444444444443	0.0	0.9561728395061728	0.7145061728395062	0.6059259259259259	0.5585802469135803
planted	composition_shift_only	1.0	90	0.9444444444444444	0.0	0.0	0.1	0.0	0.9761728395061728	0.705037037037037	0.5675185185185185	0.5367654320987654
planted	low_compartment_coverage	0.0	90	0.9666666666666667	0.9666666666666667	0.7888888888888889	0.17777777777777778	0.0	0.9284444444444445	0.719925925925926	0.9153703703703703	0.7151481481481481
planted	low_compartment_coverage	0.25	90	0.9777777777777777	0.9777777777777777	0.8222222222222222	0.15555555555555556	0.0	0.9249382716049382	0.7237901234567902	0.910641975308642	0.7150740740740741
planted	low_compartment_coverage	0.5	90	0.9555555555555556	0.9555555555555556	0.8333333333333334	0.13333333333333333	0.0	0.9142469135802469	0.7176049382716049	0.9047283950617284	0.715962962962963
planted	low_compartment_coverage	0.75	90	0.9777777777777777	0.9777777777777777	0.0	0.1111111111111111	1.0	0.8951358024691357	0.7076296296296296	0.8869382716049382	0.7027530864197531
planted	low_compartment_coverage	1.0	90	0.9333333333333333	0.9333333333333333	0.0	0.14444444444444443	1.0	0.8400123456790123	0.6840246913580247	0.8362839506172839	0.6819135802469135
planted	t_fraction_response_correlated	0.0	90	0.9888888888888889	0.9888888888888889	0.7777777777777778	0.2111111111111111	0.0	0.9273333333333332	0.7304814814814815	0.9159999999999999	0.7251975308641976
planted	t_fraction_response_correlated	0.25	90	0.9777777777777777	0.9777777777777777	0.8222222222222222	0.16666666666666666	0.0	0.9243456790123457	0.7265432098765432	0.8514938271604938	0.6757901234567901
planted	t_fraction_response_correlated	0.5	90	0.9888888888888889	0.8777777777777778	0.6888888888888889	0.2	0.0	0.9181975308641974	0.7388024691358025	0.7214691358024692	0.600246913580247
planted	t_fraction_response_correlated	0.75	90	1.0	0.4222222222222222	0.34444444444444444	0.14444444444444443	0.0	0.9032222222222223	0.7660617283950617	0.6421481481481481	0.5722098765432099
planted	t_fraction_response_correlated	1.0	90	1.0	0.07777777777777778	0.07777777777777778	0.13333333333333333	0.0	0.8831728395061728	0.7799135802469136	0.594037037037037	0.5497654320987654
planted	timepoint_jitter	0.0	90	0.9777777777777777	0.9777777777777777	0.7	0.2777777777777778	0.0	0.927604938271605	0.7315925925925926	0.9161851851851851	0.7246172839506173
planted	timepoint_jitter	0.25	90	0.9555555555555556	0.9555555555555556	0.7666666666666667	0.2111111111111111	0.0	0.9140864197530865	0.7161851851851851	0.9024074074074074	0.7127530864197531
planted	timepoint_jitter	0.5	90	0.9666666666666667	0.9666666666666667	0.8555555555555555	0.12222222222222222	0.0	0.9144567901234568	0.7236543209876544	0.9026172839506172	0.7175432098765432
planted	timepoint_jitter	0.75	90	1.0	1.0	0.8444444444444444	0.15555555555555556	0.0	0.8979999999999999	0.7292098765432099	0.8880123456790124	0.7247037037037036
planted	timepoint_jitter	1.0	90	0.9666666666666667	0.9666666666666667	0.8	0.16666666666666666	0.0	0.8879506172839506	0.7188888888888889	0.8801975308641976	0.7166543209876542
synthetic_null	b_fraction_response_correlated	0.0	90	0.0	0.0	0.0	0.23333333333333334	0.0	0.4900864197530864	0.5009629629629629	0.5546543209876543	0.5571358024691359
synthetic_null	b_fraction_response_correlated	0.25	90	0.0	0.0	0.0	0.15555555555555556	0.0	0.5106913580246913	0.5137037037037037	0.5511851851851852	0.5508888888888889
synthetic_null	b_fraction_response_correlated	0.5	90	0.0	0.0	0.0	0.13333333333333333	0.0	0.5444691358024691	0.48144444444444445	0.5341604938271605	0.5359876543209876
synthetic_null	b_fraction_response_correlated	0.75	90	0.0	0.0	0.0	0.2222222222222222	0.0	0.6046296296296296	0.5038641975308642	0.5264814814814814	0.5225061728395062
synthetic_null	b_fraction_response_correlated	1.0	90	0.03333333333333333	0.0	0.0	0.13333333333333333	0.0	0.6599506172839505	0.4850987654320988	0.5209506172839506	0.5227160493827161
synthetic_null	batch_response_correlated	0.0	90	0.0	0.0	0.0	0.1111111111111111	0.0	0.5031481481481481	0.5030617283950617	0.5600123456790124	0.5553827160493827
synthetic_null	batch_response_correlated	0.25	90	0.0	0.0	0.0	0.5	0.0	0.5170740740740741	0.4934320987654321	0.5581111111111111	0.560283950617284
synthetic_null	batch_response_correlated	0.5	90	0.0	0.0	0.0	0.9555555555555556	0.0	0.5675061728395061	0.5294074074074074	0.581641975308642	0.5612469135802469
synthetic_null	batch_response_correlated	0.75	90	0.05555555555555555	0.05555555555555555	0.0	1.0	0.0	0.6249135802469136	0.5598888888888889	0.6239629629629629	0.575641975308642
synthetic_null	batch_response_correlated	1.0	90	0.3333333333333333	0.3333333333333333	0.0	1.0	0.0	0.7264938271604938	0.6022345679012345	0.7227654320987653	0.6023950617283951
synthetic_null	compartment_label_noise	0.0	90	0.0	0.0	0.0	0.2222222222222222	0.0	0.5014444444444445	0.4968641975308642	0.5543580246913581	0.5590617283950617
synthetic_null	compartment_label_noise	0.25	90	0.0	0.0	0.0	0.2	0.0	0.5101358024691358	0.5033827160493827	0.5630740740740741	0.5677407407407407
synthetic_null	compartment_label_noise	0.5	90	0.011111111111111112	0.011111111111111112	0.011111111111111112	0.15555555555555556	0.0	0.5012345679012346	0.5005185185185185	0.5578765432098766	0.5629629629629629
synthetic_null	compartment_label_noise	0.75	90	0.0	0.0	0.0	0.2111111111111111	0.0	0.49796296296296294	0.494641975308642	0.558283950617284	0.5550246913580247
synthetic_null	compartment_label_noise	1.0	90	0.0	0.0	0.0	0.17777777777777778	0.0	0.49366666666666664	0.4880864197530864	0.5566913580246914	0.5601975308641975
synthetic_null	composition_shift_only	0.0	90	0.0	0.0	0.0	0.13333333333333333	0.0	0.4930864197530864	0.4881604938271605	0.5595185185185185	0.549716049382716
synthetic_null	composition_shift_only	0.25	90	0.0	0.0	0.0	0.1111111111111111	0.0	0.5091234567901235	0.5027530864197531	0.5515802469135802	0.5527654320987655
synthetic_null	composition_shift_only	0.5	90	0.0	0.0	0.0	0.06666666666666667	0.0	0.5401481481481482	0.49293827160493825	0.5368271604938272	0.5371851851851852
synthetic_null	composition_shift_only	0.75	90	0.0	0.0	0.0	0.18888888888888888	0.0	0.5881851851851851	0.48264197530864195	0.5287407407407407	0.5288148148148148
synthetic_null	composition_shift_only	1.0	90	0.011111111111111112	0.0	0.0	0.2	0.0	0.6465061728395062	0.4508888888888889	0.5238518518518519	0.5259135802469136
synthetic_null	low_compartment_coverage	0.0	90	0.0	0.0	0.0	0.2111111111111111	0.0	0.4993703703703704	0.5065432098765432	0.5572592592592593	0.5640740740740741
synthetic_null	low_compartment_coverage	0.25	90	0.0	0.0	0.0	0.12222222222222222	0.0	0.4900123456790123	0.49228395061728397	0.5626296296296296	0.5587901234567901
synthetic_null	low_compartment_coverage	0.5	90	0.0	0.0	0.0	0.16666666666666666	0.0	0.5032469135802469	0.49561728395061727	0.5691481481481482	0.5624444444444444
synthetic_null	low_compartment_coverage	0.75	90	0.0	0.0	0.0	0.1111111111111111	1.0	0.5139259259259259	0.5045308641975309	0.5553827160493827	0.5562716049382717
synthetic_null	low_compartment_coverage	1.0	90	0.0	0.0	0.0	0.1111111111111111	1.0	0.5058271604938271	0.4940123456790123	0.5561728395061729	0.5562592592592592
synthetic_null	t_fraction_response_correlated	0.0	90	0.0	0.0	0.0	0.2111111111111111	0.0	0.5101975308641975	0.5080370370370371	0.563283950617284	0.5568148148148148
synthetic_null	t_fraction_response_correlated	0.25	90	0.0	0.0	0.0	0.14444444444444443	0.0	0.5095061728395062	0.5103086419753087	0.5480987654320988	0.5578271604938271
synthetic_null	t_fraction_response_correlated	0.5	90	0.0	0.0	0.0	0.17777777777777778	0.0	0.4806543209876543	0.5322962962962963	0.5488888888888889	0.5428271604938272
synthetic_null	t_fraction_response_correlated	0.75	90	0.0	0.0	0.0	0.14444444444444443	0.0	0.46586419753086417	0.528283950617284	0.534567901234568	0.5362222222222222
synthetic_null	t_fraction_response_correlated	1.0	90	0.0	0.0	0.0	0.1	0.0	0.4340493827160494	0.546074074074074	0.5266913580246914	0.5278024691358024
synthetic_null	timepoint_jitter	0.0	90	0.0	0.0	0.0	0.16666666666666666	0.0	0.506641975308642	0.4886543209876543	0.5580987654320988	0.557074074074074
synthetic_null	timepoint_jitter	0.25	90	0.0	0.0	0.0	0.17777777777777778	0.0	0.49522222222222223	0.5119135802469136	0.5553827160493827	0.5609135802469135
synthetic_null	timepoint_jitter	0.5	90	0.0	0.0	0.0	0.18888888888888888	0.0	0.49364197530864196	0.5094197530864197	0.573037037037037	0.5581728395061728
synthetic_null	timepoint_jitter	0.75	90	0.0	0.0	0.0	0.14444444444444443	0.0	0.5035555555555555	0.5128765432098765	0.5607407407407408	0.5621111111111111
synthetic_null	timepoint_jitter	1.0	90	0.011111111111111112	0.011111111111111112	0.011111111111111112	0.14444444444444443	0.0	0.5018518518518518	0.5011111111111112	0.5633086419753087	0.5536913580246914
