truth	pathology	severity	replicate	seed	n	b_plasma_auc	b_plasma_hedges_g	b_plasma_auc_ci_low	b_plasma_auc_ci_high	t_cell_auc	t_cell_hedges_g	b_plasma_residual_auc	t_cell_residual_auc	batch_guard_flag	coverage_flag	raw_pass	composition_adjusted_pass	guarded_clean_pass
synthetic_null	composition_shift_only	0.0	0	45245	60	0.44222222222222224	-0.20533689870078128	0.29725678733031674	0.5882987351190477	0.42333333333333334	-0.3122656886702971	0.5533333333333333	0.5555555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	1	45246	60	0.4888888888888889	-0.1511901427400324	0.33254925768830107	0.6295082215578539	0.4811111111111111	0.004982446495713685	0.5233333333333333	0.5466666666666666	True	False	False	False	False
synthetic_null	composition_shift_only	0.0	2	45247	60	0.44222222222222224	-0.22201235018194365	0.3055422647527911	0.554766765873016	0.4033333333333333	-0.3129649078764893	0.5655555555555556	0.5855555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	3	45248	60	0.4855555555555556	-0.12128039272076512	0.33873621360042905	0.6272370535714287	0.4211111111111111	-0.14477745159375666	0.5133333333333333	0.6	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	4	45249	60	0.5333333333333333	0.05934337935706897	0.3949728989551883	0.6924070701135919	0.4866666666666667	-0.10991070948864541	0.5366666666666666	0.5222222222222223	True	False	False	False	False
synthetic_null	composition_shift_only	0.0	5	45250	60	0.5388888888888889	0.07922555720511705	0.3908534904854601	0.697075361512792	0.4722222222222222	-0.0721264043556454	0.5344444444444445	0.5533333333333333	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	6	45251	60	0.6111111111111112	0.3951892133073464	0.47180593992404657	0.7330923248053393	0.4777777777777778	-0.0608006386033089	0.6133333333333333	0.5144444444444445	True	False	False	False	False
synthetic_null	composition_shift_only	0.0	7	45252	60	0.4	-0.4641046952253771	0.25925	0.5559796723542031	0.5222222222222223	0.0857703799449834	0.5766666666666667	0.5377777777777778	True	False	False	False	False
synthetic_null	composition_shift_only	0.0	8	45253	60	0.4888888888888889	0.037554782854878774	0.335804556197479	0.6386107420943906	0.5255555555555556	0.12804033527009107	0.5177777777777778	0.5377777777777778	True	False	False	False	False
synthetic_null	composition_shift_only	0.0	9	45254	60	0.5344444444444445	0.05660193280755768	0.37703350945494996	0.6780673030673031	0.4911111111111111	-0.13241868328125433	0.5277777777777778	0.5055555555555555	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	10	45255	60	0.45111111111111113	-0.10188700824026513	0.3143954248366013	0.6171439732142857	0.5233333333333333	0.05456563461088154	0.5344444444444445	0.5388888888888889	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	11	45256	60	0.55	0.294348561539355	0.4215255626439837	0.684388058411496	0.5822222222222222	0.28311351889600983	0.5522222222222222	0.6166666666666667	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	12	45257	60	0.45111111111111113	-0.08148579945629507	0.33257845441349276	0.6047752232142857	0.49666666666666665	0.04285043606116092	0.5155555555555555	0.52	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	13	45258	60	0.39111111111111113	-0.36237197138585725	0.253587319243604	0.5442862825979484	0.4855555555555556	-0.017908729465795022	0.6066666666666667	0.5333333333333333	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	14	45259	60	0.4477777777777778	-0.15969613569983096	0.2977222222222222	0.6055869222689076	0.4444444444444444	-0.07444998204432089	0.5633333333333334	0.5155555555555555	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	15	45260	60	0.4677777777777778	-0.20431375290772127	0.3229959780353938	0.5993969907407409	0.5144444444444445	0.07773159434334406	0.5355555555555556	0.5144444444444445	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	16	45261	60	0.5144444444444445	0.0047178703565661255	0.373659623015873	0.6485031512605043	0.5355555555555556	0.15674887023734105	0.5155555555555555	0.5288888888888889	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	17	45262	60	0.36	-0.4589633224637812	0.20911790562378796	0.5329145502645504	0.5344444444444445	0.09994663434901128	0.6411111111111111	0.5311111111111111	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	18	45263	60	0.5277777777777778	0.07832898553680129	0.38995982142857144	0.661489029391661	0.6244444444444445	0.4898982190229945	0.5233333333333333	0.5888888888888889	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	19	45264	60	0.3622222222222222	-0.5743583439298593	0.23535487049102177	0.5051739486522095	0.44333333333333336	-0.18764241903251946	0.6255555555555555	0.5111111111111111	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	20	45265	60	0.44555555555555554	-0.24595214121627706	0.31179803992303995	0.5796092260249484	0.36333333333333334	-0.38855224975615726	0.5666666666666667	0.6144444444444445	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	21	45266	60	0.4711111111111111	-0.028834936082203604	0.34135260269077256	0.614664578289603	0.49444444444444446	0.009533182073329444	0.5055555555555555	0.5033333333333333	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	22	45267	60	0.43444444444444447	-0.11317660737183496	0.2881973979561699	0.5620726669035555	0.6188888888888889	0.3459111024889463	0.5555555555555556	0.61	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	23	45268	60	0.5444444444444444	0.21805972014766234	0.40436190476190476	0.687704741787781	0.46555555555555556	-0.028422201051248944	0.5633333333333334	0.5255555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	24	45269	60	0.5322222222222223	0.12966798234140775	0.40514261031366294	0.6779149831649832	0.4666666666666667	-0.22017536722520278	0.5377777777777778	0.5355555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	25	45270	60	0.5722222222222222	0.2831129801819463	0.45933968864349023	0.7010741556237879	0.5344444444444445	0.13422254212869428	0.5888888888888889	0.53	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	26	45271	60	0.5644444444444444	0.15646687363604642	0.42183476926123986	0.7355287435365561	0.41	-0.23697655835180062	0.5633333333333334	0.59	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	27	45272	60	0.36777777777777776	-0.4190981832012502	0.21454393770856509	0.49956911976911983	0.5344444444444445	0.07308184390220593	0.5988888888888889	0.5011111111111111	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	28	45273	60	0.43666666666666665	-0.2981661420284563	0.30639710789766406	0.5661165762884687	0.4777777777777778	0.0078103642625916075	0.5466666666666666	0.5344444444444445	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	29	45274	60	0.6533333333333333	0.42911661106984905	0.5161012235817575	0.7825197640235183	0.4488888888888889	-0.19223759941442245	0.6488888888888888	0.5222222222222223	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	30	45275	60	0.5577777777777778	0.1459978976013575	0.3817148452800627	0.6896551724137931	0.45444444444444443	-0.27770000642709014	0.5544444444444444	0.57	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	31	45276	60	0.37	-0.44740823647051353	0.24325352984207152	0.5189076879910213	0.5055555555555555	-0.022105123106948434	0.6544444444444445	0.5144444444444445	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	32	45277	60	0.41333333333333333	-0.35570420928778107	0.2571316964285714	0.5591277356902358	0.5366666666666666	0.14939302683171893	0.5766666666666667	0.5466666666666666	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	33	45278	60	0.6155555555555555	0.44057057187282894	0.46150009269558767	0.7512228422619047	0.5155555555555555	0.04658685993929963	0.6733333333333333	0.5033333333333333	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	34	45279	60	0.3422222222222222	-0.62434783064367	0.19455997887370435	0.5049324156746032	0.49444444444444446	0.027802879954632934	0.6655555555555556	0.5055555555555555	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	35	45280	60	0.42444444444444446	-0.22454983718603808	0.2680152529761905	0.5762150855696824	0.4822222222222222	-0.141617039390485	0.58	0.5444444444444444	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	36	45281	60	0.5655555555555556	0.2753000649315796	0.4406499138116785	0.7201853918650795	0.44555555555555554	-0.18250703868488363	0.57	0.5477777777777778	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	37	45282	60	0.5622222222222222	0.1754144943602095	0.4192297640382318	0.6987867890211641	0.52	0.0619208261623322	0.55	0.5388888888888889	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	38	45283	60	0.5233333333333333	-0.010990986168387357	0.3621095238095238	0.6742857142857143	0.3888888888888889	-0.39434917520166973	0.5388888888888889	0.6088888888888889	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	39	45284	60	0.5233333333333333	0.20401081165537588	0.38455583364231866	0.6620133481646274	0.4811111111111111	0.029137262285772153	0.52	0.53	True	False	False	False	False
synthetic_null	composition_shift_only	0.0	40	45285	60	0.4533333333333333	-0.14498029399414838	0.32122113997114	0.603931884660472	0.5811111111111111	0.3732710027521897	0.5355555555555556	0.5655555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	41	45286	60	0.5477777777777778	0.2503222418387303	0.3583656118697479	0.6820220244716352	0.5	0.06619014937111611	0.5388888888888889	0.51	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	42	45287	60	0.4888888888888889	-0.026233866300417758	0.3443630751964085	0.6398484054703639	0.5944444444444444	0.4478022116125382	0.5011111111111111	0.6111111111111112	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	43	45288	60	0.5833333333333334	0.2389073659910565	0.4375098642676768	0.7160983609239024	0.5088888888888888	0.0019814139650403836	0.5488888888888889	0.5166666666666667	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	44	45289	60	0.43	-0.24630638632492216	0.2925438607381217	0.5580882352941178	0.4622222222222222	-0.16148657954600842	0.5811111111111111	0.5611111111111111	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	45	45290	60	0.5388888888888889	0.10399785197192309	0.3576406999270854	0.6685279017857143	0.4266666666666667	-0.2071016360889709	0.5333333333333333	0.5755555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	46	45291	60	0.43777777777777777	-0.22926359942656505	0.31799047552836485	0.5966821266968326	0.47444444444444445	0.01905002165277787	0.5433333333333333	0.5277777777777778	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	47	45292	60	0.5111111111111111	0.03073994354554247	0.3662301629692934	0.6486712717181468	0.4866666666666667	-0.07579290429836177	0.5022222222222222	0.5111111111111111	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	48	45293	60	0.44555555555555554	-0.14865606563323214	0.2979412946428572	0.5807851521164021	0.3244444444444444	-0.5841106219237262	0.5622222222222222	0.6611111111111111	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	49	45294	60	0.6522222222222223	0.434995534767208	0.5210886160714285	0.7894766611097881	0.45	-0.16401956570641282	0.6533333333333333	0.5522222222222222	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	50	45295	60	0.54	0.13805246414666106	0.37781315651260505	0.6889237839366515	0.6044444444444445	0.4060355756469927	0.5277777777777778	0.5855555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	51	45296	60	0.48	-0.027700085681846336	0.3402250744047619	0.6156944444444445	0.4222222222222222	-0.32479306636464006	0.5411111111111111	0.6088888888888889	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	52	45297	60	0.6311111111111111	0.472917126964568	0.47116892610313665	0.7486726075730198	0.5255555555555556	0.010794179883873873	0.6344444444444445	0.5111111111111111	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	53	45298	60	0.48777777777777775	0.01888699631385656	0.3228684413580247	0.6051095867836691	0.43777777777777777	-0.11638696773582516	0.5088888888888888	0.5455555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	54	45299	60	0.4855555555555556	-0.021000465687502197	0.33701977202364203	0.627472054763229	0.44333333333333336	-0.11791542329633155	0.5077777777777778	0.5744444444444444	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	55	45300	60	0.5811111111111111	0.25314866832535465	0.38869791666666664	0.7120775936556492	0.4911111111111111	-0.07727098509768644	0.5766666666666667	0.5155555555555555	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	56	45301	60	0.5122222222222222	0.03714908752807879	0.37093425540291647	0.6518204925067671	0.5133333333333333	0.04108842174314718	0.5066666666666667	0.5122222222222222	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	57	45302	60	0.5555555555555556	0.19741673753049058	0.3955490272881577	0.6949680134680135	0.63	0.3454459405541979	0.5366666666666666	0.6055555555555555	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	58	45303	60	0.54	0.12598829876109988	0.37691976424422197	0.6719523126456757	0.5455555555555556	0.12428348433947772	0.5477777777777778	0.5433333333333333	True	False	False	False	False
synthetic_null	composition_shift_only	0.0	59	45304	60	0.5466666666666666	0.08656568611582376	0.3865939933259177	0.6898380355276907	0.5733333333333334	0.24889538073332362	0.5477777777777778	0.56	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	60	45305	60	0.3411111111111111	-0.5726284644936598	0.21113724547057883	0.46833730807047513	0.5388888888888889	0.1302400311326243	0.67	0.5366666666666666	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	61	45306	60	0.55	0.0560198505248244	0.41650264394829617	0.6975631696428571	0.4211111111111111	-0.29441179526580674	0.53	0.6022222222222222	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	62	45307	60	0.4688888888888889	-0.05594432527264922	0.3207070707070707	0.6342727805963101	0.5455555555555556	0.2625425518591148	0.5644444444444444	0.5277777777777778	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	63	45308	60	0.4266666666666667	-0.21759404121763057	0.287965575123692	0.5528727157158748	0.5666666666666667	0.3150242828105071	0.5711111111111111	0.5722222222222222	True	False	False	False	False
synthetic_null	composition_shift_only	0.0	64	45309	60	0.5255555555555556	0.20961267183251994	0.37514886911383016	0.665242581407563	0.39444444444444443	-0.45333020441428395	0.5833333333333334	0.6122222222222222	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	65	45310	60	0.5022222222222222	0.05946530781026451	0.3452666750460868	0.6233785714285714	0.4888888888888889	-0.08187465873000085	0.5122222222222222	0.5122222222222222	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	66	45311	60	0.4722222222222222	-0.12434136866284883	0.32892102335928813	0.6222395253985911	0.4666666666666667	-0.1522191531411627	0.5144444444444445	0.5577777777777778	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	67	45312	60	0.5633333333333334	0.149066955798758	0.3815012792397661	0.7071816041585063	0.35777777777777775	-0.4877563910411889	0.55	0.6555555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	68	45313	60	0.4477777777777778	-0.06382033722618596	0.31575107803177976	0.5871272321428571	0.49777777777777776	-0.06305811773752847	0.5388888888888889	0.5122222222222222	True	False	False	False	False
synthetic_null	composition_shift_only	0.0	69	45314	60	0.5166666666666667	0.07752697127372189	0.3749130978865406	0.6464726896367522	0.48777777777777775	-0.031036113731213667	0.5444444444444444	0.5333333333333333	True	False	False	False	False
synthetic_null	composition_shift_only	0.0	70	45315	60	0.41	-0.2775999305689551	0.28796101190476187	0.5456046875000001	0.3988888888888889	-0.31607149289889014	0.58	0.5855555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	71	45316	60	0.46111111111111114	-0.16543700842185066	0.31552081270218524	0.6147812500000001	0.4688888888888889	-0.055344660851484824	0.5588888888888889	0.5311111111111111	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	72	45317	60	0.37777777777777777	-0.4915924318376759	0.24328254769921437	0.4937714285714286	0.5044444444444445	0.0574839596047674	0.6622222222222223	0.5022222222222222	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	73	45318	60	0.38666666666666666	-0.378516158004417	0.25910920645623253	0.5353956228956229	0.4866666666666667	-0.026521208892510712	0.6066666666666667	0.5288888888888889	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	74	45319	60	0.6088888888888889	0.3342156732668684	0.44441034226190473	0.7989215994531784	0.44	-0.1279534396287106	0.5955555555555555	0.5677777777777778	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	75	45320	60	0.37666666666666665	-0.3504714728178919	0.2535931480284422	0.5308738425925926	0.5633333333333334	0.22300749334362038	0.6066666666666667	0.5733333333333334	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	76	45321	60	0.5777777777777777	0.23133148645034218	0.42066820897227075	0.7107914508183696	0.4822222222222222	-0.09846669361609033	0.5722222222222222	0.5111111111111111	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	77	45322	60	0.39	-0.40904496350651637	0.24649586397058826	0.5186698412698413	0.49	-0.006360263595012209	0.5944444444444444	0.5088888888888888	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	78	45323	60	0.49666666666666665	-0.03802263793373029	0.35512908496732026	0.6374282126469887	0.5666666666666667	0.21127279557044198	0.5033333333333333	0.5733333333333334	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	79	45324	60	0.48	0.021418245046471447	0.3448820072900955	0.6231503140744619	0.44666666666666666	-0.24411746130933046	0.5266666666666666	0.5522222222222222	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	80	45325	60	0.4477777777777778	-0.1856311074930793	0.29063882286921505	0.5775160840188014	0.45111111111111113	-0.1578475779460872	0.5555555555555556	0.5455555555555556	True	False	False	False	False
synthetic_null	composition_shift_only	0.0	81	45326	60	0.5622222222222222	0.1796379610286798	0.4150092617908407	0.6916111856310935	0.4622222222222222	-0.06189229162637973	0.5844444444444444	0.5244444444444445	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	82	45327	60	0.5444444444444444	0.1781986009924681	0.4100997946627205	0.6790293730960397	0.6333333333333333	0.46800296580599765	0.5444444444444444	0.6311111111111111	True	False	False	False	False
synthetic_null	composition_shift_only	0.0	83	45328	60	0.5188888888888888	0.04912094865962731	0.36795349431319224	0.6603623958887117	0.5344444444444445	0.05610600426693706	0.5155555555555555	0.5388888888888889	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	84	45329	60	0.5311111111111111	0.15605073618296647	0.3932935267857143	0.648944573944574	0.3433333333333333	-0.5710057003773341	0.5155555555555555	0.6344444444444445	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	85	45330	60	0.4866666666666667	-0.12696802403952256	0.36357262037184174	0.639577371413309	0.5077777777777778	0.052547780052947385	0.5011111111111111	0.5222222222222223	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	86	45331	60	0.5511111111111111	0.177302530343555	0.4079571268237935	0.6979631696428571	0.4622222222222222	-0.14611114298668237	0.5633333333333334	0.5322222222222223	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	87	45332	60	0.4677777777777778	-0.13284535239356687	0.32887990003774037	0.5975271983954017	0.47	-0.060573338982666	0.5177777777777778	0.5222222222222223	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	88	45333	60	0.4866666666666667	-0.14035615940813434	0.32570625209668597	0.6710857142857143	0.49444444444444446	-0.017677313736072096	0.5388888888888889	0.5033333333333333	False	False	False	False	False
synthetic_null	composition_shift_only	0.0	89	45334	60	0.5433333333333333	0.13699260788165157	0.4036071428571429	0.694994212962963	0.4388888888888889	-0.2451310007234303	0.5644444444444444	0.5744444444444444	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	0	45335	60	0.6033333333333334	0.38027075888805584	0.4437799191562053	0.7398997251848459	0.5166666666666667	0.047035267237194256	0.5788888888888889	0.53	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	1	45336	60	0.5711111111111111	0.2714075469099428	0.4185267857142857	0.7122669380252101	0.5222222222222223	-0.03340436138371187	0.5222222222222223	0.5333333333333333	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	2	45337	60	0.59	0.27905875200115304	0.4126807231320287	0.7297900579150579	0.39444444444444443	-0.3442424164765765	0.5511111111111111	0.6622222222222223	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	3	45338	60	0.41888888888888887	-0.19427987503127475	0.2914206349206349	0.5804107142857143	0.4922222222222222	-0.018891866231444152	0.5688888888888889	0.5177777777777778	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	4	45339	60	0.4588888888888889	-0.05723942090437174	0.2979993303571428	0.5971317336723343	0.6477777777777778	0.524719607696312	0.5577777777777778	0.6255555555555555	False	False	False	False	False
