n_requested	molecular_progression_hr	post_switch_progression_hr	switch_mechanism	estimand	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	positive_call_probability	negative_call_probability	median_score_z	median_one_step_log_hr	median_events	median_switches	seed
180	1.0	1.0	independent	censor_at_switch	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0275	0.02	0.10124715027629622	0.015441029098810847	43.0	34.0	54101
180	1.0	1.0	score_dependent	treatment_policy	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0325	0.025	-0.05025285306338651	-0.007018412448294726	49.0	34.0	54101
180	1.0	1.0	score_dependent	censor_at_switch	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.03	0.02	-0.03397417484895705	-0.005245489877029066	43.0	34.0	54101
180	1.0	1.0	progression_risk_dependent	treatment_policy	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.0225	0.0275	-0.05950813359425011	-0.008630607222580253	49.0	32.0	54101
180	1.0	1.0	progression_risk_dependent	censor_at_switch	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.015	0.0275	-0.039289874851954495	-0.006069517186605786	40.0	32.0	54101
180	1.0	1.0	joint_score_progression_risk	treatment_policy	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.0275	0.025	0.0042468582000279274	0.0005205788822323875	49.0	34.0	54101
180	1.0	1.0	joint_score_progression_risk	censor_at_switch	400	400	1.0	40	0.1	0.07429925914003437	0.13331057632740284	0.015	0.085	-0.5572590486029361	-0.09225601027411648	39.0	34.0	54101
180	1.0	1.5	none	treatment_policy	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.035	0.0275	0.030710439717899232	0.004174527800965639	49.0	0.0	54101
180	1.0	1.5	none	censor_at_switch	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.035	0.0275	0.030710439717899232	0.004174527800965639	49.0	0.0	54101
180	1.0	1.5	independent	treatment_policy	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.03	0.0175	0.12628972082291234	0.01865341878059394	50.0	34.0	54101
180	1.0	1.5	independent	censor_at_switch	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.03	0.015	0.12842123880407547	0.018593408737192015	42.0	34.0	54101
180	1.0	1.5	score_dependent	treatment_policy	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0325	0.015	0.2527772024455289	0.03637743132617871	51.0	34.0	54101
180	1.0	1.5	score_dependent	censor_at_switch	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.015	0.025	-0.00582140539464697	-0.0009704453666780173	43.0	34.0	54101
180	1.0	1.5	progression_risk_dependent	treatment_policy	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.0125	0.0375	0.03938453938195835	0.00594520654310593	51.0	32.0	54101
180	1.0	1.5	progression_risk_dependent	censor_at_switch	400	400	1.0	14	0.035	0.02096129419797776	0.057885139532918004	0.0125	0.0225	-0.019112297249912952	-0.0029304780565000237	40.0	32.0	54101
180	1.0	1.5	joint_score_progression_risk	treatment_policy	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0425	0.0025	0.36051449496148213	0.050736272699839435	52.0	34.0	54101
180	1.0	1.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	38	0.095	0.06999661149327467	0.12770834691750552	0.0	0.095	-0.6532912832329552	-0.10889180346089711	38.0	34.0	54101
180	1.7	0.5	none	treatment_policy	400	400	1.0	296	0.74	0.6948757457668063	0.7805583529527312	0.74	0.0	2.627645632466332	0.38277328408012007	48.0	0.0	54101
180	1.7	0.5	none	censor_at_switch	400	400	1.0	296	0.74	0.6948757457668063	0.7805583529527312	0.74	0.0	2.627645632466332	0.38277328408012007	48.0	0.0	54101
180	1.7	0.5	independent	treatment_policy	400	400	1.0	302	0.755	0.710557459419624	0.7945912704698848	0.755	0.0	2.6564689819897596	0.4001228051451704	46.0	34.0	54101
180	1.7	0.5	independent	censor_at_switch	400	400	1.0	293	0.7325	0.6870591672528669	0.7735176158816853	0.7325	0.0	2.5498129489825723	0.3955114363270586	43.0	34.0	54101
180	1.7	0.5	score_dependent	treatment_policy	400	400	1.0	256	0.64	0.591834465196668	0.685502092389729	0.64	0.0	2.284277886524949	0.3374872733016199	45.0	32.0	54101
180	1.7	0.5	score_dependent	censor_at_switch	400	400	1.0	262	0.655	0.6071390167491942	0.6999121720071738	0.655	0.0	2.3578803564496114	0.3802307426548573	41.0	32.0	54101
180	1.7	0.5	progression_risk_dependent	treatment_policy	400	400	1.0	303	0.7575	0.7131775779269679	0.7969235904908692	0.7575	0.0	2.7221812950676236	0.4036232084751237	45.0	32.0	54101
180	1.7	0.5	progression_risk_dependent	censor_at_switch	400	400	1.0	298	0.745	0.7000956766555838	0.785243299120611	0.745	0.0	2.5778220926187476	0.4044386796714384	40.0	32.0	54101
180	1.7	0.5	joint_score_progression_risk	treatment_policy	400	400	1.0	221	0.5525	0.50350210232178	0.6004991067731187	0.5525	0.0	2.07463572753667	0.32197273432686135	44.0	33.0	54101
180	1.7	0.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	158	0.395	0.3483102375425738	0.4436873442676285	0.395	0.0	1.637424515729185	0.28566810049987057	37.0	33.0	54101
180	1.7	1.0	none	treatment_policy	400	400	1.0	320	0.8	0.758029683133299	0.8362629402661231	0.8	0.0	2.734131467247601	0.39933761670964657	49.0	0.0	54101
180	1.7	1.0	none	censor_at_switch	400	400	1.0	320	0.8	0.758029683133299	0.8362629402661231	0.8	0.0	2.734131467247601	0.39933761670964657	49.0	0.0	54101
180	1.7	1.0	independent	treatment_policy	400	400	1.0	313	0.7825	0.7394871744110122	0.8201383792901101	0.7825	0.0	2.7434949930701347	0.4003153154809226	48.0	34.0	54101
180	1.7	1.0	independent	censor_at_switch	400	400	1.0	297	0.7425	0.697484812382584	0.7829017248652822	0.7425	0.0	2.594069357581535	0.40582654633162457	43.0	34.0	54101
180	1.7	1.0	score_dependent	treatment_policy	400	400	1.0	316	0.79	0.7474205944599498	0.8270622748261584	0.79	0.0	2.7627571203336734	0.4082185684938721	48.0	32.0	54101
180	1.7	1.0	score_dependent	censor_at_switch	400	400	1.0	254	0.635	0.5867439222120918	0.680687758317648	0.635	0.0	2.3893654259447006	0.39948296868895317	41.0	32.0	54101
180	1.7	1.0	progression_risk_dependent	treatment_policy	400	400	1.0	319	0.7975	0.7553739799055185	0.833966204965575	0.7975	0.0	2.6889906526269787	0.39993457326299686	48.0	32.0	54101
180	1.7	1.0	progression_risk_dependent	censor_at_switch	400	400	1.0	285	0.7125	0.6662901779980862	0.7546670969098378	0.7125	0.0	2.45540684883866	0.39533687649336285	40.0	32.0	54101
180	1.7	1.0	joint_score_progression_risk	treatment_policy	400	400	1.0	321	0.8025	0.7606877261203903	0.8385573358073602	0.8025	0.0	2.8089303923610736	0.4068610940046603	49.0	33.0	54101
180	1.7	1.0	joint_score_progression_risk	censor_at_switch	400	400	1.0	170	0.425	0.3774943812405543	0.4739324629095902	0.425	0.0	1.7409710962174134	0.2976762891525533	37.0	33.0	54101
180	1.7	1.5	none	treatment_policy	400	400	1.0	327	0.8175	0.7766870404912806	0.8522726526064411	0.8175	0.0	2.76072106440811	0.4085680522911771	49.0	0.0	54101
180	1.7	1.5	none	censor_at_switch	400	400	1.0	327	0.8175	0.7766870404912806	0.8522726526064411	0.8175	0.0	2.76072106440811	0.4085680522911771	49.0	0.0	54101
180	1.7	1.5	independent	treatment_policy	400	400	1.0	317	0.7925	0.7500694660392275	0.829365841775209	0.7925	0.0	2.7244241807641725	0.3950620956187282	50.0	34.0	54101
180	1.7	1.5	independent	censor_at_switch	400	400	1.0	291	0.7275	0.6818568086225227	0.7688150974553725	0.7275	0.0	2.5150308234506085	0.40037124826622683	42.0	34.0	54101
180	1.7	1.5	score_dependent	treatment_policy	400	400	1.0	344	0.86	0.8225607694538968	0.8905903786254097	0.86	0.0	3.0703617555016702	0.43903108454939416	52.0	33.0	54101
180	1.7	1.5	score_dependent	censor_at_switch	400	400	1.0	280	0.7	0.6533627542224784	0.7428323280438028	0.7	0.0	2.418453563162495	0.39796511672152324	41.0	33.0	54101
180	1.7	1.5	progression_risk_dependent	treatment_policy	400	400	1.0	308	0.77	0.7263071915784445	0.8085561694810355	0.77	0.0	2.7331209236300356	0.3839817954219705	51.0	32.0	54101
180	1.7	1.5	progression_risk_dependent	censor_at_switch	400	400	1.0	283	0.7075	0.6611144240081159	0.7499379738431511	0.7075	0.0	2.527367982105864	0.4002370447706036	40.0	32.0	54101
180	1.7	1.5	joint_score_progression_risk	treatment_policy	400	400	1.0	349	0.8725	0.836234529877535	0.9016788108434143	0.8725	0.0	3.0756941257894184	0.44139321166254264	52.0	33.0	54101
180	1.7	1.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	168	0.42	0.3726177182254857	0.4689042488680017	0.42	0.0	1.7412518303998121	0.2994761246845581	37.0	33.0	54101
320	1.0	0.5	none	treatment_policy	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0125	0.0325	0.027846025156649697	0.003055083004832129	87.0	0.0	54101
320	1.0	0.5	none	censor_at_switch	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0125	0.0325	0.027846025156649697	0.003055083004832129	87.0	0.0	54101
320	1.0	0.5	independent	treatment_policy	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.0175	0.025	-0.09573571169180753	-0.010475875913702599	81.0	61.0	54101
320	1.0	0.5	independent	censor_at_switch	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.02	0.025	-0.17303064870096596	-0.019589883602965458	76.0	61.0	54101
320	1.0	0.5	score_dependent	treatment_policy	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0075	0.05	-0.3138235327009854	-0.03573520860398727	81.0	61.0	54101
320	1.0	0.5	score_dependent	censor_at_switch	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0325	0.0225	0.06046663325468573	0.007215472599595172	76.0	61.0	54101
320	1.0	0.5	progression_risk_dependent	treatment_policy	400	400	1.0	15	0.0375	0.022855029814710867	0.060943842444513396	0.0225	0.015	0.009931404256564295	0.0011348059807985604	80.0	56.0	54101
320	1.0	0.5	progression_risk_dependent	censor_at_switch	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.02	0.0225	0.05041718382450755	0.006091243491344661	71.0	56.0	54101
320	1.0	0.5	joint_score_progression_risk	treatment_policy	400	400	1.0	42	0.105	0.07862372743733602	0.1388909850867582	0.0	0.105	-0.691604325184546	-0.07501120421290082	79.0	61.0	54101
320	1.0	0.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	42	0.105	0.07862372743733602	0.1388909850867582	0.0	0.105	-0.8280743554349559	-0.09830069121169925	69.0	61.0	54101
320	1.0	1.0	none	treatment_policy	400	400	1.0	14	0.035	0.02096129419797776	0.057885139532918004	0.0175	0.0175	0.01840196411059661	0.0019285898081928365	87.0	0.0	54101
320	1.0	1.0	none	censor_at_switch	400	400	1.0	14	0.035	0.02096129419797776	0.057885139532918004	0.0175	0.0175	0.01840196411059661	0.0019285898081928365	87.0	0.0	54101
320	1.0	1.0	independent	treatment_policy	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0175	0.0275	-0.0465486701163382	-0.00510449321364276	86.0	60.0	54101
320	1.0	1.0	independent	censor_at_switch	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.0175	0.0325	-0.03459947951196784	-0.00395090848054023	75.0	60.0	54101
320	1.0	1.0	score_dependent	treatment_policy	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.015	0.0375	-0.10623194143059611	-0.011022714919246671	87.0	61.0	54101
320	1.0	1.0	score_dependent	censor_at_switch	400	400	1.0	13	0.0325	0.01908984237880045	0.0548041528237668	0.0075	0.025	-0.06843924880331696	-0.008211230973594386	76.0	61.0	54101
320	1.0	1.0	progression_risk_dependent	treatment_policy	400	400	1.0	15	0.0375	0.022855029814710867	0.060943842444513396	0.0175	0.02	-0.0188383462309542	-0.0020394020148191724	86.5	57.0	54101
320	1.0	1.0	progression_risk_dependent	censor_at_switch	400	400	1.0	14	0.035	0.02096129419797776	0.057885139532918004	0.015	0.02	-0.01864833678797891	-0.0021915569625265813	71.0	57.0	54101
320	1.0	1.0	joint_score_progression_risk	treatment_policy	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.03	0.0225	-0.04663970551083966	-0.005024467060588095	85.0	61.0	54101
320	1.0	1.0	joint_score_progression_risk	censor_at_switch	400	400	1.0	40	0.1	0.07429925914003437	0.13331057632740284	0.0	0.1	-0.7785300766029035	-0.09614315499589804	68.0	61.0	54101
320	1.0	1.5	none	treatment_policy	400	400	1.0	15	0.0375	0.022855029814710867	0.060943842444513396	0.0275	0.01	0.17428066713596305	0.018828949014831863	86.0	0.0	54101
320	1.0	1.5	none	censor_at_switch	400	400	1.0	15	0.0375	0.022855029814710867	0.060943842444513396	0.0275	0.01	0.17428066713596305	0.018828949014831863	86.0	0.0	54101
320	1.0	1.5	independent	treatment_policy	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0275	0.03	0.009637731822806486	0.0010258968381069056	90.0	60.0	54101
320	1.0	1.5	independent	censor_at_switch	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.0225	0.0175	0.0526456383826842	0.00573168144062745	76.0	60.0	54101
320	1.0	1.5	score_dependent	treatment_policy	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.0425	0.0075	0.3872216969982534	0.04118220474802135	91.0	62.0	54101
320	1.0	1.5	score_dependent	censor_at_switch	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.02	0.025	0.03450289026040511	0.004003842031388243	76.0	62.0	54101
320	1.0	1.5	progression_risk_dependent	treatment_policy	400	400	1.0	10	0.025	0.013635091745936023	0.045401587871645666	0.015	0.01	0.014956758417143529	0.0015569927870547327	91.0	57.0	54101
320	1.0	1.5	progression_risk_dependent	censor_at_switch	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.025	0.02	0.025048368054451653	0.003072751293790015	70.0	57.0	54101
320	1.0	1.5	joint_score_progression_risk	treatment_policy	400	400	1.0	40	0.1	0.07429925914003437	0.13331057632740284	0.0875	0.0125	0.5174015869914705	0.054126835026278894	92.0	61.0	54101
320	1.0	1.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	56	0.14	0.10940962137459034	0.1774392305461032	0.0025	0.1375	-0.7420320299060192	-0.09090721288771392	69.0	61.0	54101
320	1.7	0.5	none	treatment_policy	400	400	1.0	389	0.9725	0.9514345181143852	0.9845763637397046	0.9725	0.0	3.6576624743885535	0.4000742783297735	85.0	0.0	54101
320	1.7	0.5	none	censor_at_switch	400	400	1.0	389	0.9725	0.9514345181143852	0.9845763637397046	0.9725	0.0	3.6576624743885535	0.4000742783297735	85.0	0.0	54101
320	1.7	0.5	independent	treatment_policy	400	400	1.0	376	0.94	0.9122771510995438	0.9593520298862752	0.94	0.0	3.4492850023807913	0.38609833265997395	82.0	61.0	54101
320	1.7	0.5	independent	censor_at_switch	400	400	1.0	373	0.9325	0.9035733345645931	0.9531985308362403	0.9325	0.0	3.3787826769827154	0.3950227694451036	76.0	61.0	54101
320	1.7	0.5	score_dependent	treatment_policy	400	400	1.0	357	0.8925	0.8583265694191717	0.9192062795284055	0.8925	0.0	3.0404660963809818	0.34435355678630153	81.0	58.0	54101
320	1.7	0.5	score_dependent	censor_at_switch	400	400	1.0	361	0.9025	0.8694877208462789	0.9278548822146123	0.9025	0.0	3.0991403655149132	0.3819926627113124	72.0	58.0	54101
320	1.7	0.5	progression_risk_dependent	treatment_policy	400	400	1.0	379	0.9475	0.921078024928725	0.9654084716420795	0.9475	0.0	3.6221631815606408	0.40998282573734846	81.0	57.0	54101
320	1.7	0.5	progression_risk_dependent	censor_at_switch	400	400	1.0	367	0.9175	0.8864031104605777	0.9406541237702847	0.9175	0.0	3.4087832812415075	0.4132831571809069	71.0	57.0	54101
320	1.7	0.5	joint_score_progression_risk	treatment_policy	400	400	1.0	333	0.8325	0.7927798983351753	0.8658944259325176	0.8325	0.0	2.9198877463506983	0.33161649900678025	78.0	58.0	54101
320	1.7	0.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	262	0.655	0.6071390167491942	0.6999121720071738	0.655	0.0	2.3273543797086624	0.30407270904227374	65.0	58.0	54101
320	1.7	1.0	none	treatment_policy	400	400	1.0	383	0.9575	0.9329979456752499	0.9732983050088689	0.9575	0.0	3.7396165562176353	0.4053699745312241	85.0	0.0	54101
320	1.7	1.0	none	censor_at_switch	400	400	1.0	383	0.9575	0.9329979456752499	0.9732983050088689	0.9575	0.0	3.7396165562176353	0.4053699745312241	85.0	0.0	54101
320	1.7	1.0	independent	treatment_policy	400	400	1.0	383	0.9575	0.9329979456752499	0.9732983050088689	0.9575	0.0	3.745130597105085	0.40684413348623544	86.0	61.0	54101
320	1.7	1.0	independent	censor_at_switch	400	400	1.0	375	0.9375	0.9093658838696931	0.9573108585877975	0.9375	0.0	3.551974543461611	0.40992081189225227	76.0	61.0	54101
320	1.7	1.0	score_dependent	treatment_policy	400	400	1.0	383	0.9575	0.9329979456752499	0.9732983050088689	0.9575	0.0	3.5236931523200368	0.38451096530268836	87.0	58.0	54101
320	1.7	1.0	score_dependent	censor_at_switch	400	400	1.0	343	0.8575	0.8198370240936099	0.8883616854573682	0.8575	0.0	3.0915980688051974	0.3772248907063691	73.0	58.0	54101
320	1.7	1.0	progression_risk_dependent	treatment_policy	400	400	1.0	391	0.9775	0.9577973424412419	0.988118416469505	0.9775	0.0	3.738006793001521	0.40752612479834416	86.0	57.0	54101
320	1.7	1.0	progression_risk_dependent	censor_at_switch	400	400	1.0	382	0.955	0.9299952708096761	0.971348541346114	0.955	0.0	3.436122735551778	0.41413483266156703	72.0	57.0	54101
320	1.7	1.0	joint_score_progression_risk	treatment_policy	400	400	1.0	384	0.96	0.9360177522821589	0.9752309369302883	0.96	0.0	3.6538156870554843	0.40250890587240346	86.0	58.0	54101
320	1.7	1.0	joint_score_progression_risk	censor_at_switch	400	400	1.0	261	0.6525	0.6045847907403059	0.6975139594877335	0.6525	0.0	2.358920036067214	0.3052063192689502	64.0	58.0	54101
320	1.7	1.5	none	treatment_policy	400	400	1.0	382	0.955	0.9299952708096761	0.971348541346114	0.955	0.0	3.5313381699594304	0.3819218984554644	86.0	0.0	54101
320	1.7	1.5	none	censor_at_switch	400	400	1.0	382	0.955	0.9299952708096761	0.971348541346114	0.955	0.0	3.5313381699594304	0.3819218984554644	86.0	0.0	54101
320	1.7	1.5	independent	treatment_policy	400	400	1.0	387	0.9675	0.9451958471762332	0.9809101576211996	0.9675	0.0	3.653586177366562	0.39197679051936285	89.0	60.0	54101
320	1.7	1.5	independent	censor_at_switch	400	400	1.0	377	0.9425	0.9151991622718807	0.9613824572422669	0.9425	0.0	3.4021659957150514	0.3953868244338665	76.0	60.0	54101
320	1.7	1.5	score_dependent	treatment_policy	400	400	1.0	388	0.97	0.9483014642909042	0.9827569790348569	0.97	0.0	4.049539689736768	0.43099635815024223	90.0	58.0	54101
320	1.7	1.5	score_dependent	censor_at_switch	400	400	1.0	357	0.8925	0.8583265694191717	0.9192062795284055	0.8925	0.0	3.146701490753016	0.3842112617828809	72.0	58.0	54101
320	1.7	1.5	progression_risk_dependent	treatment_policy	400	400	1.0	393	0.9825	0.964322927074442	0.991497708892962	0.9825	0.0	3.7656793013269376	0.3985953617618865	90.0	57.0	54101
320	1.7	1.5	progression_risk_dependent	censor_at_switch	400	400	1.0	383	0.9575	0.9329979456752499	0.9732983050088689	0.9575	0.0	3.4826427167157514	0.4215306815292445	71.0	57.0	54101
320	1.7	1.5	joint_score_progression_risk	treatment_policy	400	400	1.0	394	0.985	0.9676653664151732	0.9931077080805591	0.985	0.0	4.065512011124399	0.4305728283535518	92.0	58.0	54101
320	1.7	1.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	265	0.6625	0.6148101420626579	0.7070983622786957	0.6625	0.0	2.3298049452734846	0.3010832435979469	66.0	58.0	54101
180	1.0	0.5	none	treatment_policy	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0225	0.0225	-0.02669148807523284	-0.0036177417771584204	49.0	0.0	54103
180	1.0	0.5	none	censor_at_switch	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0225	0.0225	-0.02669148807523284	-0.0036177417771584204	49.0	0.0	54103
180	1.0	0.5	independent	treatment_policy	400	400	1.0	27	0.0675	0.04680146916375965	0.09642666543540682	0.0225	0.045	-0.14364355332166107	-0.021440560445890884	46.0	34.0	54103
180	1.0	0.5	independent	censor_at_switch	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0175	0.0375	-0.1217612304552412	-0.017841711924448313	43.0	34.0	54103
180	1.0	0.5	score_dependent	treatment_policy	400	400	1.0	27	0.0675	0.04680146916375965	0.09642666543540682	0.0125	0.055	-0.2803854242494191	-0.04067739184014803	46.0	35.0	54103
180	1.0	0.5	score_dependent	censor_at_switch	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.0325	0.03	0.018438883034425767	0.002903144068531407	43.0	35.0	54103
180	1.0	0.5	progression_risk_dependent	treatment_policy	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0325	0.025	-0.13520495297666577	-0.021151392926038133	45.0	32.0	54103
180	1.0	0.5	progression_risk_dependent	censor_at_switch	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.0375	0.025	-0.09952237567040398	-0.016461583336891704	39.0	32.0	54103
180	1.0	0.5	joint_score_progression_risk	treatment_policy	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.005	0.06	-0.48335430310479915	-0.07198739094671915	44.0	34.0	54103
180	1.0	0.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.01	0.0525	-0.5302361163266854	-0.08725502605376256	38.5	34.0	54103
180	1.0	1.0	none	treatment_policy	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0275	0.03	0.05109728715469659	0.007187136559337839	49.0	0.0	54103
180	1.0	1.0	none	censor_at_switch	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0275	0.03	0.05109728715469659	0.007187136559337839	49.0	0.0	54103
180	1.0	1.0	independent	treatment_policy	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.025	0.0275	-0.005515271372584809	-0.0007799891275572591	48.0	34.0	54103
180	1.0	1.0	independent	censor_at_switch	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.02	0.0225	0.05664310326562555	0.008280989512636403	42.0	34.0	54103
180	1.0	1.0	score_dependent	treatment_policy	400	400	1.0	14	0.035	0.02096129419797776	0.057885139532918004	0.02	0.015	0.01941671492714237	0.0028190176376383636	48.0	34.0	54103
180	1.0	1.0	score_dependent	censor_at_switch	400	400	1.0	11	0.0275	0.015423636260295411	0.048565481885614784	0.015	0.0125	0.025822850761189717	0.004361660174159768	42.0	34.0	54103
180	1.0	1.0	progression_risk_dependent	treatment_policy	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0325	0.015	0.013407304993565444	0.001914737313174683	49.0	32.0	54103
180	1.0	1.0	progression_risk_dependent	censor_at_switch	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.0275	0.015	0.04041808294409756	0.006128444653470734	40.0	32.0	54103
180	1.0	1.0	joint_score_progression_risk	treatment_policy	400	400	1.0	14	0.035	0.02096129419797776	0.057885139532918004	0.0125	0.0225	-0.12037599729623094	-0.017119821923984625	49.0	34.0	54103
180	1.0	1.0	joint_score_progression_risk	censor_at_switch	400	400	1.0	32	0.08	0.05723575041013351	0.11075457683067555	0.0025	0.0775	-0.6115237739149487	-0.10109438288357939	38.0	34.0	54103
180	1.0	1.5	none	treatment_policy	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.015	0.0275	0.027963593001772015	0.00401980792244483	49.0	0.0	54103
180	1.0	1.5	none	censor_at_switch	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.015	0.0275	0.027963593001772015	0.00401980792244483	49.0	0.0	54103
180	1.0	1.5	independent	treatment_policy	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.025	0.02	0.09842546438837319	0.013959479327927427	51.0	34.0	54103
180	1.0	1.5	independent	censor_at_switch	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.0225	0.0175	0.0648429085957016	0.010063609353029527	42.0	34.0	54103
180	1.0	1.5	score_dependent	treatment_policy	400	400	1.0	28	0.07	0.04887162669974449	0.09930894642775051	0.0575	0.0125	0.31592101608009227	0.047309544375933966	51.0	34.0	54103
