gene	n_contexts_compared	c15_trend_contexts_tested	c15_trend_positive_context_count	c15_trend_positive_disease_count	c15_trend_negative_context_count	c15_strict_positive_context_count	c15_strict_positive_disease_count	c15_myeloid_positive_context_count	c15_state_pearson_r	c15_state_pearson_p	c15_state_spearman_r	c15_state_spearman_p	best_c15_context_delta	best_c15_context	positive_c15_contexts	negative_c15_contexts	contrast_state_score
CARD9	16	7	1	1	0	1	1	0	-0.43164835223057185	0.09501936329949473	-0.5235294117647059	0.037412648130149384	1.273784105332107	t1d_stellate_cell	t1d_stellate_cell		1.6367032955388563
SNAPC4	17	7	0	0	0	0	0	0	-0.3687146898453091	0.14529548221861713	-0.5147058823529412	0.03450769883204253					-0.7374293796906182
ENTR1	17	7	0	0	4	0	0	0	-0.5632514138917946	0.018555268305731187	-0.5931372549019609	0.012085076209286389				ibd_crohn_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell	-7.12650282778359
PMPCA	17	7	0	0	2	0	0	0	-0.682121204627749	0.002557473712271787	-0.7450980392156863	0.0005987151981012145				t1d_ductal_cell;t1d_stellate_cell	-4.364242409255498
INPP5E	17	7	0	0	0	0	0	0	-0.29332236151865415	0.2531889999218744	-0.3921568627450981	0.11949978461381588					-0.5866447230373083
SEC16A	17	7	0	0	0	0	0	0	-0.48575492940271336	0.04806420780313497	-0.49509803921568635	0.04331441650993542					-0.9715098588054267
NOTCH1	17	7	0	0	0	0	0	0	-0.2843144813812849	0.2687305711444409	-0.10294117647058824	0.6942047830993175					-0.5686289627625698
AL590226.2	6	2	0	0	0	0	0	0	-0.7235987004725648	0.10403830877806404	-0.6	0.208					-1.4471974009451296
EGFL7	17	7	0	0	2	0	0	0	-0.4752683029089704	0.05385030600261084	-0.18627450980392157	0.4740951399440866				ibd_crohn_myeloid;ibd_uc_myeloid	-3.9505366058179407
AGPAT2	17	7	0	0	0	0	0	0	-0.06903917466444079	0.79232918880501	-0.1519607843137255	0.5604155062809044					-0.13807834932888158
SNHG7	17	7	0	0	0	0	0	0	-0.12925947315313308	0.6209964381147345	-0.32598039215686275	0.20163694355296405					-0.25851894630626615
LCN6	10	4	0	0	0	0	0	0	-0.5055228473147005	0.13607273944937517	-0.6242424242424242	0.053717767217167436					-1.011045694629401
TMEM141	17	7	3	1	0	1	1	0	0.34346071195449823	0.17709564692135588	0.3823529411764707	0.1298634258225738	1.679285245914146	t1d_ductal_cell	t1d_ductal_cell;t1d_acinar_cell;t1d_endothelial_cell		5.186921423908997
CCDC183	17	7	0	0	0	0	0	0	0.24143371476977235	0.35053771396522343	0.15441176470588236	0.5540319990921863					0.4828674295395447
RABL6	17	7	0	0	2	0	0	0	-0.6118480362115963	0.009048087861777606	-0.6102941176470589	0.00927433765845062				ibd_uc_myeloid;t1d_ductal_cell	-4.223696072423193
PHPT1	17	7	0	0	0	0	0	0	-0.007962181635149404	0.9758050231068266	-0.04411764705882353	0.8664832749198726					-0.015924363270298808
MAMDC4	17	7	0	0	0	0	0	0	0.010615468989341167	0.9677458248866432	-0.2034313725490196	0.4335552308263205					0.021230937978682335
EDF1	17	7	1	1	0	0	0	1	-0.18389184388498775	0.47986836981347625	-0.17892156862745098	0.4920209629048917	0.3495423615269022	sjogren_gland_apc	sjogren_gland_apc		1.6322163122300246
TRAF2	17	7	2	2	0	1	1	1	0.3587937453685678	0.15728137885738142	0.35784313725490197	0.15846398998236902	1.1569516159704376	t1d_ductal_cell	ibd_crohn_myeloid;t1d_ductal_cell		5.217587490737135
FBXW5	17	7	1	1	1	1	1	1	0.1504030213994278	0.5644891637185817	-0.11764705882352941	0.6529334399539918	2.132041599871556	ibd_crohn_myeloid	ibd_crohn_myeloid	sjogren_gland_apc	2.3008060427988557
C8G	15	7	1	1	0	0	0	0	0.12489569246219548	0.6574056276702709	0.014285714285714282	0.9596997645989475	0.8288877434330808	t1d_acinar_cell	t1d_acinar_cell		1.249791384924391
PTGDS	17	7	2	2	1	1	1	2	0.216558618489235	0.4037979855515782	0.13970588235294118	0.5928010818860754	2.69917595742059	ibd_crohn_myeloid	ibd_crohn_myeloid;sjogren_gland_apc	t1d_stellate_cell	4.43311723697847
PAXX	17	7	1	1	0	1	1	1	0.148384315645301	0.5697871184687942	0.02696078431372549	0.9181909009189737	1.3089825669988144	ibd_crohn_myeloid	ibd_crohn_myeloid		3.796768631290602
CLIC3	17	7	0	0	0	0	0	0	0.372162641678981	0.1412808004001161	0.40441176470588236	0.10737924277811663					0.744325283357962
ABCA2	17	7	0	0	1	0	0	0	-0.11095810670262414	0.6715962531402159	-0.1593137254901961	0.5413616326261632				sjogren_gland_apc	-1.7219162134052484
C9ORF139	9	2	0	0	0	0	0	0	-0.0486638268023083	0.9010583021659859	-0.016666666666666666	0.9660548039946862					-0.0973276536046166
FUT7	10	3	1	1	0	1	1	1	0.27481413640505525	0.44222476833727575	0.28484848484848485	0.4250381548921453	1.0373287402362874	ibd_crohn_myeloid	ibd_crohn_myeloid		4.049628272810111
NPDC1	17	7	0	0	1	0	0	0	-0.4155939959094408	0.0971043150809849	-0.5000000000000001	0.04096895595583607				t1d_ductal_cell	-2.3311879918188816
SAPCD2	14	5	0	0	0	0	0	0	-0.03073100721360271	0.9169409948578778	-0.04615384615384615	0.875502537632114					-0.06146201442720542
UAP1L1	17	7	0	0	0	0	0	0	-0.011571492455569127	0.9648426466697836	0.03676470588235294	0.8885928675683452					-0.023142984911138254
MAN1B1-DT	17	7	0	0	0	0	0	0	-0.17810647078078568	0.4940279257692718	-0.09313725490196079	0.7221860910253712					-0.35621294156157135
MAN1B1	17	7	0	0	0	0	0	0	-0.11198698725741663	0.668713417602138	-0.3186274509803922	0.2125915923704277					-0.22397397451483325
DPP7	17	7	0	0	1	0	0	0	-0.6846865824201538	0.002427025077133435	-0.6911764705882353	0.0021211192581910517				ibd_uc_myeloid	-2.8693731648403076
TMEM210	6	1	0	0	0	0	0	0	-0.3598925212188861	0.48346833053391325	-0.2571428571428572	0.6227871720116619					-0.7197850424377722
ANAPC2	17	7	0	0	0	0	0	0	0.24207435511578979	0.34922138630523974	0.30147058823529416	0.23962440631044454					0.48414871023157957
SSNA1	17	7	0	0	0	0	0	0	-0.46536435146237276	0.059778222743631725	-0.4558823529411765	0.06589472039088745					-0.9307287029247455
TPRN	17	7	0	0	3	0	0	0	-0.43177687334066406	0.08350889107655356	-0.5196078431372549	0.03253716699175946				t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell	-5.363553746681328
TMEM203	17	7	0	0	1	0	0	0	-0.4449159177391413	0.07353060252104508	-0.4191176470588236	0.09401767970071613				ibd_uc_myeloid	-2.3898318354782826
NDOR1	17	7	2	2	0	2	2	1	0.40596850868392453	0.10590453177120535	0.45833333333333337	0.06427130284402016	1.196513948645514	t1d_stellate_cell	ibd_uc_myeloid;t1d_stellate_cell		6.811937017367849
BX255925.3	6	2	0	0	0	0	0	0	-0.39565267387621	0.43748892938204176	-0.2571428571428572	0.6227871720116619					-0.79130534775242
RNF208	17	7	1	1	0	1	1	1	0.08612776900527326	0.7424003342221597	0.05147058823529412	0.8444669030406069	1.0502597742607045	ibd_crohn_myeloid	ibd_crohn_myeloid		3.6722555380105466
CYSRT1	12	4	0	0	1	0	0	0	-0.6562113412702985	0.020476602032452572	-0.6573426573426573	0.0201854985098541				t1d_acinar_cell	-2.812422682540597
TUBB4B	17	7	1	1	0	0	0	0	-0.13706246984656745	0.5998859662389773	-0.18382352941176472	0.4800344013399135	1.126188339799114	t1d_acinar_cell	t1d_acinar_cell		0.7258750603068651
NELFB	17	7	0	0	3	0	0	0	-0.28250717206474696	0.27191784113296824	-0.13480392156862747	0.6059663630124607				ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell	-5.065014344129494
TOR4A	17	7	0	0	0	0	0	0	0.021248516632847922	0.9354856002470955	0.06862745098039216	0.7935424429160596					0.042497033265695844
NRARP	17	7	0	0	1	0	0	0	0.6001035582231675	0.010872255539816423	0.5490196078431373	0.02246115176818258				t1d_acinar_cell	-0.29979288355366496
EXD3	17	7	2	1	0	1	1	0	0.4731221984183063	0.05509589148773661	0.35539215686274517	0.16154091235760815	1.5206868564571565	t1d_ductal_cell	t1d_ductal_cell;t1d_endothelial_cell		4.4462443968366125
NOXA1	17	7	0	0	0	0	0	0	0.02758114999058027	0.9163146096551735	-0.02450980392156863	0.9256077760199252					0.05516229998116054
ENTPD8	14	5	0	0	0	0	0	0	-0.1439082438286367	0.6235528160356529	0.002197802197802198	0.9940505286658997					-0.2878164876572734
NSMF	17	7	0	0	2	0	0	0	-0.5773871553159173	0.01522299303248932	-0.5392156862745099	0.025503680315881874				ibd_crohn_myeloid;ibd_uc_myeloid	-4.154774310631835
PNPLA7	17	7	1	1	2	1	1	0	0.026722132799877812	0.9189128098632728	0.002450980392156863	0.9925511887884692	1.5035145939106478	t1d_stellate_cell	t1d_stellate_cell	ibd_crohn_myeloid;ibd_uc_myeloid	-0.4465557344002442
MRPL41	17	7	1	1	0	1	1	1	-0.2605242859119147	0.3125289321198046	-0.35784313725490197	0.15846398998236902	1.2208855746206178	ibd_crohn_myeloid	ibd_crohn_myeloid		2.9789514281761704
DPH7	17	7	0	0	0	0	0	0	-0.21275265320479497	0.41231039271172226	-0.2622549019607843	0.3092086598982379					-0.42550530640958995
ZMYND19	17	7	0	0	2	0	0	0	-0.14409178877001494	0.581122547099077	-0.1936274509803922	0.4564969285487544				sjogren_gland_apc;t1d_ductal_cell	-3.28818357754003
ARRDC1	17	7	3	1	0	1	1	0	0.07538000820048339	0.7737026416182311	0.10539215686274511	0.6872658389566565	1.854649140065206	t1d_endothelial_cell	t1d_ductal_cell;t1d_acinar_cell;t1d_endothelial_cell		4.650760016400967
ARRDC1-AS1	17	7	2	1	0	2	1	0	-0.12670273084478673	0.6279758470854203	-0.13480392156862747	0.6059663630124607	1.0980891399410169	t1d_stellate_cell	t1d_stellate_cell;t1d_endothelial_cell		3.2465945383104264
EHMT1	17	7	0	0	0	0	0	0	-0.9029979773894135	6.95015988570603e-07	-0.9191176470588237	1.8658128185388503e-07					-1.805995954778827
BET1L	17	7	0	0	1	0	0	0	-0.6692527877067084	0.00330116116964012	-0.627450980392157	0.007011345696595818				ibd_uc_myeloid	-2.838505575413417
RIC8A	17	7	0	0	0	0	0	0	-0.17519997805804965	0.5012161895810404	-0.03186274509803922	0.9033768447188891					-0.3503999561160993
SIRT3	17	7	0	0	0	0	0	0	-0.2597754060775602	0.3139721889642532	-0.27450980392156865	0.286298378658792					-0.5195508121551204
PSMD13	17	7	0	0	0	0	0	0	-0.43022270498816895	0.08475094336342325	-0.5171568627450981	0.03351135213888932					-0.8604454099763379
PGGHG	17	7	1	1	0	1	1	0	-0.2208142782677291	0.3943925181074833	-0.35784313725490197	0.15846398998236902	1.3688985768974176	t1d_stellate_cell	t1d_stellate_cell		2.0583714434645417
IFITM2	17	7	7	4	0	4	3	3	0.16077334309450425	0.53761411715346	0.01715686274509804	0.9478908818232219	2.3982936811700775	t1d_acinar_cell	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell		14.82154668618901
IFITM1	17	7	5	3	0	3	3	2	0.4163446547699487	0.09644075939225023	0.286764705882353	0.2644463470710112	3.3863707687902926	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell		12.332689309539898
IFITM3	17	7	6	4	0	3	3	3	-0.32492099900136573	0.20319205790855102	-0.39460784313725494	0.11700232160229733	1.9895151103057307	t1d_acinar_cell	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell		12.850158001997269
PKP3	14	6	0	0	1	0	0	0	0.0371885299642932	0.8995611458405056	-0.14285714285714285	0.6261174762253241				t1d_ductal_cell	-1.4256229400714135
SIGIRR	17	7	1	1	0	0	0	0	-0.11233716537024974	0.6677332433602582	-0.14215686274509806	0.586262862651232	0.4672103421811568	t1d_acinar_cell	t1d_acinar_cell		0.7753256692595005
ANO9	16	6	1	1	0	0	0	0	0.06216473884566835	0.8190955025438883	0.22058823529411767	0.41166643049796364	1.4021614594762195	t1d_ductal_cell	t1d_ductal_cell		1.1243294776913366
PTDSS2	17	7	0	0	2	0	0	0	-0.8182806914012569	5.954402789557335e-05	-0.7034313725490197	0.0016294297517689058				ibd_crohn_myeloid;ibd_uc_myeloid	-4.636561382802514
AC138230.1	6	2	0	0	0	0	0	0	0.2858883945908455	0.5828505481424902	-0.028571428571428574	0.9571545189504373					0.571776789181691
RNH1	17	7	0	0	0	0	0	0	-0.015417885534020397	0.9531667873030386	0.09558823529411767	0.7151579154299805					-0.030835771068040793
HRAS	17	7	0	0	0	0	0	0	-0.6151852670738003	0.008577066851729341	-0.6470588235294119	0.004991395929870346					-1.2303705341476006
LMNTD2	13	5	0	0	0	0	0	0	-0.198880035603961	0.5148033662753118	-0.38461538461538464	0.19441291997748628					-0.397760071207922
RASSF7	17	7	1	1	0	1	1	0	0.08094328747599823	0.7574554594181693	-0.03676470588235294	0.8885928675683452	1.53277500832073	t1d_stellate_cell	t1d_stellate_cell		2.6618865749519967
PHRF1	17	7	0	0	0	0	0	0	-0.33046770359684957	0.19513619472298283	-0.25980392156862747	0.31391716151942506					-0.6609354071936991
IRF7	17	7	6	3	0	4	3	2	0.38684411683297937	0.12504113428733585	0.34803921568627455	0.17101314886910313	2.217561931524873	ibd_crohn_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell		13.27368823366596
CDHR5	10	4	0	0	0	0	0	0	0.017220876085548037	0.9623405031342791	-0.05454545454545454	0.8810361811618524					0.034441752171096074
DEAF1	14	7	0	0	0	0	0	0	-0.03754993555160441	0.8985896216569925	0.22637362637362637	0.4364347945560527					-0.07509987110320882
EPS8L2	17	7	0	0	0	0	0	0	-0.04365597903671252	0.8678688823530177	-0.07107843137254903	0.7863266619781205					-0.08731195807342504
TMEM80	17	7	1	1	0	1	1	0	0.25039367685075076	0.3323841595912732	0.3308823529411765	0.194542528266613	1.0988436215380868	t1d_endothelial_cell	t1d_endothelial_cell		3.0007873537015017
TALDO1	17	7	2	2	0	1	1	1	-0.034680523959896875	0.8948746481551002	-0.014705882352941176	0.9553274855428822	0.5371776066647431	ibd_uc_myeloid	ibd_uc_myeloid;t1d_acinar_cell		4.430638952080206
GATD1	17	7	2	1	1	2	1	0	0.022681836194291365	0.9311431681807757	0.007352941176470588	0.9776558930236224	1.820907690508504	t1d_endothelial_cell	t1d_stellate_cell;t1d_endothelial_cell	ibd_uc_myeloid	2.0453636723885826
AP006621.3	9	2	0	0	0	0	0	0	-0.7559860718762306	0.018437538714250783	-0.6	0.08762282904140249					-1.5119721437524611
SLC25A22	17	7	4	4	0	3	3	3	0.17003250023485092	0.5141175630588668	0.07598039215686275	0.7719448512425435	1.8365546500377208	t1d_endothelial_cell	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc;t1d_endothelial_cell		11.840065000469702
PANO1	6	1	0	0	0	0	0	0	-0.5369627538288532	0.27196683591245524	-0.7142857142857143	0.11078717201166179					-1.0739255076577063
PIDD1	17	7	1	1	0	1	1	0	0.041033206278742115	0.8757474205975886	-0.08578431372549021	0.7433950261372769	0.977368069463795	t1d_stellate_cell	t1d_stellate_cell		2.5820664125574844
RPLP2	14	6	2	1	0	1	1	0	0.05146129849497631	0.861305577815193	0.0945054945054945	0.7479382611415479	0.2465413953408539	t1d_ductal_cell	t1d_ductal_cell;t1d_endothelial_cell		3.6029225969899525
PNPLA2	17	7	0	0	0	0	0	0	-0.0043995947943952715	0.9866295122956537	-0.14215686274509806	0.586262862651232					-0.008799189588790543
CRACR2B	17	7	0	0	1	0	0	0	-0.08701545910198344	0.739831254568356	-0.21078431372549022	0.41674984855133407				t1d_acinar_cell	-1.6740309182039668
CD151	17	7	0	0	0	0	0	0	0.07196881883262171	0.7837093614302287	0.2132352941176471	0.4112256782090655					0.14393763766524342
POLR2L	17	7	4	2	1	2	1	1	-0.611308306216096	0.009126167443821456	-0.5196078431372549	0.03253716699175946	0.5046901053704715	t1d_endothelial_cell	sjogren_gland_apc;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	ibd_uc_myeloid	3.7773833875678076
TSPAN4	17	7	0	0	2	0	0	0	-0.6374453988074098	0.00591288359393948	-0.5392156862745099	0.025503680315881874				ibd_crohn_myeloid;ibd_uc_myeloid	-4.27489079761482
AP006623.1	9	2	0	0	0	0	0	0	-0.5837337461731139	0.09889770779272715	-0.75	0.01994212613199253					-1.1674674923462278
CHID1	17	7	0	0	3	0	0	0	-0.5990959820594283	0.011041423974217167	-0.44117647058823534	0.07627668292313645				ibd_crohn_myeloid;ibd_uc_myeloid;t1d_acinar_cell	-5.698191964118856
AP2A2	14	7	1	1	2	1	1	0	-0.3886939509134602	0.16959549757778272	-0.14285714285714285	0.6261174762253241	1.4244157381512037	t1d_endothelial_cell	t1d_endothelial_cell	ibd_crohn_myeloid;ibd_uc_myeloid	-1.2773879018269203
MUC2	7	3	0	0	1	0	0	0	-0.6004860644635394	0.15395505294502954	-0.42857142857142866	0.3373683110858241				ibd_uc_myeloid	-2.700972128927079
MUC5B	11	5	0	0	1	0	0	0	-0.428901062997035	0.18807707693515918	-0.22727272727272727	0.5015356676049371				ibd_uc_myeloid	-2.35780212599407
TOLLIP	17	7	0	0	0	0	0	0	0.18128064593206641	0.48623452939833306	0.14215686274509806	0.586262862651232					0.36256129186413283
MOB2	17	7	0	0	0	0	0	0	-0.14613326976983965	0.5757197503248546	-0.2573529411764706	0.31866764764539873					-0.2922665395396793
DUSP8	14	7	1	1	1	1	1	1	0.4183957907723363	0.13652787225619908	0.410989010989011	0.14433266812460488	1.0773687037014623	ibd_crohn_myeloid	ibd_crohn_myeloid	t1d_ductal_cell	2.8367915815446727
IFITM10	12	7	0	0	1	0	0	0	-0.5271294343768425	0.07822951633811268	-0.35664335664335667	0.2551377517589572				t1d_acinar_cell	-2.554258868753685
CTSD	17	7	0	0	2	0	0	0	-0.5634924906504604	0.018494027787072664	-0.286764705882353	0.2644463470710112				ibd_crohn_myeloid;ibd_uc_myeloid	-4.126984981300921
TNNI2	11	5	0	0	0	0	0	0	-0.008549793707891551	0.9800959869745369	0.10909090909090911	0.7495085962341483					-0.017099587415783102
LSP1	17	7	1	1	0	0	0	0	0.36959908969674465	0.14425834463216924	0.3357843137254902	0.1876141178747958	0.8570598946339552	t1d_ductal_cell	t1d_ductal_cell		1.7391981793934894
TNNT3	11	4	1	1	0	0	0	1	0.2944603070285331	0.3794137548005617	0.1272727272727273	0.709214625773305	1.3413137985982588	sjogren_gland_apc	sjogren_gland_apc		2.5889206140570664
MRPL23	17	7	0	0	0	0	0	0	-0.08104293862237687	0.7571652870294288	-0.19117647058823534	0.46232612062451384					-0.16208587724475373
ASCL2	17	7	1	1	1	0	0	1	-0.23093437689515256	0.37250984431353695	-0.27696078431372556	0.2818431625140768	1.4063752972971106	sjogren_gland_apc	sjogren_gland_apc	t1d_stellate_cell	0.03813124620969477
C11ORF21	7	3	1	1	0	1	1	1	0.65312553969283	0.11169023743533082	0.3214285714285715	0.4820720382996776	1.475471000735224	ibd_uc_myeloid	ibd_uc_myeloid		4.80625107938566
TSPAN32	11	3	0	0	0	0	0	0	-0.48244023393928004	0.1328600851525375	-0.6181818181818182	0.04264556980532673					-0.9648804678785601
CD81	17	7	0	0	4	0	0	0	-0.6582689763945071	0.004067108479922959	-0.7549019607843138	0.00046029841254263784				ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_endothelial_cell	-7.316537952789014
TSSC4	17	7	0	0	3	0	0	0	-0.21065514912642438	0.4170420503678626	-0.26960784313725494	0.2953357994714052				t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell	-4.921310298252849
KCNQ1	14	7	0	0	1	0	0	0	-0.3638019720500947	0.20101054369327218	-0.08131868131868132	0.7822747512440957				ibd_uc_myeloid	-2.2276039441001894
KCNQ1OT1	17	7	0	0	0	0	0	0	-0.10264302174693088	0.6950504673414374	-0.14950980392156862	0.5668307307163287					-0.20528604349386176
CDKN1C	14	7	0	0	2	0	0	0	-0.7203673224258788	0.003660489341901797	-0.7230769230769231	0.0034752946180943048				ibd_crohn_myeloid;ibd_uc_myeloid	-4.440734644851758
SLC22A18AS	13	7	1	1	0	1	1	0	0.585903849250048	0.03536282586448239	0.5164835164835164	0.07074904067496378	1.5572170009548385	t1d_endothelial_cell	t1d_endothelial_cell		3.6718076985000963
SLC22A18	14	7	1	1	0	0	0	0	0.01801390343651449	0.9512621635583005	0.006593406593406593	0.9821527354577906	0.982919657204882	t1d_ductal_cell	t1d_ductal_cell		1.036027806873029
PHLDA2	14	7	0	0	0	0	0	0	0.28073585361696224	0.33093793945821937	0.23956043956043957	0.4094298928517327					0.5614717072339245
NAP1L4	14	7	0	0	0	0	0	0	0.41940200138909284	0.13548987052647	0.3054945054945055	0.2881698858754571					0.8388040027781857
CARS	6	2	0	0	0	0	0	0	-0.7159693861180795	0.10955322824405488	-0.7142857142857143	0.11078717201166179					-1.431938772236159
OSBPL5	17	7	2	1	0	1	1	0	0.05401402448480783	0.836875735540613	0.029411764705882353	0.9107803991169199	1.8591648294872771	t1d_endothelial_cell	t1d_ductal_cell;t1d_endothelial_cell		3.6080280489696155
ZNF195	17	7	0	0	0	0	0	0	-0.28615331670766864	0.2655113903139201	-0.3995098039215687	0.11211790882594828					-0.5723066334153373
CHRNA10	17	7	1	1	0	0	0	0	0.0878803754355805	0.7373305836619349	0.04656862745098039	0.8591333762840924	0.5526939209587147	t1d_ductal_cell	t1d_ductal_cell		1.175760750871161
NUP98	17	7	1	1	0	1	1	1	0.4149097962429765	0.09771196368281959	0.2377450980392157	0.35817139991630287	1.2091120930773718	ibd_crohn_myeloid	ibd_crohn_myeloid		4.329819592485953
PGAP2	17	7	2	1	0	2	1	0	0.28407265304527723	0.2691557087637458	0.13480392156862747	0.6059663630124607	1.6962787176347127	t1d_stellate_cell	t1d_stellate_cell;t1d_endothelial_cell		4.068145306090554
RHOG	17	7	3	1	1	2	1	0	-0.03051070035726966	0.9074600055356679	-0.03921568627450981	0.8812135857007629	0.5564080432885001	t1d_endothelial_cell	t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	ibd_crohn_myeloid	2.938978599285461
STIM1	17	7	0	0	0	0	0	0	-0.3495495620954183	0.1690377949422365	-0.44852941176470595	0.07094643963763717					-0.6990991241908366
RRM1	17	7	0	0	0	0	0	0	0.16172211484456173	0.5351844589185646	0.11519607843137256	0.659750043107423					0.32344422968912345
TRIM21	17	7	5	2	0	3	2	1	0.5342499506058184	0.027161582333313533	0.5269607843137256	0.02974441940918233	2.0548319416691783	t1d_endothelial_cell	ibd_crohn_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell		10.068499901211636
TRIM68	17	7	0	0	0	0	0	0	-0.05613966037646641	0.8305419344602724	0.13480392156862747	0.6059663630124607					-0.11227932075293282
HBB	13	5	0	0	0	0	0	0	0.5210005316382361	0.06789791058781156	0.4230769230769231	0.14974854155496803					1.0420010632764722
AC104389.4	6	2	0	0	0	0	0	0	-0.15895670887672705	0.7635731349675158	0.14285714285714288	0.7871720116618076					-0.3179134177534541
OR51M1	12	6	0	0	0	0	0	0	9.038374114662961e-05	0.9997775712644447	-0.0979020979020979	0.7621216559962992					0.00018076748229325923
TRIM6	15	7	1	1	0	0	0	0	-0.24170935826366513	0.3854507027524058	-0.22499999999999998	0.42010468690763486	0.9208213295800664	t1d_ductal_cell	t1d_ductal_cell		0.5165812834726697
TRIM5	17	7	4	3	0	3	3	2	0.6025630640284674	0.010467951332771607	0.6200980392156864	0.007919520570762714	1.5209634904939855	ibd_crohn_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_acinar_cell;t1d_endothelial_cell		11.705126128056936
TRIM22	17	7	2	2	0	2	2	2	-0.162600760096024	0.5329388172509613	-0.14460784313725492	0.5797547992794123	1.5562514614255054	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid		6.674798479807952
FAM160A2	9	2	0	0	0	0	0	0	0.5909143374776784	0.09381750152950391	0.6833333333333333	0.04244227208707231					1.1818286749553568
CAVIN3	17	7	1	1	0	1	1	1	0.27961899596129247	0.2770591629398595	0.18382352941176472	0.4800344013399135	1.6978068111088749	ibd_crohn_myeloid	ibd_crohn_myeloid		4.0592379919225845
SMPD1	17	7	0	0	0	0	0	0	-0.327903083792035	0.19883446645547392	-0.14460784313725492	0.5797547992794123					-0.65580616758407
APBB1	17	7	0	0	0	0	0	0	-0.012707875077712136	0.9613923136486315	0.03921568627450981	0.8812135857007629					-0.02541575015542427
TRIM3	17	7	3	1	0	2	1	0	0.17705871682054847	0.4966134927018617	0.007352941176470588	0.9776558930236224	1.284647916658792	t1d_stellate_cell	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell		4.854117433641097
ARFIP2	17	7	0	0	1	0	0	0	-0.6224187900806311	0.007623267718417139	-0.6568627450980393	0.004174786387665709				t1d_acinar_cell	-2.744837580161262
TIMM10B	17	7	0	0	1	0	0	0	-0.6003077111467898	0.010838231217499081	-0.5269607843137256	0.02974441940918233				ibd_crohn_myeloid	-2.7006154222935796
DNHD1	17	7	0	0	0	0	0	0	0.18641078993548504	0.47376596911030333	0.10539215686274511	0.6872658389566565					0.3728215798709701
RRP8	17	7	0	0	1	0	0	0	-0.41110800125539215	0.10113801090229896	-0.3995098039215687	0.11211790882594828				ibd_crohn_myeloid	-2.3222160025107845
ILK	17	7	1	1	0	1	1	0	0.19882756769191656	0.4442531017509254	0.07107843137254903	0.7863266619781205	1.3950079370027897	t1d_endothelial_cell	t1d_endothelial_cell		2.8976551353838333
TAF10	17	7	0	0	1	0	0	0	-0.1753322896286818	0.5008878857642831	-0.21568627450980393	0.4057406886339276				t1d_acinar_cell	-1.8506645792573635
TPP1	17	7	0	0	1	0	0	0	-0.011906315138703355	0.9638259799683879	0.04166666666666667	0.8738435327825248				sjogren_gland_apc	-1.5238126302774067
DCHS1	17	7	2	1	0	1	1	0	-0.07935669614372001	0.7620795288645812	-0.18872549019607845	0.4681922842798525	0.9760227237433928	t1d_acinar_cell	t1d_acinar_cell;t1d_stellate_cell		3.34128660771256
MRPL17	17	7	0	0	0	0	0	0	-0.8120436995320097	7.522543889064549e-05	-0.7303921568627452	0.0008698653219673869					-1.6240873990640194
ZNF215	17	7	0	0	0	0	0	0	-0.3728852095039499	0.1404492422446362	-0.29901960784313725	0.24365533759455596					-0.7457704190078998
AC107884.1	8	2	0	0	0	0	0	0	-0.6475058375832792	0.0825887736811181	-0.7380952380952381	0.03655276105286082					-1.2950116751665584
PPFIBP2	17	7	2	1	0	1	1	0	-0.09433543287185779	0.7187476573308643	-0.1936274509803922	0.4564969285487544	1.5051380720231742	t1d_stellate_cell	t1d_acinar_cell;t1d_stellate_cell		3.3113291342562845
CYB5R2	16	7	2	1	0	1	1	0	-0.4256695488835391	0.10020527967141042	-0.5323529411764706	0.03376862296023464	0.6321738957745051	t1d_stellate_cell	t1d_acinar_cell;t1d_stellate_cell		2.6486609022329217
EIF3F	17	7	0	0	0	0	0	0	0.2820195220729116	0.27278178653697993	0.13480392156862747	0.6059663630124607					0.5640390441458232
RIC3	17	7	0	0	0	0	0	0	0.027873546727512202	0.915430402189964	-0.03921568627450981	0.8812135857007629					0.055747093455024405
