analysis	disease_name	compartment	role	gene	scope	n_donors	spearman_rho	spearman_p	pearson_r	pearson_p
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	ABCA1	all_donors	12	-0.15384615384615385	0.6330906812462617	-0.03746098343033494	0.9079831385070336
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	ABCA1	case_donors	6	-0.028571428571428574	0.9571545189504373	-0.13821468836401463	0.7939981457875884
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	ABCG1	all_donors	12	-0.5034965034965035	0.09515736659412467	-0.45954711680330607	0.13283663753303948
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	ABCG1	case_donors	6	-0.6571428571428573	0.1561749271137024	-0.35561866713949486	0.48905859201239515
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	ACAP1	all_donors	12	0.34965034965034975	0.26523878689278996	-0.06147118499110158	0.8494828422245562
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	ACAP1	case_donors	6	-0.6	0.208	-0.4892619111408058	0.3246662107948518
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	ACOX2	all_donors	12	0.7655245479751686	0.0037070606887326597	0.21630772298761847	0.4995216227112004
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	ACOX2	case_donors	6	0.46381682852195877	0.3541642984362303	-0.1842067508846715	0.7268151371122151
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	ACTB	all_donors	12	0.9440559440559443	3.927261080965948e-06	0.8017035564364975	0.0017124836681933165
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	ACTB	case_donors	6	1.0	0.0	0.9241060227342272	0.008421272977938231
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	ACTG1	all_donors	12	0.4825174825174825	0.11210929146889187	0.15482348986164635	0.6309066173186557
