pathway	perturbation	cell_type	gene	log2fc	p	fdr
IFNG	JAK1	HAP1	CTSD		0.136447624231809	0.44029125685723003
IFNG	JAK1	HAP1	LAMP1	-0.17145374670221	0.129913091298539	0.42917978249460836
IFNG	JAK1	HT29	STAT1	-1.09346977351622	0.0	0.0
IFNG	JAK1	HT29	IRF1	-1.20389384354429	0.0	0.0
IFNG	JAK1	HT29	GBP1	-1.30285923105956	4.48754641118287e-304	5.247223910790256e-301
IFNG	JAK1	HT29	NLRC5	-1.29012631372881	3.21534863414096e-255	2.39251168822216e-252
IFNG	JAK1	HT29	TAP2	-1.12104313867775	1.30404361668236e-228	8.894664168787596e-226
IFNG	JAK1	HT29	CIITA	-1.42041541880517	6.03661594999152e-206	3.293980103378706e-203
IFNG	JAK1	HT29	GBP2	-1.19891662048821	8.852999726800041e-201	4.528862672741146e-198
IFNG	JAK1	HT29	B2M	-0.961607595230188	1.12584805483159e-193	5.4206272522332734e-191
IFNG	JAK1	HT29	TAP1	-1.31513668972883	1.11892086148205e-158	3.8159863546794074e-156
IFNG	JAK1	HT29	CD74	-1.46605268658328	1.27373333776697e-133	3.7233954891509465e-131
IFNG	JAK1	HT29	CTSS	-1.23818777495665	2.27636385054759e-51	1.6062101824768985e-49
IFNG	JAK1	HT29	CXCL10	-1.31760001507239	3.10209987576241e-25	7.741063257047355e-24
IFNG	JAK1	HT29	CTSB	0.0976022884017098	0.447953126954262	0.5965662779239561
IFNG	JAK1	HT29	IFI30	-0.981031729579081	8.82402418184518e-19	1.6603365041012138e-17
IFNG	JAK1	HT29	CTSL		0.69958602974753	0.8031012136723048
IFNG	JAK1	HT29	CD44	0.139937934205498	2.46331716476627e-06	1.5801137142329092e-05
IFNG	JAK1	HT29	LAMP2	-0.12580348003229	0.356616521974367	0.5057886384266495
IFNG	JAK1	HT29	CTSD	0.214731090105692	0.0018569436307238	0.006704492111810456
IFNG	JAK1	HT29	LAMP1	0.0546371286410009	0.403499184872188	0.5528555276255352
IFNG	JAK1	K562	STAT1	-1.09682806594082	4.85654249056625e-225	3.975080028528476e-221
IFNG	JAK1	K562	IRF1	-1.13406500994494	5.85474980644461e-48	9.584225433149825e-45
IFNG	JAK1	K562	GBP1		0.0545968578869072	0.4442602086571911
IFNG	JAK1	K562	NLRC5	-1.21755380844432	6.69302959149154e-24	4.980222473305296e-21
IFNG	JAK1	K562	TAP2	-1.04810904052523	9.41406201729788e-50	1.9263524402895786e-46
IFNG	JAK1	K562	CIITA		0.0820703351965623	0.5116113431712586
IFNG	JAK1	K562	GBP2		0.219331474878755	0.7195303093717874
IFNG	JAK1	K562	B2M	-0.75985108409613	5.4380406047347504e-15	1.9352331456414753e-12
IFNG	JAK1	K562	TAP1	-1.3637652304253	7.91899326733964e-33	9.259565699024993e-30
IFNG	JAK1	K562	CD74		0.995645928872154	0.9992791243407794
IFNG	JAK1	K562	CTSS		0.0001789604758573	0.009608677716834824
IFNG	JAK1	K562	CXCL10		0.6200795451504	0.918794943725396
IFNG	JAK1	K562	CTSB	-0.157354389422727	0.76695935332206	0.9547623280518724
IFNG	JAK1	K562	IFI30		0.0014656511233888	0.04760458113070368
IFNG	JAK1	K562	CTSL	-0.663859473472233	0.0961661558385616	0.5414108641995492
IFNG	JAK1	K562	CD44		0.0716777958984566	0.49215491688781215
IFNG	JAK1	K562	LAMP2	-0.17152260584342	0.0106399749576878	0.18734053699376071
IFNG	JAK1	K562	CTSD		0.581747025790622	0.906871832373768
IFNG	JAK1	K562	LAMP1	0.275413282452327	0.110616506203829	0.5772736472014597
IFNG	JAK1	MCF7	STAT1	-0.393947108991962	3.25691389103627e-131	2.665784019813187e-127
IFNG	JAK1	MCF7	IRF1	-0.361236382416693	7.89779038385676e-38	5.876674026533416e-35
IFNG	JAK1	MCF7	GBP1	-0.506870499333555	1.0440429658169902e-31	6.573455134778511e-29
IFNG	JAK1	MCF7	NLRC5	-0.409031300568168	7.89408938521161e-62	1.6153280404489254e-58
IFNG	JAK1	MCF7	TAP2	-0.337369139124044	1.6141223813404301e-31	9.436851208051016e-29
IFNG	JAK1	MCF7	CIITA	-0.620854029794284	1.03718046529616e-19	4.2446610542245346e-17
IFNG	JAK1	MCF7	GBP2	-0.269995859119641	1.40879739633275e-07	1.406248108183908e-05
IFNG	JAK1	MCF7	B2M	-0.353568185664017	1.51020100010338e-22	7.271173638733038e-20
IFNG	JAK1	MCF7	TAP1	-0.469911360712742	1.75665662674294e-39	1.597581609987885e-36
IFNG	JAK1	MCF7	CD74	-0.647872012835398	4.21965994127922e-19	1.5699053008804735e-16
IFNG	JAK1	MCF7	CTSS		0.002925456842562	0.060928407777022825
IFNG	JAK1	MCF7	CXCL10		0.706076340333214	0.9264563715337217
IFNG	JAK1	MCF7	CTSB	-0.116558777760581	0.279251418422217	0.7157542986509486
IFNG	JAK1	MCF7	IFI30		0.0001339837507661	0.005682160621868024
IFNG	JAK1	MCF7	CTSL	0.117596369819632	0.519725913426664	0.8568164624389055
IFNG	JAK1	MCF7	CD44	0.121466349039343	0.0019738553834316	0.04550987693912013
IFNG	JAK1	MCF7	LAMP2	-0.0623447532009992	0.480904946637275	0.8389397631273351
IFNG	JAK1	MCF7	CTSD	-0.0836732550194625	0.001168165698609	0.029973154367130612
IFNG	JAK1	MCF7	LAMP1	0.0112201623641739	0.993563858809919	0.9991243386529275
IFNG	JAK2	A549	STAT1	-0.619040741336735	2.95140653051717e-108	2.366142615515615e-105
IFNG	JAK2	A549	IRF1	-1.18610264309446	7.08412301683536e-140	1.4198353556492269e-136
IFNG	JAK2	A549	GBP1	-1.16928450359024	1.2857059839763399e-57	3.5543120253580404e-55
IFNG	JAK2	A549	NLRC5	-0.73076918560223	2.6386433046001603e-68	1.2443531395870285e-65
IFNG	JAK2	A549	TAP2	-0.817951473036546	3.0477188692310903e-44	5.0780149210992065e-42
IFNG	JAK2	A549	B2M	-0.925218928444625	4.5007415478540603e-39	5.915154916253443e-37
IFNG	JAK2	A549	GBP2	-1.30857691621032	1.1214354045236101e-17	4.939861339596583e-16
IFNG	JAK2	A549	CIITA	-1.29354786314964	1.6973975725300898e-92	1.2370942126339753e-89
IFNG	JAK2	A549	TAP1	-1.19843955319615	3.63845256919737e-55	9.115460702267286e-53
IFNG	JAK2	A549	CD74	-1.60417482840226	1.11618720314987e-39	1.516690306381781e-37
IFNG	JAK2	A549	CTSS	-1.16518488463565	1.08429704586722e-46	2.0697165277898818e-44
IFNG	JAK2	A549	CXCL10		0.0492090307512458	0.12009400290189881
IFNG	JAK2	A549	CTSB	-0.522417023184326	3.35110258484146e-26	2.420341389430089e-24
IFNG	JAK2	A549	IFI30		4.23139655021968e-06	4.131925230586014e-05
IFNG	JAK2	A549	CD44	0.205976885514914	9.027532020516289e-13	2.445058250286456e-11
IFNG	JAK2	A549	CTSL	-0.711026837459359	9.69448278356839e-08	1.2867660343686719e-06
IFNG	JAK2	A549	LAMP2	-0.0308383392022917	0.720300484027321	0.8237730357271089
IFNG	JAK2	A549	CTSD	-0.178182876041562	0.517222508043683	0.6618631838764895
IFNG	JAK2	A549	LAMP1	-0.001397684342201	0.165663880931771	0.30102614084995655
IFNG	JAK2	BXPC3	STAT1	-0.481293531548782	2.89764924607926e-95	2.1118594550743114e-92
IFNG	JAK2	BXPC3	IRF1	-0.821303341742278	7.89025721969017e-95	5.2713493441880086e-92
IFNG	JAK2	BXPC3	GBP1	-0.970340772426556	1.53405147838702e-183	3.0746226755571847e-180
IFNG	JAK2	BXPC3	NLRC5	-0.639999041412811	7.90398303886321e-62	3.520346223475909e-59
IFNG	JAK2	BXPC3	TAP2	-0.62287953003718	5.15956550112123e-44	1.1818353320711114e-41
IFNG	JAK2	BXPC3	B2M	-0.51275757750303	1.8270411490454797e-36	2.763658281490115e-34
IFNG	JAK2	BXPC3	GBP2	-1.03165606601709	5.20137059590406e-142	6.949898011227142e-139
IFNG	JAK2	BXPC3	CIITA	-1.21795319524419	3.67295245374284e-14	1.4577257337453638e-12
IFNG	JAK2	BXPC3	TAP1	-0.844659070238624	6.13198367514295e-48	1.7557183258436083e-45
IFNG	JAK2	BXPC3	CD74		4.18376465619144e-05	0.00040705389864911134
IFNG	JAK2	BXPC3	CTSS	-0.84363019454627	1.7306784253641798e-36	2.6682401800278134e-34
IFNG	JAK2	BXPC3	CXCL10	-0.877516169307824	1.5288212048855999e-27	1.42518134878696e-25
IFNG	JAK2	BXPC3	CTSB	-0.131619992429372	0.185271143189384	0.36801991639448345
IFNG	JAK2	BXPC3	IFI30		1.72276832188923e-06	2.2866611981102578e-05
IFNG	JAK2	BXPC3	CD44	-0.0116361330585706	0.585543755454023	0.7532116378512943
IFNG	JAK2	BXPC3	CTSL	-0.605310721314387	3.98768230624534e-05	0.00038892030473441474
IFNG	JAK2	BXPC3	LAMP2	0.0978305742512646	0.04484485544391	0.13440045087619681
IFNG	JAK2	BXPC3	CTSD	-0.139177536832569	0.844650224345001	0.9190038745054521
IFNG	JAK2	BXPC3	LAMP1	-0.118651477333992	0.0316427041949951	0.10413775021809347
IFNG	JAK2	HAP1	STAT1	-1.76097457335149	5.0790456049352705e-118	8.143741722953212e-115
IFNG	JAK2	HAP1	IRF1	-1.51413433573378	7.7162778113505e-32	2.0620466404532319e-29
IFNG	JAK2	HAP1	GBP1	-1.97979014791837	2.20343087456998e-104	2.5235579030610757e-101
IFNG	JAK2	HAP1	NLRC5	-1.78682269049916	2.70043300822649e-99	2.7061714283689708e-96
IFNG	JAK2	HAP1	TAP2	-1.64448669172019	8.46154306921125e-54	4.522412719057773e-51
IFNG	JAK2	HAP1	B2M	-1.37382035108916	5.27477194974584e-27	1.05719616802781e-24
IFNG	JAK2	HAP1	GBP2	-2.21497941838137	4.76288403389279e-13	3.155705892538719e-11
IFNG	JAK2	HAP1	CIITA		0.191464218082788	0.4817855104738579
IFNG	JAK2	HAP1	TAP1	-2.11080464444109	1.7068330382532e-23	2.631477013014597e-21
IFNG	JAK2	HAP1	CD74		0.99602100571723	0.9994297805342421
IFNG	JAK2	HAP1	CTSS		0.10715917900072	0.34793649918282604
IFNG	JAK2	HAP1	CXCL10		0.997131990065321	0.9995843121819451
IFNG	JAK2	HAP1	CTSB	0.0972274638641735	0.155724851649684	0.43198828224066316
IFNG	JAK2	HAP1	IFI30		0.0004960626906127	0.006844982083721197
IFNG	JAK2	HAP1	CD44		0.891839903022695	0.9699542676591508
IFNG	JAK2	HAP1	CTSL		0.956868495287428	0.9930375050769334
IFNG	JAK2	HAP1	LAMP2	-0.503275798805058	0.0017618392587688	0.01913911292350877
IFNG	JAK2	HAP1	CTSD		0.916975450392899	0.977578748111685
IFNG	JAK2	HAP1	LAMP1	-0.148276725864829	0.531718379707124	0.7860568412524457
IFNG	JAK2	HT29	STAT1	-1.21542073703773	0.0	0.0
IFNG	JAK2	HT29	IRF1	-1.39414755738663	0.0	0.0
IFNG	JAK2	HT29	GBP1	-1.48016216654137	3.4330626935072e-295	4.19499305220543e-292
IFNG	JAK2	HT29	NLRC5	-1.49179747729027	3.01700767277031e-247	2.1988500465999614e-244
IFNG	JAK2	HT29	TAP2	-1.30887256601344	9.15499780335928e-227	6.116301449127612e-224
IFNG	JAK2	HT29	B2M	-1.18000580820317	5.47877479723173e-198	2.9282225032937852e-195
IFNG	JAK2	HT29	GBP2	-1.4883109866659	3.3706872056965804e-197	1.6889249580043426e-194
IFNG	JAK2	HT29	CIITA	-1.54718254061242	3.96158912155632e-193	1.8682388227951185e-190
IFNG	JAK2	HT29	TAP1	-1.60420110758096	1.7976674206481402e-149	6.266043352754843e-147
IFNG	JAK2	HT29	CD74	-1.66860252237533	1.7466277676433e-131	5.000969576141549e-129
IFNG	JAK2	HT29	CTSS	-1.45086735727676	6.7222536949253e-53	4.76923078515187e-51
IFNG	JAK2	HT29	CXCL10	-0.982744622741416	1.7562886756265701e-25	4.512873818108402e-24
IFNG	JAK2	HT29	CTSB	0.191842653577994	0.436774409168891	0.5767781977115795
IFNG	JAK2	HT29	IFI30	-1.34385893389944	7.52567505327261e-19	1.4229560590114745e-17
IFNG	JAK2	HT29	CD44	0.227612649132952	1.0562508303836e-09	1.0214671781888204e-08
IFNG	JAK2	HT29	CTSL		0.843309654754839	0.8983275979497135
IFNG	JAK2	HT29	LAMP2	-0.0021392414496816	0.32021115849313	0.45997721871338887
IFNG	JAK2	HT29	CTSD	0.237664501032176	0.0067546886659452	0.020259011984617534
IFNG	JAK2	HT29	LAMP1	0.0549035576429581	0.869645163994571	0.9157478653226006
IFNG	JAK2	K562	STAT1	-1.30595949860815	4.16263569089142e-181	3.337185033387651e-177
IFNG	JAK2	K562	IRF1	-1.66447088546519	1.31360521438114e-38	1.7551955006156003e-35
IFNG	JAK2	K562	GBP1		0.950342064911617	0.9974284991657104
IFNG	JAK2	K562	NLRC5	-1.25366304602116	9.35129760019611e-20	5.766873296982479e-17
IFNG	JAK2	K562	TAP2	-1.22122135594852	1.62139940961124e-43	2.599751813370662e-40
IFNG	JAK2	K562	B2M	-0.861875976026217	3.3336057976595096e-11	9.215695751667687e-09
IFNG	JAK2	K562	GBP2		0.371412358631537	0.8419942162546538
IFNG	JAK2	K562	CIITA		0.893883444467607	0.9891323083915535
IFNG	JAK2	K562	TAP1	-1.73816916543809	1.42950577517378e-26	1.432543474946024e-23
IFNG	JAK2	K562	CD74		0.479145309629863	0.8817660558984918
IFNG	JAK2	K562	CTSS		0.001642042054936	0.05983750524737233
IFNG	JAK2	K562	CXCL10		0.794831150133158	0.9704859875068824
IFNG	JAK2	K562	CTSB	0.104360154054342	0.391985023641549	0.8488773459033762
IFNG	JAK2	K562	IFI30		0.0121229622208512	0.22189449343507778
IFNG	JAK2	K562	CD44		0.100227215673397	0.5747746420754413
IFNG	JAK2	K562	CTSL	-0.503063018856944	0.0023436060575736	0.0766885296472145
IFNG	JAK2	K562	LAMP2	-0.206685593266963	0.0049762112307169	0.12699781560334733
IFNG	JAK2	K562	CTSD		0.994622917907835	0.9998091426529135
IFNG	JAK2	K562	LAMP1	0.0092670128875243	0.596724843676668	0.91685443612565
IFNG	JAK2	MCF7	STAT1	-0.398729753613297	5.23131677930025e-140	4.19394666196501e-136
IFNG	JAK2	MCF7	IRF1	-0.472467275050197	2.1695535009882897e-34	1.5812100379475562e-31
IFNG	JAK2	MCF7	GBP1	-0.616593400671167	5.26717298223513e-33	3.248225061429157e-30
IFNG	JAK2	MCF7	NLRC5	-0.310851368726247	1.05718815795613e-76	2.1188693655835733e-73
IFNG	JAK2	MCF7	TAP2	-0.38513657476324	2.26596705051022e-29	1.0686034025847314e-26
IFNG	JAK2	MCF7	B2M	-0.374628058950666	9.06154317463025e-26	3.6323195815505356e-23
IFNG	JAK2	MCF7	GBP2	-0.331271596226848	1.63246379958719e-08	1.5217979396849422e-06
IFNG	JAK2	MCF7	CIITA	-0.589259003461728	2.83553921561809e-20	8.743276112157781e-18
IFNG	JAK2	MCF7	TAP1	-0.389068459897287	2.04696927011134e-36	1.641055263848261e-33
IFNG	JAK2	MCF7	CD74	-0.866656440561913	4.05288545833875e-17	9.55646550573581e-15
IFNG	JAK2	MCF7	CTSS		0.0020831305814909	0.03711212860402788
IFNG	JAK2	MCF7	CXCL10		0.940848782063636	0.9812149601502641
IFNG	JAK2	MCF7	CTSB	-0.0248569608143614	0.149275252227957	0.5006126908548435
IFNG	JAK2	MCF7	IFI30		0.0049555626802668	0.06861614163678573
IFNG	JAK2	MCF7	CD44	0.139944180028118	0.479251663135504	0.791382200485548
IFNG	JAK2	MCF7	CTSL	0.0174298476890331	0.294493434590158	0.6648701394281319
IFNG	JAK2	MCF7	LAMP2	-0.113536575705646	0.0543263313350861	0.30224441243121813
IFNG	JAK2	MCF7	CTSD	0.0707088141550385	0.72628119391287	0.9116324301862344
IFNG	JAK2	MCF7	LAMP1	0.144749405954609	0.0590719845735545	0.3184802288676438
IFNG	NFKB1	A549	LAMP1	0.137955818340811	0.102313213435749	0.7430228506079043
IFNG	NFKB1	A549	B2M	0.0056631577028884	0.512244548134368	0.9272883375152735
IFNG	NFKB1	A549	CXCL10		0.002441679704072	0.24082820161657278
IFNG	NFKB1	A549	GBP2	0.0607914563665108	0.0120343208702574	0.4163972072083821
IFNG	NFKB1	A549	CTSB	0.283225306476745	0.907062387977371	0.9950325987764573
IFNG	NFKB1	A549	CD44	0.193232916372463	0.248191531502326	0.8348821554103452
IFNG	NFKB1	A549	CIITA	0.123205163846899	0.55886285510396	0.9395259405698209
IFNG	NFKB1	A549	CTSD	-0.0096261668579578	0.368694311519358	0.8871990998877748
IFNG	NFKB1	A549	LAMP2	0.0296338024310487	0.774252134830195	0.9766314744982818
IFNG	NFKB1	A549	GBP1	0.333683399809571	0.0544542764472676	0.6323033101407352
IFNG	NFKB1	A549	STAT1	0.110992068154375	0.27818265130045	0.8474102458907908
IFNG	NFKB1	A549	NLRC5	0.166488784876635	0.398031433980992	0.8935828598829405
IFNG	NFKB1	A549	TAP1	0.106011561794553	0.540213949562169	0.9363097789111642
IFNG	NFKB1	A549	CD74	0.0172692559430144	0.957373475226234	0.999999772529703
IFNG	NFKB1	A549	CTSL	0.169712812312154	0.151072291092744	0.7855660422593804
IFNG	NFKB1	A549	CTSS	0.172786843438644	0.161877590431062	0.7923842242559089
IFNG	NFKB1	A549	IFI30		0.577534369465985	0.9449645155345958
IFNG	NFKB1	A549	RFX5	-0.290542094226337	0.185225312923806	0.7979609734129839
IFNG	NFKB1	A549	TAP2	0.134577817690394	0.874231428175794	0.9891458548975763
IFNG	NFKB1	A549	IRF1	-0.0073221823876634	0.832205140911406	0.9817236531590051
IFNG	NFKB1	BXPC3	LAMP1	0.02608506822113	0.487237775306231	0.99996695723716
IFNG	NFKB1	BXPC3	B2M	0.291864685727016	0.118861241821579	0.99996695723716
IFNG	NFKB1	BXPC3	CXCL10	0.743849678863078	0.0746210737262901	0.99996695723716
IFNG	NFKB1	BXPC3	GBP2	0.279163219823884	0.437016594936624	0.99996695723716
IFNG	NFKB1	BXPC3	CTSB	0.435716644423301	0.231329569384503	0.99996695723716
IFNG	NFKB1	BXPC3	CD44	0.298717895209029	0.993487205351333	0.99996695723716
IFNG	NFKB1	BXPC3	CIITA	-0.0410184069651431	0.94338873899688	0.99996695723716
IFNG	NFKB1	BXPC3	CTSD	0.670340588132154	0.412108604183439	0.99996695723716
IFNG	NFKB1	BXPC3	LAMP2	0.97930470674035	0.0710842245661831	0.99996695723716
IFNG	NFKB1	BXPC3	GBP1	0.47837342100876	0.225689355777612	0.99996695723716
IFNG	NFKB1	BXPC3	STAT1	0.263911046918849	0.599700707625357	0.99996695723716
IFNG	NFKB1	BXPC3	NLRC5	0.0531786071858513	0.191722907039521	0.99996695723716
IFNG	NFKB1	BXPC3	TAP1	0.0841037520772235	0.593572608154848	0.99996695723716
IFNG	NFKB1	BXPC3	CD74		0.574756262519829	0.99996695723716
IFNG	NFKB1	BXPC3	CTSL	0.0294107402875983	0.952331632791247	0.99996695723716
IFNG	NFKB1	BXPC3	CTSS	0.572337131152372	0.211745751728717	0.99996695723716
IFNG	NFKB1	BXPC3	IFI30	0.900826317466922	0.2906365306826	0.99996695723716
IFNG	NFKB1	BXPC3	RFX5		0.898947611724053	0.99996695723716
IFNG	NFKB1	BXPC3	TAP2	0.51626816783887	0.612520919443683	0.99996695723716
IFNG	NFKB1	BXPC3	IRF1	0.0450228140213776	0.296098311846978	0.99996695723716
IFNG	NFKB1	HAP1	LAMP1	-0.076652997733881	0.457488573593703	0.999999928296393
IFNG	NFKB1	HAP1	B2M	0.19924575403162	0.326754200540301	0.999999928296393
IFNG	NFKB1	HAP1	CXCL10		0.998611337045145	0.999999928296393
IFNG	NFKB1	HAP1	GBP2	0.0258722083201399	0.0224543185999294	0.8758204904817917
IFNG	NFKB1	HAP1	CTSB	0.426770468577983	0.76688160611753	0.999999928296393
IFNG	NFKB1	HAP1	CD44		0.677950620463705	0.999999928296393
IFNG	NFKB1	HAP1	CIITA		0.589535351896884	0.999999928296393
IFNG	NFKB1	HAP1	CTSD		0.123149617953135	0.999999928296393
IFNG	NFKB1	HAP1	LAMP2	0.466528308077756	0.639668469929485	0.999999928296393
IFNG	NFKB1	HAP1	GBP1	0.352782132699872	0.371667917340563	0.999999928296393
IFNG	NFKB1	HAP1	STAT1	0.195669765800548	0.0894197981627942	0.999999928296393
IFNG	NFKB1	HAP1	NLRC5	0.340584550931519	0.921441956245303	0.999999928296393
IFNG	NFKB1	HAP1	TAP1	0.143141819726626	0.347003480939608	0.999999928296393
IFNG	NFKB1	HAP1	CD74		0.195778843709526	0.999999928296393
IFNG	NFKB1	HAP1	CTSL		0.811637731724752	0.999999928296393
IFNG	NFKB1	HAP1	CTSS		0.99450482055256	0.999999928296393
IFNG	NFKB1	HAP1	IFI30	0.184497498923249	0.510691725514887	0.999999928296393
IFNG	NFKB1	HAP1	RFX5		0.42778752482143	0.999999928296393
IFNG	NFKB1	HAP1	TAP2	0.133824399358644	0.731777502405173	0.999999928296393
IFNG	NFKB1	HAP1	IRF1	0.20036713515229	0.259149639013592	0.999999928296393
IFNG	NFKB1	HT29	LAMP1	0.102228923967524	0.86010553504508	0.9979208456086652
IFNG	NFKB1	HT29	B2M	0.157381844417535	0.757969982497845	0.9852267918000687
IFNG	NFKB1	HT29	CXCL10	-0.140508013302016	0.0191153458650799	0.4530685857256938
IFNG	NFKB1	HT29	GBP2	0.128884254136502	0.800672393842822	0.9931748772931889
IFNG	NFKB1	HT29	CTSB	0.799976502351641	0.0071240305714327	0.29820149430958043
IFNG	NFKB1	HT29	CD44	0.197134241220877	0.415826526629523	0.9187787552182812
IFNG	NFKB1	HT29	CIITA	0.0137675031871949	0.0099659362499607	0.35632374567046987
IFNG	NFKB1	HT29	CTSD	-0.0611867119576954	0.668926174025084	0.9727518189668274
IFNG	NFKB1	HT29	LAMP2	0.04955661406427	0.228787797242995	0.8389863624539061
IFNG	NFKB1	HT29	GBP1	0.275598522772525	0.188717780819375	0.8085312308183183
IFNG	NFKB1	HT29	STAT1	0.128639901037088	0.0651712608972174	0.6325041142514983
IFNG	NFKB1	HT29	NLRC5	0.24286667525058	0.645456074862714	0.9696940165079172
IFNG	NFKB1	HT29	TAP1	0.27918165627772	0.594228145329713	0.9590129236551189
IFNG	NFKB1	HT29	CD74	0.132768998482942	0.656162316304959	0.9724674994342138
IFNG	NFKB1	HT29	CTSL		0.621878294720615	0.9632746467953038
IFNG	NFKB1	HT29	CTSS	0.132356328043128	0.253614347286101	0.850871058650773
IFNG	NFKB1	HT29	IFI30	-0.163753661536559	0.184404380443237	0.8040518234671833
IFNG	NFKB1	HT29	RFX5	0.0224918111178547	0.806979311700232	0.9931748772931889
IFNG	NFKB1	HT29	TAP2	-0.0071928506351852	0.559068184027234	0.9508307784494765
IFNG	NFKB1	HT29	IRF1	0.130771206097653	0.768586290183105	0.986508100096798
IFNG	NFKB1	K562	LAMP1	0.404490137892348	2.17396790067476e-05	0.013324870396921512
IFNG	NFKB1	K562	B2M	-0.0230376431190125	0.960266231464821	0.9999636105724365
IFNG	NFKB1	K562	CXCL10		0.995366378504231	0.9999636105724365
IFNG	NFKB1	K562	GBP2		0.0025098603597607	0.2078708806917375
IFNG	NFKB1	K562	CTSB	0.107683463421339	0.397747313153679	0.937559273163744
IFNG	NFKB1	K562	CD44		0.0089465297594215	0.3491789572087812
IFNG	NFKB1	K562	CIITA		0.885849100701491	0.9999636105724365
IFNG	NFKB1	K562	CTSD		0.0237954537788576	0.5087336026536092
IFNG	NFKB1	K562	LAMP2	0.0303030536685898	0.883937653868016	0.9999636105724365
IFNG	NFKB1	K562	GBP1		0.940720405790801	0.9999636105724365
IFNG	NFKB1	K562	STAT1	0.186160479859163	0.0718787745045977	0.6974188732378496
IFNG	NFKB1	K562	NLRC5	-0.209617538656424	0.444106801300932	0.9451152014801821
IFNG	NFKB1	K562	TAP1	0.255486688588025	0.144818405821734	0.8111532247756524
IFNG	NFKB1	K562	CD74		0.995096254960433	0.9999636105724365
IFNG	NFKB1	K562	CTSL	0.105665542474248	0.94502630955945	0.9999636105724365
IFNG	NFKB1	K562	CTSS		0.295789245715789	0.9023576118465324
IFNG	NFKB1	K562	IFI30		0.275982114397355	0.8858551678704236
IFNG	NFKB1	K562	RFX5		0.959926118374244	0.9999636105724365
IFNG	NFKB1	K562	TAP2	0.0424160609931572	0.808947138252916	0.9999636105724365
IFNG	NFKB1	K562	IRF1	0.0584213702797242	0.448877079852856	0.9452313595849433
IFNG	NFKB1	MCF7	LAMP1	0.0443726265721467	0.75858675043342	0.9778927573921449
IFNG	NFKB1	MCF7	B2M	0.0443131700581914	0.0001644223952254	0.04297862760911438
IFNG	NFKB1	MCF7	CXCL10		0.41469059352453	0.9143743143013419
IFNG	NFKB1	MCF7	GBP2	-0.044339640730493	0.222519570805614	0.8211481139796634
IFNG	NFKB1	MCF7	CTSB	-0.246282418326916	0.980031925847053	0.9996847079219993
IFNG	NFKB1	MCF7	CD44	0.0886754846347118	0.903947323961072	0.9945580213238073
IFNG	NFKB1	MCF7	CIITA	0.0307200686913653	0.688430834221521	0.9686350035002048
IFNG	NFKB1	MCF7	CTSD	0.0012234217327911	0.010217171270953	0.40217223245893435
IFNG	NFKB1	MCF7	LAMP2	-0.0407699239157014	0.0139088839349039	0.4674832926500853
IFNG	NFKB1	MCF7	GBP1	-0.0031367860436173	0.374942222771066	0.8983696726022827
IFNG	NFKB1	MCF7	STAT1	-0.0521741028346061	0.998858851840958	0.9997649959788086
IFNG	NFKB1	MCF7	NLRC5	-0.0980285117048807	0.0820685203580316	0.6899775579558836
IFNG	NFKB1	MCF7	TAP1	-0.0345764150339765	0.205010201786829	0.8211481139796634
IFNG	NFKB1	MCF7	CD74	-0.102170020366256	0.148212647017901	0.778463197936151
IFNG	NFKB1	MCF7	CTSL	-0.264921322224973	0.66603776283641	0.9657285280589598
IFNG	NFKB1	MCF7	CTSS		0.308799791726714	0.8740076021875802
IFNG	NFKB1	MCF7	IFI30		0.504464034555864	0.9356853185233092
IFNG	NFKB1	MCF7	RFX5	-0.0609700688267103	0.381173108059513	0.9003155629668816
IFNG	NFKB1	MCF7	TAP2	0.0316527133884201	0.195279862291664	0.8114192498380565
IFNG	NFKB1	MCF7	IRF1	-0.0808882464143035	0.972985964257882	0.9996847079219993
IFNG	RFX5	A549	CD74	-1.4077019485147	9.97226591113507e-08	0.0007863131670930003
IFNG	RFX5	A549	RFX5	-1.45007134343267	6.79439464208976e-05	0.14510206720058058
IFNG	RFX5	A549	B2M	0.369086102844717	0.0083812402322183	0.7266419456995051
IFNG	RFX5	A549	CTSS	-0.171671101769366	0.496974231001534	0.986055490857451
IFNG	RFX5	A549	CXCL10		0.0120208582046293	0.8057917299687823
IFNG	RFX5	A549	GBP1	0.185077293589123	0.115977260429416	0.9316498114545979
IFNG	RFX5	A549	IRF1	0.154563470256079	0.331441577724752	0.9629933104769378
IFNG	RFX5	A549	TAP1	0.297800387650817	0.0085766807999922	0.7266419456995051
IFNG	RFX5	A549	LAMP1	0.167258782658912	0.54876675388624	0.986055490857451
IFNG	RFX5	A549	NLRC5	0.109172594071363	0.631727996846224	0.9877009714791981
IFNG	RFX5	A549	CIITA	0.0839027849931986	0.647178890233225	0.9877009714791981
IFNG	RFX5	A549	CD44	0.0363647593139438	0.393608564113287	0.9789745486181395
IFNG	RFX5	A549	GBP2	0.0211650917618786	0.560052633593788	0.986055490857451
IFNG	RFX5	A549	CTSL	0.342378619673457	0.139354036709497	0.9316498114545979
IFNG	RFX5	A549	CTSB	0.105039135195284	0.992204720430316	0.999946646745844
IFNG	RFX5	A549	IFI30		0.821674740389399	0.9954708029700149
