script	command	returncode	contains_usage	stdout_summary
package_id_validator	python3 scripts/v52_validate_package_id.py --help	0	True	usage: v52_validate_package_id.py [-h] package_id |  | positional arguments: |   package_id |  | options: |   -h, --help  show this help message and exit
route_classifier	python3 scripts/v52_package_route_classifier.py --help	0	True	usage: v52_package_route_classifier.py [-h] --manifests MANIFESTS |                                        [--classifier CLASSIFIER] --out OUT |  | options: |   -h, --help            show this help message and exit |   --manifests MANIFESTS |   --classifier CLASSIFIER |   --out OUT
intake_safety_audit	python3 scripts/v52_received_intake_safety_audit.py --help	0	True	usage: v52_received_intake_safety_audit.py [-h] [--intake-root INTAKE_ROOT] |                                            [--out OUT] [--max-bytes MAX_BYTES] |                                            [--all-files] [--fail-on-error] |  | options: |   -h, --help            show this help message and exit |   --intake-root INTAKE_ROOT |   --out OUT |   --max-bytes MAX_BYTES |   --all-files |   --fail-on-error
route_output_schema_audit	python3 scripts/v52_route_output_schema_audit.py --help	0	True	usage: v52_route_output_schema_audit.py [-h] [--scan-root SCAN_ROOT] |                                         [--out OUT] [--all-files] |                                         [--fail-on-error] |  | options: |   -h, --help            show this help message and exit |   --scan-root SCAN_ROOT |   --out OUT |   --all-files |   --fail-on-error
