module	gse180759_mean_active_minus_inactive	gse180759_all_pairs_same_direction	gse180759_exact_p	gse180759_max_t_p	gse279972_foamy_adjusted_beta	gse279972_donor_wild_p	gse279972_bh_q	gse279972_max_t_p	cross_context_direction_concordant	outcome
receptor_cd44_cxcr4	1.1478559858469022	True	0.25	0.25	0.02458749007119243	0.9120302932323558	0.9719000936663544	1.0	True	inconclusive
hla_regulatory	0.7748810875221283	True	0.25	0.75	-0.12104979852585934	0.5410481965060117	0.8115722947590175	0.9893533688221039	False	not_supported
ifn_apc_unique	0.2837206202533444	False	0.75	1.0	-0.1608505718852411	0.4662517791607361	0.8115722947590175	0.9569234769217436	False	not_supported
lysosomal_unique	0.26257691938357225	False	0.75	1.0	0.49325040050509955	0.004516651611161296	0.027099909666967778	0.049996500011666625	False	not_supported
complement_phagocytosis	0.06831207913799735	False	0.75	1.0	-0.007753224950969945	0.9719000936663544	0.9719000936663544	1.0	False	not_supported
lipid_repair	0.9966620926813841	True	0.25	0.5	0.39423478582905724	0.024936583544721516	0.07480975063416455	0.2228892570358099	True	inconclusive
