left_out_donor	module	status	foamy_adjusted_beta
MS01	receptor_cd44_cxcr4	estimated	-0.002282416654592977
MS01	hla_regulatory	estimated	-0.10456850304458477
MS01	ifn_apc_unique	estimated	-0.1613317531209063
MS01	lysosomal_unique	estimated	0.477374540087114
MS01	complement_phagocytosis	estimated	0.04233004146248841
MS01	lipid_repair	estimated	0.4502147760278813
MS02	receptor_cd44_cxcr4	estimated	-0.003971280767210943
MS02	hla_regulatory	estimated	-0.1539659636117583
MS02	ifn_apc_unique	estimated	-0.17207512626733415
MS02	lysosomal_unique	estimated	0.5314028410434077
MS02	complement_phagocytosis	estimated	0.057222723357638956
MS02	lipid_repair	estimated	0.4106151181057754
MS03	receptor_cd44_cxcr4	estimated	0.011504789045503309
MS03	hla_regulatory	estimated	-0.16905477040341554
MS03	ifn_apc_unique	estimated	-0.1956927972237014
MS03	lysosomal_unique	estimated	0.4696768548059252
MS03	complement_phagocytosis	estimated	-0.005081924106850951
MS03	lipid_repair	estimated	0.35793375791537724
MS05	receptor_cd44_cxcr4	estimated	0.010086985614478041
MS05	hla_regulatory	estimated	-0.12810403743388513
MS05	ifn_apc_unique	estimated	-0.13491808253656845
MS05	lysosomal_unique	estimated	0.4501552451004707
MS05	complement_phagocytosis	estimated	-0.04739934362335473
MS05	lipid_repair	estimated	0.33346654021391275
MS06	receptor_cd44_cxcr4	estimated	0.057360939907323986
MS06	hla_regulatory	estimated	-0.12755032748541895
MS06	ifn_apc_unique	estimated	-0.1744777006651853
MS06	lysosomal_unique	estimated	0.5190335166510183
MS06	complement_phagocytosis	estimated	0.027288222914556133
MS06	lipid_repair	estimated	0.41795962858490815
MS08	receptor_cd44_cxcr4	estimated	0.10755708925433675
MS08	hla_regulatory	estimated	-0.02600648625685873
MS08	ifn_apc_unique	estimated	-0.1379804444929833
MS08	lysosomal_unique	estimated	0.5294305447085121
MS08	complement_phagocytosis	estimated	0.00022942222739520974
MS08	lipid_repair	estimated	0.36411596405008423
MS09	receptor_cd44_cxcr4	estimated	0.09960009923570677
MS09	hla_regulatory	estimated	-0.13629817084816162
MS09	ifn_apc_unique	estimated	-0.14161221976960564
MS09	lysosomal_unique	estimated	0.5142181165689292
MS09	complement_phagocytosis	estimated	0.021758638156598075
MS09	lipid_repair	estimated	0.37631521123152517
MS10	receptor_cd44_cxcr4	estimated	0.0011437069779689094
MS10	hla_regulatory	estimated	-0.09302057244229862
MS10	ifn_apc_unique	estimated	-0.19618567925202804
MS10	lysosomal_unique	estimated	0.508547872563536
MS10	complement_phagocytosis	estimated	-0.05732218518208122
MS10	lipid_repair	estimated	0.3695084671284334
MS13	receptor_cd44_cxcr4	estimated	-0.036126271286316305
MS13	hla_regulatory	estimated	-0.1050059998956009
MS13	ifn_apc_unique	estimated	-0.061163975274638065
MS13	lysosomal_unique	estimated	0.3839098670487987
MS13	complement_phagocytosis	estimated	-0.06475299286275926
MS13	lipid_repair	estimated	0.3250355658401974
MS15	receptor_cd44_cxcr4	estimated	0.0166438377449893
MS15	hla_regulatory	estimated	-0.1591456307226725
MS15	ifn_apc_unique	estimated	-0.19677928657908086
MS15	lysosomal_unique	estimated	0.45519427025788434
MS15	complement_phagocytosis	estimated	-0.03377905803614214
MS15	lipid_repair	estimated	0.3140634531158717
MS16	receptor_cd44_cxcr4	estimated	0.038646746646147416
MS16	hla_regulatory	estimated	-0.10614668033930219
MS16	ifn_apc_unique	estimated	-0.1220978270819973
MS16	lysosomal_unique	estimated	0.49841772866646783
MS16	complement_phagocytosis	estimated	0.006845926831240907
MS16	lipid_repair	estimated	0.37458452633084893
MS17	receptor_cd44_cxcr4	estimated	0.008708052771889829
MS17	hla_regulatory	estimated	-0.13231011283769667
MS17	ifn_apc_unique	estimated	-0.2268427949334061
MS17	lysosomal_unique	estimated	0.5229723278183445
MS17	complement_phagocytosis	estimated	0.03124874727527373
MS17	lipid_repair	estimated	0.43544170820080247
MS18	receptor_cd44_cxcr4	estimated	-0.058565544917305035
MS18	hla_regulatory	estimated	-0.05190061098995155
MS18	ifn_apc_unique	estimated	-0.3606088264995874
MS18	lysosomal_unique	estimated	0.5864049402033067
MS18	complement_phagocytosis	estimated	-0.05119463841593727
MS18	lipid_repair	estimated	0.46081140753414807
MS19	receptor_cd44_cxcr4	estimated	0.04894917345764272
MS19	hla_regulatory	estimated	-0.06920074368989583
MS19	ifn_apc_unique	estimated	-0.20126639854327744
MS19	lysosomal_unique	estimated	0.5215736198717585
MS19	complement_phagocytosis	estimated	0.023196478811578828
MS19	lipid_repair	estimated	0.43971673806215744
MS20	receptor_cd44_cxcr4	estimated	0.10653830409705194
MS20	hla_regulatory	estimated	-0.12408709392928889
MS20	ifn_apc_unique	estimated	-0.12890704133051728
MS20	lysosomal_unique	estimated	0.4655560320030241
MS20	complement_phagocytosis	estimated	-0.05861680996348767
MS20	lipid_repair	estimated	0.45725613881358856
MS21	receptor_cd44_cxcr4	estimated	0.04817902440828484
MS21	hla_regulatory	estimated	-0.16771584498196954
MS21	ifn_apc_unique	estimated	-0.08341159109832044
MS21	lysosomal_unique	estimated	0.4603226870733307
MS21	complement_phagocytosis	estimated	-0.024820378568516505
MS21	lipid_repair	estimated	0.43229839268416825
MS23	receptor_cd44_cxcr4	estimated	-0.10865586246254381
MS23	hla_regulatory	estimated	-0.25303664493710304
MS23	ifn_apc_unique	estimated	-0.12978477416003545
MS23	lysosomal_unique	estimated	0.4668154977321004
MS23	complement_phagocytosis	estimated	-0.15494797946013042
MS23	lipid_repair	estimated	0.3971494256590588
MS25	receptor_cd44_cxcr4	estimated	0.030751136589721215
MS25	hla_regulatory	estimated	-0.09330035950858113
MS25	ifn_apc_unique	estimated	-0.13580536958364806
MS25	lysosomal_unique	estimated	0.5146308771830018
MS25	complement_phagocytosis	estimated	0.02774173399384437
MS25	lipid_repair	estimated	0.412621096752902
MS26	receptor_cd44_cxcr4	estimated	0.03637989907840892
MS26	hla_regulatory	estimated	-0.05603552767688746
MS26	ifn_apc_unique	estimated	-0.15439499297650522
MS26	lysosomal_unique	estimated	0.5193319200528038
MS26	complement_phagocytosis	estimated	0.04171690801345157
MS26	lipid_repair	estimated	0.4284946814915974
MS27	receptor_cd44_cxcr4	estimated	0.13329539472309623
MS27	hla_regulatory	estimated	-0.17633548084698122
MS27	ifn_apc_unique	estimated	-0.09848505640199975
MS27	lysosomal_unique	estimated	0.5213834772838619
MS27	complement_phagocytosis	estimated	0.10310266237244063
MS27	lipid_repair	estimated	0.36515001431491984
MS28	receptor_cd44_cxcr4	estimated	-0.020796971674735803
MS28	hla_regulatory	estimated	-0.11297403210023177
MS28	ifn_apc_unique	estimated	-0.15559799638522065
MS28	lysosomal_unique	estimated	0.4477335166999773
MS28	complement_phagocytosis	estimated	-0.032602866683094305
MS28	lipid_repair	estimated	0.3800772513613588
