link	target	check	status	detail
EXTERNAL_LAYER_READER_BRIEF_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/EXTERNAL_LAYER_READER_BRIEF_V48.md	local_target_exists	PASS	
catalogs/indexes/EXTERNAL_KNOWLEDGE_INDEX.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/EXTERNAL_KNOWLEDGE_INDEX.md	local_target_exists	PASS	
catalogs/indexes/EXTERNAL_RESOURCE_CATEGORY_ROLLUP.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/EXTERNAL_RESOURCE_CATEGORY_ROLLUP.md	local_target_exists	PASS	
catalogs/indexes/EXTERNAL_RESOURCE_COMPARATOR_MATRIX_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/EXTERNAL_RESOURCE_COMPARATOR_MATRIX_V48.md	local_target_exists	PASS	
catalogs/indexes/V49_COMPARATOR_MATRIX_REVIEW.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/V49_COMPARATOR_MATRIX_REVIEW.md	local_target_exists	PASS	
catalogs/indexes/V49_ABSENT_RESOURCE_INTAKE_CANDIDATES.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/V49_ABSENT_RESOURCE_INTAKE_CANDIDATES.md	local_target_exists	PASS	
catalogs/indexes/V49_ABSENT_RESOURCE_ROUTING_AUDIT.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/V49_ABSENT_RESOURCE_ROUTING_AUDIT.md	local_target_exists	PASS	
catalogs/indexes/EXTERNAL_RESOURCE_ACCESS_TIER_ROLLUP.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/EXTERNAL_RESOURCE_ACCESS_TIER_ROLLUP.md	local_target_exists	PASS	
catalogs/indexes/EXTERNAL_SOURCE_DOMAIN_ROLLUP.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/EXTERNAL_SOURCE_DOMAIN_ROLLUP.md	local_target_exists	PASS	
catalogs/indexes/SOURCE_DOMAIN_REVIEW_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/SOURCE_DOMAIN_REVIEW_V48.md	local_target_exists	PASS	
catalogs/indexes/SOURCE_DOMAIN_RELATIONSHIP_ROLLUP_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/SOURCE_DOMAIN_RELATIONSHIP_ROLLUP_V48.md	local_target_exists	PASS	
catalogs/indexes/SOURCE_DOMAIN_INDEPENDENCE_ROLLUP_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/SOURCE_DOMAIN_INDEPENDENCE_ROLLUP_V48.md	local_target_exists	PASS	
catalogs/indexes/SOURCE_URL_DUPLICATE_REVIEW_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/SOURCE_URL_DUPLICATE_REVIEW_V48.md	local_target_exists	PASS	
catalogs/indexes/SOURCE_TERMS_COVERAGE_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/SOURCE_TERMS_COVERAGE_V48.md	local_target_exists	PASS	
catalogs/indexes/SOURCE_TERMS_REVIEW_QUEUE_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/SOURCE_TERMS_REVIEW_QUEUE_V48.md	local_target_exists	PASS	
catalogs/indexes/HIGH_PRIORITY_SOURCE_TERMS_PACKET_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/HIGH_PRIORITY_SOURCE_TERMS_PACKET_V48.md	local_target_exists	PASS	
catalogs/indexes/V49_SOURCE_TERMS_FOLLOWUP.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/V49_SOURCE_TERMS_FOLLOWUP.md	local_target_exists	PASS	
catalogs/indexes/V48_GOVERNANCE_NAVIGATION.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/V48_GOVERNANCE_NAVIGATION.md	local_target_exists	PASS	
catalogs/indexes/GOVERNANCE_FAILURE_MODE_MATRIX_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/GOVERNANCE_FAILURE_MODE_MATRIX_V48.md	local_target_exists	PASS	
catalogs/indexes/V48_EXTERNAL_SYNTHESIS_DEPENDENCY_GRAPH.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/V48_EXTERNAL_SYNTHESIS_DEPENDENCY_GRAPH.md	local_target_exists	PASS	
catalogs/indexes/V48_EVIDENCE_BOUNDARY_GLOSSARY.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/V48_EVIDENCE_BOUNDARY_GLOSSARY.md	local_target_exists	PASS	
catalogs/indexes/V48_PREFLIGHT_SUMMARY_CARD.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/V48_PREFLIGHT_SUMMARY_CARD.md	local_target_exists	PASS	
catalogs/indexes/V48_EXTERNAL_GOVERNANCE_HANDOFF.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/V48_EXTERNAL_GOVERNANCE_HANDOFF.md	local_target_exists	PASS	
catalogs/indexes/V48_AI_CORE_TOOLING_HEALTH.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/V48_AI_CORE_TOOLING_HEALTH.md	local_target_exists	PASS	
catalogs/indexes/V48_MODEL_LENS_USAGE_BOUNDARY.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/V48_MODEL_LENS_USAGE_BOUNDARY.md	local_target_exists	PASS	
catalogs/indexes/EXTERNAL_SOURCE_URL_REACHABILITY.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/EXTERNAL_SOURCE_URL_REACHABILITY.md	local_target_exists	PASS	
catalogs/indexes/V50_SOURCE_REACHABILITY_DELTA.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/V50_SOURCE_REACHABILITY_DELTA.md	local_target_exists	PASS	
synthesis/CONVERGENCE_CONTRADICTION_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md	local_target_exists	PASS	
synthesis/CONVERGENCE_CONTRADICTION_V50.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V50.md	local_target_exists	PASS	
synthesis/CONVERGENCE_DECISION_TABLE_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/CONVERGENCE_DECISION_TABLE_V48.md	local_target_exists	PASS	
synthesis/CONVERGENCE_CONTRADICTION_EXECUTIVE_CARD_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_EXECUTIVE_CARD_V48.md	local_target_exists	PASS	
synthesis/CONVERGENCE_SOURCE_INDEPENDENCE_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/CONVERGENCE_SOURCE_INDEPENDENCE_V48.md	local_target_exists	PASS	
synthesis/V49_SOURCE_INDEPENDENCE_DELTA.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V49_SOURCE_INDEPENDENCE_DELTA.md	local_target_exists	PASS	
synthesis/V50_SOURCE_INDEPENDENCE_DELTA.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V50_SOURCE_INDEPENDENCE_DELTA.md	local_target_exists	PASS	
synthesis/V50_GWAS_CATALOG_ALLELE_ROUTING.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V50_GWAS_CATALOG_ALLELE_ROUTING.md	local_target_exists	PASS	
synthesis/V50_ALLELE_HARMONIZATION_CHECKLIST.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V50_ALLELE_HARMONIZATION_CHECKLIST.md	local_target_exists	PASS	
synthesis/V50_GSE255952_METADATA_SCOUT.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V50_GSE255952_METADATA_SCOUT.md	local_target_exists	PASS	
synthesis/V50_GSE255952_IMPORT_CHECKLIST.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V50_GSE255952_IMPORT_CHECKLIST.md	local_target_exists	PASS	
synthesis/V50_ZERO_CONTRADICTION_SPECIFICITY_AUDIT.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V50_ZERO_CONTRADICTION_SPECIFICITY_AUDIT.md	local_target_exists	PASS	
synthesis/V50_REMAINING_SOURCE_SEARCH_PACKET.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V50_REMAINING_SOURCE_SEARCH_PACKET.md	local_target_exists	PASS	
synthesis/V50_TB_MONITORING_SOURCE_SEARCH_RESULTS.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V50_TB_MONITORING_SOURCE_SEARCH_RESULTS.md	local_target_exists	PASS	
synthesis/V50_EBV_SPECIFICITY_SOURCE_SEARCH_RESULTS.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V50_EBV_SPECIFICITY_SOURCE_SEARCH_RESULTS.md	local_target_exists	PASS	
synthesis/V50_CANDIDATE_SOURCE_PARKING_QUEUE.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V50_CANDIDATE_SOURCE_PARKING_QUEUE.md	local_target_exists	PASS	
synthesis/V49_RELATIONSHIP_PROVENANCE_AUDIT.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V49_RELATIONSHIP_PROVENANCE_AUDIT.md	local_target_exists	PASS	
synthesis/V49_CORROBORATION_STRENGTH_TIERS.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V49_CORROBORATION_STRENGTH_TIERS.md	local_target_exists	PASS	
synthesis/DECISION_RELEVANT_CONVERGENCES_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/DECISION_RELEVANT_CONVERGENCES_V48.md	local_target_exists	PASS	
synthesis/CONTRADICTION_READINESS_PLAYBOOK_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/CONTRADICTION_READINESS_PLAYBOOK_V48.md	local_target_exists	PASS	
synthesis/CONTRADICTION_SURVEILLANCE_CHECKLIST_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/CONTRADICTION_SURVEILLANCE_CHECKLIST_V48.md	local_target_exists	PASS	
synthesis/V49_CONTRADICTION_SURVEILLANCE_SHORTLIST.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V49_CONTRADICTION_SURVEILLANCE_SHORTLIST.md	local_target_exists	PASS	
synthesis/V49_CONTRADICTION_ROUTING_AUDIT.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V49_CONTRADICTION_ROUTING_AUDIT.md	local_target_exists	PASS	
synthesis/V49_CONTRADICTION_EVIDENCE_TYPES.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V49_CONTRADICTION_EVIDENCE_TYPES.md	local_target_exists	PASS	
synthesis/V49_ZERO_CONTRADICTION_CAVEAT.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V49_ZERO_CONTRADICTION_CAVEAT.md	local_target_exists	PASS	
synthesis/V37_FINDING_EXTERNAL_COVERAGE_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V37_FINDING_EXTERNAL_COVERAGE_V48.md	local_target_exists	PASS	
synthesis/V37_UNCOVERED_FINDING_RATIONALE_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V37_UNCOVERED_FINDING_RATIONALE_V48.md	local_target_exists	PASS	
synthesis/V37_EXTERNAL_COVERAGE_GAP_PRIORITY_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V37_EXTERNAL_COVERAGE_GAP_PRIORITY_V48.md	local_target_exists	PASS	
synthesis/HIGH_PRIORITY_EXTERNAL_SOURCING_PLAN_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/HIGH_PRIORITY_EXTERNAL_SOURCING_PLAN_V48.md	local_target_exists	PASS	
synthesis/HIGH_PRIORITY_SOURCE_SEARCH_QUERIES_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/HIGH_PRIORITY_SOURCE_SEARCH_QUERIES_V48.md	local_target_exists	PASS	
templates/HIGH_PRIORITY_SOURCE_INTAKE_CHECKLIST_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/HIGH_PRIORITY_SOURCE_INTAKE_CHECKLIST_V48.md	local_target_exists	PASS	
templates/SOURCE_INTAKE_OPERATOR_QUICKSTART_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/SOURCE_INTAKE_OPERATOR_QUICKSTART_V48.md	local_target_exists	PASS	
templates/SOURCE_INTAKE_PACKAGE_MANIFEST_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/SOURCE_INTAKE_PACKAGE_MANIFEST_V48.md	local_target_exists	PASS	
templates/EXTERNAL_INTAKE_ONE_PAGE_CHECKLIST_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/EXTERNAL_INTAKE_ONE_PAGE_CHECKLIST_V48.md	local_target_exists	PASS	
templates/SOURCE_HIT_ACCEPTANCE_DECISION_TREE_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/SOURCE_HIT_ACCEPTANCE_DECISION_TREE_V48.md	local_target_exists	PASS	
templates/SOURCE_HIT_ACCESS_TERMS_PARKING_QUEUE_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/SOURCE_HIT_ACCESS_TERMS_PARKING_QUEUE_V48.md	local_target_exists	PASS	
templates/SOURCE_DEDUPLICATION_INTAKE_CHECKLIST_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/SOURCE_DEDUPLICATION_INTAKE_CHECKLIST_V48.md	local_target_exists	PASS	
templates/PARKED_SOURCE_RELEASE_CHECKLIST_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/PARKED_SOURCE_RELEASE_CHECKLIST_V48.md	local_target_exists	PASS	
templates/PARKED_SOURCE_FUTURE_GROUNDING_HANDOFF_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/PARKED_SOURCE_FUTURE_GROUNDING_HANDOFF_V48.md	local_target_exists	PASS	
templates/SOURCE_INTAKE_AUDIT_LOG_TEMPLATE_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/SOURCE_INTAKE_AUDIT_LOG_TEMPLATE_V48.md	local_target_exists	PASS	
templates/SOURCE_INTAKE_DECISION_ERROR_TAXONOMY_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/SOURCE_INTAKE_DECISION_ERROR_TAXONOMY_V48.md	local_target_exists	PASS	
templates/SOURCE_INTAKE_REPRODUCIBILITY_CHECKLIST_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/SOURCE_INTAKE_REPRODUCIBILITY_CHECKLIST_V48.md	local_target_exists	PASS	
templates/SOURCE_INTAKE_STOP_GO_SCORECARD_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/SOURCE_INTAKE_STOP_GO_SCORECARD_V48.md	local_target_exists	PASS	
templates/SOURCE_INTAKE_REVIEWER_HANDOFF_CHECKLIST_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/SOURCE_INTAKE_REVIEWER_HANDOFF_CHECKLIST_V48.md	local_target_exists	PASS	
catalogs/indexes/V48_SOURCE_INTAKE_CONTROLS_COVERAGE.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/V48_SOURCE_INTAKE_CONTROLS_COVERAGE.md	local_target_exists	PASS	
catalogs/indexes/V48_ACTIVE_TIME_ACCOUNTING_AUDIT.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/V48_ACTIVE_TIME_ACCOUNTING_AUDIT.md	local_target_exists	PASS	
templates/RELATIONSHIP_ROW_CANDIDATE_TEMPLATE_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/RELATIONSHIP_ROW_CANDIDATE_TEMPLATE_V48.md	local_target_exists	PASS	
templates/CONTRADICTION_TRIAGE_MINI_TEMPLATE_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/templates/CONTRADICTION_TRIAGE_MINI_TEMPLATE_V48.md	local_target_exists	PASS	
synthesis/UNRESOLVED_EXTERNAL_COVERAGE_HANDOFF_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/UNRESOLVED_EXTERNAL_COVERAGE_HANDOFF_V48.md	local_target_exists	PASS	
synthesis/V49_UNRESOLVED_ACTION_RECONCILIATION.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V49_UNRESOLVED_ACTION_RECONCILIATION.md	local_target_exists	PASS	
synthesis/FUTURE_GROUNDING_QUEUE_V48.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md	local_target_exists	PASS	
synthesis/V49_RELATIONSHIP_DELTA_NOTE.md	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/V49_RELATIONSHIP_DELTA_NOTE.md	local_target_exists	PASS	
