gene	candidate_class	n_expression_diseases_tested	n_expr_fdr10_positive_diseases	n_expr_trend_or_better_diseases	n_expr_negative_trend_diseases	n_resid_state_support_diseases	n_raw_state_support_diseases	median_resid_spearman_r	median_raw_spearman_r	expression_supporting_diseases	resid_state_supporting_diseases	raw_state_supporting_diseases	negative_diseases	best_expression_details	priority_score
CD74	state_markers_positive_controls	7	1	5	0	5	6	0.5393478260869565	0.8756088193818417	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Crohn disease;Sjogren syndrome;psoriasis;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis		"[{""analysis"": ""ibd_crohn_epithelial"", ""disease_name"": ""Crohn disease"", ""compartment"": ""colon epithelial"", ""role"": ""tissue_resident"", ""gene"": ""CD74"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""detection_fraction"", ""n_case_donors"": 6.0, ""n_control_donors"": 6.0, ""mean_case"": 0.5253054273220389, ""mean_control"": 0.16562127961984088, ""delta_case_minus_control"": 0.35968414770219803, ""hedges_g"": 2.0201422728492724, ""welch_t"": 3.7905714763503267, ""p"": 0.003540360352713075, ""fdr"": 0.13340794454193738, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""GSE111972_MS_WM_microglia"", ""disease_name"": ""MS"", ""compartment"": ""white matter microglia"", ""role"": ""ms_anchor"", ""gene"": ""CD74"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""bulk_log2_expression"", ""n_case_donors"": NaN, ""n_control_donors"": NaN, ""mean_case"": 16.914341471134943, ""mean_control"": 16.65895076923426, ""delta_case_minus_control"": 0.2553907019006836, ""hedges_g"": 0.5415320486815584, ""welch_t"": 1.2765617875849604, ""p"": 0.2187160729350419, ""fdr"": 0.8993702893651148, ""positive_fdr10"": false, ""positive_trend"": false, ""negative_trend"": false, ""score"": 0}, {""analysis"": ""sjogren_gland_epithelial"", ""disease_name"": ""Sjogren syndrome"", ""compartment"": ""salivary gland epithelial"", ""role"": ""tissue_resident"", ""gene"": ""CD74"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 11.0, ""n_control_donors"": 14.0, ""mean_case"": 0.5067689611389736, ""mean_control"": 0.2270295191292686, ""delta_case_minus_control"": 0.279739442009705, ""hedges_g"": 1.4896042625574766, ""welch_t"": 3.682749208835932, ""p"": 0.0017261096433971788, ""fdr"": 0.30724751652469784, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""psoriasis_keratinocyte"", ""disease_name"": ""psoriasis"", ""compartment"": ""skin keratinocyte"", ""role"": ""tissue_resident"", ""gene"": ""CD74"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""detection_fraction"", ""n_case_donors"": 3.0, ""n_control_donors"": 3.0, ""mean_case"": 0.3499231138564322, ""mean_control"": 0.15377220365520564, ""delta_case_minus_control"": 0.19615091020122657, ""hedges_g"": 1.8257555236208605, ""welch_t"": 2.7951058924618923, ""p"": 0.07276001624985978, ""fdr"": 0.40180175695523584, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""ra_blood_myeloid"", ""disease_name"": ""rheumatoid arthritis"", ""compartment"": ""blood myeloid/APC"", ""role"": ""myeloid_apc"", ""gene"": ""CD74"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 18.0, ""n_control_donors"": 18.0, ""mean_case"": 1.5139911497807648, ""mean_control"": 1.6436033908911265, ""delta_case_minus_control"": -0.12961224111036174, ""hedges_g"": -0.24603924469327335, ""welch_t"": -0.7548931371270886, ""p"": 0.4556774861274621, ""fdr"": 0.9958397379647306, ""positive_fdr10"": false, ""positive_trend"": false, ""negative_trend"": false, ""score"": 0}, {""analysis"": ""t1d_ductal_cell"", ""disease_name"": ""type 1 diabetes mellitus"", ""compartment"": ""pancreatic ductal cell"", ""role"": ""tissue_resident"", ""gene"": ""CD74"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 5.0, ""n_control_donors"": 19.0, ""mean_case"": 1.271755775419867, ""mean_control"": 0.8061292877114482, ""delta_case_minus_control"": 0.46562648770841875, ""hedges_g"": 1.2935455229092916, ""welch_t"": 4.333339186527828, ""p"": 0.0003750088782009408, ""fdr"": 0.04658969619189541, ""positive_fdr10"": true, ""positive_trend"": true, ""negative_trend"": false, ""score"": 3}, {""analysis"": ""ibd_uc_epithelial"", ""disease_name"": ""ulcerative colitis"", ""compartment"": ""colon epithelial"", ""role"": ""tissue_resident"", ""gene"": ""CD74"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 6.0, ""n_control_donors"": 6.0, ""mean_case"": 0.8984498787294449, ""mean_control"": 0.28416070927424114, ""delta_case_minus_control"": 0.6142891694552037, ""hedges_g"": 1.5186346777365483, ""welch_t"": 2.849548454973664, ""p"": 0.01729388512940788, ""fdr"": 0.23231089004675043, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}]"	17.5
HLA-DRB1	state_markers_positive_controls	6	0	5	0	5	5	0.5595158895158895	0.8009152279860735	Crohn disease;MS;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	Crohn disease;Sjogren syndrome;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis	Crohn disease;Sjogren syndrome;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis		"[{""analysis"": ""ibd_crohn_epithelial"", ""disease_name"": ""Crohn disease"", ""compartment"": ""colon epithelial"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DRB1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""detection_fraction"", ""n_case_donors"": 6.0, ""n_control_donors"": 6.0, ""mean_case"": 0.22419819295608567, ""mean_control"": 0.05814437655316027, ""delta_case_minus_control"": 0.1660538164029254, ""hedges_g"": 1.5877236405365809, ""welch_t"": 2.9791861816032146, ""p"": 0.014796291539510826, ""fdr"": 0.19334420087216828, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""GSE111972_MS_WM_microglia"", ""disease_name"": ""MS"", ""compartment"": ""white matter microglia"", ""role"": ""ms_anchor"", ""gene"": ""HLA-DRB1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""bulk_log2_expression"", ""n_case_donors"": NaN, ""n_control_donors"": NaN, ""mean_case"": 14.397496173279924, ""mean_control"": 13.850628434494496, ""delta_case_minus_control"": 0.5468677387854282, ""hedges_g"": 0.8375223417578668, ""welch_t"": 2.023008448915905, ""p"": 0.057765674762618, ""fdr"": 0.8989378106274888, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""sjogren_gland_epithelial"", ""disease_name"": ""Sjogren syndrome"", ""compartment"": ""salivary gland epithelial"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DRB1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 11.0, ""n_control_donors"": 14.0, ""mean_case"": 0.24103352145783558, ""mean_control"": 0.07529260458526991, ""delta_case_minus_control"": 0.16574091687256565, ""hedges_g"": 1.0742713894843126, ""welch_t"": 2.510583946124903, ""p"": 0.026928662955629068, ""fdr"": 0.41039385832845443, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""ra_blood_myeloid"", ""disease_name"": ""rheumatoid arthritis"", ""compartment"": ""blood myeloid/APC"", ""role"": ""myeloid_apc"", ""gene"": ""HLA-DRB1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 18.0, ""n_control_donors"": 18.0, ""mean_case"": 0.702686163406789, ""mean_control"": 0.8185614196522198, ""delta_case_minus_control"": -0.11587525624543082, ""hedges_g"": -0.3218751530413537, ""welch_t"": -0.9875714922859717, ""p"": 0.3304150865863244, ""fdr"": 0.9958397379647306, ""positive_fdr10"": false, ""positive_trend"": false, ""negative_trend"": false, ""score"": 0}, {""analysis"": ""t1d_endothelial_cell"", ""disease_name"": ""type 1 diabetes mellitus"", ""compartment"": ""pancreatic endothelial cell"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DRB1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""detection_fraction"", ""n_case_donors"": 5.0, ""n_control_donors"": 17.0, ""mean_case"": 0.4034121668658174, ""mean_control"": 0.24945062469464113, ""delta_case_minus_control"": 0.15396154217117625, ""hedges_g"": 0.8208393704534969, ""welch_t"": 2.8077585223047583, ""p"": 0.010885960531000839, ""fdr"": 0.8042697267718293, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""ibd_uc_epithelial"", ""disease_name"": ""ulcerative colitis"", ""compartment"": ""colon epithelial"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DRB1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 6.0, ""n_control_donors"": 6.0, ""mean_case"": 0.34048911167039897, ""mean_control"": 0.09046567670056559, ""delta_case_minus_control"": 0.25002343496983337, ""hedges_g"": 1.664290558037389, ""welch_t"": 3.1228554555010772, ""p"": 0.011547651471844292, ""fdr"": 0.23231089004675043, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}]"	15.0
HLA-DRA	state_markers_positive_controls	6	0	4	0	5	5	0.6312237762237762	0.8402211093349521	Crohn disease;MS;Sjogren syndrome;ulcerative colitis	Crohn disease;Sjogren syndrome;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis	Crohn disease;Sjogren syndrome;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis		"[{""analysis"": ""ibd_crohn_epithelial"", ""disease_name"": ""Crohn disease"", ""compartment"": ""colon epithelial"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DRA"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""detection_fraction"", ""n_case_donors"": 6.0, ""n_control_donors"": 6.0, ""mean_case"": 0.2945135015920473, ""mean_control"": 0.06961641220835638, ""delta_case_minus_control"": 0.22489708938369093, ""hedges_g"": 1.5770500315886056, ""welch_t"": 2.9591583458553643, ""p"": 0.015737318675641605, ""fdr"": 0.19334420087216828, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""GSE111972_MS_WM_microglia"", ""disease_name"": ""MS"", ""compartment"": ""white matter microglia"", ""role"": ""ms_anchor"", ""gene"": ""HLA-DRA"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""bulk_log2_expression"", ""n_case_donors"": NaN, ""n_control_donors"": NaN, ""mean_case"": 16.14379257445295, ""mean_control"": 15.854660936548958, ""delta_case_minus_control"": 0.2891316379039903, ""hedges_g"": 0.7323559303695486, ""welch_t"": 1.7476619949187118, ""p"": 0.0967712300030488, ""fdr"": 0.8989378106274888, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""sjogren_gland_epithelial"", ""disease_name"": ""Sjogren syndrome"", ""compartment"": ""salivary gland epithelial"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DRA"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 11.0, ""n_control_donors"": 14.0, ""mean_case"": 0.19234254479914917, ""mean_control"": 0.053880959571565926, ""delta_case_minus_control"": 0.13846158522758323, ""hedges_g"": 1.0437442576315723, ""welch_t"": 2.4138129084462414, ""p"": 0.03347625333130817, ""fdr"": 0.41039385832845443, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""ra_blood_myeloid"", ""disease_name"": ""rheumatoid arthritis"", ""compartment"": ""blood myeloid/APC"", ""role"": ""myeloid_apc"", ""gene"": ""HLA-DRA"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""detection_fraction"", ""n_case_donors"": 18.0, ""n_control_donors"": 18.0, ""mean_case"": 0.2921932165049091, ""mean_control"": 0.3389337331401673, ""delta_case_minus_control"": -0.04674051663525819, ""hedges_g"": -0.33435582459781343, ""welch_t"": -1.0258644618342003, ""p"": 0.31250344540003483, ""fdr"": 0.9958397379647306, ""positive_fdr10"": false, ""positive_trend"": false, ""negative_trend"": false, ""score"": 0}, {""analysis"": ""t1d_beta_cell"", ""disease_name"": ""type 1 diabetes mellitus"", ""compartment"": ""pancreatic beta cell"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DRA"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 3.0, ""n_control_donors"": 19.0, ""mean_case"": 0.08998687630702999, ""mean_control"": 0.007444723086999277, ""delta_case_minus_control"": 0.08254215322003071, ""hedges_g"": 2.1758718113192765, ""welch_t"": 1.3202987873121226, ""p"": 0.31704141476442416, ""fdr"": 0.933341245989964, ""positive_fdr10"": false, ""positive_trend"": false, ""negative_trend"": false, ""score"": 0}, {""analysis"": ""ibd_uc_epithelial"", ""disease_name"": ""ulcerative colitis"", ""compartment"": ""colon epithelial"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DRA"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 6.0, ""n_control_donors"": 6.0, ""mean_case"": 0.39543667471154714, ""mean_control"": 0.1168972186894266, ""delta_case_minus_control"": 0.27853945602212055, ""hedges_g"": 1.3787436443272842, ""welch_t"": 2.5870585461364897, ""p"": 0.029785494910316606, ""fdr"": 0.25050123246665906, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}]"	14.0
HLA-DPA1	state_markers_positive_controls	6	0	4	0	5	4	0.7329020861629558	0.7524825174825175	Crohn disease;MS;Sjogren syndrome;ulcerative colitis	Crohn disease;Sjogren syndrome;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis	Crohn disease;Sjogren syndrome;rheumatoid arthritis;ulcerative colitis		"[{""analysis"": ""ibd_crohn_epithelial"", ""disease_name"": ""Crohn disease"", ""compartment"": ""colon epithelial"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DPA1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""detection_fraction"", ""n_case_donors"": 6.0, ""n_control_donors"": 6.0, ""mean_case"": 0.13513399138440424, ""mean_control"": 0.030283478064316038, ""delta_case_minus_control"": 0.1048505133200882, ""hedges_g"": 1.0889687677545477, ""welch_t"": 2.0433283364070953, ""p"": 0.08482782731023286, ""fdr"": 0.3171823108121751, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""GSE111972_MS_WM_microglia"", ""disease_name"": ""MS"", ""compartment"": ""white matter microglia"", ""role"": ""ms_anchor"", ""gene"": ""HLA-DPA1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""bulk_log2_expression"", ""n_case_donors"": NaN, ""n_control_donors"": NaN, ""mean_case"": 15.029225076402629, ""mean_control"": 14.464559475973426, ""delta_case_minus_control"": 0.564665600429203, ""hedges_g"": 1.1896638011859288, ""welch_t"": 2.784467829131773, ""p"": 0.0134550343727772, ""fdr"": 0.8372898579012464, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""sjogren_gland_epithelial"", ""disease_name"": ""Sjogren syndrome"", ""compartment"": ""salivary gland epithelial"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DPA1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 11.0, ""n_control_donors"": 14.0, ""mean_case"": 0.04746462073523579, ""mean_control"": 0.02178337761918767, ""delta_case_minus_control"": 0.02568124311604812, ""hedges_g"": 0.8787194757914313, ""welch_t"": 2.119420113827774, ""p"": 0.05091765646056325, ""fdr"": 0.41039385832845443, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""ra_blood_myeloid"", ""disease_name"": ""rheumatoid arthritis"", ""compartment"": ""blood myeloid/APC"", ""role"": ""myeloid_apc"", ""gene"": ""HLA-DPA1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""detection_fraction"", ""n_case_donors"": 18.0, ""n_control_donors"": 18.0, ""mean_case"": 0.17310031805589365, ""mean_control"": 0.2207711496577495, ""delta_case_minus_control"": -0.04767083160185584, ""hedges_g"": -0.5076861247720879, ""welch_t"": -1.5576733373689062, ""p"": 0.12977789028683714, ""fdr"": 0.9958397379647306, ""positive_fdr10"": false, ""positive_trend"": false, ""negative_trend"": false, ""score"": 0}, {""analysis"": ""t1d_beta_cell"", ""disease_name"": ""type 1 diabetes mellitus"", ""compartment"": ""pancreatic beta cell"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DPA1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 3.0, ""n_control_donors"": 19.0, ""mean_case"": 0.0647472720406609, ""mean_control"": 0.007568109138067378, ""delta_case_minus_control"": 0.05717916290259352, ""hedges_g"": 1.9321701683632408, ""welch_t"": 1.16717951612876, ""p"": 0.36301107554749285, ""fdr"": 0.933341245989964, ""positive_fdr10"": false, ""positive_trend"": false, ""negative_trend"": false, ""score"": 0}, {""analysis"": ""ibd_uc_epithelial"", ""disease_name"": ""ulcerative colitis"", ""compartment"": ""colon epithelial"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DPA1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""detection_fraction"", ""n_case_donors"": 6.0, ""n_control_donors"": 6.0, ""mean_case"": 0.11019401805161566, ""mean_control"": 0.030283478064316038, ""delta_case_minus_control"": 0.07991053998729962, ""hedges_g"": 1.36037670269575, ""welch_t"": 2.552595030377232, ""p"": 0.031672569622221265, ""fdr"": 0.25050123246665906, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}]"	13.5
CTSH	hla_ii_loading_editing	7	1	3	0	4	5	0.3074925074925075	0.5597826086956522	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	Crohn disease;psoriasis;rheumatoid arthritis;ulcerative colitis	Crohn disease;psoriasis;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis		"[{""analysis"": ""ibd_crohn_epithelial"", ""disease_name"": ""Crohn disease"", ""compartment"": ""colon epithelial"", ""role"": ""tissue_resident"", ""gene"": ""CTSH"", ""candidate_class"": ""hla_ii_loading_editing"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 6.0, ""n_control_donors"": 6.0, ""mean_case"": 0.039549656180641116, ""mean_control"": 0.013644799653902029, ""delta_case_minus_control"": 0.025904856526739087, ""hedges_g"": 2.0486387364130265, ""welch_t"": 3.8440419093061546, ""p"": 0.007660104789346419, ""fdr"": 0.15950331276809251, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""GSE111972_MS_WM_microglia"", ""disease_name"": ""MS"", ""compartment"": ""white matter microglia"", ""role"": ""ms_anchor"", ""gene"": ""CTSH"", ""candidate_class"": ""hla_ii_loading_editing"", ""metric"": ""bulk_log2_expression"", ""n_case_donors"": NaN, ""n_control_donors"": NaN, ""mean_case"": 12.411852007293176, ""mean_control"": 12.226122218556512, ""delta_case_minus_control"": 0.1857297887366638, ""hedges_g"": 0.4194601754178125, ""welch_t"": 1.0266117183625545, ""p"": 0.3199162871104055, ""fdr"": 0.9120391943246274, ""positive_fdr10"": false, ""positive_trend"": false, ""negative_trend"": false, ""score"": 0}, {""analysis"": ""sjogren_gland_apc"", ""disease_name"": ""Sjogren syndrome"", ""compartment"": ""salivary gland APC"", ""role"": ""myeloid_apc"", ""gene"": ""CTSH"", ""candidate_class"": ""hla_ii_loading_editing"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 9.0, ""n_control_donors"": 13.0, ""mean_case"": 1.4050806107374798, ""mean_control"": 1.4231828661029768, ""delta_case_minus_control"": -0.018102255365497033, ""hedges_g"": -0.050506899288906504, ""welch_t"": -0.13035426440892484, ""p"": 0.8975889776120801, ""fdr"": 0.9732893617474377, ""positive_fdr10"": false, ""positive_trend"": false, ""negative_trend"": false, ""score"": 0}, {""analysis"": ""psoriasis_skin_apc"", ""disease_name"": ""psoriasis"", ""compartment"": ""skin APC"", ""role"": ""myeloid_apc"", ""gene"": ""CTSH"", ""candidate_class"": ""hla_ii_loading_editing"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 3.0, ""n_control_donors"": 3.0, ""mean_case"": 0.8889250196612425, ""mean_control"": 0.6618788988034365, ""delta_case_minus_control"": 0.22704612085780596, ""hedges_g"": 1.3296711638046208, ""welch_t"": 2.0356349231337436, ""p"": 0.11149776996136013, ""fdr"": 0.6790419584254025, ""positive_fdr10"": false, ""positive_trend"": false, ""negative_trend"": false, ""score"": 0}, {""analysis"": ""ra_blood_myeloid"", ""disease_name"": ""rheumatoid arthritis"", ""compartment"": ""blood myeloid/APC"", ""role"": ""myeloid_apc"", ""gene"": ""CTSH"", ""candidate_class"": ""hla_ii_loading_editing"", ""metric"": ""detection_fraction"", ""n_case_donors"": 18.0, ""n_control_donors"": 18.0, ""mean_case"": 0.07692673700219624, ""mean_control"": 0.09431564167601242, ""delta_case_minus_control"": -0.01738890467381618, ""hedges_g"": -0.49441922453889364, ""welch_t"": -1.5169680752897874, ""p"": 0.13855033863075736, ""fdr"": 0.9958397379647306, ""positive_fdr10"": false, ""positive_trend"": false, ""negative_trend"": false, ""score"": 0}, {""analysis"": ""t1d_acinar_cell"", ""disease_name"": ""type 1 diabetes mellitus"", ""compartment"": ""pancreatic acinar cell"", ""role"": ""tissue_resident"", ""gene"": ""CTSH"", ""candidate_class"": ""hla_ii_loading_editing"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 5.0, ""n_control_donors"": 18.0, ""mean_case"": 0.25994861110683276, ""mean_control"": 0.12353123533146453, ""delta_case_minus_control"": 0.13641737577536822, ""hedges_g"": 1.8196901227507811, ""welch_t"": 2.74759350439648, ""p"": 0.04247873688663268, ""fdr"": 0.6399436384888412, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""ibd_uc_myeloid"", ""disease_name"": ""ulcerative colitis"", ""compartment"": ""colon myeloid"", ""role"": ""myeloid_apc"", ""gene"": ""CTSH"", ""candidate_class"": ""hla_ii_loading_editing"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 6.0, ""n_control_donors"": 6.0, ""mean_case"": 0.7946023067532458, ""mean_control"": 0.37587254821877275, ""delta_case_minus_control"": 0.4187297585344731, ""hedges_g"": 3.335971825616146, ""welch_t"": 6.25957875246759, ""p"": 0.0001343084723946011, ""fdr"": 0.0119534540431195, ""positive_fdr10"": true, ""positive_trend"": true, ""negative_trend"": false, ""score"": 3}]"	13.5
HLA-DPB1	state_markers_positive_controls	6	0	3	0	5	5	0.6940179385831561	0.7284669834669835	MS;Sjogren syndrome;ulcerative colitis	Crohn disease;Sjogren syndrome;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis	Crohn disease;Sjogren syndrome;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis		"[{""analysis"": ""ibd_crohn_epithelial"", ""disease_name"": ""Crohn disease"", ""compartment"": ""colon epithelial"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DPB1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""detection_fraction"", ""n_case_donors"": 6.0, ""n_control_donors"": 6.0, ""mean_case"": 0.11540969647982778, ""mean_control"": 0.023509894894929037, ""delta_case_minus_control"": 0.09189980158489874, ""hedges_g"": 0.9827971675024839, ""welch_t"": 1.8441091799531726, ""p"": 0.11810740483590476, ""fdr"": 0.3585304045027891, ""positive_fdr10"": false, ""positive_trend"": false, ""negative_trend"": false, ""score"": 0}, {""analysis"": ""GSE111972_MS_WM_microglia"", ""disease_name"": ""MS"", ""compartment"": ""white matter microglia"", ""role"": ""ms_anchor"", ""gene"": ""HLA-DPB1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""bulk_log2_expression"", ""n_case_donors"": NaN, ""n_control_donors"": NaN, ""mean_case"": 13.775057422721698, ""mean_control"": 13.278981750478795, ""delta_case_minus_control"": 0.4960756722429025, ""hedges_g"": 0.9478883118254368, ""welch_t"": 2.2294994729886586, ""p"": 0.0397661138040672, ""fdr"": 0.85672364651018, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""sjogren_gland_epithelial"", ""disease_name"": ""Sjogren syndrome"", ""compartment"": ""salivary gland epithelial"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DPB1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 11.0, ""n_control_donors"": 14.0, ""mean_case"": 0.0857252034862933, ""mean_control"": 0.043972038831658344, ""delta_case_minus_control"": 0.04175316465463495, ""hedges_g"": 0.7593551537857408, ""welch_t"": 1.917290867058224, ""p"": 0.06953020694594557, ""fdr"": 0.4117930439857516, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}, {""analysis"": ""ra_blood_myeloid"", ""disease_name"": ""rheumatoid arthritis"", ""compartment"": ""blood myeloid/APC"", ""role"": ""myeloid_apc"", ""gene"": ""HLA-DPB1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""detection_fraction"", ""n_case_donors"": 18.0, ""n_control_donors"": 18.0, ""mean_case"": 0.13993835691560574, ""mean_control"": 0.17194798713474338, ""delta_case_minus_control"": -0.032009630219137636, ""hedges_g"": -0.36658127304404203, ""welch_t"": -1.1247379968396747, ""p"": 0.2700282883338189, ""fdr"": 0.9958397379647306, ""positive_fdr10"": false, ""positive_trend"": false, ""negative_trend"": false, ""score"": 0}, {""analysis"": ""t1d_beta_cell"", ""disease_name"": ""type 1 diabetes mellitus"", ""compartment"": ""pancreatic beta cell"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DPB1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""mean_log_norm"", ""n_case_donors"": 3.0, ""n_control_donors"": 19.0, ""mean_case"": 0.06783204561549754, ""mean_control"": 0.017277187959883276, ""delta_case_minus_control"": 0.05055485765561426, ""hedges_g"": 1.7760595853990717, ""welch_t"": 1.2288993478407106, ""p"": 0.3422762332423725, ""fdr"": 0.933341245989964, ""positive_fdr10"": false, ""positive_trend"": false, ""negative_trend"": false, ""score"": 0}, {""analysis"": ""ibd_uc_epithelial"", ""disease_name"": ""ulcerative colitis"", ""compartment"": ""colon epithelial"", ""role"": ""tissue_resident"", ""gene"": ""HLA-DPB1"", ""candidate_class"": ""state_markers_positive_controls"", ""metric"": ""detection_fraction"", ""n_case_donors"": 6.0, ""n_control_donors"": 6.0, ""mean_case"": 0.10318642030760028, ""mean_control"": 0.023509894894929037, ""delta_case_minus_control"": 0.07967652541267124, ""hedges_g"": 2.015913852051692, ""welch_t"": 3.7826373167217042, ""p"": 0.0044214186488625365, ""fdr"": 0.19233171122552034, ""positive_fdr10"": false, ""positive_trend"": true, ""negative_trend"": false, ""score"": 2}]"	13.0
