analysis_route	attendance_mechanism	n_null_cells	median_null_probability	maximum_null_probability	maximum_count	maximum_total	maximum_ci_low	maximum_ci_high	family_probability_maximum_at_least_observed	strict_cell_flag	invalid_by_frozen_rule	maximum_positive_call_probability	maximum_negative_call_probability
detected_visit_time	complete	18	0.03875	0.05416666666666667	65	1200	0.04272435599457301	0.06845428620953228	0.9966450240081828	False	False	0.028333333333333332	0.0275
detected_visit_time	independent_20pct	18	0.0375	0.06	72	1200	0.04791538714265024	0.07489269338775648	0.7121256419450059	False	False	0.029166666666666667	0.035
detected_visit_time	joint_score_progression_risk_20pct	18	0.09958333333333333	0.165	198	1200	0.1450741563766145	0.18706381402721792	0.0	True	True	0.005833333333333334	0.1625
detected_visit_time	score_dependent_20pct	18	0.06666666666666667	0.15833333333333333	190	1200	0.13877331794101144	0.1800738658041907	0.0	True	True	0.0075	0.15666666666666668
midpoint_imputed_time	complete	18	0.03875	0.05416666666666667	65	1200	0.04272435599457301	0.06845428620953228	0.9966450240081828	False	False	0.028333333333333332	0.0275
midpoint_imputed_time	independent_20pct	18	0.03958333333333333	0.06166666666666667	74	1200	0.04940522288254483	0.07672555431251947	0.521615438565143	False	False	0.028333333333333332	0.03333333333333333
midpoint_imputed_time	joint_score_progression_risk_20pct	18	0.09875	0.165	198	1200	0.1450741563766145	0.18706381402721792	0.0	True	True	0.006666666666666667	0.1625
midpoint_imputed_time	score_dependent_20pct	18	0.06666666666666667	0.15833333333333333	190	1200	0.13877331794101144	0.1800738658041907	0.0	True	True	0.008333333333333333	0.15666666666666668
