candidate	gate	passed	direct_selectivity	direct_target_suppression	direct_generic_ifn_suppression	l1000_minus_generic_strength	local_diseases	genetics_diseases
MED16	immune_relevant_selective_perturbation	True	2.3051173986620066	3.139501453617054	0.797854931783739	0.0	2.0	0.0
MED16	non_stress_or_cytotoxic	True	2.3051173986620066	3.139501453617054	0.797854931783739	0.0	2.0	0.0
MED16	druggable_or_translatable_handle	False	2.3051173986620066	3.139501453617054	0.797854931783739	0.0	2.0	0.0
MED16	translational_phenocopy_available	False	2.3051173986620066	3.139501453617054	0.797854931783739	0.0	2.0	0.0
MED16	cross_disease_target_support	False	2.3051173986620066	3.139501453617054	0.797854931783739	0.0	2.0	0.0
MED16	not_prior_art_blocked	True	2.3051173986620066	3.139501453617054	0.797854931783739	0.0	2.0	0.0
MED16	l1000_not_only_evidence	True	2.3051173986620066	3.139501453617054	0.797854931783739	0.0	2.0	0.0
CDK8_CDK19_MEDIATOR_KINASE	immune_relevant_selective_perturbation	True	2.3051173986620066	3.139501453617054	0.797854931783739	0.0	2.0	0.0
CDK8_CDK19_MEDIATOR_KINASE	non_stress_or_cytotoxic	True	2.3051173986620066	3.139501453617054	0.797854931783739	0.0	2.0	0.0
CDK8_CDK19_MEDIATOR_KINASE	druggable_or_translatable_handle	True	2.3051173986620066	3.139501453617054	0.797854931783739	0.0	2.0	0.0
CDK8_CDK19_MEDIATOR_KINASE	translational_phenocopy_available	False	2.3051173986620066	3.139501453617054	0.797854931783739	0.0	2.0	0.0
CDK8_CDK19_MEDIATOR_KINASE	cross_disease_target_support	False	2.3051173986620066	3.139501453617054	0.797854931783739	0.0	2.0	0.0
CDK8_CDK19_MEDIATOR_KINASE	not_prior_art_blocked	False	2.3051173986620066	3.139501453617054	0.797854931783739	0.0	2.0	0.0
CDK8_CDK19_MEDIATOR_KINASE	l1000_not_only_evidence	True	2.3051173986620066	3.139501453617054	0.797854931783739	0.0	2.0	0.0
GSK3B	immune_relevant_selective_perturbation	True	0.7779563820432978	1.6223580114004137	0.7952007387801626	0.0	2.0	0.0
GSK3B	non_stress_or_cytotoxic	True	0.7779563820432978	1.6223580114004137	0.7952007387801626	0.0	2.0	0.0
GSK3B	druggable_or_translatable_handle	True	0.7779563820432978	1.6223580114004137	0.7952007387801626	0.0	2.0	0.0
