confounder	raw_locked_auc	raw_locked_auc_ci_low	raw_locked_auc_ci_high	confounder_auc_oriented	confounder_orientation	spearman_with_locked	adjusted_locked_auc	adjusted_auc_ci_low	adjusted_auc_ci_high	adjusted_permutation_p	loocv_auc_confounder_only	loocv_auc_locked_plus_confounder	auc_attenuation	verdict
delta_oxphos	0.8111111111111111	0.5714285714285714	1.0	0.5666666666666667	1	0.0385964912280701	0.8444444444444444	0.6363636363636364	1.0	0.0069965017491254	0.4222222222222222	0.6888888888888889	-0.0333333333333333	survives
baseline_oxphos	0.8111111111111111	0.5714285714285714	1.0	0.5333333333333333	-1	0.2280701754385964	0.8888888888888888	0.6888888888888889	1.0	0.0024987506246876	0.0	0.8	-0.0777777777777777	survives
delta_glycolysis	0.8111111111111111	0.5714285714285714	1.0	0.6888888888888889	-1	-0.6578947368421053	0.9	0.7142857142857143	1.0	0.000999500249875	0.1555555555555555	0.7666666666666667	-0.0888888888888889	survives
delta_immunometabolism_hif_nampt	0.8111111111111111	0.5714285714285714	1.0	0.5666666666666667	-1	-0.5508771929824561	0.9333333333333332	0.7857142857142857	1.0	0.0019990004997501	0.0	0.7666666666666667	-0.1222222222222222	survives
baseline_glycolysis	0.8111111111111111	0.5714285714285714	1.0	0.5333333333333333	-1	0.5719298245614035	0.9444444444444444	0.8214285714285714	1.0	0.000999500249875	0.0	0.8	-0.1333333333333333	survives
baseline_immunometabolism_hif_nampt	0.8111111111111111	0.5714285714285714	1.0	0.6333333333333333	-1	0.4105263157894737	0.9777777777777776	0.9047619047619048	1.0	0.0004997501249375	0.4	0.9222222222222224	-0.1666666666666666	survives
