omitted_patient	quadratic_age_disease_beta
1	0.7485398953620048
2	0.720396680716763
3	0.6930642268773914
4	0.8540786334672748
5	0.9116612480412999
6	0.8207367046580591
7	0.839722461604707
8	0.7478011731488894
9	0.7898559990519443
10	0.8430281081304276
11	0.8238996024911974
12	0.8017198468894908
14	0.7885549468244255
15	0.847021262888596
16	0.7507393398122519
17	0.8169152368921713
18	0.7648413496410592
19	0.7759440725597542
20	0.8376420196856301
21	0.8085557069592333
22	0.769499634720907
