dataset	contrast	contrast_type	case_group	control_group	submodule	delta_case_minus_control	hedges_g	p	n_case	n_control	statistical_status	note	target_route	therapeutic_multiplier	submodule_class	fdr
GSE285961_mouse_LipaOE_plaque_macrophages	LipaOE_vs_Control_plaque	group	LipaOE	Control	trem2_lipid_sensing	-0.45835309207083763	-0.44464296254174185	0.5105179016183604	4.0	4.0	welch_t	mouse plaque macrophage Lipa overexpression	LIPA_augmentation	1.0	resolution	0.7368433499089723
GSE285961_mouse_LipaOE_plaque_macrophages	LipaOE_vs_Control_plaque	group	LipaOE	Control	scavenger_receptors	0.5695134816556012	1.103002327047402	0.12299980079345968	4.0	4.0	welch_t	mouse plaque macrophage Lipa overexpression	LIPA_augmentation	1.0	resolution	0.298118161245165
GSE285961_mouse_LipaOE_plaque_macrophages	LipaOE_vs_Control_plaque	group	LipaOE	Control	complement_efferocytosis	-1.049474378801526	-1.5690115461560699	0.043672097803030406	4.0	4.0	welch_t	mouse plaque macrophage Lipa overexpression	LIPA_augmentation	1.0	resolution	0.14523511594961275
GSE285961_mouse_LipaOE_plaque_macrophages	LipaOE_vs_Control_plaque	group	LipaOE	Control	repair_cytokine_matrix	0.38632336313392723	0.5035292584518235	0.4571632937827635	4.0	4.0	welch_t	mouse plaque macrophage Lipa overexpression	LIPA_augmentation	1.0	resolution	0.6881510632730018
GSE285961_mouse_LipaOE_plaque_macrophages	LipaOE_vs_Control_plaque	group	LipaOE	Control	mhcII_ciita	-0.6752070071559144	-0.6884484240374003	0.30596093172382044	4.0	4.0	welch_t	mouse plaque macrophage Lipa overexpression	LIPA_augmentation	1.0	lipid_apc	0.5303322816546221
GSE285961_mouse_LipaOE_plaque_macrophages	LipaOE_vs_Control_plaque	group	LipaOE	Control	cathepsin_lysosome	0.23671217608923964	0.3417374613905382	0.6059149032422485	4.0	4.0	welch_t	mouse plaque macrophage Lipa overexpression	LIPA_augmentation	1.0	lipid_apc	0.8015728186615627
GSE285961_mouse_LipaOE_plaque_macrophages	LipaOE_vs_Control_plaque	group	LipaOE	Control	foam_dam_lipid	-0.22934768135085218	-0.27809338667099015	0.6749244679454957	4.0	4.0	welch_t	mouse plaque macrophage Lipa overexpression	LIPA_augmentation	1.0	lipid_apc	0.8268004571977523
GSE285961_mouse_LipaOE_plaque_macrophages	LipaOE_vs_Control_plaque	group	LipaOE	Control	ifn_core	-0.502704012906867	-0.6482519932589396	0.33582004030690765	4.0	4.0	welch_t	mouse plaque macrophage Lipa overexpression	LIPA_augmentation	1.0	guardrail	0.5516643379588706
GSE285961_mouse_LipaOE_plaque_macrophages	LipaOE_vs_Control_plaque	group	LipaOE	Control	stress_core	-0.6048251331555702	-1.014256090985818	0.1617483828943781	4.0	4.0	welch_t	mouse plaque macrophage Lipa overexpression	LIPA_augmentation	1.0	guardrail	0.3647398843465315
GSE285961_mouse_LipaOE_plaque_macrophages	LipaOE_vs_Control_plaque	group	LipaOE	Control	fibrosis_core	0.7166223954973587	1.0729636260274604	0.15451042452801902	4.0	4.0	welch_t	mouse plaque macrophage Lipa overexpression	LIPA_augmentation	1.0	guardrail	0.362212962418143
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	group	GpnmbR150X_BMDM	WT_BMDM	tam_receptor_ligand	-0.02858919085738637	-0.10720388114880322	0.8788353712327309	3.0	3.0	welch_t	GpnmbR150X baseline	GPNMB_restoration	-1.0	resolution	0.9291390531675358
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	group	GpnmbR150X_BMDM	WT_BMDM	fpr2_anxa1_axis	1.1368376203631905	20.519086085624892	2.9588619219750266e-05	3.0	3.0	welch_t	GpnmbR150X baseline	GPNMB_restoration	-1.0	resolution	0.0008462345096848575
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	group	GpnmbR150X_BMDM	WT_BMDM	lxr_efflux	1.1322669658558775	2.620691613012313	0.043029429224483356	3.0	3.0	welch_t	GpnmbR150X baseline	GPNMB_restoration	-1.0	resolution	0.14523511594961275
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	group	GpnmbR150X_BMDM	WT_BMDM	trem2_lipid_sensing	1.581358660751221	5.436989028406677	0.005762806481803381	3.0	3.0	welch_t	GpnmbR150X baseline	GPNMB_restoration	-1.0	resolution	0.03506729050629292
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	group	GpnmbR150X_BMDM	WT_BMDM	scavenger_receptors	0.1520719047338155	0.38255880164541944	0.6111004163066728	3.0	3.0	welch_t	GpnmbR150X baseline	GPNMB_restoration	-1.0	resolution	0.8015728186615627
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	group	GpnmbR150X_BMDM	WT_BMDM	complement_efferocytosis	0.009044391632804405	0.020675234949112782	0.9765086611578344	3.0	3.0	welch_t	GpnmbR150X baseline	GPNMB_restoration	-1.0	resolution	0.9799350073373356
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	group	GpnmbR150X_BMDM	WT_BMDM	repair_cytokine_matrix	0.19018063954936093	0.7856506995988228	0.3007688971585833	3.0	3.0	welch_t	GpnmbR150X baseline	GPNMB_restoration	-1.0	resolution	0.5277294759960419
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	group	GpnmbR150X_BMDM	WT_BMDM	mhcII_ciita	1.5925362936210619	14.980402728863979	0.00010169007692122198	3.0	3.0	welch_t	GpnmbR150X baseline	GPNMB_restoration	-1.0	lipid_apc	0.0018177101249668428
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	group	GpnmbR150X_BMDM	WT_BMDM	cathepsin_lysosome	1.6348065732893888	17.76608547621981	2.8994318447551247e-05	3.0	3.0	welch_t	GpnmbR150X baseline	GPNMB_restoration	-1.0	lipid_apc	0.0008462345096848575
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	group	GpnmbR150X_BMDM	WT_BMDM	foam_dam_lipid	0.4171657930810021	3.128119901189769	0.026771009979785616	3.0	3.0	welch_t	GpnmbR150X baseline	GPNMB_restoration	-1.0	lipid_apc	0.10074353755550904
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	group	GpnmbR150X_BMDM	WT_BMDM	ifn_core	0.04889480592703799	0.3608709370863858	0.6221233394046808	3.0	3.0	welch_t	GpnmbR150X baseline	GPNMB_restoration	-1.0	guardrail	0.8015728186615627
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	group	GpnmbR150X_BMDM	WT_BMDM	stress_core	0.5954067617318843	4.5483819957793825	0.004589125864985336	3.0	3.0	welch_t	GpnmbR150X baseline	GPNMB_restoration	-1.0	guardrail	0.029348456145093103
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	group	GpnmbR150X_BMDM	WT_BMDM	fibrosis_core	-0.49669294674643416	-13.779934201292694	0.0001563206457396403	3.0	3.0	welch_t	GpnmbR150X baseline	GPNMB_restoration	-1.0	guardrail	0.0023910671587515785
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_vs_WT_OxLDL	group	GpnmbR150X_OxLDL	WT_OxLDL	tam_receptor_ligand	0.38281673201367983	2.2518304944990013	0.059088775707021556	3.0	3.0	welch_t	GpnmbR150X under OxLDL lipid loading	GPNMB_restoration	-1.0	resolution	0.1729064256156472
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_vs_WT_OxLDL	group	GpnmbR150X_OxLDL	WT_OxLDL	fpr2_anxa1_axis	0.7353190851418522	3.8688728844618225	0.0041731458958129694	3.0	3.0	welch_t	GpnmbR150X under OxLDL lipid loading	GPNMB_restoration	-1.0	resolution	0.028417136338154982
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_vs_WT_OxLDL	group	GpnmbR150X_OxLDL	WT_OxLDL	lxr_efflux	1.2063946368486549	6.078132638978205	0.0008540539090785477	3.0	3.0	welch_t	GpnmbR150X under OxLDL lipid loading	GPNMB_restoration	-1.0	resolution	0.008141980599882154
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_vs_WT_OxLDL	group	GpnmbR150X_OxLDL	WT_OxLDL	trem2_lipid_sensing	0.832042606890703	2.829969148721366	0.026587595950960573	3.0	3.0	welch_t	GpnmbR150X under OxLDL lipid loading	GPNMB_restoration	-1.0	resolution	0.10074353755550904
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_vs_WT_OxLDL	group	GpnmbR150X_OxLDL	WT_OxLDL	scavenger_receptors	0.8430155610695003	2.079465814086157	0.059974319149392184	3.0	3.0	welch_t	GpnmbR150X under OxLDL lipid loading	GPNMB_restoration	-1.0	resolution	0.1729064256156472
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_vs_WT_OxLDL	group	GpnmbR150X_OxLDL	WT_OxLDL	complement_efferocytosis	-0.9469148191736831	-2.612546133132334	0.05662683066914716	3.0	3.0	welch_t	GpnmbR150X under OxLDL lipid loading	GPNMB_restoration	-1.0	resolution	0.17146570417905932
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_vs_WT_OxLDL	group	GpnmbR150X_OxLDL	WT_OxLDL	repair_cytokine_matrix	0.5729793557581035	3.316706092312562	0.025954051383836815	3.0	3.0	welch_t	GpnmbR150X under OxLDL lipid loading	GPNMB_restoration	-1.0	resolution	0.10074353755550904
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_vs_WT_OxLDL	group	GpnmbR150X_OxLDL	WT_OxLDL	mhcII_ciita	0.3125052088148505	3.560169870362584	0.00801282109780613	3.0	3.0	welch_t	GpnmbR150X under OxLDL lipid loading	GPNMB_restoration	-1.0	lipid_apc	0.04407051603793371
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_vs_WT_OxLDL	group	GpnmbR150X_OxLDL	WT_OxLDL	cathepsin_lysosome	1.381430815233635	6.583355274209207	0.0005618477609080031	3.0	3.0	welch_t	GpnmbR150X under OxLDL lipid loading	GPNMB_restoration	-1.0	lipid_apc	0.006427538384787556
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_vs_WT_OxLDL	group	GpnmbR150X_OxLDL	WT_OxLDL	foam_dam_lipid	-0.23987606601569633	-2.397321452914929	0.05511407087263149	3.0	3.0	welch_t	GpnmbR150X under OxLDL lipid loading	GPNMB_restoration	-1.0	lipid_apc	0.17146570417905932
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_vs_WT_OxLDL	group	GpnmbR150X_OxLDL	WT_OxLDL	ifn_core	0.13667546840185618	1.9583527631791868	0.07332369434724277	3.0	3.0	welch_t	GpnmbR150X under OxLDL lipid loading	GPNMB_restoration	-1.0	guardrail	0.1997197769839184
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_vs_WT_OxLDL	group	GpnmbR150X_OxLDL	WT_OxLDL	stress_core	1.0408955148106482	16.328996068876755	5.4233402966376664e-05	3.0	3.0	welch_t	GpnmbR150X under OxLDL lipid loading	GPNMB_restoration	-1.0	guardrail	0.0011079109463131233
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_vs_WT_OxLDL	group	GpnmbR150X_OxLDL	WT_OxLDL	fibrosis_core	0.2658744235184983	1.8753269646768498	0.07696577900413314	3.0	3.0	welch_t	GpnmbR150X under OxLDL lipid loading	GPNMB_restoration	-1.0	guardrail	0.2038167851405748
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	tam_receptor_ligand	-0.4532945341965072	-1.1330374401738361	0.19653786071976084	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.3986512635876
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	fpr2_anxa1_axis	-0.3884591364220751	-0.4157448059867672	0.5605161742115152	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.7707097395408334
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	lxr_efflux	0.9147845301276891	2.483972357346791	0.021954802492047593	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.09371751511530763
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	trem2_lipid_sensing	-0.23937167313019747	-0.6846455914643057	0.3638662181842677	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.5846389797792166
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	scavenger_receptors	0.11875824095845677	0.3521131677909697	0.6212871172424349	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.8015728186615627
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	complement_efferocytosis	-0.07834270122556675	-0.36717439509899885	0.6228017981165301	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.8015728186615627
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	repair_cytokine_matrix	0.09852906280569268	0.35510891529443683	0.6231175077760182	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.8015728186615627
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	mhcII_ciita	-0.37210802058579984	-1.4319133722116426	0.11115373775564068	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_apc	0.27405145688028654
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	cathepsin_lysosome	-0.021432616644517455	-0.09907092978044263	0.8874066499964318	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_apc	0.9303088207391645
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	foam_dam_lipid	-0.1426307460231837	-0.4730386305439255	0.5211945266648971	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_apc	0.7368433499089723
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	ifn_core	-0.016826485419277004	-0.08815794687577999	0.9047508152493854	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	guardrail	0.937531641888856
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	stress_core	-0.8593501105839118	-2.0663410102286828	0.06378695004307021	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	guardrail	0.17694173901417737
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	fibrosis_core	-0.6722996774339709	-2.5975204338853644	0.03208353763318646	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	guardrail	0.11328261435915217
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	tam_receptor_ligand	0.06673330649602349	0.32876941568529455	0.6449547524550964	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.8161816778856529
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	fpr2_anxa1_axis	1.1733698480305188	2.3086820688358163	0.024134017872377695	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.10003375523913074
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	lxr_efflux	1.013228588540561	2.832829431092314	0.015269609394741559	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.07043723043380784
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	trem2_lipid_sensing	-0.36932572533566965	-0.8241636687970653	0.2866307064995977	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.5161182993917554
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	scavenger_receptors	0.39186211291144	2.499765922097761	0.033202894603470465	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.11580521776332381
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	complement_efferocytosis	-0.1250483462012747	-0.5669002355152217	0.4518634992036585	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.6837722792182346
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	repair_cytokine_matrix	0.08069481499158787	0.18988273364131053	0.7862919486356063	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.8853523516133204
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	mhcII_ciita	0.06613320732010358	0.14416613091772842	0.8401718078000716	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_apc	0.9136469088624353
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	cathepsin_lysosome	0.23267959881358427	1.1189407007609615	0.16406747191825685	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_apc	0.3647398843465315
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	foam_dam_lipid	-0.27412740581751155	-0.5992838704384551	0.4272306985577052	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_apc	0.6604755664189388
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	ifn_core	-0.09390065935170161	-0.3802282010685032	0.5919993741344333	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	guardrail	0.7911767336562987
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	stress_core	-0.34187610470420204	-0.7581997645863129	0.3106374927700554	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	guardrail	0.5340960298915387
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	fibrosis_core	-0.31604482776182957	-0.3973634533939869	0.5770974152334739	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	guardrail	0.7822268282311542
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	tam_receptor_ligand	-0.4952727256269176	-0.9433034594145652	0.24570015431462397	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.4780288716597446
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	fpr2_anxa1_axis	-0.47325737185121575	-1.1066473994582864	0.2160516798116904	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.4291026418482184
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	lxr_efflux	0.3164209338787979	1.6931603739303214	0.08457044129522857	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.21595666259317295
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	trem2_lipid_sensing	0.1111040755565745	0.24941301247873598	0.7367883129011552	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.8667624244747912
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	scavenger_receptors	-0.333489371864102	-0.8143165712938013	0.293042260672141	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.5205595438026853
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	complement_efferocytosis	0.0852003957044537	0.12613448207953126	0.8579915433476635	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.9225021857046306
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	repair_cytokine_matrix	-0.559189505732273	-1.0982375203151702	0.18145416375435605	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution	0.38441400617589505
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	mhcII_ciita	-0.4137903166980278	-0.4645188338588553	0.5162660318239862	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_apc	0.7368433499089723
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	cathepsin_lysosome	0.11827609815645967	0.26566632283570546	0.7128847818454394	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_apc	0.8566598638983011
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	foam_dam_lipid	0.05465567741012123	0.13334778552755763	0.8529746924717402	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_apc	0.9205689133845951
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	ifn_core	-0.3844350594900011	-1.341912547801127	0.12271196015186318	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	guardrail	0.298118161245165
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	stress_core	-0.44375113139490696	-0.8707329784541061	0.28525799129253504	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	guardrail	0.5161182993917554
GSE287142_RXR_bexarotene_CNS_myeloid	StrokeAged_BEX_vs_StrokeAged_vehicle	group	StrokeAged_BEX	StrokeAged_vehicle	fibrosis_core	-0.4105221432263405	-0.9121053963717558	0.2401352319840437	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	guardrail	0.4704018927906609
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	tam_receptor_ligand	0.06477610844197307	0.14666235934199381	0.8335026800521579	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.9129439835627688
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	fpr2_anxa1_axis	-0.8874769134658249	-0.5258707081130785	0.5007096103136727	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.7306272885189306
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	lxr_efflux	0.058593791972487486	0.4059227975360325	0.5686656184933072	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.7781740042539994
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	trem2_lipid_sensing	-0.7080048281137986	-2.8351369848299637	0.030390192201321067	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.11002018948832691
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	scavenger_receptors	-0.46647237793242724	-0.4242850936560979	0.551402077758459	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.7643477888156149
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	complement_efferocytosis	0.20726510460960268	0.22791222859276858	0.7484937013597874	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.8733986343740024
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	repair_cytokine_matrix	-0.5786258852677045	-0.5221928492362615	0.46995521213914915	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.7037025689622862
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	mhcII_ciita	-0.6453746787154182	-0.9665700058995278	0.2142171290690236	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	lipid_apc	0.4284473627082671
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	cathepsin_lysosome	-0.07343616328424307	-0.685007004096271	0.3836792541349475	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	lipid_apc	0.6062556170309115
