arrival_index	cohort_token	independence_group	n	auc	one_sided_permutation_p	mixture_e_value	crossed_20
1	SYNTHETIC_V42_PLANTED	SYNTHETIC_ONLY	60	1.0	9.999000099990002e-05	102.50714573203565	True
