gene	approved_name	wave62_score	wave62_call	manual_blocker	prior_context_blocker	max_l2g_score	best_l2g_disease	strong_l2g_disease_count	strong_l2g_diseases	supporting_l2g_disease_count	supporting_l2g_diseases	ms_max_l2g_score	ms_l2g_study_loci	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	relevant_qtl_coloc_disease_count	relevant_qtl_coloc_diseases	myeloid_qtl_coloc_disease_count	max_qtl_h4	ms_max_qtl_h4	ms_max_relevant_qtl_h4	ms_relevant_qtl_biosamples	direction_proxy_values	local_positive_disease_count	local_negative_disease_count	local_positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	in_lipid_lysosomal_myeloid_neighborhood	residual_retained_disease_count	strict_core_covariate_surviving_disease_count	wave34_call	gwas_catalog_trait_count	chembl_target_id	druggable_activity_count	wave34a_call	wave34a_direction	wave34a_route_reason	wave55_score	wave55_genetic_diseases_ge_0_25	wave61_best_call	wave61_best_manual_blocker	wave61_best_target_suppression	wave61_best_selectivity
RGS14	regulator of G protein signaling 14	5.299052728193885	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.8030093312263489	MS	3	Crohn;MS;Psoriasis	3	Crohn;MS;Psoriasis	0.8030093312263489	6616937be4e6b32e0a1a1f6202a32e21	3	Crohn;MS;Psoriasis	3	Crohn;MS;Psoriasis	1	0.9960433969675369	0.9952074420704351	0.9952074420704351	T cell;dorsolateral prefrontal cortex;right lobe of liver;skin of body;spleen;suprapubic skin;transverse colon	Crohn:CD4-positive, alpha-beta T cell:-0.00703;Crohn:blood:-0.00703;Crohn:body of pancreas:-0.00703;Crohn:dorsolateral prefrontal cortex:-0.00703;Crohn:fibroblast:-0.00703;Crohn:frontal cortex:-0.00703;Crohn:thyroid gland:-0.00703;Crohn:transverse colon:-0.00703;MS:T cell:-0.123;MS:dorsolateral prefrontal cortex:-0.123;MS:dorsolateral prefrontal cortex:0;MS:right lobe of liver:-0.123;MS:skin of body:0;MS:skin of body:0.123;MS:spleen:-0.123;MS:suprapubic skin:0;MS:transverse colon:0;Psoriasis:blood:0.0177;Psoriasis:dorsolateral prefrontal cortex:0.0177;Psoriasis:fibroblast:-0.0177;Psoriasis:frontal cortex:-0.0177;Psoriasis:macrophage:-0.0177;Psoriasis:right lobe of liver:-0.0177;Psoriasis:sigmoid colon:-0.0177;Psoriasis:skin of body:-0.0177	1.0	0.0	Crohn disease	-0.5035394425450566	0.0463387063426136	0.8744776374054363	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	7.0		0.0				15.0	Crohn;MS;Psoriasis;UC			0.0	0.0
RMI2	RecQ mediated genome instability 2	5.2866275933786335	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.7914115786552429	MS	2	MS;T1D	2	MS;T1D	0.7914115786552429	b6567661ac234bd9b8ac1f105ddd9e25	5	Crohn;MS;PBC;Psoriasis;T1D	5	Crohn;MS;PBC;Psoriasis;T1D	1	0.9952160147233903	0.9780145044618388	0.9780145044618388	dorsolateral prefrontal cortex;fibroblast;lymphoblastoid cell line	Crohn:fibroblast:-0.0277;Crohn:fibroblast:0.0277;Crohn:spleen:0.0277;MS:dorsolateral prefrontal cortex:-0.0432;MS:fibroblast:-0.123;MS:fibroblast:0.0432;MS:lymphoblastoid cell line:0.0432;PBC:CD4-positive, alpha-beta T cell:-0.0569;PBC:CD4-positive, alpha-beta memory T cell:-0.0569;PBC:lymphoblastoid cell line:-0.0569;PBC:lymphoblastoid cell line:0.0569;PBC:lymphoblastoid cell line:0.276;Psoriasis:lymphoblastoid cell line:-0;Psoriasis:lymphoblastoid cell line:0.0287;Psoriasis:lymphoblastoid cell line:0.0304;Psoriasis:macrophage:-0.0279;T1D:fibroblast:-0.032;T1D:fibroblast:-0.0369;T1D:fibroblast:0.032;T1D:fibroblast:0.0369;T1D:spleen:0.032;T1D:spleen:0.0369	0.0	0.0		-0.1232224541024011	0.9211488002094363	0.9894567607347324	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	19.0		0.0				12.0	MS;SLE;T1D			0.0	0.0
ZC2HC1A	zinc finger C2HC-type containing 1A	5.24743070728794	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.8042101263999939	MS	2	MS;Psoriasis	2	MS;Psoriasis	0.8042101263999939	812a2e51b3beaa5d3b87fceb6a26feec	1	MS	1	MS	0	0.9432205808879458	0.9432205808879458	0.9404102247449961	blood;lymphoblastoid cell line;skin of body	MS:blood:0.115;MS:lymphoblastoid cell line:-0;MS:skin of body:-0	0.0	1.0		-0.3261237179210994	0.4076457657420381	0.9175735237914778	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0		0.0				8.0	MS;Psoriasis			0.0	0.0
GPR65	G protein-coupled receptor 65	4.2649283939359135	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE		prior_branch_blocker_or_directionality_unresolved	0.7826091051101685	AS	2	AS;MS	3	AS;Crohn;MS	0.6238155364990234	5a6af436f7838697327eeeeb801fc248	1	MS	1	MS	0	0.982319288825745	0.982319288825745	0.982319288825745	fibroblast	MS:fibroblast:-0	1.0	2.0	Sjogren syndrome	0.09040507812532	0.6241465917972195	0.9490245393797272	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0		0.0	PARK_GENETIC_SIGNAL_LOCAL_CELLSTATE_MISMATCH	agonize/PAM if risk alleles reduce anti-inflammatory cAMP response	Genetic signal is plausible but local expression/state support is contradictory.	15.0	AS;Crohn;Psoriasis;RA;UC			0.0	0.0
TNFRSF1A	TNF receptor superfamily member 1A	3.953750382123653	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	TNF_axis_prior_art_and_MS_paradox_risk		0.9539542198181152	MS	3	AS;MS;PBC	3	AS;MS;PBC	0.9539542198181152	0bbdc338097e3290fa586375ed761c26;6d0058dcf9181fd956ca161269aaae7d;a92821b684fbf303bc9b24fa57dbac86	4	AS;Crohn;MS;PBC	4	AS;Crohn;MS;PBC	3	0.999796162305538	0.999796162305538	0.999796162305538	CD14-low, CD16-positive monocyte;CD14-positive, CD16-negative classical monocyte;anterior cingulate cortex;blood;dorsolateral prefrontal cortex;fibroblast;macrophage;neutrophil;right lobe of liver;sigmoid colon;skin of body;spleen;suprapubic skin;thyroid gland;transverse colon	AS:CD14-positive, CD16-negative classical monocyte:-0;AS:blood:-0;AS:dorsolateral prefrontal cortex:-0;AS:frontal cortex:-0;AS:lymphoblastoid cell line:0.0275;AS:macrophage:-0;AS:skin of body:-0;Crohn:blood plasma:-0.033;MS:CD14-low, CD16-positive monocyte:0.135;MS:CD14-positive, CD16-negative classical monocyte:0.0462;MS:CD14-positive, CD16-negative classical monocyte:0.111;MS:CD14-positive, CD16-negative classical monocyte:0.135;MS:anterior cingulate cortex:0.135;MS:blood:0.0462;MS:blood:0.111;MS:blood:0.135;MS:dorsolateral prefrontal cortex:0.0462;MS:dorsolateral prefrontal cortex:0.135;MS:fibroblast:0.111;MS:fibroblast:0.135;MS:macrophage:0;MS:macrophage:0.111;MS:macrophage:0.135;MS:neutrophil:0.0462;MS:right lobe of liver:0.135;MS:sigmoid colon:0.135;MS:skin of body:0.0462;MS:skin of body:0.111;MS:skin of body:0.135;MS:spleen:0.0462;MS:spleen:0.111;MS:suprapubic skin:0.135;MS:thyroid gland:0.0462;MS:thyroid gland:0.111;MS:transverse colon:0.0462;MS:transverse colon:0.111;PBC:CD14-	0.0	0.0		-0.1651855861386195	0.3190864538699107	0.9120391943246274	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	7.0		0.0				18.0	AS;Crohn;MS;PBC;Psoriasis;RA;UC	NO_GO_WAVE61_GUARDRAIL	MS_directionally_unsafe_TNF_axis	0.9683862679530189	0.6211601610564657
CD58	CD58 molecule	3.448185430270665	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.9513845443725586	MS	1	MS	1	MS	0.9513845443725586	b019fe75b51b088838b09c72216af801;60eccbb51a18714ae52e2d150431c093;255d4d28fee11d6c5a0a4fb1d35becf0	2	Crohn;MS	2	Crohn;MS	1	0.9968008858981062	0.9944626523267263	0.9944626523267263	CD14-positive, CD16-negative classical monocyte;blood plasma;lymphoblastoid cell line	Crohn:blood plasma:0.0326;MS:CD14-positive, CD16-negative classical monocyte:-0;MS:CD14-positive, CD16-negative classical monocyte:-0.0555;MS:blood plasma:-0;MS:blood plasma:-0.0555;MS:lymphoblastoid cell line:-0;MS:lymphoblastoid cell line:-0.0555;MS:lymphoblastoid cell line:0.0555;MS:lymphoblastoid cell line:0.163;MS:lymphoblastoid cell line:0.293	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.1797564428759965	0.3110884246237163	0.9095100064215184	False	0.0	0.0	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	5.0		0.0				17.0	MS;PBC;SLE			0.0	0.0
CD86	CD86 molecule	2.4702414870262146	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.9702414870262146	MS	1	MS	1	MS	0.9702414870262146	73f9d0c651493bf9c28ad2a71bfe6852;bb77ff7d6f8beeb3c7f56f4e53a4088d;2073019277480c4db5d956d5987fbea1	5	Celiac;MS;PBC;SLE;T1D	5	Celiac;MS;PBC;SLE;T1D	1	1.0	0.9982892957376484	0.9982892957376484	B cell;CD14-positive, CD16-negative classical monocyte;blood plasma;lymphoblastoid cell line	Celiac:blood plasma:0.0109;MS:B cell:-0;MS:CD14-positive, CD16-negative classical monocyte:-0.109;MS:CD14-positive, CD16-negative classical monocyte:-0.191;MS:blood plasma:-0.109;MS:blood plasma:-0.191;MS:lymphoblastoid cell line:-0.109;MS:lymphoblastoid cell line:-0.191;PBC:blood plasma:0;SLE:blood plasma:0.0103;T1D:blood plasma:-0.0655;T1D:blood plasma:-0.218	0.0	0.0		-0.0306191924981558	0.8000892220307895	0.9754873976997136	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0		0.0				6.5	MS			0.0	0.0
CD5	CD5 molecule	2.3979762344117934	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.9009516835212708	MS	1	MS	1	MS	0.9009516835212708	d69ad0ced1f1fe9bd2535af290ea254a	5	Crohn;MS;PBC;RA;T1D	5	Crohn;MS;PBC;RA;T1D	0	0.9970245508905227	0.9970245508905227	0.9970245508905227	CD8-positive, alpha-beta T cell;blood plasma	Crohn:blood plasma:0.00875;Crohn:blood plasma:0.0156;MS:CD8-positive, alpha-beta T cell:-0.105;MS:blood plasma:-0.105;PBC:blood plasma:-0.264;RA:blood plasma:0.0147;T1D:blood plasma:-0.107;T1D:blood plasma:0.037	0.0	0.0		0.61215592698235	0.5553125042665915	0.9394407560829112	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0		0.0				6.0	MS			0.0	0.0
CYP24A1	cytochrome P450 family 24 subfamily A member 1	2.3913259255163437	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.8928307294845581	MS	1	MS	1	MS	0.8928307294845581	ed74d9299e43cfd3bbf3843fc47cdd0e	1	MS	1	MS	0	0.9984951960317858	0.9984951960317858	0.9984951960317858	anterior cingulate cortex;dorsolateral prefrontal cortex;frontal cortex	MS:anterior cingulate cortex:-0;MS:anterior cingulate cortex:-0.112;MS:dorsolateral prefrontal cortex:-0;MS:dorsolateral prefrontal cortex:-0.112;MS:dorsolateral prefrontal cortex:0.112;MS:frontal cortex:-0;MS:frontal cortex:-0.112	1.0	0.0	psoriasis	0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				7.0	MS			0.0	0.0
MAPK3	mitogen-activated protein kinase 3	2.3656849056083527	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.8696510791778564	MS	1	MS	1	MS	0.8696510791778564	2c02f273d24d43dd490a138c244e26f3	1	MS	1	MS	1	0.9960338264304963	0.9960338264304963	0.9957851255480086	B cell;CD14-positive, CD16-negative classical monocyte;blood;blood plasma;dorsolateral prefrontal cortex;frontal cortex	MS:B cell:0.0279;MS:CD14-positive, CD16-negative classical monocyte:0.0279;MS:blood plasma:0.0279;MS:blood:0.0279;MS:dorsolateral prefrontal cortex:0.0279;MS:frontal cortex:0.0279	1.0	0.0	psoriasis	0.5019169655608273	0.0083994909993493	0.8344760564031432	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				8.0	MS			0.0	0.0
BCL10	BCL10 immune signaling adaptor	2.3525916811335152	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.8693645596504211	MS	1	MS	1	MS	0.8693645596504211	5ddfe794a84ce7f6d97a1af5f6c2263f	1	MS	1	MS	1	0.9832271214830943	0.9832271214830943	0.9832271214830943	CD14-positive, CD16-negative classical monocyte;CD4-positive, alpha-beta T cell;neutrophil	MS:CD14-positive, CD16-negative classical monocyte:0;MS:CD14-positive, CD16-negative classical monocyte:0.197;MS:CD4-positive, alpha-beta T cell:-0.197;MS:neutrophil:0.197	0.0	0.0		0.202966093283182	0.3599515170463142	0.9141270983319502	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				6.0	MS			0.0	0.0
EVI5	ecotropic viral integration site 5	2.302789072737909	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.8633472323417664	MS	1	MS	1	MS	0.8633472323417664	b9a3e95be0a8553a1230bc3f97377005;4fa5d31370184e5cbc2a318b466835a6;1da45d6c32a18bde4f7e0faf9542e909	1	MS	1	MS	1	0.9394418403961422	0.9394418403961422	0.9394418403961422	CD14-positive, CD16-negative classical monocyte;blood plasma;dorsolateral prefrontal cortex	MS:CD14-positive, CD16-negative classical monocyte:-0.0047;MS:CD14-positive, CD16-negative classical monocyte:-0.141;MS:CD14-positive, CD16-negative classical monocyte:-0.151;MS:blood plasma:-0.0047;MS:blood plasma:0;MS:dorsolateral prefrontal cortex:-0.0047;MS:dorsolateral prefrontal cortex:-0.141;MS:dorsolateral prefrontal cortex:-0.151	1.0	0.0	Crohn disease	0.0549982494341865	0.7772798209915935	0.9737243919138366	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0		0.0				7.0	MS			0.0	0.0
AHI1	Abelson helper integration site 1	2.2884253478113217	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.8092803955078125	MS	1	MS	1	MS	0.8092803955078125	c2bc15c540a0a5c757e1791284916420;8e0d946dde5839bc84a55b10ff04c5ec	1	MS	1	MS	1	0.9791449523035091	0.9791449523035091	0.9791449523035091	B cell;CD14-positive, CD16-negative classical monocyte;CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;fibroblast;lymphoblastoid cell line;naive regulatory T cell;neocortex;skin of body	MS:B cell:0;MS:CD14-positive, CD16-negative classical monocyte:-0.103;MS:CD4-positive, alpha-beta T cell:0.137;MS:CD8-positive, alpha-beta T cell:0;MS:fibroblast:0;MS:lymphoblastoid cell line:-0.103;MS:lymphoblastoid cell line:0;MS:naive regulatory T cell:0;MS:neocortex:0;MS:skin of body:0;MS:skin of body:0.137	0.0	1.0		0.0523919107500523	0.8703903228307871	0.9807046545060252	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0		0.0				6.0	MS			0.0	0.0
L3MBTL3	L3MBTL histone methyl-lysine binding protein 3	2.237840148101028	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.7917315363883972	MS	1	MS	1	MS	0.7917315363883972	475ed81f73297da29ccc1ce2f354336d	1	MS	1	MS	1	0.946108611712631	0.946108611712631	0.946108611712631	CD14-positive, CD16-negative classical monocyte;CD4-positive, alpha-beta T cell;T cell;blood;dorsolateral prefrontal cortex;lymphoblastoid cell line;naive regulatory T cell;skin of body;suprapubic skin;transverse colon	MS:CD14-positive, CD16-negative classical monocyte:-0.0456;MS:CD14-positive, CD16-negative classical monocyte:0.0456;MS:CD4-positive, alpha-beta T cell:0.0456;MS:T cell:0.0456;MS:blood:-0.0456;MS:dorsolateral prefrontal cortex:0.0456;MS:lymphoblastoid cell line:-0.0456;MS:lymphoblastoid cell line:0.0456;MS:naive regulatory T cell:0.0456;MS:skin of body:0.0456;MS:suprapubic skin:0.0456;MS:transverse colon:0.0456	0.0	0.0		-0.5019644167588666	0.1082111145320567	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				4.0	MS			0.0	0.0
SLC30A7	solute carrier family 30 member 7	2.1504767647376593	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.7069368958473206	MS	1	MS	1	MS	0.7069368958473206	e76ed181a2ef02ba0ef77e6045c8b364	1	MS	1	MS	1	0.9435398688903386	0.9435398688903386	0.9435398688903386	CD14-positive, CD16-negative classical monocyte	MS:CD14-positive, CD16-negative classical monocyte:-0.125	2.0	0.0	Crohn disease;ulcerative colitis	0.0520970814405732	0.6779698130602541	0.9604606324595966	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				0.0				0.0	0.0
NADSYN1	NAD synthetase 1	2.098608910585561	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.6544780135154724	MS	1	MS	1	MS	0.6544780135154724	f5c8f7cb15e49a23636ea8934ac59df0	1	MS	1	MS	1	0.9441308970700886	0.9441308970700886	0.9441308970700886	T-helper 17 cell;blood;lymphoblastoid cell line;macrophage	MS:T-helper 17 cell:0.107;MS:blood:0.107;MS:lymphoblastoid cell line:-0;MS:lymphoblastoid cell line:0.107;MS:macrophage:0.107	2.0	0.0	psoriasis;ulcerative colitis	-0.2971404523066212	0.1120612435266447	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				4.0	SLE			0.0	0.0
SLC44A2	solute carrier family 44 member 2 (CTL2 blood group)	2.096922996950998	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.6169834136962891	MS	1	MS	1	MS	0.6169834136962891	8a5821090fb704f482712510919e5b4e	1	MS	1	MS	1	0.9799395832547089	0.9799395832547089	0.9799395832547089	CD4-positive, alpha-beta T cell;blood;neutrophil	MS:CD4-positive, alpha-beta T cell:-0.128;MS:blood:0.128;MS:neutrophil:-0.128;MS:neutrophil:0.128	1.0	0.0	Crohn disease	-0.158957960947589	0.625406795080435	0.9496514626470688	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				0.0				0.0	0.0
IQCB1	IQ motif containing B1	2.0902041353390532	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.6795490980148315	MS	1	MS	1	MS	0.6795490980148315	c7f3ad6be325a5646e518a403db5a0ac	1	MS	1	MS	1	0.9106550373242217	0.9106550373242217	0.9081168999606113	CD14-positive, CD16-negative classical monocyte;CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;dorsolateral prefrontal cortex;fibroblast;lymphoblastoid cell line;macrophage;neutrophil;right lobe of liver;skin of body	MS:CD14-positive, CD16-negative classical monocyte:0.135;MS:CD4-positive, alpha-beta T cell:0.135;MS:CD8-positive, alpha-beta T cell:-0.135;MS:dorsolateral prefrontal cortex:0.135;MS:fibroblast:-0.135;MS:lymphoblastoid cell line:0.135;MS:macrophage:0.135;MS:neutrophil:0.135;MS:right lobe of liver:-0.135;MS:skin of body:0.135	0.0	0.0		0.1585753888121068	0.3463087471729988	0.9141270983319502	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				2.0	SLE			0.0	0.0
GFI1	growth factor independent 1 transcriptional repressor	2.031693481658344	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.5791015028953552	MS	1	MS	1	MS	0.5791015028953552	3b901d9070ec864dd38327e0d6649fd4	1	MS	1	MS	0	0.952591978762989	0.952591978762989	0.952591978762989	lymphoblastoid cell line	MS:lymphoblastoid cell line:0.181	0.0	0.0		-1.1683980447057851	0.3049385844032224	0.9075477698307116	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	6.0		0.0				10.0	MS;SLE			0.0	0.0
SHMT1	serine hydroxymethyltransferase 1	2.0040582365084654	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.5171698927879333	MS	1	MS	1	MS	0.5171698927879333	ffabc1400c2a8d462cdf5397c3e56eec	1	MS	1	MS	0	0.986888343720532	0.986888343720532	0.986888343720532	CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta memory T cell;blood plasma;sigmoid colon	MS:CD4-positive, alpha-beta T cell:0.0467;MS:CD4-positive, alpha-beta memory T cell:0.0467;MS:blood plasma:0.0467;MS:sigmoid colon:0.0467	1.0	2.0	type 1 diabetes mellitus	0.4043858368345301	0.1554027787810876	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				5.0	MS			0.0	0.0
IFI30	IFI30 lysosomal thiol reductase	1.6470071574432383	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	direct_antigen_processing_host_defense_and_druggability		0.6501023173332214	MS	1	MS	1	MS	0.6501023173332214	d8042fac4818035ae4af8557e0cbf623;de33a8d331b36c85e3316c1161bd8dc3	3	Celiac;Crohn;MS	3	Celiac;Crohn;MS	1	0.9969048401100167	0.9959013728724722	0.9959013728724722	CD14-positive, CD16-negative classical monocyte	Celiac:blood plasma:-0.0106;Celiac:blood plasma:-0.0556;Celiac:blood plasma:-0.176;Crohn:blood plasma:0;MS:CD14-positive, CD16-negative classical monocyte:-0.0182;MS:CD14-positive, CD16-negative classical monocyte:-0.141	3.0	0.0	psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.21016237009791	0.379946954952182	0.9141270983319502	True	1.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				0.0				0.0	0.0
TNFSF14	TNF superfamily member 14	0.9683645435930033	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	HVEM_LIGHT_axis_directionality_prior_art		0.9683961868286133	MS	1	MS	1	MS	0.9683961868286133	173846b268185ec3e71f7d51691bcf49;403a68350bc7138058adfcc974aa3aaa;906fb040042d98741a0a8d50f641c361	1	MS	1	MS	1	0.99996835676439	0.99996835676439	0.99996835676439	CD14-positive, CD16-negative classical monocyte;blood;blood plasma;lymphoblastoid cell line;right lobe of liver	MS:CD14-positive, CD16-negative classical monocyte:0.0894;MS:CD14-positive, CD16-negative classical monocyte:0.149;MS:CD14-positive, CD16-negative classical monocyte:0.152;MS:blood plasma:0.0894;MS:blood plasma:0.149;MS:blood plasma:0.152;MS:blood:0.0894;MS:lymphoblastoid cell line:0.0894;MS:lymphoblastoid cell line:0.149;MS:lymphoblastoid cell line:0.152;MS:right lobe of liver:-0.0894	2.0	0.0	Crohn disease;type 1 diabetes mellitus	0.4652328150134472	0.1529206114338398	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				8.0	MS			0.0	0.0
TAGAP	T cell activation RhoGTPase activating protein	3.8892100779179195	NO_GO_WAVE62_TARGET_RESOLUTION			0.8939483761787415	Celiac	6	Celiac;Crohn;MS;Psoriasis;RA;T1D	6	Celiac;Crohn;MS;Psoriasis;RA;T1D	0.8897240161895752	ba918aa2861ce9c71ee04d54475dec68;df00b94ba872582cf310917f37ff5b63	3	Celiac;Crohn;MS	0		0	0.9952617017391778	0.9951413234333548	0.0			1.0	1.0	Crohn disease	0.4550322625700271	0.2565170635340987	0.9037679420388188	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	22.0		0.0				23.0	AITD;AS;Celiac;Crohn;MS;Psoriasis;RA;T1D;UC			0.0	0.0
IRF4	interferon regulatory factor 4	3.861402579564523	NO_GO_WAVE62_TARGET_RESOLUTION			0.9034602642059326	RA	5	Celiac;Psoriasis;RA;SLE;T1D	5	Celiac;Psoriasis;RA;SLE;T1D	0.0		1	SLE	1	SLE	1	0.9579423153585905	0.0	0.0		SLE:CD14-positive, CD16-negative classical monocyte:-0.106	2.0	0.0	Sjogren syndrome;ulcerative colitis	0.0444471151552097	0.910671703211036	0.9869419643747628	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	14.0		0.0				22.0	AITD;Celiac;Crohn;Psoriasis;RA;SLE;T1D			0.0	0.0
TNRC18	trinucleotide repeat containing 18	3.8512995251067674	NO_GO_WAVE62_TARGET_RESOLUTION			0.8791950345039368	AS	6	AS;Crohn;MS;Psoriasis;T1D;UC	6	AS;Crohn;MS;Psoriasis;T1D;UC	0.8121318221092224	d00d262fcde86720584d65a9ab7c123b	2	Crohn;UC	2	Crohn;UC	0	0.9721044906028308	0.0	0.0		Crohn:blood:-0.509;UC:blood:-0.648	1.0	0.0	Crohn disease	-0.1615953838999999	0.2659382247571401	0.9049965616313804	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0		0.0				21.0	AITD;AS;Crohn;Psoriasis;RA;T1D;UC			0.0	0.0
ETS1	ETS proto-oncogene 1, transcription factor	3.8270368999129536	NO_GO_WAVE62_TARGET_RESOLUTION			0.8309189677238464	SLE	4	Celiac;Psoriasis;RA;SLE	4	Celiac;Psoriasis;RA;SLE	0.0		2	Celiac;Psoriasis	2	Celiac;Psoriasis	0	0.996117932189107	0.0	0.0		Celiac:CD4-positive, alpha-beta T cell:0;Celiac:CD4-positive, alpha-beta T cell:0.0877;Celiac:CD4-positive, alpha-beta T cell:0.161;Celiac:CD4-positive, alpha-beta T cell:0.218;Celiac:central memory CD4-positive, alpha-beta T cell:0.0877;Celiac:central memory CD4-positive, alpha-beta T cell:0.161;Celiac:central memory CD4-positive, alpha-beta T cell:0.218;Psoriasis:CD4-positive, alpha-beta T cell:0.0133;Psoriasis:CD4-positive, alpha-beta T cell:0.102;Psoriasis:central memory CD4-positive, alpha-beta T cell:0.0133;Psoriasis:central memory CD4-positive, alpha-beta T cell:0.102	2.0	1.0	Crohn disease;ulcerative colitis	0.0153749961763871	0.9662802005584104	0.9967096674502096	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	17.0	CHEMBL2169736	0.0				20.0	Celiac;PBC;Psoriasis;RA;SLE	NO_GO_WAVE61_GUARDRAIL		0.0	-0.0322420704707813
SCUBE3	signal peptide, CUB domain and EGF like domain containing 3	3.80641414601323	NO_GO_WAVE62_TARGET_RESOLUTION			0.8910282850265503	SLE	3	RA;SLE;T1D	5	AS;Celiac;RA;SLE;T1D	0.0		1	Celiac	0		0	0.91538586098668	0.0	0.0			0.0	0.0		-2.020482374915332	0.0535756210710609	0.8904676266102052	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				14.0	AS;Celiac;RA;SLE;T1D			0.0	0.0
