gene	gate	passed	wave62_call
SP140	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
SP140	qtl_coloc_multiple_diseases	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
SP140	module_link	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
SP140	druggable_or_modality	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
SP140	no_manual_blocker	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
SP140	no_prior_context_blocker	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
GALC	ms_l2g_ge_0_5	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
GALC	ms_relevant_qtl_h4_ge_0_8	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
GALC	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
GALC	qtl_coloc_multiple_diseases	False	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
GALC	module_link	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
GALC	druggable_or_modality	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
GALC	no_manual_blocker	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
GALC	no_prior_context_blocker	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
IL2RA	ms_l2g_ge_0_5	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
IL2RA	ms_relevant_qtl_h4_ge_0_8	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
IL2RA	cross_disease_l2g_ge_4_or_supporting_ge_5	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
IL2RA	qtl_coloc_multiple_diseases	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
IL2RA	module_link	False	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
IL2RA	druggable_or_modality	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
IL2RA	no_manual_blocker	False	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
IL2RA	no_prior_context_blocker	False	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
STAT4	ms_l2g_ge_0_5	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
STAT4	ms_relevant_qtl_h4_ge_0_8	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
STAT4	cross_disease_l2g_ge_4_or_supporting_ge_5	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
STAT4	qtl_coloc_multiple_diseases	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
STAT4	module_link	False	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
STAT4	druggable_or_modality	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
STAT4	no_manual_blocker	False	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
STAT4	no_prior_context_blocker	False	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
PTGER4	ms_l2g_ge_0_5	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
PTGER4	ms_relevant_qtl_h4_ge_0_8	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
PTGER4	cross_disease_l2g_ge_4_or_supporting_ge_5	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
PTGER4	qtl_coloc_multiple_diseases	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
PTGER4	module_link	False	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
PTGER4	druggable_or_modality	True	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
PTGER4	no_manual_blocker	False	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
PTGER4	no_prior_context_blocker	False	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW
MMEL1	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MMEL1	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MMEL1	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MMEL1	qtl_coloc_multiple_diseases	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MMEL1	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MMEL1	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MMEL1	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MMEL1	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RGS14	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RGS14	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RGS14	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RGS14	qtl_coloc_multiple_diseases	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RGS14	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RGS14	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RGS14	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RGS14	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RMI2	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RMI2	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RMI2	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RMI2	qtl_coloc_multiple_diseases	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RMI2	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RMI2	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RMI2	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
RMI2	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
ZC2HC1A	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
ZC2HC1A	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
ZC2HC1A	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
ZC2HC1A	qtl_coloc_multiple_diseases	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
ZC2HC1A	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
ZC2HC1A	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
ZC2HC1A	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
ZC2HC1A	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GPR65	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GPR65	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GPR65	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GPR65	qtl_coloc_multiple_diseases	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GPR65	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GPR65	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GPR65	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GPR65	no_prior_context_blocker	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
TNFRSF1A	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
TNFRSF1A	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
TNFRSF1A	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
TNFRSF1A	qtl_coloc_multiple_diseases	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
TNFRSF1A	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
TNFRSF1A	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
TNFRSF1A	no_manual_blocker	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
TNFRSF1A	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD58	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD58	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD58	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD58	qtl_coloc_multiple_diseases	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD58	module_link	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD58	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD58	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD58	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD86	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD86	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD86	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD86	qtl_coloc_multiple_diseases	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD86	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD86	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD86	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD86	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD5	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD5	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD5	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD5	qtl_coloc_multiple_diseases	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD5	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD5	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD5	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CD5	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CYP24A1	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CYP24A1	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CYP24A1	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CYP24A1	qtl_coloc_multiple_diseases	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CYP24A1	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CYP24A1	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CYP24A1	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
CYP24A1	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MAPK3	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MAPK3	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MAPK3	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MAPK3	qtl_coloc_multiple_diseases	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MAPK3	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MAPK3	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MAPK3	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
MAPK3	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
BCL10	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
BCL10	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
BCL10	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
BCL10	qtl_coloc_multiple_diseases	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
BCL10	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
BCL10	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
BCL10	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
BCL10	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
EVI5	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
EVI5	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
EVI5	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
EVI5	qtl_coloc_multiple_diseases	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
EVI5	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
EVI5	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
EVI5	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
EVI5	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
AHI1	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
AHI1	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
AHI1	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
AHI1	qtl_coloc_multiple_diseases	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
AHI1	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
AHI1	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
AHI1	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
AHI1	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
L3MBTL3	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
L3MBTL3	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
L3MBTL3	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
L3MBTL3	qtl_coloc_multiple_diseases	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
L3MBTL3	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
L3MBTL3	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
L3MBTL3	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
L3MBTL3	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC30A7	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC30A7	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC30A7	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC30A7	qtl_coloc_multiple_diseases	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC30A7	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC30A7	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC30A7	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC30A7	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
NADSYN1	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
NADSYN1	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
NADSYN1	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
NADSYN1	qtl_coloc_multiple_diseases	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
NADSYN1	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
NADSYN1	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
NADSYN1	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
NADSYN1	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC44A2	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC44A2	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC44A2	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC44A2	qtl_coloc_multiple_diseases	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC44A2	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC44A2	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC44A2	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SLC44A2	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
IQCB1	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
IQCB1	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
IQCB1	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
IQCB1	qtl_coloc_multiple_diseases	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
IQCB1	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
IQCB1	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
IQCB1	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
IQCB1	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GFI1	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GFI1	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GFI1	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GFI1	qtl_coloc_multiple_diseases	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GFI1	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GFI1	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GFI1	no_manual_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
GFI1	no_prior_context_blocker	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SHMT1	ms_l2g_ge_0_5	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SHMT1	ms_relevant_qtl_h4_ge_0_8	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SHMT1	cross_disease_l2g_ge_4_or_supporting_ge_5	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SHMT1	qtl_coloc_multiple_diseases	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SHMT1	module_link	False	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
SHMT1	druggable_or_modality	True	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE
