seed	cell_state	metric	studentized_effect_raw	studentized_effect_residualized	max_t_fwer_p_raw	max_t_fwer_p_residualized	direction_consistent_cd_uc_raw	direction_consistent_cd_uc_residualized	passes_seed
57141	Mono_macro	anisotropy	-0.1597795921722674	1.1097977079470733	0.9978650106749466	0.5785021074894625	False	True	False
57141	Mono_macro	directional_coherence	-0.9546318773818607	-0.22567289224443488	0.633881830590847	0.9975700121499392	True	False	False
57141	Mono_macro	norm_mad	-0.24008830165022077	0.9451424455171413	0.9901250493747531	0.7068514657426713	False	True	False
57141	Mono_macro	transport_cost	-0.991170766251011	0.6154982184008178	0.6088369558152209	0.9188554057229714	False	False	False
57142	Mono_macro	anisotropy	-0.6358263419538727	0.30082415759089737	0.8705306473467632	0.9912300438497808	False	False	False
57142	Mono_macro	directional_coherence	-0.3952218795220094	1.0767348507516423	0.9688651556742216	0.6270468647656762	False	True	False
57142	Mono_macro	norm_mad	-0.14639304548371124	0.9241774363818669	0.9990450047749762	0.7327013364933175	False	False	False
57142	Mono_macro	transport_cost	-1.2238664410409958	-0.9669840238355516	0.5164574177129114	0.7051814740926295	False	True	False
57143	Mono_macro	anisotropy	-0.7137505402413146	0.4482226231521081	0.8559507202463987	0.9700301498492507	True	True	False
57143	Mono_macro	directional_coherence	-0.3881681868112749	0.4271276221545659	0.9740051299743502	0.9744701276493618	True	False	False
57143	Mono_macro	norm_mad	-0.16371508486604888	0.7966346387914982	0.999080004599977	0.8190159049204754	True	True	False
57143	Mono_macro	transport_cost	-0.8781570542325325	0.16593418184603387	0.7745361273193634	0.9994200028999854	True	False	False
