accession	sample_id	description	donor_id	group	disease_state	marker_compartment	compartment_source	gene	n_cells	mean_log_norm	detection_fraction
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	LAMP2	1977	0.6350025457900524	0.6074860900354072
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	LIPA	1977	0.4478385496694269	0.4668689934243804
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ACSL1	1977	0.36462530303797336	0.3586241780475468
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	APOE	1977	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	GPNMB	1977	0.004960456700052465	0.0065756196256954984
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	LPL	1977	0.019934580536520596	0.023773394031360646
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	PLIN2	1977	0.28704973084491253	0.3363682346990389
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CD36	1977	1.0625457956324218	0.7258472432979262
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	FABP5	1977	0.15120950262837177	0.18866970156803237
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	TREM2	1977	0.0006868399992457049	0.0010116337885685382
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	MSR1	1977	0.018691637613101626	0.026302478502781994
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	MERTK	1977	0.06564893579929237	0.08649468892261002
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	SLC15A4	1977	0.16447829974831266	0.20384420839656045
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	TASL	1977	0.10573523722638008	0.139099645928174
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CXorf21	1977	0.10573523722638008	0.139099645928174
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IRF5	1977	0.21158320768408903	0.26707132018209406
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	GPR65	1977	0.27491856810717374	0.30652503793626706
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	TNFAIP3	1977	0.47662613394288145	0.4203338391502276
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	PTPN2	1977	0.6247235765105013	0.5993930197268589
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CLEC16A	1977	0.05748842958856485	0.0768841679312089
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	SH2B3	1977	0.4269688378606834	0.4648457258472433
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IL10	1977	0.001812131855906292	0.0025290844714213456
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	OSMR	1977	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IL6R	1977	0.5001442462401856	0.49873545776428935
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ATG16L1	1977	0.05235521986017821	0.07182599898836621
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CARD9	1977	0.1139826000671406	0.1471927162367223
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	AXL	1977	0.004396266266741292	0.007587253414264037
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CFB	1977	0.0006995992523042855	0.0010116337885685382
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CFH	1977	0.0017957458546744131	0.0030349013657056147
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	P2RX7	1977	0.1641267513725332	0.2028325746079919
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	NLRP3	1977	0.3684363184882103	0.39200809307030854
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	IFNG	2315	0.043430732496356345	0.03326133909287257
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	IFNGR1	2315	0.2917117176122851	0.21900647948164148
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	IFNGR2	2315	0.013272429902919167	0.014254859611231102
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	STAT1	2315	0.26284909482651087	0.20086393088552915
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	IRF1	2315	1.2729660442271964	0.7213822894168467
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	CXCL10	2315	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	CD74	2315	0.9515203304476151	0.5684665226781858
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	HLA-DRA	2315	0.3998182978022433	0.2578833693304536
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	HLA-DRB1	2315	0.5939194404023255	0.3904967602591793
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	HLA-DPA1	2315	0.8132001255681138	0.5347732181425486
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	HLA-DPB1	2315	1.0747951694235174	0.6561555075593952
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	CIITA	2315	0.020405547304750776	0.018574514038876888
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	RFX5	2315	0.0413364670446573	0.035853131749460046
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	IFI30	2315	0.04467725944313066	0.03412526997840173
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	CTSS	2315	0.6196783356223714	0.4375809935205184
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	CTSB	2315	0.0641010584893031	0.05485961123110151
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	CTSD	2315	0.4429730188769347	0.3205183585313175
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	LAMP1	2315	0.35389747024869816	0.2755939524838013
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	LAMP2	2315	0.18575661195277138	0.150755939524838
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	LIPA	2315	0.12861709577990918	0.10194384449244061
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	ACSL1	2315	0.013932721532446776	0.011663066954643628
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	APOE	2315	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	GPNMB	2315	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	LPL	2315	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	PLIN2	2315	0.16625713524499156	0.13606911447084233
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	CD36	2315	0.014600604193256947	0.009503239740820735
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	FABP5	2315	0.12706166003744238	0.09935205183585313
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	TREM2	2315	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	MSR1	2315	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	MERTK	2315	0.0002757408963938769	0.00043196544276457883
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	SLC15A4	2315	0.17866080546224605	0.14038876889848811
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	TASL	2315	0.004865067669433857	0.004751619870410367
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	CXorf21	2315	0.004865067669433857	0.004751619870410367
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	IRF5	2315	0.007637555552867783	0.0064794816414686825
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	GPR65	2315	0.7859538000165515	0.5291576673866091
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	TNFAIP3	2315	0.9218918309355915	0.5658747300215983
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	PTPN2	2315	0.46324741102706796	0.3408207343412527
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	CLEC16A	2315	0.03340126621028002	0.028941684665226782
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	SH2B3	2315	0.05246215942868919	0.0449244060475162
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	IL10	2315	0.0007370645490114941	0.00043196544276457883
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	OSMR	2315	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	IL6R	2315	0.011358206382837976	0.012958963282937365
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	ATG16L1	2315	0.06676175406375663	0.05485961123110151
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	CARD9	2315	0.001928860039226952	0.0017278617710583153
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	AXL	2315	0.0006617438458469465	0.00043196544276457883
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	CFB	2315	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	CFH	2315	0.02553309822700451	0.020734341252699785
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	P2RX7	2315	0.019718888794629158	0.016846652267818573
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	NLRP3	2315	0.0029250102733175388	0.0017278617710583153
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IFNG	125	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IFNGR1	125	0.1142343623638153	0.128
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IFNGR2	125	0.12374693155288696	0.264
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	STAT1	125	0.20218080902099608	0.28
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IRF1	125	0.4902685424089432	0.488
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CXCL10	125	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CD74	125	1.4584625482559204	0.64
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DRA	125	0.6943416419029236	0.432
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DRB1	125	0.6122469321489334	0.48
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DPA1	125	0.642282746553421	0.496
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DPB1	125	0.6812543454170227	0.536
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CIITA	125	0.024725931882858276	0.04
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	RFX5	125	0.029856282234191893	0.096
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IFI30	125	0.2578637603521347	0.344
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CTSS	125	0.5878650604486465	0.544
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CTSB	125	0.1944018899202347	0.264
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CTSD	125	0.2775434300899506	0.368
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	LAMP1	125	0.2929902355670929	0.376
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	LAMP2	125	0.1396122546195984	0.288
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	LIPA	125	0.07038358962535858	0.088
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	ACSL1	125	0.03207535409927368	0.04
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	APOE	125	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	GPNMB	125	0.002153318166732788	0.008
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	LPL	125	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	PLIN2	125	0.10913206052780151	0.2
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CD36	125	0.21578338325023652	0.136
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	FABP5	125	0.3588935151100159	0.384
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	TREM2	125	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	MSR1	125	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	MERTK	125	0.00698257052898407	0.016
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	SLC15A4	125	0.1630959440469742	0.208
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	TASL	125	0.06165479636192322	0.12
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CXorf21	125	0.06165479636192322	0.12
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IRF5	125	0.025747581362724304	0.104
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	GPR65	125	0.06318998491764069	0.08
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	TNFAIP3	125	0.14819895803928376	0.256
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	PTPN2	125	0.2894713546037674	0.408
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CLEC16A	125	0.03478576803207398	0.08
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	SH2B3	125	0.08417475140094757	0.088
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IL10	125	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	OSMR	125	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IL6R	125	0.1313558646440506	0.208
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	ATG16L1	125	0.022287988424301148	0.08
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CARD9	125	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	AXL	125	0.005850100994110107	0.008
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CFB	125	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CFH	125	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	P2RX7	125	0.01583770704269409	0.032
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	NLRP3	125	0.022316739320755005	0.016
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IFNG	7447	0.003506069061210912	0.003088492010205452
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IFNGR1	7447	0.12987978396054578	0.11400563985497515
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IFNGR2	7447	0.053702494102275435	0.0510272592990466
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	STAT1	7447	0.33534507454842294	0.2653417483550423
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IRF1	7447	0.6161112979832825	0.42607761514703907
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CXCL10	7447	0.0002903837364952853	0.000268564522626561
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CD74	7447	0.5605788804971885	0.4039210420303478
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	HLA-DRA	7447	0.16987241468638306	0.12944809990600242
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	HLA-DRB1	7447	0.18763849484579537	0.13428226131328053
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	HLA-DPA1	7447	0.33177736042185213	0.26077615147039074
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	HLA-DPB1	7447	0.49668573340713956	0.3715590170538472
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CIITA	7447	0.007582606918078326	0.0068483953269773065
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	RFX5	7447	0.026655992321701072	0.0255136296495233
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IFI30	7447	0.021827392030982055	0.020142339196992078
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CTSS	7447	0.4546851905277148	0.377198872029005
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CTSB	7447	0.08325586338819266	0.07882368739089567
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CTSD	7447	0.1581444060528728	0.14529340674096952
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	LAMP1	7447	0.250237382381126	0.22344568282529878
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	LAMP2	7447	0.13578585848738495	0.125419632066604
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	LIPA	7447	0.0804837273201943	0.07533234859675036
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	ACSL1	7447	0.00924099029527185	0.008728346985363233
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	APOE	7447	0.0001450116576421048	0.0001342822613132805
