accession	sample_id	description	donor_id	group	disease_state	marker_compartment	compartment_source	gene	n_cells	mean_log_norm	detection_fraction
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	PTPN2	2917	0.5083910194843405	0.509770311964347
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CLEC16A	2917	0.05825606109060406	0.07233459033253342
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	SH2B3	2917	0.37724701081966755	0.4058964689749743
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IL10	2917	0.007673288529810939	0.009256085018854988
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	OSMR	2917	0.00030083829178808485	0.0006856359273225917
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IL6R	2917	0.45796850570412095	0.4374357216318135
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ATG16L1	2917	0.037108765191561074	0.049365786767226603
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CARD9	2917	0.1009741427046737	0.13404182379156668
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	AXL	2917	0.005479372738974528	0.0075419952005485085
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CFB	2917	0.002018541843465309	0.002742543709290367
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CFH	2917	0.0016220324469380972	0.0030853616729516627
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	P2RX7	2917	0.12458796330233081	0.15289681179293796
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	NLRP3	2917	0.4187334551206794	0.41686664381213573
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	IFNG	2675	0.012677585343334163	0.010467289719626169
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	IFNGR1	2675	0.6313697539200293	0.43401869158878503
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	IFNGR2	2675	0.014575080136272395	0.016074766355140185
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	STAT1	2675	0.2638295790636651	0.205607476635514
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	IRF1	2675	1.4687731944289162	0.7790654205607477
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	CXCL10	2675	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	CD74	2675	0.8624275854034958	0.5465420560747664
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	HLA-DRA	2675	0.24931161981876765	0.1678504672897196
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	HLA-DRB1	2675	0.4698526832544915	0.32485981308411216
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	HLA-DPA1	2675	0.4780805419650033	0.33084112149532713
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	HLA-DPB1	2675	0.6514924992244935	0.41757009345794394
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	CIITA	2675	0.014950853641902176	0.013457943925233645
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	RFX5	2675	0.03842626591709172	0.03327102803738318
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	IFI30	2675	0.09311563895127484	0.07401869158878505
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	CTSS	2675	0.6313082467061337	0.4538317757009346
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	CTSB	2675	0.07359419248928534	0.06504672897196262
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	CTSD	2675	0.6576667440606054	0.4564485981308411
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	LAMP1	2675	0.38975509868604	0.3013084112149533
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	LAMP2	2675	0.22931707003406276	0.18953271028037383
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	LIPA	2675	0.12712474456457334	0.10616822429906542
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	ACSL1	2675	0.022323489055455288	0.017570093457943924
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	APOE	2675	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	GPNMB	2675	0.0001498573962773118	0.00037383177570093456
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	LPL	2675	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	PLIN2	2675	0.18516349164124962	0.15401869158878503
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	CD36	2675	0.01393452927330944	0.010093457943925233
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	FABP5	2675	0.19416577391535322	0.16
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	TREM2	2675	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	MSR1	2675	0.0005021190309078894	0.0007476635514018691
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	MERTK	2675	0.0009354030306094161	0.0007476635514018691
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	SLC15A4	2675	0.20888523380333018	0.1633644859813084
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	TASL	2675	0.004695445399418055	0.003738317757009346
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	CXorf21	2675	0.004695445399418055	0.003738317757009346
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	IRF5	2675	0.00816639960369217	0.007476635514018692
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	GPR65	2675	0.7611035760763649	0.5177570093457944
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	TNFAIP3	2675	0.7205175971093579	0.4706542056074766
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	PTPN2	2675	0.5413801769118443	0.3955140186915888
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	CLEC16A	2675	0.03890650117508719	0.034018691588785045
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	SH2B3	2675	0.07232409934017146	0.06130841121495327
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	IL10	2675	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	OSMR	2675	0.0021170135079143205	0.001869158878504673
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	IL6R	2675	0.014245808793005542	0.013084112149532711
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	ATG16L1	2675	0.07766429479991165	0.06467289719626168
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	CARD9	2675	0.0029525987455778033	0.0033644859813084112
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	AXL	2675	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	CFB	2675	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	CFH	2675	0.010678874621881503	0.00897196261682243
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	P2RX7	2675	0.017475959263115286	0.014579439252336448
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	NLRP3	2675	0.007562459228194762	0.007850467289719627
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	IFNG	86	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	IFNGR1	86	0.05940836945245432	0.12790697674418605
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	IFNGR2	86	0.15261496707450511	0.22093023255813954
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	STAT1	86	0.07626845808916313	0.12790697674418605
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	IRF1	86	0.45591335206530814	0.3953488372093023
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	CXCL10	86	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	CD74	86	1.2709362645481908	0.5116279069767442
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DRA	86	0.7420267175103343	0.4418604651162791
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DRB1	86	0.5836148296677789	0.4418604651162791
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DPA1	86	0.6962761975998102	0.4418604651162791
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DPB1	86	0.5767361743505611	0.4069767441860465
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	CIITA	86	0.07625144373538882	0.08139534883720931
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	RFX5	86	0.11926436510890029	0.16279069767441862
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	IFI30	86	0.18487480040206467	0.2441860465116279
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	CTSS	86	0.5777655957743179	0.47674418604651164
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	CTSB	86	0.28496119466631914	0.26744186046511625
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	CTSD	86	0.1595827363604723	0.3023255813953488
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	LAMP1	86	0.1267699704960335	0.13953488372093023
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	LAMP2	86	0.236300376265548	0.3372093023255814
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	LIPA	86	0.027181903116924817	0.05813953488372093
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	ACSL1	86	0.013297957389853721	0.023255813953488372
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	APOE	86	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	GPNMB	86	0.007791213517965272	0.023255813953488372
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	LPL	86	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	PLIN2	86	0.09461587771426799	0.1744186046511628
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	CD36	86	0.1335320632125056	0.10465116279069768
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	FABP5	86	0.22705477822658626	0.29069767441860467
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	TREM2	86	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	MSR1	86	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	MERTK	86	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	SLC15A4	86	0.17674243831357292	0.18604651162790697
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	TASL	86	0.0675024826859319	0.11627906976744186
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	CXorf21	86	0.0675024826859319	0.11627906976744186
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	IRF5	86	0.028823344859966012	0.06976744186046512
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	GPR65	86	0.20746713356916294	0.19767441860465115
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	TNFAIP3	86	0.08448258770066638	0.16279069767441862
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	PTPN2	86	0.30234614586414293	0.3953488372093023
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	CLEC16A	86	0.04459828519543936	0.03488372093023256
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	SH2B3	86	0.11047439519749132	0.1511627906976744
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	IL10	86	0.01941868316295535	0.011627906976744186
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	OSMR	86	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	IL6R	86	0.08861213090807893	0.1511627906976744
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	ATG16L1	86	0.02741587577864181	0.046511627906976744
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	CARD9	86	0.013321824891622676	0.03488372093023256
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	AXL	86	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	CFB	86	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	CFH	86	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	P2RX7	86	0.019758547114771464	0.023255813953488372
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	NLRP3	86	0.09802543042704116	0.046511627906976744
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	IFNG	4828	0.005279999322010252	0.004971002485501243
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	IFNGR1	4828	0.18066830829390831	0.1576222038111019
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	IFNGR2	4828	0.05901447005181048	0.06027340513670257
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	STAT1	4828	0.3139023409528286	0.26884838442419223
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	IRF1	4828	0.7135078110041555	0.4973073736536868
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	CXCL10	4828	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	CD74	4828	0.5106150907492875	0.40472245236122617
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	HLA-DRA	4828	0.13181318433425993	0.10687655343827672
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	HLA-DRB1	4828	0.18419373475552198	0.14747307373653687
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	HLA-DPA1	4828	0.20618082900850263	0.17025683512841758
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	HLA-DPB1	4828	0.30505887709107393	0.24420049710024855
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	CIITA	4828	0.005670836138251209	0.005592377796188898
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	RFX5	4828	0.02883782295792579	0.03003314001657001
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	IFI30	4828	0.036755800555832836	0.037696768848384424
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	CTSS	4828	0.46529470522391864	0.40824357912178955
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	CTSB	4828	0.08865733229259666	0.09175642087821044
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	CTSD	4828	0.17552131078612637	0.17315658657829328
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	LAMP1	4828	0.2374837057110981	0.22783761391880697
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	LAMP2	4828	0.14425788119793334	0.1447804473902237
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	LIPA	4828	0.07358664563103165	0.07539353769676885
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	ACSL1	4828	0.013977351600756404	0.013463131731565867
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	APOE	4828	0.0	0.0
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	GPNMB	4828	0.0004146000572542761	0.00041425020712510354
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	LPL	4828	0.0001530429624582779	0.00020712510356255177
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	PLIN2	4828	0.17823491291186982	0.17232808616404308
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	CD36	4828	0.007834551027222122	0.007870753935376968
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	FABP5	4828	0.1824451446928263	0.17025683512841758
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	TREM2	4828	0.0	0.0
