space	timing	modules	responder_within_median_distance	nonresponder_within_median_distance	between_group_median_distance	responder_compactness_delta	separation_margin	exact_p_responder_more_compact	exact_p_greater_group_separation	n_exact_label_permutations	compactness_bonferroni_p	separation_bonferroni_p	compactness_bh_q	separation_bh_q
treated_broad_tone	treated	general_inflammatory_tone;stat1_axis;glycolysis;oxphos;immunometabolism_hif_nampt	1.7617707493736554	3.240568337228897	2.56750823793079	-1.4787975878552415	0.06633869462951392	0.0026737678476710077	0.24961300728520552	92378	0.02139014278136806	1.0	0.011994067915868325	0.6656346860938814
delta_broad_tone	delta	general_inflammatory_tone;stat1_axis;glycolysis;oxphos;immunometabolism_hif_nampt	1.7389848127160994	3.8925573604571895	2.8145425205606136	-2.1535725477410903	-0.0012285660260307196	0.002998516978967081	0.4026347979519155	92378	0.02398813583173665	1.0	0.011994067915868325	0.805269595903831
treated_composition	treated	monocyte_myeloid_composition;t_cell_composition;b_cell_composition	1.6659055882634268	2.707030950628469	2.314321922125744	-1.041125362365042	0.12785365267979598	0.013054915078102166	0.14492471232639453	92378	0.10443932062481733	1.0	0.025443011939943062	0.6551272475346128
treated_core	treated	IFN_APC;HLAII;stat1_axis;glycolysis;oxphos	1.9847435201215593	3.485262804659314	2.823752850076523	-1.5005192845377546	0.08874968768608671	0.013596163630262288	0.1637818118836532	92378	0.1087693090420983	1.0	0.025443011939943062	0.6551272475346128
delta_core	delta	IFN_APC;HLAII;stat1_axis;glycolysis;oxphos	2.237524410520198	3.7470523991212734	2.863833374822439	-1.5095279886010755	-0.1284550299982965	0.015901882462464413	0.7616016627155522	92378	0.1272150596997153	1.0	0.025443011939943062	0.9381569404301844
baseline_core	baseline	IFN_APC;HLAII;stat1_axis;glycolysis;oxphos	2.6136601700870523	3.5025237736128814	2.6648476701178345	-0.888863603525829	-0.3932443017321323	0.19045454053410407	0.8583877288128254	92378	1.0	1.0	0.25393938737880545	0.9381569404301844
delta_composition	delta	monocyte_myeloid_composition;t_cell_composition;b_cell_composition	2.0458552642555157	2.4634156364526323	2.192706052056425	-0.4175603721971166	-0.06192939829764876	0.25519869234349796	0.7492828456683879	92378	1.0	1.0	0.2916556483925691	0.9381569404301844
baseline_composition	baseline	monocyte_myeloid_composition;t_cell_composition;b_cell_composition	2.659874461169173	2.0394772660752487	2.11153009890396	0.6203971950939242	-0.23814576471825077	0.8524015198259345	0.9381569404301844	92378	1.0	1.0	0.8524015198259345	0.9381569404301844
