gene	wave71_call	wave71_reason	meta_score	raw_channel_points	positive_channel_points	hard_no_channel_penalty	hard_block_penalty	soft_prior_penalty	text_prior_penalty	evidence_channel_count	positive_status_count	parked_status_count	hard_no_status_count	genetics_channel_count	perturbation_channel_count	modality_channel_count	expression_channel_count	reopener_channel_count	evidence_channels	hard_block_reason	soft_penalty_reason	top_calls	evidence_summary	blockers	source_waves
PSMA3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.103478	1.103478	1.103478	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENESSR3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.100707	1.100707	1.100707	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
SSR3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.100707	1.100707	1.100707	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENENCK1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.097935	1.097935	1.097935	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEPSMA4	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.095163	1.095163	1.095163	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
PSMA4	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.095163	1.095163	1.095163	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEHSPG2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.092391	1.092391	1.092391	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
HSPG2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.092391	1.092391	1.092391	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEPSMA5	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.08962	1.08962	1.08962	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
RGS14	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.087015	3.25647	3.287015	0.7	0.0	0.0	1.5	2	0	2	1	2	1	1	1	0	external_genetics;unrestricted_gene_screen			PARK_GENETIC_PERTURBATION_INTERSECTION; PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE; DESCRIPTIVE_GENE_SIGNAL; NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	DC; 1.872360653346221; 0.0113313768794424; 1.0; 3.0; Mono_macro; regulator of G protein signaling 14; MS; Psoriasis; 0.6128154878511243; ...(+6)	cross_disease_target_resolved; broad_genetic_support; module_or_state_support; strict_residual_or_ms_expression; real_perturbation_support; foundation_model_support; repair_or_efferocytosis_guardrail; druggable_or_modality	wave55;wave63;wave68
GENESHISA5	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.081304	1.081304	1.081304	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
SHISA5	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.081304	1.081304	1.081304	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEOSMR	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.078533	1.078533	1.078533	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEMPHOSPH6	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.075761	1.075761	1.075761	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEASL	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.070217	1.070217	1.070217	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
DDIT4	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.067446	1.067446	1.067446	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEDDIT4	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.067446	1.067446	1.067446	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENECASP8	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.061902	1.061902	1.061902	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEARPC5	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.05913	1.05913	1.05913	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
CD226	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0572	1.0572	1.0572	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				CD226 molecule; AITD; Crohn; PBC; RA; SLE; T1D; 0.0; 0.8509358068936137; 0		wave55
ERAP1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0572	1.0572	1.0572	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				endoplasmic reticulum aminopeptidase 1; AS; Crohn; Psoriasis; RA; UC; 0.0; 0.6266314062729791; 2; 0		wave55
GATA3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0572	1.0572	1.0572	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				GATA binding protein 3; MS; RA; T1D; 0.6790135416440723; 0.0; 0.4757334921965453; 0		wave55
HDAC7	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0572	1.0572	1.0572	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				histone deacetylase 7; AS; Crohn; Psoriasis; RA; UC; 0.0; 0.0455948098208715; 0.1823792392834863; 2; ...(+1)		wave55
IKZF1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0572	1.0572	1.0572	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				IKAROS family zinc finger 1; Crohn; RA; SLE; UC; 0.0; 0.7915647496059419; 0		wave55
IL12RB2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0572	1.0572	1.0572	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				interleukin 12 receptor subunit beta 2; Crohn; PBC; Psoriasis; RA; SLE; UC; 0.0; 0.3647779647558382; 0		wave55
IL18R1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0572	1.0572	1.0572	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				interleukin 18 receptor 1; AS; Celiac; Crohn; Psoriasis; RA; UC; 0.0; 0.4266351157466937; 0		wave55
ITPR3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0572	1.0572	1.0572	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				inositol 1,4,5-trisphosphate receptor type 3; AITD; Crohn; RA; T1D; 0.0; 0.1866429143055995; 2; 0		wave55
LPP	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0572	1.0572	1.0572	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				LIM domain containing preferred translocation partner in lipoma; AITD; Celiac; Crohn; UC; 0.0; 0.2869092784950162; 0		wave55
MLN	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0572	1.0572	1.0572	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				motilin; AITD; Celiac; RA; T1D; 0.0; 0.3619343315781975; 0		wave55
NKX2-3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0572	1.0572	1.0572	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				NK2 homeobox 3; AITD; AS; Celiac; Crohn; Psoriasis; RA; SLE; T1D; UC; ...(+3)		wave55
RASGRP1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0572	1.0572	1.0572	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				RAS guanyl releasing protein 1; AITD; AS; Crohn; Psoriasis; RA; SLE; T1D; UC; 0.0; ...(+2)		wave55
UBASH3A	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0572	1.0572	1.0572	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				ubiquitin associated and SH3 domain containing A; AITD; AS; Celiac; Crohn; Psoriasis; RA; T1D; UC; 0.0; ...(+2)		wave55
ZNF831	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0572	1.0572	1.0572	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				zinc finger protein 831; AS; Crohn; RA; SLE; UC; 0.0; 0.0121586159522324; 0		wave55
GENESH3GLB1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.056359	1.056359	1.056359	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
SH3GLB1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.056359	1.056359	1.056359	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENENME1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.053587	1.053587	1.053587	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENESNRPG	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.050815	1.050815	1.050815	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEGK	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.048043	1.048043	1.048043	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GK	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.048043	1.048043	1.048043	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEPSME1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.0425	1.0425	1.0425	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENETTYH3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.036957	1.036957	1.036957	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENETNFAIP8L1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.034185	1.034185	1.034185	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENERAB10	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.031413	1.031413	1.031413	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENELTA4H	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.028641	1.028641	1.028641	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENELYPLA1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.02587	1.02587	1.02587	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
LYPLA1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.02587	1.02587	1.02587	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEAQR	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.023098	1.023098	1.023098	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
HINT1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.02205	1.02205	1.02205	0.0	0.0	0.0	0.0	1	0	1	0	1	0	1	0	0	genetics_expression_druggability			PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	6; 3.0; Crohn disease; Sjogren syndrome; ulcerative colitis; 0.0	gate_druggable_surface; gate_perturbation_or_model	wave34
APOL2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.017554	1.017554	1.017554	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEAPOL2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.017554	1.017554	1.017554	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEFKBP1A	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.014783	1.014783	1.014783	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
COMPLEMENT_EFFECTOR	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.012011	1.012011	1.012011	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION	module; 6; Crohn disease; Sjogren syndrome; psoriasis; rheumatoid arthritis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEMYD88	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	1.003696	1.003696	1.003696	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GPR35	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.9994	0.9994	0.9994	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				G protein-coupled receptor 35; AS; Crohn; Psoriasis; RA; UC; 0.0; 0.3367871471348934; 1; 0		wave55
IFNGR2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.9994	0.9994	0.9994	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				interferon gamma receptor 2; AS; Crohn; MS; Psoriasis; RA; UC; 0.5718780339946261; 0.030396539880581; 0.0789263044965887; ...(+2)		wave55
MST1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.9994	0.9994	0.9994	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				macrophage stimulating 1; AS; Crohn; Psoriasis; RA; UC; 0.0; 0.7940502537047843; 1; 0		wave55
NDFIP1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.9994	0.9994	0.9994	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				Nedd4 family interacting protein 1; AS; Crohn; Psoriasis; RA; UC; 0.0; 1; 0		wave55
RNF186	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.9994	0.9994	0.9994	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				ring finger protein 186; AS; Crohn; RA; UC; 0.0; 0.3363647856151812; 1; 0		wave55
SLC9A8	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.9994	0.9994	0.9994	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				solute carrier family 9 member A8; AS; Crohn; Psoriasis; RA; UC; 0.0; 0.1180988975297661; 1; 0		wave55
TCF7	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.9994	0.9994	0.9994	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				transcription factor 7; AITD; MS; RA; SLE; 0.5270494672877762; 0.0; 0.387214285501541; 1; 0		wave55
TLR4	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.9994	0.9994	0.9994	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				toll like receptor 4; AS; Crohn; Psoriasis; RA; UC; 0.0; 0.9288348004434586; 1; 0		wave55
ZC3H12C	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.9994	0.9994	0.9994	0.0	0.0	0.0	0.0	1	0	0	0	1	0	1	0	0	external_genetics				zinc finger CCCH-type containing 12C; AS; Crohn; Psoriasis; RA; UC; 0.0; 0.3193915394056139; 1; 0		wave55
DUSP6	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.998152	0.998152	0.998152	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEDUSP6	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.998152	0.998152	0.998152	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GALE	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.99538	0.99538	0.99538	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENEGALE	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.99538	0.99538	0.99538	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
GENERPP40	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.992609	0.992609	0.992609	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
RPP40	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	0.992609	0.992609	0.992609	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	1	0	circuit_coupling			PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	gene; 5; Crohn disease; Sjogren syndrome; psoriasis; type 1 diabetes mellitus; ulcerative colitis		wave60
