intervention	n	median_module_drop	p10_module_drop	p90_module_drop	median_host_defense_drop	median_barrier_injury_drop	selective_window_fraction	generic_immunosuppression_like_fraction	insufficient_module_effect_fraction
jak_plus_tnf_50pct_inhibition	1875	0.17108780271636037	0.12959169337629434	0.22199716445078732	0.4466430551870971	0.6260993597833591	0.0	0.0	0.7498666666666667
jak_70pct_inhibition	1875	0.16120890809622446	0.11149394254340417	0.21521361308178544	0.3623871920878011	0.4339420581133624	0.0	0.0	0.8117333333333333
ptpn2_restore_to_125pct	1875	0.13037586200987683	0.08741974879412975	0.18532669357595025	0.36527610056881665	1.0	0.0	0.0	0.9525333333333333
tnf_70pct_inhibition	1875	0.10476880918599629	0.05226701217394995	0.16015520389020918	0.28061235005110163	0.46910758788452867	0.0	0.0	0.9941333333333333
jak_50pct_inhibition	1875	0.09577225658164501	0.05082065415870918	0.1479660815203441	0.2516422744704907	0.3082998277026472	0.0	0.0	0.9989333333333333
ptpn2_restore_to_100pct	1875	0.0939154337110768	0.05103505409344093	0.1470457797099713	0.28073740776305445	0.847537945046073	0.0	0.0	0.9994666666666666
ptpn2_restore_to_75pct	1875	0.05117918041860703	0.009147100932782593	0.10292413617651495	0.16627251729628534	0.4595215247671426	0.0	0.0	1.0
