sample_id	ifng_input	tnf_input	disease_ptpn2_activity	intervention	S_ifn_jak_stat_ratio	S_ifn_jak_stat_log2fc	N_tnf_nfkb_ratio	N_tnf_nfkb_log2fc	A_apc_antigen_processing_ratio	A_apc_antigen_processing_log2fc	L_lipid_lysosomal_state_ratio	L_lipid_lysosomal_state_log2fc	B_barrier_injury_ratio	B_barrier_injury_log2fc	host_defense_signal_ratio	host_defense_signal_log2fc	apc_lipid_composite_ratio	apc_lipid_composite_log2fc	effect_class
1	0.75	0.75	0.3	ptpn2_restore_to_75pct	0.6980875476967223	-0.5185201176106137	0.7717901113468589	-0.3737195355925973	0.8984330944913057	-0.15451702336088122	0.9527605941183904	-0.06981434986924263	0.2508810222795437	-1.9949247516759432	0.7355175970117882	-0.4431682369994395	0.9174061977688048	-0.12436744094458031	insufficient_module_effect
1	0.75	0.75	0.3	ptpn2_restore_to_100pct	0.6042823792318257	-0.7267052209707441	0.6879604544968918	-0.5396024569090201	0.8539484636361357	-0.22777909003000582	0.9302268458381512	-0.10434551903398083	0.0		0.646778519510325	-0.6286563293573791	0.8805875991254098	-0.18346156722196566	insufficient_module_effect
1	0.75	0.75	0.3	ptpn2_restore_to_125pct	0.5354990794700392	-0.9010439999214501	0.6220105403097014	-0.6849890670657385	0.8153982925991882	-0.2944231589846976	0.9097473541371726	-0.13646214467502993	0.0		0.5794341623922321	-0.7872833490762062	0.8483483547405144	-0.23727129889824097	insufficient_module_effect
1	0.75	0.75	0.3	jak_50pct_inhibition	0.4991403269706943	-1.0024826268918225	0.8331278851644885	-0.26339012855036675	0.8484900425553309	-0.23703036575034545	0.9550026607737165	-0.06642334217908259	0.4175061591272518	-1.2601306142424689	0.6687568254300259	-0.5804463840543648	0.8856880531335092	-0.1751294361101177	insufficient_module_effect
1	0.75	0.75	0.3	jak_70pct_inhibition	0.3641324224738844	-1.4574648903319034	0.8030413898994649	-0.3164537466667802	0.7855630208515624	-0.3482010762450959	0.9392776910633794	-0.09037635096636387	0.32156876537673246	-1.6368008134467165	0.5870335466945983	-0.7684851447598038	0.8392456738949498	-0.2528348996834983	insufficient_module_effect
1	0.75	0.75	0.3	tnf_70pct_inhibition	0.7904350282726866	-0.33928121325381155	0.4245910968453439	-1.235853974872844	0.8226663862438136	-0.28162059800618566	0.8560934945813267	-0.22415973190210403	0.3040727182636063	-1.7175117128870356	0.6046401831985603	-0.7258512340578795	0.834340326386636	-0.2612921176441239	insufficient_module_effect
1	0.75	0.75	0.3	jak_plus_tnf_50pct_inhibition	0.4689025870226901	-1.0926398561900923	0.5037913084001981	-0.9891018625256043	0.7559926805267071	-0.40355582845548654	0.8687753686890011	-0.20294489410923444	0.1776867125321042	-2.4925922946731736	0.48662091996832163	-1.0391297514178508	0.7953804234765114	-0.3302830410431075	partial_or_borderline
2	0.75	0.75	0.3	ptpn2_restore_to_75pct	0.6427443454009417	-0.6376830820072007	0.6962826355474179	-0.5222550501165897	0.858253891432729	-0.2205236013264763	0.9476867259026902	-0.07751786453998226	0.3561352806514819	-1.4895027310772162	0.6667383181835084	-0.5848074521210779	0.8925619133537415	-0.16397584844547622	insufficient_module_effect
2	0.75	0.75	0.3	ptpn2_restore_to_100pct	0.5423136302587905	-0.8828006640517692	0.6004035930578823	-0.735995484232429	0.8000426955216431	-0.3218511011702201	0.9236391423850522	-0.11459878131602268	0.0957524487603285	-3.3845468069751665	0.5683475021386801	-0.8151547948844795	0.8474564852497694	-0.2387888034833304	insufficient_module_effect
2	0.75	0.75	0.3	ptpn2_restore_to_125pct	0.47138744379640013	-1.0850147644153672	0.5296477361923022	-0.9168949393881846	0.751297884387692	-0.41254305516389933	0.9021346280600732	-0.14858534794620076	0.0		0.4974976513922558	-1.007238379950158	0.8091615352389274	-0.30550035412982063	insufficient_module_effect
2	0.75	0.75	0.3	jak_50pct_inhibition	0.471163708095061	-1.085699676618183	0.7891631555998678	-0.3416044937095577	0.7964581336761855	-0.3283295673178326	0.9414339477591126	-0.08706821787392258	0.45791116369652163	-1.1268603571017564	0.6136798412667842	-0.7044419016386085	0.8520734279587824	-0.23095033393461026	insufficient_module_effect
2	0.75	0.75	0.3	jak_70pct_inhibition	0.33984451105894253	-1.5570532733290694	0.7610372205617879	-0.3939610805714603	0.7137429416393636	-0.4865235214693083	0.9164880413679304	-0.12581203875039695	0.36641582704162534	-1.448446274036244	0.5286082235416791	-0.9197292257714549	0.7915195587743356	-0.33730309449571355	partial_or_borderline
2	0.75	0.75	0.3	tnf_70pct_inhibition	0.7524012958159935	-0.4104257613562678	0.39515493427052084	-1.3395096717797943	0.8309084680964303	-0.26723853473467546	0.9019888309789457	-0.14881852569833603	0.399745858454422	-1.3228450080691063	0.5922960804245153	-0.7556095558941174	0.8581761563272662	-0.2206542772621222	insufficient_module_effect
2	0.75	0.75	0.3	jak_plus_tnf_50pct_inhibition	0.4402931061076567	-1.1834638394432597	0.47287353302764745	-1.0804736992077857	0.7215539756075597	-0.47082077580671683	0.885823284339861	-0.17490917515323956	0.2631612273672144	-1.9259811483885267	0.4548945039973521	-1.1363960906901183	0.7845705967214782	-0.3500248262057006	partial_or_borderline
3	0.75	0.75	0.3	ptpn2_restore_to_75pct	0.6935831770243199	-0.5278591887121672	0.77569301221189	-0.36644228962296166	0.8844821409309086	-0.17709508193265852	0.9637676893196094	-0.053242659901743095	0.48224060599844076	-1.0521749599026988	0.7419036948891176	-0.4306961693932919	0.905906286849298	-0.14256627915285391	insufficient_module_effect
