source	query	count	top_hits	status	mode	url	raw_path
EuropePMC	GPR65 TDAG8 agonist autoimmune multiple sclerosis	30	40563452: Proton-Sensing G Protein-Coupled Receptors and Their Potential Role in Exercise Regulation of Arterial Function. (2025) | 41775781: Integrative mendelian randomization approaches for therapeutic target prioritisation in immune-mediated diseases. (2026) | 38527054: The proton-sensing receptors TDAG8 and GPR4 are differentially expressed in human and mouse oligodendrocytes: Exploring their role in neuroinflammation and multiple sclerosis. (2024) | 39336742: The Roles of Proton-Sensing G-Protein-Coupled Receptors in Inflammation and Cancer. (2024) | 39028811: Small-molecule probe for IBD risk variant GPR65 I231L alters cytokine signaling networks through positive allosteric modulation. (2024)	200	cache	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=GPR65+TDAG8+agonist+autoimmune+multiple+sclerosis&format=json&pageSize=5&resultType=lite	results_v3/wave50_gpr65_acid_sensing_gpcr_audit/raw_api/europepmc_GPR65_TDAG8_agonist_autoimmune_multiple_sclerosis.json
EuropePMC	GPR65 inflammatory bowel disease therapeutic target agonist	76	41964562: Unveiling the impact of colonic pH and pH-sensing receptors in blood pressure regulation. (2026) | 40898810: GPR65 Functions as a Key Factor of Bone Aging and a Novel Therapeutic Target for Osteoporosis. (2025) | 41775781: Integrative mendelian randomization approaches for therapeutic target prioritisation in immune-mediated diseases. (2026) | 41595528: Joint Acidosis and GPR68 Signaling in Osteoarthritis: Implications for Cartilage Gene Regulation. (2026) | 41190345: Acid sensing to inflammaging: mechanisms and therapeutic promise of GPR68 (OGR1) in aging-related diseases. (2025)	200	cache	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=GPR65+inflammatory+bowel+disease+therapeutic+target+agonist&format=json&pageSize=5&resultType=lite	results_v3/wave50_gpr65_acid_sensing_gpcr_audit/raw_api/europepmc_GPR65_inflammatory_bowel_disease_therapeutic_target_agonist.json
EuropePMC	GPR65 Th17 autoimmune pH sensing GPCR	12	39336742: The Roles of Proton-Sensing G-Protein-Coupled Receptors in Inflammation and Cancer. (2024) | 39358616: GPCRs: emerging targets for novel T cell immune checkpoint therapy. (2024) | 39028811: Small-molecule probe for IBD risk variant GPR65 I231L alters cytokine signaling networks through positive allosteric modulation. (2024) | 39483470: <i>In silico</i> and pharmacological evaluation of GPR65 as a cancer immunotherapy target regulating T-cell functions. (2024) | 38514581: Role of pH-sensing receptors in colitis. (2024)	200	cache	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=GPR65+Th17+autoimmune+pH+sensing+GPCR&format=json&pageSize=5&resultType=lite	results_v3/wave50_gpr65_acid_sensing_gpcr_audit/raw_api/europepmc_GPR65_Th17_autoimmune_pH_sensing_GPCR.json
ClinicalTrials.gov	GPR65 autoimmune	0		200	cache	https://clinicaltrials.gov/api/v2/studies?query.term=GPR65+autoimmune&pageSize=5	results_v3/wave50_gpr65_acid_sensing_gpcr_audit/raw_api/clinicaltrials_GPR65_autoimmune.json
ClinicalTrials.gov	GPR65 agonist	0		200	cache	https://clinicaltrials.gov/api/v2/studies?query.term=GPR65+agonist&pageSize=5	results_v3/wave50_gpr65_acid_sensing_gpcr_audit/raw_api/clinicaltrials_GPR65_agonist.json
