report	safe_class	check	status	detail
analysis/v46_returned_package_regression_suite/safe_class_report_template_readiness/fixtures/eligible_for_preregistered_interpretation.md	ELIGIBLE_FOR_PREREGISTERED_INTERPRETATION	safe_class_cited	PASS	safe class literal found
analysis/v46_returned_package_regression_suite/safe_class_report_template_readiness/fixtures/eligible_for_preregistered_interpretation.md	ELIGIBLE_FOR_PREREGISTERED_INTERPRETATION	required_boundary:locked rule is unchanged	PASS	found
analysis/v46_returned_package_regression_suite/safe_class_report_template_readiness/fixtures/eligible_for_preregistered_interpretation.md	ELIGIBLE_FOR_PREREGISTERED_INTERPRETATION	required_boundary:no post-hoc	PASS	found
analysis/v46_returned_package_regression_suite/safe_class_report_template_readiness/fixtures/eligible_for_preregistered_interpretation.md	ELIGIBLE_FOR_PREREGISTERED_INTERPRETATION	score_allowed_report_uses_v42_grid	PASS	V42/grid boundary found
analysis/v46_returned_package_regression_suite/safe_class_report_template_readiness/fixtures/eligible_for_preregistered_interpretation.md	ELIGIBLE_FOR_PREREGISTERED_INTERPRETATION	score_allowed_report_sources_returned_aggregate	PASS	returned aggregate/source boundary found
