sample_id	product_id	url
CSM67UBZ	CSM67UBZ	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UBZ_taxonomic_profile.biom
CSM67UC6	CSM67UC6	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UC6_taxonomic_profile.biom
CSM79HLM	CSM79HLM	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HLM_taxonomic_profile.biom
CSM5MCXH	CSM5MCXH	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCXH_taxonomic_profile.biom
CSM5MCXJ	CSM5MCXJ	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCXJ_taxonomic_profile.biom
CSM5MCXL	CSM5MCXL	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCXL_taxonomic_profile.biom
CSM5MCXN	CSM5MCXN	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCXN_taxonomic_profile.biom
CSM5MCXP	CSM5MCXP	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCXP_taxonomic_profile.biom
CSM5MCXR	CSM5MCXR	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCXR_taxonomic_profile.biom
CSM67UDF	CSM67UDF	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UDF_taxonomic_profile.biom
CSM67UDJ	CSM67UDJ	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UDJ_taxonomic_profile.biom
CSM67UDN	CSM67UDN	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UDN_taxonomic_profile.biom
CSM67UDR_TR	CSM67UDR_TR	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UDR_TR_taxonomic_profile.biom
CSM67UDR	CSM67UDR	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UDR_taxonomic_profile.biom
CSM67UDY	CSM67UDY	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UDY_taxonomic_profile.biom
CSM79HLA_TR	CSM79HLA_TR	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HLA_TR_taxonomic_profile.biom
CSM79HLA	CSM79HLA	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HLA_taxonomic_profile.biom
CSM79HLG	CSM79HLG	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HLG_taxonomic_profile.biom
CSM79HLE	CSM79HLE	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HLE_taxonomic_profile.biom
CSM79HLC	CSM79HLC	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HLC_taxonomic_profile.biom
CSM79HLI	CSM79HLI	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HLI_taxonomic_profile.biom
CSM79HLK	CSM79HLK	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HLK_taxonomic_profile.biom
CSM5MCY4	CSM5MCY4	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCY4_taxonomic_profile.biom
CSM5MCY8	CSM5MCY8	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCY8_taxonomic_profile.biom
CSM67UE3	CSM67UE3	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UE3_taxonomic_profile.biom
CSM67UE7	CSM67UE7	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UE7_taxonomic_profile.biom
CSM67UEA	CSM67UEA	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UEA_taxonomic_profile.biom
CSM67UEM	CSM67UEM	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UEM_taxonomic_profile.biom
CSM67UEI	CSM67UEI	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UEI_taxonomic_profile.biom
CSM79HO1	CSM79HO1	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HO1_taxonomic_profile.biom
CSM5MCUO	CSM5MCUO	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCUO_taxonomic_profile.biom
CSM5MCX3	CSM5MCX3	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCX3_taxonomic_profile.biom
CSM67UFV	CSM67UFV	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UFV_taxonomic_profile.biom
CSM67UFZ	CSM67UFZ	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UFZ_taxonomic_profile.biom
CSM67UG8	CSM67UG8	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UG8_taxonomic_profile.biom
CSM79HMN	CSM79HMN	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HMN_taxonomic_profile.biom
CSM79HMP	CSM79HMP	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HMP_taxonomic_profile.biom
CSM79HMT	CSM79HMT	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HMT_taxonomic_profile.biom
CSM5MCW6	CSM5MCW6	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCW6_taxonomic_profile.biom
CSM5MCYW	CSM5MCYW	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCYW_taxonomic_profile.biom
CSM5MCZ3	CSM5MCZ3	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCZ3_taxonomic_profile.biom
CSM5MCZ5	CSM5MCZ5	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCZ5_taxonomic_profile.biom
CSM5MCZ7	CSM5MCZ7	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCZ7_taxonomic_profile.biom
CSM79HKT	CSM79HKT	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HKT_taxonomic_profile.biom
CSM79HKV	CSM79HKV	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HKV_taxonomic_profile.biom
CSM79HQ9	CSM79HQ9	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HQ9_taxonomic_profile.biom
CSM79HQB	CSM79HQB	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HQB_taxonomic_profile.biom
CSM79HQF	CSM79HQF	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HQF_taxonomic_profile.biom
CSM5MCWC	CSM5MCWC	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCWC_taxonomic_profile.biom
CSM5MCWE	CSM5MCWE	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCWE_taxonomic_profile.biom
CSM5MCWG	CSM5MCWG	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCWG_taxonomic_profile.biom
CSM67UAA	CSM67UAA	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UAA_taxonomic_profile.biom
CSM67UAG	CSM67UAG	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UAG_taxonomic_profile.biom
CSM79HI3	CSM79HI3	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HI3_taxonomic_profile.biom
CSM79HI7	CSM79HI7	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HI7_taxonomic_profile.biom
CSM79HIB	CSM79HIB	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HIB_taxonomic_profile.biom
CSM7KOJE	CSM7KOJE	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOJE_taxonomic_profile.biom
CSM7KOJG	CSM7KOJG	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOJG_taxonomic_profile.biom
CSM7KOJO	CSM7KOJO	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOJO_taxonomic_profile.biom
CSM5MCXT	CSM5MCXT	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCXT_taxonomic_profile.biom
CSM5MCXV	CSM5MCXV	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCXV_taxonomic_profile.biom
CSM5MCY2	CSM5MCY2	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCY2_taxonomic_profile.biom
CSM67UCK	CSM67UCK	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UCK_taxonomic_profile.biom
CSM79HK9	CSM79HK9	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HK9_taxonomic_profile.biom
CSM79HKB	CSM79HKB	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HKB_taxonomic_profile.biom
CSM79HOF	CSM79HOF	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HOF_taxonomic_profile.biom
CSM79HOH	CSM79HOH	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HOH_taxonomic_profile.biom
CSM7KOL4	CSM7KOL4	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOL4_taxonomic_profile.biom
CSM7KOLA	CSM7KOLA	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOLA_taxonomic_profile.biom
CSM7KOLE	CSM7KOLE	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOLE_taxonomic_profile.biom
CSM67UEW_TR	CSM67UEW_TR	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UEW_TR_taxonomic_profile.biom
CSM67UEW_P	CSM67UEW	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UEW_taxonomic_profile.biom
CSM67UEW	CSM67UEW	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UEW_taxonomic_profile.biom
CSM67UF1_P	CSM67UF1	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UF1_taxonomic_profile.biom
CSM67UF1	CSM67UF1	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UF1_taxonomic_profile.biom
CSM67UF5	CSM67UF5	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UF5_taxonomic_profile.biom
CSM79HM1	CSM79HM1	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HM1_taxonomic_profile.biom
CSM79HM7	CSM79HM7	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HM7_taxonomic_profile.biom
CSM7KOMP	CSM7KOMP	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOMP_taxonomic_profile.biom
CSM7KOMT	CSM7KOMT	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOMT_taxonomic_profile.biom
CSM5MCZB	CSM5MCZB	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCZB_taxonomic_profile.biom
CSM5MCZD	CSM5MCZD	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCZD_taxonomic_profile.biom
CSM5MCZF	CSM5MCZF	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCZF_taxonomic_profile.biom
CSM67U9B	CSM67U9B	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67U9B_taxonomic_profile.biom
CSM67U9D	CSM67U9D	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67U9D_taxonomic_profile.biom
CSM67UGO	CSM67UGO	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UGO_taxonomic_profile.biom
CSM79HOJ	CSM79HOJ	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HOJ_taxonomic_profile.biom
CSM79HOL	CSM79HOL	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HOL_taxonomic_profile.biom
CSM79HOT	CSM79HOT	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HOT_taxonomic_profile.biom
CSM7KOMX	CSM7KOMX	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOMX_taxonomic_profile.biom
CSM7KOMZ	CSM7KOMZ	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOMZ_taxonomic_profile.biom
CSM7KON2	CSM7KON2	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KON2_taxonomic_profile.biom
CSM7KON8	CSM7KON8	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KON8_taxonomic_profile.biom
CSM67U9H_P	CSM67U9H	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67U9H_taxonomic_profile.biom
CSM67U9H	CSM67U9H	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67U9H_taxonomic_profile.biom
CSM67U9N	CSM67U9N	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67U9N_taxonomic_profile.biom
CSM79HGF_P	CSM79HGF	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HGF_taxonomic_profile.biom
CSM79HGF	CSM79HGF	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HGF_taxonomic_profile.biom
CSM79HPK	CSM79HPK	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HPK_taxonomic_profile.biom
CSM79HPS	CSM79HPS	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HPS_taxonomic_profile.biom
CSM79HPO	CSM79HPO	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HPO_taxonomic_profile.biom
CSM79HPU	CSM79HPU	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HPU_taxonomic_profile.biom
CSM7KONU	CSM7KONU	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KONU_taxonomic_profile.biom
CSM67UAK	CSM67UAK	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UAK_taxonomic_profile.biom
CSM67UAM	CSM67UAM	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UAM_taxonomic_profile.biom
CSM67UAO	CSM67UAO	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UAO_taxonomic_profile.biom
CSM67UAQ	CSM67UAQ	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UAQ_taxonomic_profile.biom
CSM67UAS	CSM67UAS	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UAS_taxonomic_profile.biom
CSM79HID	CSM79HID	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HID_taxonomic_profile.biom
CSM79HIF	CSM79HIF	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HIF_taxonomic_profile.biom
CSM79HIH	CSM79HIH	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HIH_taxonomic_profile.biom
CSM79HIJ	CSM79HIJ	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HIJ_taxonomic_profile.biom
CSM79HIL	CSM79HIL	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HIL_taxonomic_profile.biom
CSM79HIN	CSM79HIN	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HIN_taxonomic_profile.biom
CSM7KOJQ	CSM7KOJQ	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOJQ_taxonomic_profile.biom
CSM7KOJS	CSM7KOJS	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOJS_taxonomic_profile.biom
CSM7KOJU	CSM7KOJU	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOJU_taxonomic_profile.biom
CSM7KOJW	CSM7KOJW	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOJW_taxonomic_profile.biom
CSM7KOJY	CSM7KOJY	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOJY_taxonomic_profile.biom
CSM7KOK1	CSM7KOK1	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOK1_taxonomic_profile.biom
CSM7KOPG	CSM7KOPG	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOPG_taxonomic_profile.biom
CSM7KOPI	CSM7KOPI	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOPI_taxonomic_profile.biom
CSM7KOPK	CSM7KOPK	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOPK_taxonomic_profile.biom
CSM7KOPM	CSM7KOPM	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOPM_taxonomic_profile.biom
CSM7KOPO	CSM7KOPO	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOPO_taxonomic_profile.biom
CSM67UAU	CSM67UAU	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UAU_taxonomic_profile.biom
CSM67UAW	CSM67UAW	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UAW_taxonomic_profile.biom
CSM67UAY	CSM67UAY	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UAY_taxonomic_profile.biom
CSM67UB1	CSM67UB1	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UB1_taxonomic_profile.biom
CSM67UB3	CSM67UB3	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UB3_taxonomic_profile.biom
CSM79HIR	CSM79HIR	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HIR_taxonomic_profile.biom
