synthetic	seed	beta	route	events	custom_score	reference_score	custom_information	reference_information	maximum_absolute_difference	reference_check_pass
True	54961	0.0	pooled	150	33.53021840534364	33.530218405343646	171.12126899429597	171.1212689942961	1.1368683772161603e-13	True
True	54961	0.0	site_stratified	150	1.6455203438489434	1.645520343848943	151.7637075276349	151.76370752763503	1.4210854715202004e-13	True
True	54962	0.5306282510621704	pooled	159	107.38189221194332	107.38189221194328	175.8537955189409	175.85379551894064	2.5579538487363607e-13	True
True	54962	0.5306282510621704	site_stratified	159	79.21381416705819	79.21381416705816	151.08170690020185	151.08170690020188	2.842170943040401e-14	True
