module_a	module_b	n_contexts	original_spearman	globally_unique_gene_spearman	rho_delta_unique_minus_original	paired_bootstrap_delta_ci_low	paired_bootstrap_delta_ci_high	unique_global_permutation_p	unique_dataset_stratified_p	original_dataset_stratified_p	unique_global_q_bh_six_pairs	unique_dataset_stratified_q_bh_six_pairs	original_dataset_stratified_q_bh_six_pairs	survives_deoverlap_gate
hla_ii_apc	ifn_apc	24	0.8347826086956521	0.8234782608695651	-0.011304347826087024	-0.19501689844717188	0.157208442503639	4.999750012499375e-05	0.020748962551872405	0.00014999250037498125	0.0002999850007499625	0.030838458077096148	0.0002999850007499625	True
hla_ii_apc	lysosomal_apc	24	0.40782608695652167	0.4721739130434783	0.0643478260869566	-0.25165488475341435	0.33801798199042965	0.0199990000499975	0.02569871506424679	0.020098995050247488	0.023998800059997	0.030838458077096148	0.024118794060296985	False
hla_ii_apc	mif_cd74_receptor_state	24	0.7582608695652173	0.5347826086956522	-0.22347826086956513	-0.5121713279663034	0.038444735692442	0.007499625018749062	0.011549422528873556	4.999750012499375e-05	0.014999250037498127	0.02309884505774711	0.00014999250037498125	True
ifn_apc	lysosomal_apc	24	0.5339130434782609	0.5226086956521738	-0.011304347826087024	-0.16461835871652533	0.14310801885822277	0.010749462526873657	0.00439978001099945	0.0034998250087495625	0.016124193790310486	0.013199340032998351	0.005249737513124344	True
ifn_apc	mif_cd74_receptor_state	24	0.646086956521739	0.6382608695652173	-0.00782608695652165	-0.2019277240773287	0.18272219789842334	0.000999950002499875	0.00014999250037498125	4.999750012499375e-05	0.002999850007499625	0.0008999550022498875	0.00014999250037498125	True
lysosomal_apc	mif_cd74_receptor_state	24	0.02608695652173913	0.03304347826086956	0.006956521739130434	-0.22436951273890252	0.25110173782838463	0.8750562471876406	0.8852557372131393	0.9488525573721314	0.8750562471876405	0.8852557372131393	0.9488525573721315	False
