dataset	therapy_class	therapy	disease	tissue_or_compartment	design	analysis_scope	module	n_pairs	mean_post_minus_pre	median_post_minus_pre	one_sample_t	p	confounders	fdr
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	hif_nampt_metabolic	5	-0.3629652637699019	-0.08714544752767062	-1.5577671457355708	0.19428565275380952	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.48794818036080784
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	inflammatory_nfkb	5	-0.12379323438018089	0.023598093644702667	-0.4231677765569211	0.6939332489735653	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.780674905095261
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	ifn_apc	5	-1.2960511837051347	-1.4073472678218204	-14.589749778772534	0.0001283745800100311	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.00115537122009028
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	hla_ii_apc	5	-0.34857364970953614	-0.4892655206580794	-1.3287027493320551	0.2546768868351617	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.2546768868351617
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	lysosomal_apc	5	0.5197324235283411	0.3620986140306946	1.5940134118769613	0.18615747400309465	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.23934532371826456
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	mif_cd74_receptor_state	5	-1.5504599111914257	-2.057663291429571	-2.9102243899883837	0.04366834709978339	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.13013613089458737
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	mixscale_validated_ifng_readout	5	-0.28820069564280243	-0.20046603845839028	-2.147669395581435	0.09823818625785025	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.17201565111615186
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	lipid_loader_repair	5	1.0243743546651591	1.014457500515929	2.6357282062148926	0.05783828039759439	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.13013613089458737
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	complement_phagocytosis	5	0.8140085081093809	0.7358738162677974	2.01093114852206	0.11467710074410123	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.17201565111615186
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	hif_nampt_metabolic	5	0.3481442894653628	0.2610812453459599	1.406538351827659	0.23229803910355737	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.2546768868351617
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	inflammatory_nfkb	5	0.7798641496875649	0.9494896434400879	2.9639001255965125	0.04139390916753341	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.13013613089458737
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=b_plasma_like	ifn_apc	4	0.29535229766682924	0.2459574961162439	1.9323602322175928	0.14882148052959668	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.42482021597807573
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=b_plasma_like	hla_ii_apc	4	0.0981497809159322	0.06786154626446199	1.5788635484297182	0.21248371873950997	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.42482021597807573
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=b_plasma_like	lysosomal_apc	4	0.0400212350556096	0.04442440663479865	0.805182031973539	0.4796172915854983	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.4796172915854983
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=b_plasma_like	mif_cd74_receptor_state	4	0.1783350971969164	0.17000431290627904	0.9192210364346531	0.42577012452097335	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.47899139008609504
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=b_plasma_like	mixscale_validated_ifng_readout	4	0.1876452972852091	0.07441698776572464	1.4688582785030235	0.23819342090989196	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.42482021597807573
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=b_plasma_like	lipid_loader_repair	4	0.0375018810172138	0.053601624692489046	1.4825754510458493	0.23480825399049168	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.42482021597807573
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=b_plasma_like	complement_phagocytosis	4	0.008329144775815523	0.0089244228801401	1.3072015543091737	0.282310067500981	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.42482021597807573
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=b_plasma_like	hif_nampt_metabolic	4	0.19650739482032822	0.2538760613179401	1.3041789592630197	0.28321347731871716	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.42482021597807573
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=b_plasma_like	inflammatory_nfkb	4	0.13850048954363897	0.2255144120230557	1.0986693913390129	0.35218022208866107	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.4528031426854214
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=epithelial_like	ifn_apc	4	0.10950913454162213	0.05437714058228144	1.0958433493951918	0.35323813804548576	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.454163320344196
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=epithelial_like	hla_ii_apc	4	0.07799052014259353	0.0206776964459496	0.7635095345235368	0.5007122176046712	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.5007122176046712
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=epithelial_like	lysosomal_apc	4	0.06822280442166227	0.0791026383720526	0.8131748459210781	0.4756584168803529	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.5007122176046712
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=epithelial_like	mif_cd74_receptor_state	4	0.0992963023806722	0.07287801185370539	2.154718044212532	0.12017214081091228	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.28022799456330066
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=epithelial_like	mixscale_validated_ifng_readout	4	0.13109695500574203	0.0996811568404431	1.6442562376757608	0.19867066240714637	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.29800599361071956
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=epithelial_like	lipid_loader_repair	4	0.061487937777502624	0.07062041639553834	3.893527515152507	0.030050470857164564	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.13522711885724054
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=epithelial_like	complement_phagocytosis	4	0.019579194628675772	0.01860026119312049	5.353025089847776	0.01275364971035093	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.11478284739315837
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=epithelial_like	hif_nampt_metabolic	4	0.15690332373233049	0.1599427560183532	2.066266024118383	0.1307086506109416	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.28022799456330066
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=epithelial_like	inflammatory_nfkb	4	0.19051954528322365	0.27133309850460474	1.886561594636565	0.1556822192018337	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.28022799456330066
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=myeloid_apc_like	ifn_apc	4	0.19179259665194587	0.10754190380256679	1.0667428581164786	0.36431452161240696	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.8956359675029044
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=myeloid_apc_like	hla_ii_apc	4	0.08371936275513304	0.06483862868493	1.085678739546601	0.35706908156818784	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.8956359675029044
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=myeloid_apc_like	lysosomal_apc	4	0.015629761587768225	-0.03626228070435525	0.1368990452058537	0.8997815781587386	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.8997815781587386
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=myeloid_apc_like	mif_cd74_receptor_state	4	0.09162285669329898	0.140974483740379	0.3853994811863469	0.7256441600676917	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.8997815781587386
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=myeloid_apc_like	mixscale_validated_ifng_readout	4	0.1352693242840758	0.0924951339965476	1.3078086623564837	0.28212897704742074	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.8956359675029044
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=myeloid_apc_like	lipid_loader_repair	4	0.027210310709787973	0.023854602531037956	0.3769678409012179	0.7312828532869478	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.8997815781587386
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=myeloid_apc_like	complement_phagocytosis	4	-0.028684677430198813	-0.1202225142006238	-0.2220103907555969	0.8385605286366249	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.8997815781587386
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=myeloid_apc_like	hif_nampt_metabolic	4	0.1906869411015603	0.3023434551516515	0.9830740708189474	0.3980604300012908	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.8956359675029044
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=myeloid_apc_like	inflammatory_nfkb	4	0.11033079894792619	0.2478511818030822	0.5808457316891549	0.602102504374321	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.8997815781587386
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=stromal_endothelial_like	ifn_apc	4	0.16168243791189063	-0.04336113915349095	0.7281514450725377	0.5192087983473538	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6731345834026039
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=stromal_endothelial_like	hla_ii_apc	4	-0.08509473965381292	-0.05513714038104629	-1.123903647778243	0.34287144754993065	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6731345834026039
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=stromal_endothelial_like	lysosomal_apc	4	-0.07134903376682866	-0.11532216153609981	-0.6002439141917042	0.5906582815799887	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6731345834026039
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=stromal_endothelial_like	mif_cd74_receptor_state	4	0.07099282890707218	0.07995856672342515	0.7048148646370901	0.5317167291283603	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6731345834026039
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=stromal_endothelial_like	mixscale_validated_ifng_readout	4	0.023321933354146382	-0.052901716103579945	0.22462098933894617	0.8367037106859846	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.8367037106859846
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=stromal_endothelial_like	lipid_loader_repair	4	-0.038798317723538575	-0.04234725196961085	-1.4138978879335475	0.25229905068612685	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6731345834026039
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=stromal_endothelial_like	complement_phagocytosis	4	0.0678520812478152	0.06511069701244769	1.378830261120807	0.2617688737886857	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6731345834026039
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=stromal_endothelial_like	hif_nampt_metabolic	4	0.06723324292035561	0.06498640685772383	0.5871909214141905	0.5983418519134257	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6731345834026039
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=stromal_endothelial_like	inflammatory_nfkb	4	0.11124649402316207	0.12467747353659116	0.7901984913149185	0.48711424708136464	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6731345834026039
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=t_cell_like	ifn_apc	4	0.030795259621597175	0.011634833708056257	0.8344025695189193	0.4652801540082445	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.9818974884341821
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=t_cell_like	hla_ii_apc	4	0.005768128870088797	-0.0018300442199845994	0.14601843597332997	0.893166438994914	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.9818974884341821
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=t_cell_like	lysosomal_apc	4	-0.024492621465916024	-0.017504579539956704	-0.35278388752997863	0.7475814863334802	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.9818974884341821
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=t_cell_like	mif_cd74_receptor_state	4	-0.14687869669889245	-0.0974763107144882	-0.7504535303681082	0.5074782021689014	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.9818974884341821
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=t_cell_like	mixscale_validated_ifng_readout	4	0.009837497758077149	0.0034553294768464513	0.16285091097914722	0.8809874002977022	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.9818974884341821
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=t_cell_like	lipid_loader_repair	4	0.0007124545076900232	0.005263817563607452	0.024629062319563414	0.9818974884341821	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.9818974884341821
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=t_cell_like	complement_phagocytosis	4	0.018903364746330125	0.01569565830491825	1.5636227018412898	0.21585520563181002	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.9818974884341821
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=t_cell_like	hif_nampt_metabolic	4	0.0032186156241838515	0.05254083194459175	0.04163467125077877	0.9694059204800469	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.9818974884341821
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=No responder;marker_compartment=t_cell_like	inflammatory_nfkb	4	0.018791846100807176	-0.001839427399972001	0.5871328104188427	0.5983762172528847	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.9818974884341821
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=b_plasma_like	ifn_apc	5	-0.1553295251499697	-0.12629926923547768	-1.99824238230218	0.1163498090758904	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.7477668082102927
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=b_plasma_like	hla_ii_apc	5	-0.08538176402223879	-0.0376450892302331	-0.8896698042353078	0.42391518624073354	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.7477668082102927
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=b_plasma_like	lysosomal_apc	5	-0.02716520050366995	0.00298203599728801	-0.734803544240469	0.503213110915339	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.7477668082102927
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=b_plasma_like	mif_cd74_receptor_state	5	-0.188006216848625	-0.04232915999123532	-1.0919833583850709	0.3362021512295333	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.7477668082102927
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=b_plasma_like	mixscale_validated_ifng_readout	5	-0.10280858034608162	-0.014441767770805192	-0.8550781283526635	0.44070059057994276	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.7477668082102927
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=b_plasma_like	lipid_loader_repair	5	0.006203295946090259	0.0218438425772107	0.3445769445750976	0.7477668082102927	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.7477668082102927
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=b_plasma_like	complement_phagocytosis	5	-0.0110748727340509	0.0095405987797181	-0.42850827708219896	0.6903481216893528	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.7477668082102927
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=b_plasma_like	hif_nampt_metabolic	5	-0.10036056710447323	-0.0598012799327424	-1.6854748811204228	0.16717772746566356	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.7477668082102927
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=b_plasma_like	inflammatory_nfkb	5	-0.018590041393456002	0.012260479103972502	-0.5090209665060094	0.6375312167394551	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.7477668082102927
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=epithelial_like	ifn_apc	5	-0.20453697858620207	-0.1527268933864737	-2.380703633883864	0.07593113182149719	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.19746667978975369
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=epithelial_like	hla_ii_apc	5	-0.1442620496219976	-0.0656266188301613	-2.253193857684695	0.08733575809875593	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.19746667978975369
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=epithelial_like	lysosomal_apc	5	-0.06528857104440255	-0.0803479609842215	-1.530694814706712	0.20059393389157282	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.2400827498161882
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=epithelial_like	mif_cd74_receptor_state	5	-0.2749682448226261	-0.1720025257733755	-1.7925522025633431	0.147511603838121	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.2400827498161882
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=epithelial_like	mixscale_validated_ifng_readout	5	-0.19747822904148993	-0.18381335399911158	-2.24878745245948	0.08776296879544608	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.19746667978975369
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=epithelial_like	lipid_loader_repair	5	-0.0128680299173596	0.022416290652246998	-0.3557727103599736	0.7399805470057684	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.7399805470057684
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=epithelial_like	complement_phagocytosis	5	-0.02723450175612708	-0.0144090252711251	-1.478284333805948	0.21340688872550062	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.2400827498161882
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=epithelial_like	hif_nampt_metabolic	5	-0.24572169092235302	-0.1478660997274262	-2.2822092431431633	0.0845802279880793	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.19746667978975369
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=epithelial_like	inflammatory_nfkb	5	-0.17875791702419738	-0.0721925005972858	-1.5093349925838586	0.2057186413548233	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.2400827498161882
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=myeloid_apc_like	ifn_apc	5	-0.22193749581419442	-0.11664799634755987	-2.316686922661659	0.08143218050521846	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.1900115731838902
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=myeloid_apc_like	hla_ii_apc	5	0.07070808654396699	0.11099079979027351	1.8363483731083907	0.14019098295424187	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.1900115731838902
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=myeloid_apc_like	lysosomal_apc	5	-0.1296401104793188	-0.17542484204190428	-3.1351343912257716	0.03501148273153383	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.1900115731838902
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=myeloid_apc_like	mif_cd74_receptor_state	5	-0.2776727951605654	-0.178841810409482	-1.9534559715210578	0.12247048444756889	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.1900115731838902
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=myeloid_apc_like	mixscale_validated_ifng_readout	5	-0.10834394750494929	-0.1047066413874503	-2.295407586840374	0.08335922939259144	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.1900115731838902
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=myeloid_apc_like	lipid_loader_repair	5	0.04369260091253018	0.0303391081484721	1.0008125437241193	0.37355226263440205	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.42024629546370235
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=myeloid_apc_like	complement_phagocytosis	5	0.0445833680408657	-0.0939709609859492	0.4192502470447033	0.6965692993301597	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6965692993301597
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=myeloid_apc_like	hif_nampt_metabolic	5	-0.3033385930671389	-0.1550971775608327	-1.9937585114011265	0.11694727228958428	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.1900115731838902
