truth	scenario	severity	replicate	seed	n	auc	hedges_g	receptor_auc	primary_pass	individual_guard_flag	individual_guarded_acceptable_pass	joint_technical_auc	joint_technical_attenuation	joint_guard_flag	joint_guarded_acceptable_pass	max_feature_metadata_auc	max_feature_abs_spearman	max_feature_attenuation	feature_flags
synthetic_null	independent_technical	0.0	0	45045	60	0.3811111111111111	-0.38224262888091004	0.43777777777777777	False	True	False	0.6244444444444445	-0.24333333333333335	False	False	0.6122222222222222	0.11510065986155486	-0.22333333333333333	steroid_exposure
synthetic_null	independent_technical	0.0	1	45046	60	0.48777777777777775	-0.032609406289097795	0.4688888888888889	False	True	False	0.5077777777777778	-0.020000000000000018	False	False	0.6	0.1359476194668282	-0.01666666666666672	batch
synthetic_null	independent_technical	0.0	2	45047	60	0.4022222222222222	-0.34234775940372947	0.3511111111111111	False	True	False	0.6144444444444445	-0.21222222222222226	False	False	0.6644444444444444	0.18343984440122257	-0.19111111111111118	sequencing_depth;steroid_exposure
synthetic_null	independent_technical	0.0	3	45048	60	0.5811111111111111	0.3556380298094019	0.4688888888888889	False	False	False	0.5988888888888889	-0.01777777777777778	False	False	0.5833333333333334	0.1251099359112673	0.007777777777777772	
synthetic_null	independent_technical	0.0	4	45049	60	0.5144444444444445	0.04366805350522099	0.49333333333333335	False	True	False	0.5111111111111111	0.0033333333333334103	False	False	0.66	0.20350097249235902	0.010000000000000009	sequencing_depth
synthetic_null	independent_technical	0.0	5	45050	60	0.44666666666666666	-0.1175802619321839	0.42	False	True	False	0.5333333333333333	-0.08666666666666667	False	False	0.6366666666666667	0.31758676039014005	-0.09777777777777774	rin
synthetic_null	independent_technical	0.0	6	45051	60	0.44	-0.29611762244430534	0.5766666666666667	False	False	False	0.5644444444444444	-0.12444444444444441	False	False	0.55	0.30467821728058636	-0.1111111111111111	
synthetic_null	independent_technical	0.0	7	45052	60	0.4022222222222222	-0.39031752471338094	0.5588888888888889	False	False	False	0.5822222222222222	-0.18	False	False	0.5788888888888889	0.26792338471975374	-0.18444444444444447	
synthetic_null	independent_technical	0.0	8	45053	60	0.5366666666666666	0.061726336544857846	0.47888888888888886	False	True	False	0.5077777777777778	0.028888888888888853	False	False	0.6	0.1601119649030779	0.018888888888888844	batch
synthetic_null	independent_technical	0.0	9	45054	60	0.5211111111111111	0.08254790270738456	0.44333333333333336	False	False	False	0.5222222222222223	-0.0011111111111111738	False	False	0.5833333333333333	0.08387757217416025	0.006666666666666599	
synthetic_null	independent_technical	0.0	10	45055	60	0.5488888888888889	0.046769738366550406	0.4166666666666667	False	True	False	0.5366666666666666	0.012222222222222245	False	False	0.6666666666666666	0.32703528757988337	0.012222222222222245	batch;sequencing_depth
synthetic_null	independent_technical	0.0	11	45056	60	0.44333333333333336	-0.13030606706919606	0.5011111111111111	False	True	False	0.5811111111111111	-0.13777777777777778	False	False	0.6277777777777778	0.11652653097156705	-0.11222222222222222	steroid_exposure
synthetic_null	independent_technical	0.0	12	45057	60	0.4922222222222222	-0.04191509101289285	0.39	False	False	False	0.5133333333333333	-0.02111111111111108	False	False	0.5855555555555556	0.07320267321522893	-0.012222222222222245	
synthetic_null	independent_technical	0.0	13	45058	60	0.48	-0.0717621534966049	0.45	False	True	False	0.5344444444444445	-0.05444444444444452	False	False	0.6866666666666666	0.19210891914420677	-0.030000000000000027	sequencing_depth
synthetic_null	independent_technical	0.0	14	45059	60	0.5044444444444445	-0.05834873508342176	0.5733333333333334	False	False	False	0.5044444444444445	0.0	False	False	0.5711111111111111	0.1689634699087722	0.0011111111111111738	
synthetic_null	independent_technical	0.0	15	45060	60	0.6133333333333333	0.41144834227746613	0.5233333333333333	False	False	False	0.6066666666666667	0.006666666666666599	False	False	0.5822222222222222	0.13696324708576543	0.009999999999999898	
synthetic_null	independent_technical	0.0	16	45061	60	0.4855555555555556	-0.08869571835844962	0.5333333333333333	False	True	False	0.5322222222222223	-0.04666666666666669	False	False	0.6266666666666667	0.10018737654795133	-0.021111111111111136	steroid_exposure
synthetic_null	independent_technical	0.0	17	45062	60	0.53	0.11106083391061324	0.48	False	True	False	0.56	-0.030000000000000027	False	False	0.6466666666666667	0.16754654070575162	0.00666666666666671	rin
synthetic_null	independent_technical	0.0	18	45063	60	0.48333333333333334	0.00011472283836265152	0.4988888888888889	False	True	False	0.5177777777777778	-0.034444444444444444	False	False	0.6166666666666667	0.2524476657467716	-0.019999999999999962	batch
synthetic_null	independent_technical	0.0	19	45064	60	0.6255555555555555	0.4740787685172854	0.5377777777777778	False	True	False	0.64	-0.014444444444444482	False	False	0.6388888888888888	0.1512642400666852	0.0033333333333332993	steroid_exposure
synthetic_null	independent_technical	0.0	20	45065	60	0.5366666666666666	0.023659888522638183	0.5533333333333333	False	False	False	0.5233333333333333	0.013333333333333308	False	False	0.57	0.2560155598777439	0.012222222222222134	
synthetic_null	independent_technical	0.0	21	45066	60	0.5444444444444444	0.14019985315804712	0.52	False	False	False	0.5344444444444445	0.009999999999999898	False	False	0.5666666666666667	0.13751208545797242	0.008888888888888835	
