canonical_file	source_file	action	column_mappings	detail
RUN_METADATA.txt	analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/synthetic_variant_package/run_info.txt	COPIED_ALIAS		wrote analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/adapter/normalized_package/RUN_METADATA.txt
validation_summary.json	analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/synthetic_variant_package/result_summary.json	JSON_NORMALIZED	auc->primary_auc;auc_high->primary_auc_ci_high;auc_low->primary_auc_ci_low;hedges_g->primary_hedges_g;labeled_n->n;non_responders->n_nonresponders;responders->n_responders;result->final_verdict	wrote analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/adapter/normalized_package/validation_summary.json
sample_attrition.tsv	analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/synthetic_variant_package/sample_exclusions.tsv	TSV_NORMALIZED	exclusion_reason->reason;status->included;subject->patient	wrote analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/adapter/normalized_package/sample_attrition.tsv
gene_mapping_coverage.tsv	analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/synthetic_variant_package/module_gene_coverage.tsv	TSV_NORMALIZED	can_score->scoreable;coverage->fraction_present;genes_present->n_present;genes_total->n_genes;module_name->module	wrote analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/adapter/normalized_package/gene_mapping_coverage.tsv
locked_rule_metrics.tsv	analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/synthetic_variant_package/primary_metrics.tsv	TSV_NORMALIZED	auc_lower->auc_ci_low;auc_upper->auc_ci_high;effect_size->hedges_g;non_responders->n_nonresponders;perm_p->permutation_p;responders->n_responders;score_name->feature;subjects->n	wrote analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/adapter/normalized_package/locked_rule_metrics.tsv
confounder_adjustment_metrics.tsv	analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/synthetic_variant_package/confounder_adjusted_metrics.tsv	TSV_NORMALIZED	adj_auc->adjusted_auc;adj_ci_high->adjusted_auc_ci_high;adj_ci_low->adjusted_auc_ci_low;adj_hedges_g->adjusted_hedges_g;attenuation->auc_attenuation;panel->confounder;perm_p->adjusted_permutation_p;status->verdict	wrote analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/adapter/normalized_package/confounder_adjustment_metrics.tsv
joint_confounder_metrics.tsv	analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/synthetic_variant_package/multi_confounder_metrics.tsv	TSV_NORMALIZED	adj_auc->adjusted_auc;adj_ci_high->adjusted_auc_ci_high;adj_ci_low->adjusted_auc_ci_low;adj_hedges_g->adjusted_hedges_g;attenuation->auc_attenuation;covariates->features;panel->risk_set;perm_p->adjusted_permutation_p;status->verdict	wrote analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/adapter/normalized_package/joint_confounder_metrics.tsv
batch_diagnostic_metrics.tsv	analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/synthetic_variant_package/batch_qc.tsv	TSV_NORMALIZED	check->metadata_feature;status->verdict	wrote analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/adapter/normalized_package/batch_diagnostic_metrics.tsv
validation_result_report.md	analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/synthetic_variant_package/report.md	COPIED_ALIAS		wrote analysis/v46_returned_package_regression_suite/aggregate_only_composition/metric_adapter_seed/adapter/normalized_package/validation_result_report.md
