source	gene	wave34_score	wave34_call	failed_gates	gwas_catalog_trait_count	gwas_catalog_min_p	gwas_catalog_traits	local_positive_disease_count	local_negative_disease_count	positive_diseases	residual_retained_disease_count	ms_anchor	ms_wm_delta_log2	ms_wm_p	genetics_ready_score	ot_n_diseases_score_ge_0_5	gtex_n_relevant_tissues_with_significant_cis_eqtl	druggable_activity_count	chembl_target_id	chembl_pref_name	chembl_target_type	chembl_best_nM	clinicaltrials_autoimmune_count	europepmc_autoimmune_hit_count	perturbation_or_model_support	foundation_rescue_recommendation	foundation_real_perturbation_alignment_call	manual_blocker_class	manual_blocker_text_wave34	proxy_call	primary_blocker	target_id	approved_name	wave55_score	closed_axis	n_diseases_genetic_ge_0_25	diseases_genetic_ge_0_25	n_diseases_genetic_ge_0_5	diseases_genetic_ge_0_5	n_diseases_overall_ge_0_3	ms_genetic_association	ms_overall_score	max_overall_score	max_clinical_score	max_literature_score	local_positive_diseases	ms_wm_fdr	strict_residual_disease_count	in_lipid_lysosomal_myeloid_neighborhood	best_direct_selectivity_score	best_direct_target_suppression	direct_evidence_calls	foundation_recommendation	wave62_score	wave62_call	manual_blocker	prior_context_blocker	max_l2g_score	best_l2g_disease	strong_l2g_disease_count	strong_l2g_diseases	supporting_l2g_disease_count	supporting_l2g_diseases	ms_max_l2g_score	ms_l2g_study_loci	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	relevant_qtl_coloc_disease_count	relevant_qtl_coloc_diseases	myeloid_qtl_coloc_disease_count	max_qtl_h4	ms_max_qtl_h4	ms_max_relevant_qtl_h4	ms_relevant_qtl_biosamples	direction_proxy_values	strict_core_covariate_surviving_disease_count	wave34a_call	wave34a_direction	wave34a_route_reason	wave55_genetic_diseases_ge_0_25	wave61_best_call	wave61_best_manual_blocker	wave61_best_target_suppression	wave61_best_selectivity
wave34	FCGR2B	9.2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	5.0	2e-38	Inflammatory bowel disease;Response to cyclophosphamide in systemic lupus erythematosus with lupus nephritis;Rheumatoid arthritis;Systemic lupus erythematosus;Ulcerative colitis	0.0	1.0		0.0	False	0.3743680552898727	0.5995853752716118				0.0					0.0	0.0	False																																																											
wave34	LILRB3	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1.0	2e-12	Crohn's disease	2.0	0.0	Crohn disease;ulcerative colitis	0.0	False	-0.3769548589371787	0.5039530830837081				0.0					0.0	0.0	False																																																											
wave34	LILRB4	3.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1.0	7e-11	Inflammatory bowel disease	1.0	0.0	type 1 diabetes mellitus	0.0	False	-0.0567093265778488	0.8864378306397437				0.0					0.0	0.0	False																																																											
wave55	LILRB3							2.0	0.0				-0.3769548589371787	0.5039530830837081																		ENSG00000204577	leukocyte immunoglobulin like receptor B3	4.0	False	1.0	Crohn	0.0		0.0	0.0	0.0	0.2785068357528791	0.0	0.0	Crohn disease;ulcerative colitis	0.9299116980283588	0.0	False																																			
wave55	FCGR2B							0.0	1.0				0.3743680552898727	0.5995853752716118																		ENSG00000072694	Fc gamma receptor IIb	2.0	False	1.0	SLE	0.0		1.0	0.0	0.0	0.4608806201171246	0.1654922726831635	0.9304028479802215		0.9466965949245808	0.0	False																																			
wave55	LAIR1							1.0	2.0				-0.2811215724373159	0.1069140784882185																		ENSG00000167613	leukocyte associated immunoglobulin like receptor 1	1.0	False	0.0		0.0		0.0	0.0	0.0	0.0627259142256535	0.0	0.5158968296398617	type 1 diabetes mellitus	0.8989378106274888	0.0	False																																			
wave62	FCGR2B		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		5.0			0.0	1.0		0.0		0.3743680552898727	0.5995853752716118				0.0															Fc gamma receptor IIb	2.0													0.9466965949245808		False					1.835668561074276	NO_GO_WAVE62_TARGET_RESOLUTION			0.3366105854511261	SLE	0.0		1.0	SLE	0.0		4.0	AS;Crohn;SLE;UC	4.0	AS;Crohn;SLE;UC	0.0	0.99905797562315	0.0	0.0		AS:blood plasma:-0.0253;AS:blood plasma:0.0253;Crohn:blood plasma:-0.0073;Crohn:blood plasma:0.0073;SLE:blood plasma:-0.053;SLE:blood plasma:0;SLE:blood plasma:0.053;UC:blood plasma:-0.00887;UC:blood plasma:-0.0107;UC:blood plasma:-0.0143;UC:blood plasma:-0.0701;UC:blood plasma:-0.16;UC:blood plasma:0.00887;UC:blood plasma:0.0107;UC:blood plasma:0.0143;UC:blood plasma:0.0701;UC:blood plasma:0.16	0.0				SLE			0.0	0.0
