analysis	disease_name	compartment	role	gene	candidate_class	gene_metric	n_donors	raw_spearman_r	raw_spearman_p	ifn_group_resid_spearman_r	ifn_group_resid_spearman_p	resid_positive_support	raw_positive_support
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	AP1S2	trafficking_sorting	mean_log_norm	12	0.49650349650349657	0.10060263183225476	0.6783216783216784	0.015317329053281715	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	AP1S2	trafficking_sorting	detection_fraction	12	0.15384615384615385	0.6330906812462617	0.5664335664335665	0.054842119775407906	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	AP2M1	trafficking_sorting	mean_log_norm	12	-0.5664335664335665	0.054842119775407906	0.23076923076923078	0.470531995381542	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	AP2M1	trafficking_sorting	detection_fraction	12	-0.3916083916083916	0.20806346369535322	0.3706293706293707	0.23562100351264567	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ATP6V0D2	lysosome_endosome_lipid	mean_log_norm	12	-0.44100870698569494	0.1512691082771719	-0.35664335664335667	0.2551377517589572	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ATP6V0D2	lysosome_endosome_lipid	detection_fraction	12	-0.4077250309867746	0.1882915092599372	-0.27272727272727276	0.39109677094189615	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ATP6V1B2	lysosome_endosome_lipid	mean_log_norm	12	0.055944055944055944	0.8628980736949713	0.49650349650349657	0.10060263183225476	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ATP6V1B2	lysosome_endosome_lipid	detection_fraction	12	-0.15384615384615385	0.6330906812462617	0.5244755244755246	0.08001937592027474	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	AXL	uptake_complement_phagocytosis	mean_log_norm	12	0.5148307865065466	0.08675862003895495	0.006993006993006993	0.9827917689028476	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	AXL	uptake_complement_phagocytosis	detection_fraction	12	0.39881258109662054	0.19907547261187064	0.18881118881118883	0.5567370561768314	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C1QA	uptake_complement_phagocytosis	mean_log_norm	12					False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C1QA	uptake_complement_phagocytosis	detection_fraction	12					False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C1QB	uptake_complement_phagocytosis	mean_log_norm	12	0.345250389071979	0.271711019420242	0.46153846153846156	0.13094806950717272	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C1QB	uptake_complement_phagocytosis	detection_fraction	12	0.20287909460930725	0.5271319987807743	0.20979020979020982	0.512840943181826	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C1QC	uptake_complement_phagocytosis	mean_log_norm	12	0.10858160259244368	0.7369437083547932	-0.034965034965034975	0.9140933424107599	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C1QC	uptake_complement_phagocytosis	detection_fraction	12	0.2837132196770302	0.37150966693927856	-0.20979020979020982	0.512840943181826	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C3AR1	uptake_complement_phagocytosis	mean_log_norm	12	0.0	1.0	0.4055944055944056	0.19083587400450036	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C3AR1	uptake_complement_phagocytosis	detection_fraction	12	0.007797996951841567	0.9808111727156225	0.41958041958041964	0.1745190081300594	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C5AR1	uptake_complement_phagocytosis	mean_log_norm	12	0.16783216783216784	0.6020994277865379	-0.6223776223776225	0.03067589506164015	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C5AR1	uptake_complement_phagocytosis	detection_fraction	12	0.16083916083916086	0.6175234895401425	-0.6433566433566434	0.024003191200713647	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CALR	uptake_complement_phagocytosis	mean_log_norm	12	0.43356643356643365	0.15910576941219534	0.4895104895104896	0.10625237175934595	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CALR	uptake_complement_phagocytosis	detection_fraction	12	0.34965034965034975	0.26523878689278996	0.5734265734265735	0.05126558978649151	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD274	glycan_checkpoint_surface	mean_log_norm	12	0.5499132776456018	0.06397666975408144	0.3356643356643357	0.28612290291498743	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD274	glycan_checkpoint_surface	detection_fraction	12	0.5639238070123688	0.05616717538739807	0.6853146853146854	0.013905968814362754	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD44	glycan_checkpoint_surface	mean_log_norm	12	0.7062937062937064	0.010245193941127849	0.6083916083916086	0.035805997052029234	True	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD44	glycan_checkpoint_surface	detection_fraction	12	0.5944055944055945	0.04152149441031857	0.6573426573426573	0.0201854985098541	True	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD74	state_markers_positive_controls	mean_log_norm	12	0.8881118881118882	0.00011413359814618024	0.2657342657342658	0.4038330883147116	False	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD74	state_markers_positive_controls	detection_fraction	12	0.9020979020979022	5.997857446537692e-05	0.21678321678321683	0.49855598552418845	False	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD83	glycan_checkpoint_surface	mean_log_norm	12	0.32867132867132864	0.2969041156887641	-0.2517482517482518	0.4299187850328841	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD83	glycan_checkpoint_surface	detection_fraction	12	0.17482517482517487	0.5868236643627043	0.08391608391608392	0.7954145018538978	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD86	glycan_checkpoint_surface	mean_log_norm	12	0.4132938384476031	0.18174099540516164	0.0	1.0	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD86	glycan_checkpoint_surface	detection_fraction	12	0.38989984759207846	0.21023066184714245	-0.1258741258741259	0.696683109395766	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CIITA	state_markers_positive_controls	mean_log_norm	12	0.8601398601398602	0.00033166833912692107	0.3076923076923077	0.33058925941210965	False	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CIITA	state_markers_positive_controls	detection_fraction	12	0.9020979020979022	5.997857446537692e-05	0.6363636363636365	0.026096891052703144	True	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CST3	hla_ii_loading_editing	mean_log_norm	12	0.034965034965034975	0.9140933424107599	0.5034965034965035	0.09515736659412467	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CST3	hla_ii_loading_editing	detection_fraction	12	-0.11188811188811189	0.729194990751066	0.6433566433566434	0.024003191200713647	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CSTA	hla_ii_loading_editing	mean_log_norm	12	0.287215852018722	0.3653744519386998	-0.2517482517482518	0.4299187850328841	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CSTA	hla_ii_loading_editing	detection_fraction	12	0.16112108771781966	0.616898856154857	0.2797202797202798	0.37856866966230307	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CSTB	hla_ii_loading_editing	mean_log_norm	12	-0.04195804195804196	0.8969858708195542	0.5384615384615385	0.07089431754922311	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CSTB	hla_ii_loading_editing	detection_fraction	12	0.04895104895104895	0.8799185788786748	0.6713286713286714	0.016831456186893416	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSB	hla_ii_loading_editing	mean_log_norm	12	0.3706293706293707	0.23562100351264567	0.7482517482517484	0.005124081698753055	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSB	hla_ii_loading_editing	detection_fraction	12	-0.055944055944055944	0.8628980736949713	0.6293706293706295	0.02831967129576001	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSD	hla_ii_loading_editing	mean_log_norm	12	-0.2517482517482518	0.4299187850328841	0.18181818181818185	0.5717012385276553	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSD	hla_ii_loading_editing	detection_fraction	12	-0.2657342657342658	0.4038330883147116	0.37762237762237766	0.22620604493502647	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSH	hla_ii_loading_editing	mean_log_norm	12	0.7342657342657343	0.006543490146837884	0.6783216783216784	0.015317329053281715	True	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSH	hla_ii_loading_editing	detection_fraction	12	0.5454545454545455	0.06661188226688902	0.8671328671328673	0.00025981184986148103	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSL	hla_ii_loading_editing	mean_log_norm	12	-0.5944055944055945	0.04152149441031857	0.4685314685314686	0.12445479118883407	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSL	hla_ii_loading_editing	detection_fraction	12	-0.6713286713286714	0.016831456186893416	0.5664335664335665	0.054842119775407906	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSS	hla_ii_loading_editing	mean_log_norm	12	0.06293706293706294	0.8459309212287789	0.4755244755244756	0.118175957013032	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSS	hla_ii_loading_editing	detection_fraction	12	-0.07692307692307693	0.8121826980280591	0.46153846153846156	0.13094806950717272	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSZ	hla_ii_loading_editing	mean_log_norm	12	-0.43356643356643365	0.15910576941219534	0.5314685314685316	0.07536233505348361	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CTSZ	hla_ii_loading_editing	detection_fraction	12	-0.35664335664335667	0.2551377517589572	0.4755244755244756	0.118175957013032	False	False
