analysis	disease_name	compartment	role	gene	candidate_class	metric	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr	positive_fdr10	positive_trend	negative_trend
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SCARB2	lysosome_endosome_lipid	mean_log_norm	6.0	6.0	0.2091487580081092	0.1777644350076711	0.031384323000438086	0.35042349658094235	0.6575305752644752	0.5289044883590713	0.8149926160478725	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SCARB2	lysosome_endosome_lipid	detection_fraction	6.0	6.0	0.19014564960023364	0.1676321479813624	0.02251350161887125	0.21607692802991355	0.40544423583214845	0.6970609144034173	0.9402216984976326	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SH2B3	failed_or_crowded_comparators	mean_log_norm	6.0	6.0	0.01756429342953774	0.014954780105105397	0.002609513324432343	0.12307023660758028	0.23092756126250658	0.8254436419282052	0.9407475549847872	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SH2B3	failed_or_crowded_comparators	detection_fraction	6.0	6.0	0.019669732175037778	0.019494111326050292	0.0001756208489874858	0.010354283522900085	0.019428657232439223	0.9850379895192445	0.9933122455870049	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SIGLEC1	glycan_checkpoint_surface	mean_log_norm	6.0	6.0	0.0	0.0003406088480482322	-0.0003406088480482322	-0.7461821127978905	-1.4001274419871237	0.22036801043268137	0.6164220111263824	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SIGLEC1	glycan_checkpoint_surface	detection_fraction	6.0	6.0	0.0	0.00024382936463458334	-0.00024382936463458334	-0.841075695555143	-1.5781846575222438	0.17535360454054053	0.5803517452035266	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SIGLEC10	glycan_checkpoint_surface	mean_log_norm	6.0	6.0	0.0010055218494226753	0.000796296123694487	0.00020922572572818832	0.10396577132932942	0.19508016470636014	0.8514223156527064	0.9496633520741725	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SIGLEC10	glycan_checkpoint_surface	detection_fraction	6.0	6.0	0.0009009009009009009	0.0004546821690204085	0.0004462187318804924	0.25731823781519314	0.48282895007750615	0.6477570166476154	0.9016777671734807	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SLC15A4	failed_or_crowded_comparators	mean_log_norm	6.0	6.0	0.02071732602898561	0.008562000694798887	0.012155325334186723	1.202170317453173	2.255738408278444	0.06777498058160732	0.34143770870839263	False	True	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SLC15A4	failed_or_crowded_comparators	detection_fraction	6.0	6.0	0.029645747026901526	0.012784617387025007	0.01686112963987652	0.7915364592919325	1.4852298104982014	0.19555668871322654	0.6076225685018111	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SNX10	trafficking_sorting	mean_log_norm	6.0	6.0	0.014419839032746488	0.0010644155480637812	0.013355423484682707	0.8125287799237789	1.524619556893264	0.18759546121848145	0.5934838227639231	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SNX10	trafficking_sorting	detection_fraction	6.0	6.0	0.01607135982135982	0.0014428977627368763	0.014628462058622945	1.3850772163828113	2.5989427871128594	0.04773170920470289	0.29661847862922514	False	True	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SNX5	trafficking_sorting	mean_log_norm	6.0	6.0	0.09710789566327782	0.12384305537410333	-0.026735159710825504	-0.5103908943066575	-0.9576915407146185	0.3666174647209554	0.7009127082083643	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SNX5	trafficking_sorting	detection_fraction	6.0	6.0	0.0994112815473172	0.11260187496797343	-0.013190593420656233	-0.19722194178609972	-0.37006495883599244	0.7237494845194389	0.9407475549847872	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SORT1	lysosome_endosome_lipid	mean_log_norm	6.0	6.0	0.16734895421428742	0.08493946466195097	0.08240948955233644	2.1624565461047136	4.05760832426438	0.002944459218728119	0.1707786346862309	False	True	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SORT1	lysosome_endosome_lipid	detection_fraction	6.0	6.0	0.148466700015936	0.08741000599995193	0.061056694015984084	1.0370408766868118	1.9458914452762726	0.08817019586276377	0.4037266863189709	False	True	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	TCIRG1	lysosome_endosome_lipid	mean_log_norm	6.0	6.0	0.27072860511437635	0.1811017433081461	0.08962686180623025	0.8000218636131018	1.5011517245224837	0.17248411733134816	0.5803517452035266	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	TCIRG1	lysosome_endosome_lipid	detection_fraction	6.0	6.0	0.18637772428625574	0.1486917237056479	0.03768600058060784	0.5805831207924641	1.0893994184985671	0.3051817986685433	0.7009127082083643	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	TNFAIP3	failed_or_crowded_comparators	mean_log_norm	6.0	6.0	0.1804818936842235	0.09437562795926137	0.08610626572496212	1.531173663295664	2.8730764617094056	0.027981513606661353	0.25050123246665906	False	True	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	TNFAIP3	failed_or_crowded_comparators	detection_fraction	6.0	6.0	0.13991878044297398	0.09075237578693564	0.049166404656038346	0.7347208067563831	1.3786215805700546	0.21611245704139215	0.6164220111263824	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	TREM2	uptake_complement_phagocytosis	mean_log_norm	6.0	6.0	0.0	0.0	0.0					False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	TREM2	uptake_complement_phagocytosis	detection_fraction	6.0	6.0	0.0	0.0	0.0					False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	TYROBP	uptake_complement_phagocytosis	mean_log_norm	6.0	6.0	0.008954301908893812	0.009879439868483142	-0.0009251379595893294	-0.08608055109328099	-0.16152054537351557	0.8754285518676906	0.9559421508065054	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	TYROBP	uptake_complement_phagocytosis	detection_fraction	6.0	6.0	0.00603691552333318	0.006754311962875251	-0.0007173964395420706	-0.1172129875878875	-0.2199370872932581	0.8323145615755762	0.9407475549847872	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	VAMP3	trafficking_sorting	mean_log_norm	6.0	6.0	0.08153938572641962	0.09535000550084226	-0.013810619774422633	-0.36311309158833904	-0.6813411838181156	0.5175876601046978	0.81135362935331	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	VAMP3	trafficking_sorting	detection_fraction	6.0	6.0	0.0880521744645259	0.10269394680080422	-0.014641772336278322	-0.2687168940852499	-0.5042172561917374	0.6262623924564108	0.8859321649383373	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	VAMP7	trafficking_sorting	mean_log_norm	6.0	6.0	0.03335425157962087	0.02689710372928145	0.006457147850339417	0.370501559446033	0.6952048190143655	0.511560151580686	0.810205889801648	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	VAMP7	trafficking_sorting	detection_fraction	6.0	6.0	0.03604427612279904	0.031040553944981286	0.005003722177817756	0.16998800133672162	0.31896350957497877	0.760285504047626	0.9407475549847872	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	VPS26A	trafficking_sorting	mean_log_norm	6.0	6.0	0.15253850203199473	0.09200130544538136	0.06053719658661337	1.0718649436196175	2.0112349196345547	0.09572716775366576	0.41641317972844605	False	True	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	VPS26A	trafficking_sorting	detection_fraction	6.0	6.0	0.13108259918531565	0.09706614486066535	0.034016454324650294	0.5064480741043172	0.9502932787227589	0.37600721165398326	0.7009127082083643	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	VPS35	trafficking_sorting	mean_log_norm	6.0	6.0	0.13833678793963497	0.14277300052345165	-0.004436212583816684	-0.13018822140924052	-0.24428366519681677	0.8144593198653496	0.9407475549847872	False	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	VPS35	trafficking_sorting	detection_fraction	6.0	6.0	0.12646496282425823	0.1349180244220573	-0.008453061597799072	-0.1194280676915787	-0.2240934378492219	0.8294829157819354	0.9407475549847872	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	AP1S2	trafficking_sorting	mean_log_norm	6.0	6.0	0.327749583011258	0.24541025481684853	0.08233932819440948	0.7357590510868632	1.3805697301620383	0.20652410753803177	0.35690573924048213	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	AP1S2	trafficking_sorting	detection_fraction	6.0	6.0	0.25006068273189175	0.20117461066591327	0.048886072065978475	0.5600581708548121	1.0508866410408442	0.32479479216771123	0.48177894171543834	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	AP2M1	trafficking_sorting	mean_log_norm	6.0	6.0	0.4099046063189706	0.6401390200183932	-0.2302344136994226	-1.4683576255758795	-2.75520917877684	0.02301617694093169	0.1321574030801884	False	False	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	AP2M1	trafficking_sorting	detection_fraction	6.0	6.0	0.3232544428410018	0.4189354634338453	-0.0956810205928435	-0.8878114610418164	-1.6658791045719146	0.14566192309769	0.30866455132605736	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	ATP6V0D2	lysosome_endosome_lipid	mean_log_norm	6.0	6.0	0.02481987408706986	0.1433770204084226	-0.11855714632135274	-1.3333609171526137	-2.501902924446211	0.0437178101568398	0.15808873778565982	False	False	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	ATP6V0D2	lysosome_endosome_lipid	detection_fraction	6.0	6.0	0.017560372358484056	0.09506858829472098	-0.07750821593623693	-1.3858215650373644	-2.6003394742751103	0.03976167816010555	0.1537484951274195	False	False	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	ATP6V1B2	lysosome_endosome_lipid	mean_log_norm	6.0	6.0	0.5259328534398896	0.3302067253906304	0.1957261280492592	0.962307569576322	1.8056627365988382	0.11681901730764975	0.26750914710323775	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	ATP6V1B2	lysosome_endosome_lipid	detection_fraction	6.0	6.0	0.3588600581224218	0.23420112134210033	0.12465893678032144	0.9486691941693576	1.7800718475331478	0.11872596978177406	0.26750914710323775	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	AXL	uptake_complement_phagocytosis	mean_log_norm	6.0	6.0	0.09674455476699688	0.3163497868708108	-0.21960523210381389	-1.4916536198691135	-2.7989215116496147	0.02818663788627358	0.13676325605348807	False	False	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	AXL	uptake_complement_phagocytosis	detection_fraction	6.0	6.0	0.08262283050941811	0.22157198185818738	-0.13894915134876928	-1.4337941749580136	-2.6903547218422115	0.029196650168722173	0.13676325605348807	False	False	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	C1QA	uptake_complement_phagocytosis	mean_log_norm	6.0	6.0	0.6762612006379071	1.625921735673096	-0.9496605350351889	-1.6844854821438648	-3.1607489763257743	0.012835309859278278	0.10250011285605956	False	False	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	C1QA	uptake_complement_phagocytosis	detection_fraction	6.0	6.0	0.2210658073090059	0.43606547297991477	-0.21499966567090886	-1.482626769620322	-2.781983634781124	0.02104918209937062	0.1281070204381012	False	False	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	C1QB	uptake_complement_phagocytosis	mean_log_norm	6.0	6.0	0.6833679995516704	1.4597490705321492	-0.7763810709804788	-1.3832237595822208	-2.5954649823189144	0.028856614860094405	0.13676325605348807	False	False	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	C1QB	uptake_complement_phagocytosis	detection_fraction	6.0	6.0	0.2128474758371146	0.4292842962877348	-0.21643682045062018	-1.4342450198052716	-2.6912006818724747	0.02510861167998345	0.13676325605348807	False	False	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	C1QC	uptake_complement_phagocytosis	mean_log_norm	6.0	6.0	0.5579383201689546	1.2904154715133846	-0.73247715134443	-1.4827156113435251	-2.7821503363577453	0.021591070860354136	0.1281070204381012	False	False	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	C1QC	uptake_complement_phagocytosis	detection_fraction	6.0	6.0	0.19382825355313002	0.41288832811082	-0.21906007455768997	-1.5586818558727444	-2.924692514474622	0.01761037205132954	0.1281070204381012	False	False	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	C3AR1	uptake_complement_phagocytosis	mean_log_norm	6.0	6.0	0.49058158563311244	0.3054265942249427	0.1851549914081697	0.8861326410900099	1.6627289863308512	0.13753365384191893	0.29854866321782403	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	C3AR1	uptake_complement_phagocytosis	detection_fraction	6.0	6.0	0.30943043969697454	0.2174409310200168	0.09198950867695774	0.6453900358259471	1.2110023604783415	0.2604325905386478	0.4252935882190762	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	C5AR1	uptake_complement_phagocytosis	mean_log_norm	6.0	6.0	1.0499528607827802	0.3613231486316472	0.6886297121511329	2.1894426916640266	4.108244814074324	0.002117914134688623	0.03556620238996048	True	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	C5AR1	uptake_complement_phagocytosis	detection_fraction	6.0	6.0	0.46841384431568955	0.19585561998082224	0.2725582243348673	1.8786541523934037	3.5250848119452547	0.00609452637204375	0.0774875495874134	True	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CALR	uptake_complement_phagocytosis	mean_log_norm	6.0	6.0	1.1114167876415262	0.8491863849031284	0.2622304027383978	1.6820873953514395	3.1562492341465473	0.01128940738920418	0.10047572576391721	False	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CALR	uptake_complement_phagocytosis	detection_fraction	6.0	6.0	0.5676338604525841	0.4655134383400969	0.10212042211248723	1.3814031557009434	2.592048822360849	0.027178172323152533	0.13676325605348807	False	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CD274	glycan_checkpoint_surface	mean_log_norm	6.0	6.0	0.17487980513717627	0.052216933410863524	0.12266287172631274	0.9084938482805838	1.7046872955512204	0.14469862341800857	0.30866455132605736	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CD274	glycan_checkpoint_surface	detection_fraction	6.0	6.0	0.13473858741797626	0.04187851556480197	0.0928600718531743	0.9281876332739198	1.7416404847698326	0.1374413742262558	0.29854866321782403	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CD44	glycan_checkpoint_surface	mean_log_norm	6.0	6.0	1.811479837809192	1.303162702946219	0.5083171348629731	1.1534502037786944	2.164320553357488	0.06789803692394723	0.21364994576683827	False	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CD44	glycan_checkpoint_surface	detection_fraction	6.0	6.0	0.7131983997196278	0.6116564249755997	0.10154197474402815	0.8047305082532329	1.5099869705866023	0.1635756595008569	0.3235163043461392	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CD74	state_markers_positive_controls	mean_log_norm	6.0	6.0	2.4142783463875417	2.2402716267518414	0.17400671963570025	0.30817259795829544	0.5782514802612865	0.5803178341722735	0.7378326748761762	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CD74	state_markers_positive_controls	detection_fraction	6.0	6.0	0.6966153543085681	0.5498118664492045	0.1468034878593636	1.380289964258258	2.589960042878794	0.03157133274850063	0.144094800749567	False	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CD83	glycan_checkpoint_surface	mean_log_norm	6.0	6.0	1.1067861724893218	1.2498629428237615	-0.14307677033443977	-0.3731470279201843	-0.7001687453053383	0.5003995886160553	0.6549347556886606	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CD83	glycan_checkpoint_surface	detection_fraction	6.0	6.0	0.5262571824156791	0.5432667890960771	-0.01700960668039797	-0.10919513821713325	-0.2048924879425459	0.84196608810381	0.9308693396427217	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CD86	glycan_checkpoint_surface	mean_log_norm	6.0	6.0	0.45916582966253244	0.23679264678928455	0.2223731828732479	1.7978014765334382	3.3733737908847834	0.007226633015506358	0.08039629229750823	True	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CD86	glycan_checkpoint_surface	detection_fraction	6.0	6.0	0.3321403134504998	0.18903501759387678	0.14310529585662304	1.6710909316396807	3.1356155974731643	0.010673833688077521	0.09999696823567363	True	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CIITA	state_markers_positive_controls	mean_log_norm	6.0	6.0	0.25429649454605846	0.16665316427983323	0.08764333026622523	0.9959477716869025	1.8687848207672833	0.10821582809587167	0.26750914710323775	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CIITA	state_markers_positive_controls	detection_fraction	6.0	6.0	0.21247731976223502	0.1575217408520402	0.05495557891019481	0.8001864846210325	1.5014606174680238	0.1806907825075117	0.3281934621054804	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CST3	hla_ii_loading_editing	mean_log_norm	6.0	6.0	1.5865236794977937	1.641733561517625	-0.055209882019831236	-0.0694806342548328	-0.13037265439410434	0.8989120513267232	0.9581218271626153	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CST3	hla_ii_loading_editing	detection_fraction	6.0	6.0	0.63583183061487	0.573045656324378	0.06278617429049205	0.44598414706660144	0.8368394689304259	0.42745326285421464	0.5780390442963795	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CSTA	hla_ii_loading_editing	mean_log_norm	6.0	6.0	0.542338878784547	0.1568845704668278	0.3854543083177192	2.4310490679396066	4.561592209811392	0.0014923262433479145	0.03441116171826757	True	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CSTA	hla_ii_loading_editing	detection_fraction	6.0	6.0	0.3581731406783215	0.1204756767863564	0.2376974638919651	2.699886541267741	5.066035719492729	0.0006016293560350173	0.030559469239048915	True	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CSTB	hla_ii_loading_editing	mean_log_norm	6.0	6.0	1.2899773407284194	1.1189969545100138	0.1709803862184056	0.5306707719496382	0.9957444673676177	0.3431252551691029	0.5006253722959042	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CSTB	hla_ii_loading_editing	detection_fraction	6.0	6.0	0.6343117437256255	0.5592624109604288	0.07504933276519665	0.7781662934782217	1.4601421867953202	0.1760354516842572	0.3271993676490337	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSB	hla_ii_loading_editing	mean_log_norm	6.0	6.0	1.4032000420929904	1.1932489247579448	0.20995111733504568	0.567647148493927	1.0651265104599996	0.3125483791917673	0.47960009910460843	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSB	hla_ii_loading_editing	detection_fraction	6.0	6.0	0.5873739132840674	0.4604062590965909	0.12696765418747652	1.1541164947256397	2.165570773944615	0.060608392712306586	0.19978322042204763	False	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSD	hla_ii_loading_editing	mean_log_norm	6.0	6.0	0.9882300646793833	1.5910765629049302	-0.6028464982255468	-1.7230448645318654	-3.2331013531806425	0.013244396604996461	0.10250011285605956	False	False	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSD	hla_ii_loading_editing	detection_fraction	6.0	6.0	0.5083497001905128	0.629141752709714	-0.12079205251920111	-1.271043026362004	-2.384970358620524	0.03946421687618975	0.1537484951274195	False	False	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSH	hla_ii_loading_editing	mean_log_norm	6.0	6.0	0.7946023067532458	0.37587254821877275	0.4187297585344731	3.335971825616146	6.25957875246759	0.0001343084723946011	0.0119534540431195	True	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSH	hla_ii_loading_editing	detection_fraction	6.0	6.0	0.45716469098519347	0.2443852470420027	0.21277944394319076	2.6535025658550304	4.979001367248235	0.0006867296458213239	0.030559469239048915	True	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSL	hla_ii_loading_editing	mean_log_norm	6.0	6.0	0.8601616258267066	0.4234211132450562	0.4367405125816504	1.057871820242396	1.9849783856014667	0.08960271596838336	0.24165580973291267	False	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSL	hla_ii_loading_editing	detection_fraction	6.0	6.0	0.37433529687431416	0.2531096374633996	0.12122565941091457	0.8017647287174021	1.5044220163431528	0.1687613063649286	0.32402976526791183	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSS	hla_ii_loading_editing	mean_log_norm	6.0	6.0	1.876275288502091	1.0999169990847646	0.7763582894173264	2.2860298869160416	4.2894799044061465	0.0017874549075027593	0.03535188594838791	True	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSS	hla_ii_loading_editing	detection_fraction	6.0	6.0	0.6984495491597255	0.4458944463707814	0.25255510278894405	2.4476612567685523	4.592763127811109	0.001035373359480649	0.03441116171826757	True	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSZ	hla_ii_loading_editing	mean_log_norm	6.0	6.0	0.7403059555924973	0.9917125212156518	-0.25140656562315444	-1.0991940273140317	-2.0625148945745013	0.07280251437643118	0.21364994576683827	False	False	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CTSZ	hla_ii_loading_editing	detection_fraction	6.0	6.0	0.4366210457087803	0.39819090747589936	0.03843013823288094	0.6042213714742558	1.1337539572800563	0.2841153680811911	0.4452092673090208	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CXorf21	failed_or_crowded_comparators	mean_log_norm	6.0	6.0	0.14443352049448208	0.060668865214275475	0.0837646552802066	1.565116658864336	2.936766704002599	0.029129597149428983	0.13676325605348807	False	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CXorf21	failed_or_crowded_comparators	detection_fraction	6.0	6.0	0.12082146375750402	0.059758255423708495	0.06106320833379553	1.1750894858959973	2.2049242507628475	0.07047224856255145	0.21364994576683827	False	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	EEA1	trafficking_sorting	mean_log_norm	6.0	6.0	0.14967226896859734	0.12244093664041954	0.0272313323281778	0.6655619741644818	1.2488527510752876	0.24016804578192044	0.3958325198998318	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	EEA1	trafficking_sorting	detection_fraction	6.0	6.0	0.13164720499975524	0.12291695561719834	0.008730249382556898	0.2611114614105695	0.48994651073513884	0.6406902219840188	0.7602857300877024	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	FCGR2A	uptake_complement_phagocytosis	mean_log_norm	6.0	6.0	0.8769685082901727	0.38087014443600603	0.49609836385416667	1.3904385226622131	2.6090026798896266	0.0353262141649065	0.1462340958454269	False	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	FCGR2A	uptake_complement_phagocytosis	detection_fraction	6.0	6.0	0.4654083004281635	0.25833679538877763	0.20707150503938587	1.1744159892363661	2.2036605094602044	0.05945189075476471	0.19966861423298335	False	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	FCGR2B	uptake_complement_phagocytosis	mean_log_norm	6.0	6.0	0.2816370748676494	0.1901128774369788	0.09152419743067058	0.7174885313929095	1.3462871394055378	0.20906973162470835	0.3578308868192124	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	FCGR2B	uptake_complement_phagocytosis	detection_fraction	6.0	6.0	0.20072603041279183	0.1368576950737145	0.06386833533907732	0.7704099206717907	1.4455882190302038	0.18025041471259626	0.3281934621054804	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	FCGR3A	uptake_complement_phagocytosis	mean_log_norm	6.0	6.0	0.3586285593807908	0.15462232705043552	0.20400623233035528	1.323010548072379	2.482481612228483	0.035050537773286684	0.1462340958454269	False	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	FCGR3A	uptake_complement_phagocytosis	detection_fraction	6.0	6.0	0.2199089230912518	0.12178095730381329	0.0981279657874385	1.0147208005716521	1.904010313927657	0.0882170725231617	0.2415790601403505	False	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	GPR65	failed_or_crowded_comparators	mean_log_norm	6.0	6.0	0.5340154729898611	0.578581345592586	-0.04456587260272493	-0.2174430089681418	-0.4080075342237664	0.6956596054512016	0.8094781347147032	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	GPR65	failed_or_crowded_comparators	detection_fraction	6.0	6.0	0.3015940436978817	0.3111568027516652	-0.00956275905378351	-0.0795985064174148	-0.1493577120983564	0.8858412404056255	0.9581218271626153	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	GSK3A	failed_or_crowded_comparators	mean_log_norm	6.0	6.0	0.0999258828411843	0.08423585004324441	0.015690032797939887	0.4944309769865869	0.9277445373914106	0.3887565867520255	0.5510624042960981	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	GSK3A	failed_or_crowded_comparators	detection_fraction	6.0	6.0	0.09290626583173141	0.07859351188335817	0.014312753948373239	0.6358754779676349	1.1931493547210117	0.26393003249873953	0.42664623855184486	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	GSK3B	failed_or_crowded_comparators	mean_log_norm	6.0	6.0	0.06895603345356095	0.048442938721290185	0.020513094732270767	1.765972378060294	3.313650040527302	0.012572165560066961	0.10250011285605956	False	True	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	GSK3B	failed_or_crowded_comparators	detection_fraction	6.0	6.0	0.06412884918807821	0.05231510911628225	0.011813740071795954	0.9160311155215299	1.7188301361803926	0.11766356258991528	0.26750914710323775	False	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	HGS	trafficking_sorting	mean_log_norm	6.0	6.0	0.11189751143324657	0.07697428101353747	0.0349232304197091	0.8458689753501019	1.587178712006986	0.15531580083304772	0.3135040984161891	False	False	False
