gene	target_chembl_id	molecule_chembl_id	canonical_smiles	standard_type	standard_relation	standard_value_nM	assay_type	document_chembl_id	bao_label
CTSH	CHEMBL4160	CHEMBL5817878	COC(C)(C)C(=O)NC(CCCCN)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSS	CHEMBL4160	CHEMBL180528	C[C@@H](NC(=O)C(=O)[C@H](CCCCNC(=O)N1CCOCC1)NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)c1ccccc1	IC50	=	27.0	B	CHEMBL1137872	single protein format
CTSS	CHEMBL4160	CHEMBL362134	CCCC[C@H](NC(=O)OC1(Cc2ccccc2)CCCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	430.0	B	CHEMBL1137872	single protein format
CTSS	CHEMBL4160	CHEMBL182775	CCCC[C@H](NC(=O)OCC(C)(C)Cc1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	20.0	B	CHEMBL1137872	single protein format
CTSS	CHEMBL4160	CHEMBL366268	CCCC[C@H](NC(=O)OCC1(Cc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	20.0	B	CHEMBL1137872	single protein format
CTSS	CHEMBL4160	CHEMBL184403	CCCC[C@H](NC(=O)OCC1(Cc2ccccc2)CCCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	11.0	B	CHEMBL1137872	single protein format
CTSS	CHEMBL4160	CHEMBL184329	CCCC[C@H](NC(=O)OCC1(CCc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	34.0	B	CHEMBL1137872	single protein format
CTSS	CHEMBL4160	CHEMBL187687	CCCC[C@H](NC(=O)OCC1(CCCc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	17.0	B	CHEMBL1137872	single protein format
CTSS	CHEMBL4160	CHEMBL185097	CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1	IC50	=	5.2	B	CHEMBL1137872	single protein format
CTSS	CHEMBL4160	CHEMBL186650	CN(C)S(=O)(=O)NCCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)NCc1cccnc1	IC50	=	130.0	B	CHEMBL1137872	single protein format
CTSS	CHEMBL4160	CHEMBL371749	CCCC[C@H](NC(=O)O[C@@H]1C[C@H](C)C[C@H](C)C1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	63.0	B	CHEMBL1143550	single protein format
CTSS	CHEMBL4160	CHEMBL195301	CCCC[C@H](NC(=O)OC1C[C@H](C)C[C@@H](C)C1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	290.0	B	CHEMBL1143550	single protein format
CTSS	CHEMBL4160	CHEMBL196240	CCCC[C@H](NC(=O)O[C@H]1CCc2ccccc21)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	280.0	B	CHEMBL1143550	single protein format
CTSS	CHEMBL4160	CHEMBL195963	CCCC[C@H](NC(=O)O[C@H]1CCCc2ccccc21)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	79.0	B	CHEMBL1143550	single protein format
CTSS	CHEMBL4160	CHEMBL196298	CCCC[C@H](NC(=O)OC1CC2CCC1C2)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	19.0	B	CHEMBL1143550	single protein format
CTSS	CHEMBL4160	CHEMBL193582	CCCC[C@H](NC(=O)OC1C2(C)CCC(C2)C1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	30.0	B	CHEMBL1143550	single protein format
CTSS	CHEMBL4160	CHEMBL197509	CCCC[C@H](NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	16.0	B	CHEMBL1143550	single protein format
CTSS	CHEMBL4160	CHEMBL196896	CCCC[C@H](NC(=O)O[C@@H]1C(=O)OCC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	13.0	B	CHEMBL1143550	single protein format
CTSS	CHEMBL4160	CHEMBL194068	CCCC[C@H](NC(=O)O[C@@H]1C(=O)NCC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	18.0	B	CHEMBL1143550	single protein format
CTSS	CHEMBL4160	CHEMBL212604	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CS(=O)(=O)Cc1ccccc1)NC(=O)N1CCOCC1	Ki	=	32.0	B	CHEMBL1149524	single protein format
CTSS	CHEMBL4160	CHEMBL230473	Cc1cccc(O[C@H]2CCN3C[C@@H]2OC3=O)c1C	IC50	=	473.0	B	CHEMBL1144593	single protein format
CTSS	CHEMBL4160	CHEMBL230478	CC(C)CO[C@H]1CCN2C[C@H]1OC2=O	IC50	=	298.0	B	CHEMBL1144593	single protein format
CTSS	CHEMBL4160	CHEMBL230474	O=C1O[C@@H]2CN1CC[C@@H]2Oc1ccccc1	IC50	=	17.0	B	CHEMBL1144593	single protein format
CTSS	CHEMBL4160	CHEMBL230479	Cc1cccc(O[C@@H]2CCNC[C@H]2O)c1C	IC50	>	100000.0	B	CHEMBL1144593	single protein format
CTSS	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	7.0	B	CHEMBL1156470	single protein format
CTSS	CHEMBL4160	CHEMBL212521	CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1	Ki	>	10.0	B	CHEMBL1140981	single protein format
CTSS	CHEMBL4160	CHEMBL1078411	N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1	IC50	=	5900.0	B	CHEMBL1154218	single protein format
CTSS	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	3580.0	B	CHEMBL6109067	single protein format
CTSS	CHEMBL4160	CHEMBL426611	CCCC[C@H](NC(=O)OCC(C)(C)c1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	270.0	B	CHEMBL1137872	single protein format
CTSS	CHEMBL4160	CHEMBL397972	O=C1O[C@H]2CN1CC[C@@H]2Br	IC50	=	4553.0	B	CHEMBL1144593	single protein format
CTSS	CHEMBL4160	CHEMBL390475	O=C1O[C@@H]2CN1CC[C@@H]2OCc1ccccc1	IC50	=	174.0	B	CHEMBL1144593	single protein format
CTSS	CHEMBL4160	CHEMBL390643	S=C1O[C@@H]2CN1CC[C@@H]2Oc1ccccc1	IC50	=	696.0	B	CHEMBL1144593	single protein format
CTSS	CHEMBL4160	CHEMBL390474	Cc1cccc(O[C@H]2CCN3C[C@H]2OC3=O)c1C	IC50	=	16.0	B	CHEMBL1144593	single protein format
CTSS	CHEMBL4160	CHEMBL397973	Cc1cccc(OCC2CN(C)C(=O)O2)c1C	IC50	>	100000.0	B	CHEMBL1144593	single protein format
CTSS	CHEMBL4160	CHEMBL441907	Cc1cccc(O[C@@H]2CCNC[C@@H]2O)c1C	IC50	>	100000.0	B	CHEMBL1144593	single protein format
CTSS	CHEMBL4160	CHEMBL400387	CS(=O)(=O)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	=	11.0	B	CHEMBL1140679	single protein format
CTSS	CHEMBL4160	CHEMBL481611	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	=	60.0	B	CHEMBL1141480	single protein format
CTSS	CHEMBL4160	CHEMBL481611	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	=	45.0	B	CHEMBL1141480	cell-based format
CTSS	CHEMBL4160	CHEMBL450997	[N-]=[N+]=CC(=O)[C@H](Cc1ccc(I)cc1)NC(=O)CN	IC50	>	50000.0	B	CHEMBL1156470	single protein format
CTSS	CHEMBL4160	CHEMBL478737	N#C[C@]1(NC(=O)[C@H](N)Cc2cccs2)C[C@H]1c1ccccc1.O=C(O)C(F)(F)F	IC50	>	50000.0	B	CHEMBL1156470	single protein format
CTSS	CHEMBL4160	CHEMBL516292	N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F	IC50	=	5900.0	B	CHEMBL1156470	single protein format
CTSS	CHEMBL4160	CHEMBL400387	CS(=O)(=O)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	=	10.0	B	CHEMBL1156470	single protein format
CTSS	CHEMBL4160	CHEMBL515494	N#C[C@@]1(NC(=O)C(N)Cc2sccc2F)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F	IC50	=	33400.0	B	CHEMBL1156470	single protein format
CTSS	CHEMBL4160	CHEMBL461619	CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCC(F)(F)CC3)cc2)CC1	IC50	=	10.0	B	CHEMBL1140079	single protein format
CTSS	CHEMBL4160	CHEMBL461619	CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCC(F)(F)CC3)cc2)CC1	Ki	=	4.0	B	CHEMBL1140079	single protein format
CTSS	CHEMBL4160	CHEMBL514348	CCC[C@H](N)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1	Ki	=	5.5	B	CHEMBL1140981	single protein format
CTSS	CHEMBL4160	CHEMBL486232	CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1	Ki	<	0.1	B	CHEMBL1140981	single protein format
CTSS	CHEMBL4160	CHEMBL567785	N#Cc1nc(Nc2cccc(Cl)c2)nc(NC2CCCC2)n1	IC50	=	6456.54	B	CHEMBL1156759	single protein format
CTSS	CHEMBL4160	CHEMBL568171	N#Cc1nc(Nc2cc(F)cc(F)c2)nc(NC2CCCC2)n1	IC50	=	5623.41	B	CHEMBL1156759	single protein format
CTSS	CHEMBL4160	CHEMBL567341	CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(C#N)nc21	IC50	=	15.85	B	CHEMBL1156759	single protein format
CTSS	CHEMBL4160	CHEMBL567134	CCNc1nc(C#N)nc2c1ncn2-c1cc(F)cc(F)c1	IC50	=	104.71	B	CHEMBL1156759	single protein format
CTSS	CHEMBL4160	CHEMBL567893	COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(C)C)[C@@H](C)O	IC50	=	10000.0	B	CHEMBL1156023	single protein format
CTSS	CHEMBL4160	CHEMBL481611	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	=	183.0	B	CHEMBL2163205	single protein format
CTSS	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	>	20000.0	B	CHEMBL3856275	single protein format
CTSS	CHEMBL4160	CHEMBL4292287	CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(C)=O)C(=O)NNC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(N)=O	Ki	=	26.0	B	CHEMBL4251609	single protein format
CTSS	CHEMBL4160	CHEMBL4292287	CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(C)=O)C(=O)NNC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(N)=O	Ki	=	17.0	B	CHEMBL4251609	single protein format
CTSS	CHEMBL4160	CHEMBL481611	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	<	500.0	B	CHEMBL5214986	single protein format
CTSS	CHEMBL4160	CHEMBL5095230	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	IC50	=	29470.0	B	CHEMBL5727839	single protein format
CTSS	CHEMBL4160	CHEMBL5870472	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)cccc1F	IC50	>	100000.0	B	CHEMBL5727839	single protein format
CTSS	CHEMBL4160	CHEMBL5848986	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)c(F)cc(F)c1F	IC50	=	9980.0	B	CHEMBL5727839	single protein format
CTSS	CHEMBL4160	CHEMBL5848986	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)c(F)cc(F)c1F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSS	CHEMBL4160	CHEMBL5095230	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSS	CHEMBL4160	CHEMBL5870472	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)cccc1F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSS	CHEMBL4160	CHEMBL5751174	COC(C)(C)C(=O)NC(CCCCN)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSS	CHEMBL4160	CHEMBL5986403	NCCCCC(NC(=O)c1ccccn1)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSS	CHEMBL4160	CHEMBL5764494	NCCCCC(NC(=O)c1ccc(F)nc1)C(=O)COc1ccon1	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSS	CHEMBL4160	CHEMBL5817878	COC(C)(C)C(=O)NC(CCCCN)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSS	CHEMBL4160	CHEMBL5783659	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	IC50	=	29470.0	B	CHEMBL5729097	single protein format
CTSS	CHEMBL4160	CHEMBL5870472	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)cccc1F	IC50	>	100000.0	B	CHEMBL5729097	single protein format
CTSS	CHEMBL4160	CHEMBL5848986	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)c(F)cc(F)c1F	IC50	=	9980.0	B	CHEMBL5729097	single protein format
CTSS	CHEMBL4160	CHEMBL5848986	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)c(F)cc(F)c1F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSS	CHEMBL4160	CHEMBL5095230	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSS	CHEMBL4160	CHEMBL5870472	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)cccc1F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSS	CHEMBL4160	CHEMBL5751174	COC(C)(C)C(=O)NC(CCCCN)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSS	CHEMBL4160	CHEMBL5986403	NCCCCC(NC(=O)c1ccccn1)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSS	CHEMBL4160	CHEMBL5764494	NCCCCC(NC(=O)c1ccc(F)nc1)C(=O)COc1ccon1	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSS	CHEMBL4160	CHEMBL5817878	COC(C)(C)C(=O)NC(CCCCN)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSS	CHEMBL4160	CHEMBL6007410	NCCCCC(NC(=O)C1CCCC1)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSS	CHEMBL4160	CHEMBL6007410	NCCCCC(NC(=O)C1CCCC1)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSB	CHEMBL4160	CHEMBL191881	CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N	IC50	=	117.0	B	CHEMBL1128764	single protein format
CTSB	CHEMBL4160	CHEMBL191881	CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N	IC50	=	9.4	B	CHEMBL1131158	single protein format
CTSB	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	16.0	B	CHEMBL1131158	single protein format
CTSB	CHEMBL4160	CHEMBL117658	CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1	IC50	=	810.0	B	CHEMBL1147461	single protein format
CTSB	CHEMBL4160	CHEMBL114161	CCCC[C@@H](C=O)NC(=O)O[C@@H](C)Cc1ccccc1	IC50	=	460.0	B	CHEMBL1147461	single protein format
CTSB	CHEMBL4160	CHEMBL180839	C[C@@H](CC1CCCCC1)OC(=O)C1CCCN1C#N	IC50	=	310.0	B	CHEMBL1140268	single protein format
CTSB	CHEMBL4160	CHEMBL183812	C[C@@H](CC1CCCCC1)OC(=O)C1CCN1C#N	IC50	=	2.4	B	CHEMBL1140268	single protein format
CTSB	CHEMBL4160	CHEMBL183660	C[C@@H](CC1CCCCC1)OC(=O)N[C@H]1CCN(C#N)C1	IC50	=	680.0	B	CHEMBL1140268	single protein format
CTSB	CHEMBL4160	CHEMBL180528	C[C@@H](NC(=O)C(=O)[C@H](CCCCNC(=O)N1CCOCC1)NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)c1ccccc1	IC50	>	5000.0	B	CHEMBL1137872	single protein format
CTSB	CHEMBL4160	CHEMBL362134	CCCC[C@H](NC(=O)OC1(Cc2ccccc2)CCCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	>	12000.0	B	CHEMBL1137872	single protein format
CTSB	CHEMBL4160	CHEMBL182775	CCCC[C@H](NC(=O)OCC(C)(C)Cc1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	>	5000.0	B	CHEMBL1137872	single protein format
CTSB	CHEMBL4160	CHEMBL366268	CCCC[C@H](NC(=O)OCC1(Cc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	3600.0	B	CHEMBL1137872	single protein format
CTSB	CHEMBL4160	CHEMBL184403	CCCC[C@H](NC(=O)OCC1(Cc2ccccc2)CCCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	>	5000.0	B	CHEMBL1137872	single protein format
CTSB	CHEMBL4160	CHEMBL184329	CCCC[C@H](NC(=O)OCC1(CCc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	>	2000.0	B	CHEMBL1137872	single protein format
CTSB	CHEMBL4160	CHEMBL187687	CCCC[C@H](NC(=O)OCC1(CCCc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	>	2000.0	B	CHEMBL1137872	single protein format
CTSB	CHEMBL4160	CHEMBL185097	CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1	IC50	>	500.0	B	CHEMBL1137872	single protein format
CTSB	CHEMBL4160	CHEMBL186650	CN(C)S(=O)(=O)NCCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)NCc1cccnc1	IC50	>	5000.0	B	CHEMBL1137872	single protein format
CTSB	CHEMBL4160	CHEMBL190121	C[C@@H](CC1CCCCC1)OC(=O)NN(C)C#N	Ki	=	0.077	B	CHEMBL1139621	single protein format
CTSB	CHEMBL4160	CHEMBL189149	C[C@@H](CC1CCCCC1)OC(=O)CN(C)C#N	Ki	=	2600.0	B	CHEMBL1139621	single protein format
CTSB	CHEMBL4160	CHEMBL371420	CC(C)N(C#N)NC(=O)O[C@@H](C)CC1CCCCC1	Ki	=	1.3	B	CHEMBL1139621	single protein format
CTSB	CHEMBL4160	CHEMBL371749	CCCC[C@H](NC(=O)O[C@@H]1C[C@H](C)C[C@H](C)C1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	>	13000.0	B	CHEMBL1143550	single protein format
CTSB	CHEMBL4160	CHEMBL195301	CCCC[C@H](NC(=O)OC1C[C@H](C)C[C@@H](C)C1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	>	13000.0	B	CHEMBL1143550	single protein format
CTSB	CHEMBL4160	CHEMBL196240	CCCC[C@H](NC(=O)O[C@H]1CCc2ccccc21)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	>	13000.0	B	CHEMBL1143550	single protein format
CTSB	CHEMBL4160	CHEMBL195963	CCCC[C@H](NC(=O)O[C@H]1CCCc2ccccc21)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	>	2000.0	B	CHEMBL1143550	single protein format
CTSB	CHEMBL4160	CHEMBL196298	CCCC[C@H](NC(=O)OC1CC2CCC1C2)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	>	13000.0	B	CHEMBL1143550	single protein format
CTSB	CHEMBL4160	CHEMBL193582	CCCC[C@H](NC(=O)OC1C2(C)CCC(C2)C1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	12000.0	B	CHEMBL1143550	single protein format
CTSB	CHEMBL4160	CHEMBL197509	CCCC[C@H](NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	>	5000.0	B	CHEMBL1143550	single protein format
CTSB	CHEMBL4160	CHEMBL196896	CCCC[C@H](NC(=O)O[C@@H]1C(=O)OCC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	>	500.0	B	CHEMBL1143550	single protein format
CTSB	CHEMBL4160	CHEMBL194068	CCCC[C@H](NC(=O)O[C@@H]1C(=O)NCC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	1400.0	B	CHEMBL1143550	single protein format
CTSB	CHEMBL4160	CHEMBL203663	CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)O[C@H](Cc1ccccc1)C(C)C	IC50	=	18.0	B	CHEMBL1138109	single protein format
CTSB	CHEMBL4160	CHEMBL204605	CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)O[C@@H](C)Cc1ccccc1	IC50	=	270.0	B	CHEMBL1138109	single protein format
CTSB	CHEMBL4160	CHEMBL381715	CCCC[C@@H](/C=N/NC(=O)N1CCc2ccccc21)NC(=O)OC(C)(C)C	IC50	=	35000.0	B	CHEMBL1138109	single protein format
CTSB	CHEMBL4160	CHEMBL205173	CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)OC(C)(C)C	IC50	=	32000.0	B	CHEMBL1138109	single protein format
CTSB	CHEMBL4160	CHEMBL117658	CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1	IC50	=	810.0	B	CHEMBL1138109	single protein format
CTSB	CHEMBL4160	CHEMBL113948	CCCC[C@@H](C=O)NC(=O)O[C@H](Cc1ccccc1)C(C)C	IC50	=	27.0	B	CHEMBL1138109	single protein format
CTSB	CHEMBL4160	CHEMBL114161	CCCC[C@@H](C=O)NC(=O)O[C@@H](C)Cc1ccccc1	IC50	=	460.0	B	CHEMBL1138109	single protein format
CTSB	CHEMBL4160	CHEMBL212521	CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1	IC50	>	10000.0	B	CHEMBL1138912	single protein format
CTSB	CHEMBL4160	CHEMBL212604	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CS(=O)(=O)Cc1ccccc1)NC(=O)N1CCOCC1	Ki	>	30000.0	B	CHEMBL1149524	single protein format
CTSB	CHEMBL4160	CHEMBL230473	Cc1cccc(O[C@H]2CCN3C[C@@H]2OC3=O)c1C	IC50	=	46.0	B	CHEMBL1144593	single protein format
CTSB	CHEMBL4160	CHEMBL230478	CC(C)CO[C@H]1CCN2C[C@H]1OC2=O	IC50	=	8.0	B	CHEMBL1144593	single protein format
CTSB	CHEMBL4160	CHEMBL230474	O=C1O[C@@H]2CN1CC[C@@H]2Oc1ccccc1	IC50	=	5.0	B	CHEMBL1144593	single protein format
CTSB	CHEMBL4160	CHEMBL230479	Cc1cccc(O[C@@H]2CCNC[C@H]2O)c1C	IC50	>	100000.0	B	CHEMBL1144593	single protein format
CTSB	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	10.0	B	CHEMBL1156470	single protein format
CTSB	CHEMBL4160	CHEMBL212521	CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1	Ki	>	10.0	B	CHEMBL1140981	single protein format
CTSB	CHEMBL4160	CHEMBL2368566	O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)CF)OCc1ccccc1	IC50	=	680.0	B	CHEMBL1138527	assay format
CTSB	CHEMBL4160	CHEMBL296588	CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C	IC50	=	4260.0	B	CHEMBL1138527	assay format
CTSB	CHEMBL4160	CHEMBL191881	CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N	IC50	=	47.0	B	CHEMBL1138580	single protein format
CTSB	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	Ki	=	16000.0	B	CHEMBL1152574	single protein format
CTSB	CHEMBL4160	CHEMBL1078411	N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1	IC50	>	50000.0	B	CHEMBL1154218	single protein format
CTSB	CHEMBL4160	CHEMBL2312203	Nc1c(Br)cc([N+](=O)[O-])c2ccccc12	Ki	=	212000.0	B	CHEMBL2311469	single protein format
