gene	target_chembl_id	molecule_chembl_id	canonical_smiles	standard_type	standard_relation	standard_value_nM	assay_type	document_chembl_id	bao_label
CTSL	CHEMBL4160	CHEMBL205173	CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)OC(C)(C)C	IC50	=	11000.0	B	CHEMBL1138109	single protein format
CTSL	CHEMBL4160	CHEMBL117658	CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1	IC50	=	2000.0	B	CHEMBL1138109	single protein format
CTSL	CHEMBL4160	CHEMBL113948	CCCC[C@@H](C=O)NC(=O)O[C@H](Cc1ccccc1)C(C)C	IC50	=	12.0	B	CHEMBL1138109	single protein format
CTSL	CHEMBL4160	CHEMBL114161	CCCC[C@@H](C=O)NC(=O)O[C@@H](C)Cc1ccccc1	IC50	=	740.0	B	CHEMBL1138109	single protein format
CTSL	CHEMBL4160	CHEMBL212521	CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1	IC50	>	10000.0	B	CHEMBL1138912	single protein format
CTSL	CHEMBL4160	CHEMBL212604	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CS(=O)(=O)Cc1ccccc1)NC(=O)N1CCOCC1	Ki	>	30000.0	B	CHEMBL1149524	single protein format
CTSL	CHEMBL4160	CHEMBL230473	Cc1cccc(O[C@H]2CCN3C[C@@H]2OC3=O)c1C	IC50	=	1270.0	B	CHEMBL1144593	single protein format
CTSL	CHEMBL4160	CHEMBL230478	CC(C)CO[C@H]1CCN2C[C@H]1OC2=O	IC50	=	230.0	B	CHEMBL1144593	single protein format
CTSL	CHEMBL4160	CHEMBL230474	O=C1O[C@@H]2CN1CC[C@@H]2Oc1ccccc1	IC50	=	26.0	B	CHEMBL1144593	single protein format
CTSL	CHEMBL4160	CHEMBL230479	Cc1cccc(O[C@@H]2CCNC[C@H]2O)c1C	IC50	>	100000.0	B	CHEMBL1144593	single protein format
CTSL	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	13.0	B	CHEMBL1156470	single protein format
CTSL	CHEMBL4160	CHEMBL2368566	O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)CF)OCc1ccccc1	IC50	=	510.0	B	CHEMBL1138527	assay format
CTSL	CHEMBL4160	CHEMBL296588	CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C	IC50	=	800.0	B	CHEMBL1138527	assay format
CTSL	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	47.0	B	CHEMBL1152574	single protein format
CTSL	CHEMBL4160	CHEMBL1078411	N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1	IC50	=	5400.0	B	CHEMBL1154218	single protein format
CTSL	CHEMBL4160	CHEMBL2312203	Nc1c(Br)cc([N+](=O)[O-])c2ccccc12	Ki	=	182000.0	B	CHEMBL2311469	assay format
CTSL	CHEMBL4160	CHEMBL2312204	CC1CCN(c2ccc([N+](=O)[O-])c3cccnc23)CC1	Ki	=	155000.0	B	CHEMBL2311469	assay format
CTSL	CHEMBL4160	CHEMBL2312216	N#CCNCc1cc([N+](=O)[O-])c2cccnc2c1O	Ki	=	124000.0	B	CHEMBL2311469	assay format
CTSL	CHEMBL4160	CHEMBL2368566	O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)CF)OCc1ccccc1	IC50	=	83.7	B	CHEMBL2380225	single protein format
CTSL	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	16.0	B	CHEMBL3217636	single protein format
CTSL	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	30.0	B	CHEMBL3352268	single protein format
CTSL	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	Ki	=	30.0	B	CHEMBL4038340	single protein format
CTSL	CHEMBL4160	CHEMBL2368566	O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)CF)OCc1ccccc1	IC50	=	83.7	B	CHEMBL4715741	single protein format
CTSL	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	2.3	B	CHEMBL5107962	single protein format
CTSL	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	7490.0	B	CHEMBL6109067	single protein format
CTSL	CHEMBL4160	CHEMBL426611	CCCC[C@H](NC(=O)OCC(C)(C)c1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	3000.0	B	CHEMBL1137872	single protein format
CTSL	CHEMBL4160	CHEMBL426308	CCCC[C@@H](/C=N/NC(=O)N1CCc2ccccc21)NC(=O)OC1(Cc2ccccc2)CCCC1	IC50	=	3400.0	B	CHEMBL1138109	single protein format
CTSL	CHEMBL4160	CHEMBL397972	O=C1O[C@H]2CN1CC[C@@H]2Br	IC50	=	5816.0	B	CHEMBL1144593	single protein format
CTSL	CHEMBL4160	CHEMBL390475	O=C1O[C@@H]2CN1CC[C@@H]2OCc1ccccc1	IC50	=	263.0	B	CHEMBL1144593	single protein format
CTSL	CHEMBL4160	CHEMBL390643	S=C1O[C@@H]2CN1CC[C@@H]2Oc1ccccc1	IC50	=	994.0	B	CHEMBL1144593	single protein format
CTSL	CHEMBL4160	CHEMBL390474	Cc1cccc(O[C@H]2CCN3C[C@H]2OC3=O)c1C	IC50	=	22.0	B	CHEMBL1144593	single protein format
CTSL	CHEMBL4160	CHEMBL397973	Cc1cccc(OCC2CN(C)C(=O)O2)c1C	IC50	>	100000.0	B	CHEMBL1144593	single protein format
CTSL	CHEMBL4160	CHEMBL441907	Cc1cccc(O[C@@H]2CCNC[C@@H]2O)c1C	IC50	>	100000.0	B	CHEMBL1144593	single protein format
CTSL	CHEMBL4160	CHEMBL400387	CS(=O)(=O)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	=	427.0	B	CHEMBL1140679	single protein format
CTSL	CHEMBL4160	CHEMBL481611	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	=	2995.0	B	CHEMBL1141480	single protein format
CTSL	CHEMBL4160	CHEMBL481611	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	=	4843.0	B	CHEMBL1141480	cell-based format
CTSL	CHEMBL4160	CHEMBL448143	[N-]=[N+]=CC(=O)[C@H](Cc1ccccc1)NC(=O)CN	IC50	=	25500.0	B	CHEMBL1156470	single protein format
CTSL	CHEMBL4160	CHEMBL478737	N#C[C@]1(NC(=O)[C@H](N)Cc2cccs2)C[C@H]1c1ccccc1.O=C(O)C(F)(F)F	IC50	>	50000.0	B	CHEMBL1156470	single protein format
CTSL	CHEMBL4160	CHEMBL516292	N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F	IC50	=	5400.0	B	CHEMBL1156470	single protein format
CTSL	CHEMBL4160	CHEMBL450997	[N-]=[N+]=CC(=O)[C@H](Cc1ccc(I)cc1)NC(=O)CN	IC50	=	29500.0	B	CHEMBL1156470	single protein format
CTSL	CHEMBL4160	CHEMBL400387	CS(=O)(=O)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	=	430.0	B	CHEMBL1156470	single protein format
CTSL	CHEMBL4160	CHEMBL515494	N#C[C@@]1(NC(=O)C(N)Cc2sccc2F)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F	IC50	=	15500.0	B	CHEMBL1156470	single protein format
CTSL	CHEMBL4160	CHEMBL461619	CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCC(F)(F)CC3)cc2)CC1	IC50	=	6200.0	B	CHEMBL1140079	single protein format
CTSL	CHEMBL4160	CHEMBL492175	CC(=O)c1c(Nc2ccc(Cl)cc2)[nH]c2c(Cl)cc([N+](=O)[O-])cc2c1=O	IC50	=	0.437	B	CHEMBL1138527	assay format
CTSL	CHEMBL4160	CHEMBL521636	CC(=O)c1c(Nc2ccc(C(C)(C)C)cc2)[nH]c2c(Cl)cc([N+](=O)[O-])cc2c1=O	IC50	>	100000.0	B	CHEMBL1138527	assay format
CTSL	CHEMBL4160	CHEMBL521771	CC(=O)c1c(Nc2ccc(C)cc2Cl)[nH]c2c([N+](=O)[O-])cc(Cl)cc2c1=O	IC50	=	1.66	B	CHEMBL1138527	assay format
CTSL	CHEMBL4160	CHEMBL491348	CC(=O)c1c(Nc2ccc(Cl)cc2Cl)[nH]c2c([N+](=O)[O-])cc(Cl)cc2c1=O	IC50	=	19820.0	B	CHEMBL1138527	assay format
CTSL	CHEMBL4160	CHEMBL470707	CC(=O)c1c(Nc2ccc(Br)cc2)[nH]c2c(Br)ccc(Br)c2c1=O	IC50	=	1060.0	B	CHEMBL1138527	assay format
CTSL	CHEMBL4160	CHEMBL513042	CC(=O)c1c(Nc2ccc(Cl)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O	IC50	=	1000.0	B	CHEMBL1138527	assay format
CTSL	CHEMBL4160	CHEMBL471915	CC(=O)c1c(Nc2ccc(Cl)cc2Cl)[nH]c2c(Cl)ccc(Cl)c2c1=O	IC50	=	1240.0	B	CHEMBL1138527	assay format
CTSL	CHEMBL4160	CHEMBL523822	CC(=O)c1c(Nc2ccc(Br)cc2Br)[nH]c2c(Cl)ccc(C)c2c1=O	IC50	=	1370.0	B	CHEMBL1138527	assay format
CTSL	CHEMBL4160	CHEMBL423112	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1	IC50	=	1270.0	B	CHEMBL1138527	assay format
CTSL	CHEMBL4160	CHEMBL490920	CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](C)CC	IC50	=	3090.0	B	CHEMBL1138527	assay format
CTSL	CHEMBL4160	CHEMBL567785	N#Cc1nc(Nc2cccc(Cl)c2)nc(NC2CCCC2)n1	IC50	=	309.03	B	CHEMBL1156759	single protein format
CTSL	CHEMBL4160	CHEMBL568171	N#Cc1nc(Nc2cc(F)cc(F)c2)nc(NC2CCCC2)n1	IC50	=	204.17	B	CHEMBL1156759	single protein format
CTSL	CHEMBL4160	CHEMBL567341	CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(C#N)nc21	IC50	=	117.49	B	CHEMBL1156759	single protein format
CTSL	CHEMBL4160	CHEMBL567134	CCNc1nc(C#N)nc2c1ncn2-c1cc(F)cc(F)c1	IC50	=	562.34	B	CHEMBL1156759	single protein format
CTSL	CHEMBL4160	CHEMBL570897	O=[N+]([O-])c1ccc(N2CCCC2)c2ccccc12	Ki	=	245000.0	B	CHEMBL2311469	assay format
CTSL	CHEMBL4160	CHEMBL541700	CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C	IC50	=	5.0	B	CHEMBL3102856	single protein format
CTSL	CHEMBL4160	CHEMBL541700	CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C	IC50	=	47.0	B	CHEMBL3102856	single protein format
CTSL	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	>	20000.0	B	CHEMBL3856275	single protein format
CTSL	CHEMBL4160	CHEMBL4228576	N#CC1(NC(=O)c2cc([N+](=O)[O-])c3cccnc3c2O)CC1	Ki	=	195000.0	B	CHEMBL4219118	assay format
CTSL	CHEMBL4160	CHEMBL4228126	N#CCNC(=O)c1cc([N+](=O)[O-])c2cccnc2c1O	Ki	=	155000.0	B	CHEMBL4219118	assay format
CTSL	CHEMBL4160	CHEMBL4228126	N#CCNC(=O)c1cc([N+](=O)[O-])c2cccnc2c1O	Ki	=	155000.0	B	CHEMBL4219118	assay format
CTSL	CHEMBL4160	CHEMBL4228921	O=C(NCC1CCN(c2nc3ccccc3o2)CC1)c1cc([N+](=O)[O-])c2cccnc2c1O	Ki	=	5000.0	B	CHEMBL4219118	assay format
CTSL	CHEMBL4160	CHEMBL4229176	Cc1ccc2c([N+](=O)[O-])ccc(O)c2n1	Ki	=	122000.0	B	CHEMBL4219118	assay format
CTSL	CHEMBL4160	CHEMBL4292287	CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(C)=O)C(=O)NNC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(N)=O	Ki	=	5.0	B	CHEMBL4251609	single protein format
CTSL	CHEMBL4160	CHEMBL4287663	N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)NNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(N)cc1)C(=O)N[C@@H](Cc1ccc(O)c([N+](=O)[O-])c1)C(N)=O	Ki	=	2000.0	B	CHEMBL4251609	single protein format
CTSL	CHEMBL4160	CHEMBL481611	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	Ki	=	1258.93	B	CHEMBL4304821	single protein format
CTSL	CHEMBL4160	CHEMBL541700	CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C	IC50	=	4.67	B	CHEMBL4321814	single protein format
CTSL	CHEMBL4160	CHEMBL541700	CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C	IC50	=	5.0	B	CHEMBL4321814	single protein format
CTSL	CHEMBL4160	CHEMBL423112	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1	IC50	=	3.1	B	CHEMBL4715741	single protein format
CTSL	CHEMBL4160	CHEMBL490920	CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](C)CC	IC50	>	100000.0	B	CHEMBL4715741	single protein format
CTSL	CHEMBL4160	CHEMBL541700	CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C	Ki	=	7.95	B	CHEMBL5154645	single protein format
CTSL	CHEMBL4160	CHEMBL423112	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1	IC50	=	2.5	B	CHEMBL5226291	single protein format
CTSL	CHEMBL4160	CHEMBL423112	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1	IC50	=	2.5	B	CHEMBL5230087	single protein format
CTSL	CHEMBL4160	CHEMBL5095230	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	IC50	=	4680.0	B	CHEMBL5727839	single protein format
CTSL	CHEMBL4160	CHEMBL5870472	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)cccc1F	IC50	>	100000.0	B	CHEMBL5727839	single protein format
CTSL	CHEMBL4160	CHEMBL5848986	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)c(F)cc(F)c1F	IC50	=	700.0	B	CHEMBL5727839	single protein format
CTSL	CHEMBL4160	CHEMBL5848986	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)c(F)cc(F)c1F	IC50	=	700.0	B	CHEMBL5727839	single protein format
CTSL	CHEMBL4160	CHEMBL5095230	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	IC50	=	4680.0	B	CHEMBL5727839	single protein format
CTSL	CHEMBL4160	CHEMBL5870472	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)cccc1F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSL	CHEMBL4160	CHEMBL5751174	COC(C)(C)C(=O)NC(CCCCN)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSL	CHEMBL4160	CHEMBL5986403	NCCCCC(NC(=O)c1ccccn1)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSL	CHEMBL4160	CHEMBL5764494	NCCCCC(NC(=O)c1ccc(F)nc1)C(=O)COc1ccon1	IC50	=	6380.0	B	CHEMBL5727839	single protein format
CTSL	CHEMBL4160	CHEMBL5817878	COC(C)(C)C(=O)NC(CCCCN)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSL	CHEMBL4160	CHEMBL5783659	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	IC50	=	4680.0	B	CHEMBL5729097	single protein format
CTSL	CHEMBL4160	CHEMBL5870472	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)cccc1F	IC50	>	100000.0	B	CHEMBL5729097	single protein format
CTSL	CHEMBL4160	CHEMBL5848986	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)c(F)cc(F)c1F	IC50	=	700.0	B	CHEMBL5729097	single protein format
CTSL	CHEMBL4160	CHEMBL5848986	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)c(F)cc(F)c1F	IC50	=	700.0	B	CHEMBL5729097	single protein format
CTSL	CHEMBL4160	CHEMBL5095230	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	IC50	=	4680.0	B	CHEMBL5729097	single protein format
CTSL	CHEMBL4160	CHEMBL5870472	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)cccc1F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSL	CHEMBL4160	CHEMBL5751174	COC(C)(C)C(=O)NC(CCCCN)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSL	CHEMBL4160	CHEMBL5986403	NCCCCC(NC(=O)c1ccccn1)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSL	CHEMBL4160	CHEMBL5764494	NCCCCC(NC(=O)c1ccc(F)nc1)C(=O)COc1ccon1	IC50	=	6380.0	B	CHEMBL5729097	single protein format
CTSL	CHEMBL4160	CHEMBL5817878	COC(C)(C)C(=O)NC(CCCCN)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSL	CHEMBL4160	CHEMBL96875	CCCC[C@@H](C=O)NC(=O)OC(C)(C)C	IC50	=	8900.0	B	CHEMBL1138109	single protein format
CTSL	CHEMBL4160	CHEMBL6007410	NCCCCC(NC(=O)C1CCCC1)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSL	CHEMBL4160	CHEMBL6007410	NCCCCC(NC(=O)C1CCCC1)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSC	CHEMBL4160	CHEMBL212521	CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1	IC50	=	13.0	B	CHEMBL1138912	single protein format
CTSC	CHEMBL4160	CHEMBL230473	Cc1cccc(O[C@H]2CCN3C[C@@H]2OC3=O)c1C	IC50	=	1727.0	B	CHEMBL1144593	single protein format
CTSC	CHEMBL4160	CHEMBL230478	CC(C)CO[C@H]1CCN2C[C@H]1OC2=O	IC50	=	191.0	B	CHEMBL1144593	single protein format
CTSC	CHEMBL4160	CHEMBL230474	O=C1O[C@@H]2CN1CC[C@@H]2Oc1ccccc1	IC50	=	29.0	B	CHEMBL1144593	single protein format
CTSC	CHEMBL4160	CHEMBL230479	Cc1cccc(O[C@@H]2CCNC[C@H]2O)c1C	IC50	>	100000.0	B	CHEMBL1144593	single protein format
CTSC	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	770.0	B	CHEMBL1156470	single protein format
CTSC	CHEMBL4160	CHEMBL212521	CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1	IC50	=	6100.0	B	CHEMBL1140981	cell-based format
CTSC	CHEMBL4160	CHEMBL212521	CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1	IC50	=	10000.0	B	CHEMBL1140981	cell-based format
CTSC	CHEMBL4160	CHEMBL1078411	N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1	IC50	=	14.0	B	CHEMBL1154218	single protein format
CTSC	CHEMBL4160	CHEMBL212521	CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1	IC50	=	1.995	B	CHEMBL3259727	single protein format
CTSC	CHEMBL4160	CHEMBL212521	CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1	IC50	=	63.1	B	CHEMBL3259727	cell-based format
CTSC	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	4453.33	B	CHEMBL6109067	single protein format
CTSC	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	4466.84	B	CHEMBL6109067	single protein format
CTSC	CHEMBL4160	CHEMBL397972	O=C1O[C@H]2CN1CC[C@@H]2Br	IC50	>	10000.0	B	CHEMBL1144593	single protein format
CTSC	CHEMBL4160	CHEMBL390475	O=C1O[C@@H]2CN1CC[C@@H]2OCc1ccccc1	IC50	=	403.0	B	CHEMBL1144593	single protein format
CTSC	CHEMBL4160	CHEMBL390643	S=C1O[C@@H]2CN1CC[C@@H]2Oc1ccccc1	IC50	=	606.0	B	CHEMBL1144593	single protein format
CTSC	CHEMBL4160	CHEMBL390474	Cc1cccc(O[C@H]2CCN3C[C@H]2OC3=O)c1C	IC50	=	18.0	B	CHEMBL1144593	single protein format
CTSC	CHEMBL4160	CHEMBL397973	Cc1cccc(OCC2CN(C)C(=O)O2)c1C	IC50	>	100000.0	B	CHEMBL1144593	single protein format
CTSC	CHEMBL4160	CHEMBL441907	Cc1cccc(O[C@@H]2CCNC[C@@H]2O)c1C	IC50	>	100000.0	B	CHEMBL1144593	single protein format
CTSC	CHEMBL4160	CHEMBL481611	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	>	10.0	B	CHEMBL1141480	single protein format
CTSC	CHEMBL4160	CHEMBL448143	[N-]=[N+]=CC(=O)[C@H](Cc1ccccc1)NC(=O)CN	IC50	=	51.0	B	CHEMBL1156470	single protein format
CTSC	CHEMBL4160	CHEMBL478737	N#C[C@]1(NC(=O)[C@H](N)Cc2cccs2)C[C@H]1c1ccccc1.O=C(O)C(F)(F)F	IC50	>	30000.0	B	CHEMBL1156470	single protein format
CTSC	CHEMBL4160	CHEMBL516292	N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F	IC50	=	14.0	B	CHEMBL1156470	single protein format
CTSC	CHEMBL4160	CHEMBL450997	[N-]=[N+]=CC(=O)[C@H](Cc1ccc(I)cc1)NC(=O)CN	IC50	=	1.0	B	CHEMBL1156470	single protein format
CTSC	CHEMBL4160	CHEMBL400387	CS(=O)(=O)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	>	10000.0	B	CHEMBL1156470	single protein format
CTSC	CHEMBL4160	CHEMBL461619	CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCC(F)(F)CC3)cc2)CC1	Ki	=	10000.0	B	CHEMBL1140079	single protein format
CTSC	CHEMBL4160	CHEMBL514348	CCC[C@H](N)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1	IC50	=	70.0	B	CHEMBL1140981	cell-based format
CTSC	CHEMBL4160	CHEMBL486232	CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1	IC50	=	2600.0	B	CHEMBL1140981	cell-based format
CTSC	CHEMBL4160	CHEMBL514348	CCC[C@H](N)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1	IC50	=	100.0	B	CHEMBL1140981	cell-based format
CTSC	CHEMBL4160	CHEMBL486232	CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1	IC50	=	4000.0	B	CHEMBL1140981	cell-based format
CTSC	CHEMBL4160	CHEMBL567341	CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(C#N)nc21	IC50	=	34.67	B	CHEMBL1156759	single protein format
CTSC	CHEMBL4160	CHEMBL567134	CCNc1nc(C#N)nc2c1ncn2-c1cc(F)cc(F)c1	IC50	=	588.84	B	CHEMBL1156759	single protein format
CTSC	CHEMBL4160	CHEMBL567893	COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(C)C)[C@@H](C)O	IC50	=	10000.0	B	CHEMBL1156023	single protein format
