tissue_analysis	myeloid_analysis	dataset_path	disease_name	tissue_compartment	gene	myeloid_module	n_paired_donors	spearman_rho_all	spearman_p_all	n_case_paired_donors	spearman_rho_case	spearman_p_case	sender_tissue_delta	sender_tissue_p	sender_tissue_up_trend	sender_tissue_down_trend	all_link_positive	case_link_positive	bridge_link_positive	upregulated_bridge_link
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	IFNGR2	c15_mocci_costate	12	-0.20979020979020982	0.512840943181826	6	-0.4285714285714286	0.3965014577259473	0.017433891574758872	0.8772458121198965	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	IFNGR2	lipid_loader_repair	12	-0.18881118881118883	0.5567370561768314	6	-0.3714285714285715	0.4684781341107872	0.017433891574758872	0.8772458121198965	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	IFNGR2	c15_mocci_costate	22	0.13156408808582723	0.5594788375488211	9	-0.13333333333333333	0.7323675052362973	0.01774133841528075	0.7900049666750091	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IFNGR2	c15_mocci_costate	12	-0.18181818181818185	0.5717012385276553	6	0.2571428571428572	0.6227871720116619	-0.03153897991051842	0.6971638172193394	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	IFNGR2	c15_mocci_costate	12	-0.18181818181818185	0.5717012385276553	6	-0.2571428571428572	0.6227871720116619	-0.0359364740870459	0.7489884308425827	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	IFNGR2	lysosomal_apc	12	-0.16783216783216784	0.6020994277865379	6	-0.14285714285714288	0.7871720116618076	-0.0359364740870459	0.7489884308425827	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	IFNGR2	lysosomal_apc	12	-0.14685314685314685	0.6487957097846665	6	-0.028571428571428574	0.9571545189504373	0.017433891574758872	0.8772458121198965	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IFNGR2	inflammatory_nfkb	12	0.0979020979020979	0.7621216559962992	6	0.2	0.7040000000000001	-0.03153897991051842	0.6971638172193394	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	IFNGR2	lysosomal_apc	22	-0.04912478825522304	0.8281332040215276	9	-0.11666666666666665	0.765007942926146	-0.027227888813869727	0.759682190722727	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	IFNGR2	c15_mocci_costate	22	0.02766798418972332	0.902723158774713	9	-0.11666666666666665	0.765007942926146	-0.027227888813869727	0.759682190722727	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IFNGR2	lipid_loader_repair	12	-0.02097902097902098	0.9484022252365222	6	0.6	0.208	-0.03153897991051842	0.6971638172193394	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	IFNGR2	inflammatory_nfkb	12	-0.02097902097902098	0.9484022252365222	6	-0.2	0.7040000000000001	0.017433891574758872	0.8772458121198965	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	IFNGR2	inflammatory_nfkb	22	-0.010728402032749858	0.9622067945199976	9	-0.7	0.03576957497026173	0.01774133841528075	0.7900049666750091	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	IFNGR2	lipid_loader_repair	12	-0.006993006993006993	0.9827917689028476	6	0.14285714285714288	0.7871720116618076	-0.0359364740870459	0.7489884308425827	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	IFNGR2	lipid_loader_repair	12	-0.006993006993006993	0.9827917689028476	6	-0.028571428571428574	0.9571545189504373	-0.021569790928235653	0.8154268272900309	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	IL10	c15_mocci_costate	22	-0.6185223238297318	0.002151678951185332	9	-0.33344296442767507	0.38054682589390315	0.007351510700794817	0.5143630328256528	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	IL10	inflammatory_nfkb	22	-0.5611758832097568	0.006582136871696005	9	-0.44459061923690013	0.23052281353954845	0.007351510700794817	0.5143630328256528	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	IL10	inflammatory_nfkb	12	-0.5495307096492764	0.06419989709889538	6			-0.008172042626674977	0.3632174676491227	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	IL10	inflammatory_nfkb	6	0.7714285714285715	0.07239650145772594	3			-0.02826653338037416	0.23305900828803577	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	IL10	c15_mocci_costate	22	-0.3779600001362839	0.08286283352861512	9	-0.3529536388627275	0.35149222035983957	0.022797184470443016	0.34254795402769306	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	IL10	lipid_loader_repair	22	-0.35528240012810686	0.10467595740901461	9	-0.0840365806816018	0.8298064051563602	0.022797184470443016	0.34254795402769306	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	IL10	lysosomal_apc	22	-0.3494676308952409	0.11088984894571557	9	-0.025210974204480537	0.948667820369289	0.022797184470443016	0.34254795402769306	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	IL10	lipid_loader_repair	12	-0.4767451851924186	0.11710173168299597	6			-0.008172042626674977	0.3632174676491227	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	IL10	c15_mocci_costate	12	0.44215274103881497	0.150086782621324	6	0.5768179036829705	0.23073225195460048	0.3476195826945422	0.35911704358732693	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	IL10	inflammatory_nfkb	22	-0.3169049231911919	0.15071840141744314	9	-0.3193390065900868	0.40222670190697046	0.022797184470443016	0.34254795402769306	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	IL10	inflammatory_nfkb	12	0.4100610098343848	0.18552618474183827	6	0.5768179036829705	0.23073225195460048	0.3476195826945422	0.35911704358732693	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	IL10	c15_mocci_costate	12	-0.38940255584418926	0.21086401719859535	6			-0.008172042626674977	0.3632174676491227	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	IL10	lipid_loader_repair	6	0.5428571428571429	0.26570262390670546	3			-0.0011151283848672261	0.914943022164864	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	IL10	lysosomal_apc	12	-0.325106606660501	0.30248638568957936	6	-0.4638168285219587	0.35416429843623043	0.1752222275461684	0.47340893775441606	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	IL10	c15_mocci_costate	6	0.48571428571428577	0.3287230320699708	3			-0.0011151283848672261	0.914943022164864	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	IL10	lysosomal_apc	12	-0.2911420978274312	0.3585609421409166	6			-0.008172042626674977	0.3632174676491227	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IL10	lipid_loader_repair	12	-0.2796950443821974	0.3786135016477418	6	-0.3946648814672956	0.4387392515170163	0.03255130992574335	0.2737454021470215	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IL10	inflammatory_nfkb	12	-0.25790062533942876	0.4183441807507612	6	-0.27322953332351235	0.6003545904291114	0.03255130992574335	0.2737454021470215	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	IL10	lysosomal_apc	6	0.3714285714285715	0.4684781341107872	3			-0.0011151283848672261	0.914943022164864	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	IL10	c15_mocci_costate	6	0.3714285714285715	0.4684781341107872	3			-0.02826653338037416	0.23305900828803577	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	IL10	lysosomal_apc	22	-0.1416105982656529	0.5295967049979845	9	0.43604079963619047	0.24068499169843366	0.007351510700794817	0.5143630328256528	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	IL10	lipid_loader_repair	12	-0.1908234430398593	0.5524610735806731	6	-0.02898855178262242	0.9565293523898406	0.1752222275461684	0.47340893775441606	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	IL10	c15_mocci_costate	12	-0.1766883731850549	0.5827792954578184	6	-0.11595420713048968	0.826848213385815	0.1752222275461684	0.47340893775441606	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	IL10	inflammatory_nfkb	12	-0.1731546057213538	0.5904591595155693	6	-0.11595420713048968	0.826848213385815	0.1752222275461684	0.47340893775441606	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	IL10	lipid_loader_repair	6	0.2571428571428572	0.6227871720116619	3			-0.02826653338037416	0.23305900828803577	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IL10	lysosomal_apc	12	0.15619333647317515	0.6278499649902493	6	0.27322953332351235	0.6003545904291114	0.03255130992574335	0.2737454021470215	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	IL10	lipid_loader_repair	12	-0.13906416855253048	0.6664439907704667	6	0.33394720739540396	0.5177002083054396	0.3476195826945422	0.35911704358732693	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	IL10	inflammatory_nfkb	6	-0.08571428571428573	0.8717434402332361	3			-0.0011151283848672261	0.914943022164864	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	IL10	lysosomal_apc	12	-0.03922322702763681	0.9036718176482376	6	-0.5768179036829705	0.23073225195460048	0.3476195826945422	0.35911704358732693	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	IL10	lysosomal_apc	6	0.028571428571428574	0.9571545189504373	3			-0.02826653338037416	0.23305900828803577	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IL10	c15_mocci_costate	12	-0.014529612695179083	0.9642535940597678	6	-0.3946648814672956	0.4387392515170163	0.03255130992574335	0.2737454021470215	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	IL10	lipid_loader_repair	22	0.004096174329998224	0.9855660497250243	9	0.5557382740461252	0.12028069292403927	0.007351510700794817	0.5143630328256528	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IL12A	lysosomal_apc	12	0.484062401173084	0.11079739837956108	6	0.5161002296110789	0.29458374146246064	0.03019655387342384	0.36240125709025267	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	IL12A	lysosomal_apc	12	0.3917444623427673	0.20789145239414197	6	0.4707919090691997	0.3459864778341721	0.41029180579135127	0.24289339807529292	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	IL12A	c15_mocci_costate	12	0.30304760294440486	0.3383161734956206	6	0.14712247158412492	0.7809085271647663	0.41029180579135127	0.24289339807529292	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	IL12A	inflammatory_nfkb	12	0.28087338809481427	0.3765230403070248	6	0.29424494316824984	0.5713704615752552	0.41029180579135127	0.24289339807529292	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	IL12A	inflammatory_nfkb	22	0.1689749397331089	0.4522134594328845	9	0.12552411131335847	0.7476182289428042	0.05206565807816274	0.19439464229318365	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	IL12A	lysosomal_apc	22	-0.14835426912161084	0.5099685347410295	9	-0.18410202992625907	0.6353826478012163	0.05206565807816274	0.19439464229318365	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	IL12A	lipid_loader_repair	22	-0.1414807122511115	0.5299781969818156	9	0.04184137043778616	0.9148857180816651	0.05206565807816274	0.19439464229318365	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	IL12A	c15_mocci_costate	22	-0.14100368468009505	0.5313803929642475	9	-0.6179756786427273	0.07612519000630355	0.018794418019526905	0.6221681789733531	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	IL12A	c15_mocci_costate	12	0.17683424183147975	0.582463126555108	6	0.21251185925162072	0.686030866008896	0.16480246094999426	0.28012372625439796	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IL12A	c15_mocci_costate	12	0.13881201210110497	0.6670179864750515	6	-0.030358837035945815	0.9544757346935634	0.03019655387342384	0.36240125709025267	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	IL12A	lysosomal_apc	12	0.09876927247871256	0.7600689491916416	6	-0.11595420713048968	0.826848213385815	0.06891682629214482	0.30798562455266115	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	IL12A	lipid_loader_repair	12	-0.0978231976089037	0.7623084925712832	6	-0.09107651110783746	0.8637629700202578	0.16480246094999426	0.28012372625439796	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	IL12A	c15_mocci_costate	12	0.0952417984616157	0.7684276411607843	6	-0.08696565534786727	0.8698803787001028	0.06891682629214482	0.30798562455266115	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	IL12A	lipid_loader_repair	22	-0.056285421456663445	0.8035243498125467	9	-0.17407765595569785	0.6542054908313247	0.018794418019526905	0.6221681789733531	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	IL12A	c15_mocci_costate	22	-0.04066854481712112	0.8573947230046015	9	-0.38494060802763264	0.30629853528662443	0.05206565807816274	0.19439464229318365	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IL12A	inflammatory_nfkb	12	0.046270670700368326	0.8864552005114834	6	0.15179418517972906	0.7740575031656568	0.03019655387342384	0.36240125709025267	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	IL12A	lysosomal_apc	12	0.041386737449920795	0.8983820745802042	6	-0.27322953332351235	0.6003545904291114	0.16480246094999426	0.28012372625439796	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	IL12A	lipid_loader_repair	12	-0.03527474017096878	0.9133349305663311	6	-0.14494275891311212	0.7841083696021083	0.06891682629214482	0.30798562455266115	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	IL12A	inflammatory_nfkb	22	-0.023790745151785583	0.9163049790184951	9	-0.1131504763712036	0.7719369316946596	0.018794418019526905	0.6221681789733531	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	IL12A	inflammatory_nfkb	12	0.030099445418124215	0.9260165508125122	6	0.21251185925162072	0.686030866008896	0.16480246094999426	0.28012372625439796	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	IL12A	inflammatory_nfkb	12	0.02821979213677502	0.9306265420534359	6	0.14494275891311212	0.7841083696021083	0.06891682629214482	0.30798562455266115	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IL12A	lipid_loader_repair	12	0.014237129446267175	0.9649727815807149	6	-0.21251185925162072	0.686030866008896	0.03019655387342384	0.36240125709025267	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	IL12A	lysosomal_apc	22	-0.00580262076872819	0.9795539718533315	9	-0.25241260113576186	0.5123137210419288	0.018794418019526905	0.6221681789733531	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	IL12A	lipid_loader_repair	12	0.0	1.0	6	-0.11769797726729993	0.8242682581840184	0.41029180579135127	0.24289339807529292	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	IL12B	c15_mocci_costate	6	-0.8116794499134278	0.049857585101340404	3			0.04531204140118251	0.4260603191468361	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	IL12B	inflammatory_nfkb	22	0.3802631759678415	0.08085431525225852	9			-0.015737197068827195	0.18356868832451279	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	IL12B	lipid_loader_repair	6	-0.6957252427829381	0.12478933744028715	3			0.09870733580208572	0.45752523623953567	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IL12B	lysosomal_apc	12	0.39304183206703214	0.20625575661998338	6	0.39279220242478635	0.4411128091213039	0.0010480295398569385	0.3632174676491227	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	IL12B	c15_mocci_costate	12	0.39304183206703214	0.20625575661998338	6	0.39279220242478635	0.4411128091213039	0.0006991064497682626	0.3632174676491227	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	IL12B	inflammatory_nfkb	12	0.39304183206703214	0.20625575661998338	6	0.39279220242478635	0.4411128091213039	0.0006991064497682626	0.3632174676491227	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	IL12B	lipid_loader_repair	12	0.39304183206703214	0.20625575661998338	6	0.39279220242478635	0.4411128091213039	0.0007704616344975167	0.36321746764912244	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	IL12B	c15_mocci_costate	12	0.39304183206703214	0.20625575661998338	6	0.39279220242478635	0.4411128091213039	0.0007704616344975167	0.36321746764912244	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	IL12B	inflammatory_nfkb	12	0.39304183206703214	0.20625575661998338	6	0.39279220242478635	0.4411128091213039	0.0007704616344975167	0.36321746764912244	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	IL12B	inflammatory_nfkb	22	0.2562428943619655	0.24970103354099632	9			-0.013471586161956917	0.33556127786542245	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	IL12B	inflammatory_nfkb	6	-0.5217939320872036	0.2883432338003935	3			0.04531204140118251	0.4260603191468361	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	IL12B	c15_mocci_costate	6	0.5217939320872036	0.2883432338003935	3			0.09870733580208572	0.45752523623953567	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	IL12B	lipid_loader_repair	22	0.23154061481477464	0.2998275135334988	9			-0.015737197068827195	0.18356868832451279	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IL12B	c15_mocci_costate	12	0.30569920271880274	0.3338931364506604	6	0.13093073414159545	0.8047261622231062	0.0010480295398569385	0.3632174676491227	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	IL12B	lysosomal_apc	12	0.30569920271880274	0.3338931364506604	6	0.13093073414159545	0.8047261622231062	0.0006991064497682626	0.3632174676491227	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	IL12B	lysosomal_apc	6	-0.4058397249567139	0.42466250756136437	3			0.09870733580208572	0.45752523623953567	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IL12B	lipid_loader_repair	12	-0.2183565733705734	0.49536675951629733	6	-0.6546536707079772	0.15830242337545788	0.0010480295398569385	0.3632174676491227	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	IL12B	inflammatory_nfkb	12	0.2183565733705734	0.49536675951629733	6	-0.13093073414159545	0.8047261622231062	0.0010480295398569385	0.3632174676491227	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	IL12B	c15_mocci_costate	22	0.14987791934379116	0.5055830119810577	9			-0.013471586161956917	0.33556127786542245	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	IL12B	lipid_loader_repair	22	0.10032151052850538	0.6568934773821294	9			-0.013471586161956917	0.33556127786542245	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	IL12B	lysosomal_apc	12	0.13101394402234404	0.6848487144273757	6	-0.39279220242478635	0.4411128091213039	0.0007704616344975167	0.36321746764912244	False	False	False	False	False	False
