omitted_dataset	n_contexts_retained	global_spearman	global_stratified_permutation_p	within_dataset_centered_spearman	centered_stratified_permutation_p	centered_q_bh_six_lodo
GSE106992	20	0.6706766917293233	0.0125197496050079	0.04210526315789473	0.9215415691686166	0.9215415691686166
GSE183047	21	0.5441558441558442	0.011019779604407911	0.05844155844155843	0.8845423091538169	0.9215415691686166
GSE235357	22	0.52343308865048	0.015399692006159876	0.25691699604743085	0.4728305433891322	0.9215415691686166
GSE24742	21	0.5896103896103897	0.042879142417151656	-0.12857142857142856	0.7393652126957461	0.9215415691686166
GSE250453	22	0.4330886504799548	0.012339753204935902	0.38791643139469234	0.19257614847703047	0.9215415691686166
GSE253006	14	0.3274725274725274	0.12407751844963101	-0.12967032967032965	0.8147837043259135	0.9215415691686166
