seed	analysis_route	n_requested	event_probability_before_dropout	molecular_hazard_ratio_per_latent_sd	dropout_probability	assignment_strength	source_hazard_ratio	treatment_hazard_ratio	measurement_reliability	missing_rate	alpha	n_simulated_cohorts	n_valid_fits	valid_fit_rate	median_usable_n	median_observed_events	median_observed_dropout_fraction	conclusive_count	conclusive_probability	conclusive_probability_ci_low	conclusive_probability_ci_high	median_score_z	median_one_step_log_hr_per_observed_sd
54801	source_treatment_stratified	80	0.15	1.5	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	122	0.488	72.0	9.0	0.25	19	0.076	0.04919164066173632	0.11564139731040066	1.054966901049795	0.3447214812792662
54801	unadjusted	80	0.15	2.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	159	0.636	73.0	10.0	0.0	65	0.26	0.20955021872073462	0.3177137650370787	1.795286873238978	0.5332246703949026
54801	source_treatment_stratified	80	0.15	2.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	159	0.636	73.0	10.0	0.0	67	0.268	0.21691132145905745	0.32611052950682884	1.8232415908425887	0.5490761743285619
54801	unadjusted	80	0.15	2.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	164	0.656	72.0	10.0	0.0	103	0.412	0.35276848978585706	0.47389497092534105	2.2783388717602935	0.6602246466386444
54801	source_treatment_stratified	80	0.15	2.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	164	0.656	72.0	10.0	0.0	57	0.228	0.18034129807610466	0.2838912168494172	1.6348278484887806	0.5417471225307764
54801	unadjusted	80	0.15	2.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	121	0.484	72.0	9.0	0.24647607702997815	52	0.208	0.16229381886263317	0.26254402804270643	1.767756332455793	0.5392264051204175
54801	source_treatment_stratified	80	0.15	2.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	121	0.484	72.0	9.0	0.24647607702997815	50	0.2	0.1551240063301722	0.2539559733670946	1.759439774763252	0.5298535381568545
54801	unadjusted	80	0.15	2.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	114	0.456	72.0	9.0	0.2516666666666667	76	0.304	0.2503025409687237	0.36362971243349046	2.427432828434335	0.7321712553223505
54801	source_treatment_stratified	80	0.15	2.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	114	0.456	72.0	9.0	0.2516666666666667	48	0.192	0.14798411102572986	0.245338001463464	1.635872049282137	0.5394142429100106
54801	unadjusted	80	0.3	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	22.0	0.0	16	0.064	0.039774745277095874	0.10142149188293179	-0.09060303536516127	-0.019782828488568334
54801	source_treatment_stratified	80	0.3	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	22.0	0.0	16	0.064	0.039774745277095874	0.10142149188293179	-0.08300381621394637	-0.016394405478238262
54801	unadjusted	80	0.3	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	22.0	0.0	14	0.056	0.03364764921901088	0.0917907207329439	0.5430913285964614	0.12187790073600138
54801	source_treatment_stratified	80	0.3	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	22.0	0.0	9	0.036	0.019053279530003277	0.06699042240176928	0.10343662359765315	0.023546780762296833
54801	unadjusted	80	0.3	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	19.0	0.24285714285714285	11	0.044	0.02474379816749356	0.07705777097235189	0.01698528006010503	0.0037547752852199684
54801	source_treatment_stratified	80	0.3	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	19.0	0.24285714285714285	11	0.044	0.02474379816749356	0.07705777097235189	-0.07084802804884598	-0.016315289976870213
54801	unadjusted	80	0.3	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	19.0	0.25	16	0.064	0.039774745277095874	0.10142149188293179	0.4952016931397676	0.11383548194215207
54801	source_treatment_stratified	80	0.3	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	19.0	0.25	11	0.044	0.02474379816749356	0.07705777097235189	0.03606097590426223	0.010137029108122673
54801	unadjusted	80	0.3	1.5	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	73.0	21.0	0.0	88	0.352	0.29544464804913095	0.41303480860152053	1.6187231531234978	0.35220988063296477
54801	source_treatment_stratified	80	0.3	1.5	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	73.0	21.0	0.0	87	0.348	0.29165747573175427	0.40894304731486075	1.620085590789695	0.3549657637673222
54801	unadjusted	80	0.3	1.5	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	21.0	0.0	129	0.516	0.45428015272974154	0.5772355816864043	2.0171967413723504	0.43576087915054584
54801	source_treatment_stratified	80	0.3	1.5	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	21.0	0.0	55	0.22	0.17310192411547415	0.2753727236019748	1.2764192055376808	0.296596375079038
54801	unadjusted	80	0.3	1.5	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	19.0	0.25	73	0.292	0.23912535589430275	0.3511700966958021	1.4658583632131519	0.34439339413375014
54801	source_treatment_stratified	80	0.3	1.5	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	19.0	0.25	73	0.292	0.23912535589430275	0.3511700966958021	1.3857512581059561	0.32954694535823414
54801	unadjusted	80	0.3	1.5	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	19.0	0.2463768115942029	116	0.464	0.40319327945730954	0.5258963181063624	1.8640481337730996	0.43141244314171356
54801	source_treatment_stratified	80	0.3	1.5	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	19.0	0.2463768115942029	56	0.224	0.17671830028529711	0.2796352810361883	1.223194310310111	0.31074528538134466
54801	unadjusted	80	0.3	2.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	21.0	0.0	178	0.712	0.6529932925866828	0.7645901884272486	2.478958727502647	0.5435036781201197
54801	source_treatment_stratified	80	0.3	2.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	21.0	0.0	176	0.704	0.644671645434861	0.7571539683709975	2.3897501471377125	0.5479509506570772
54801	unadjusted	80	0.3	2.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	22.0	0.0	208	0.832	0.7807100422284562	0.8732414469065685	3.002040530826524	0.6493128742395395
54801	source_treatment_stratified	80	0.3	2.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	22.0	0.0	134	0.536	0.4741036818936376	0.5968067205426905	2.0579307102316253	0.5026967333195681
54801	unadjusted	80	0.3	2.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	19.0	0.25	162	0.648	0.5869651913984794	0.704555351950869	2.2737978608088376	0.5284540166255915
54801	source_treatment_stratified	80	0.3	2.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	72.0	19.0	0.25	156	0.624	0.5625067230275577	0.681740218697572	2.2197167484692186	0.5359820594168018
54801	unadjusted	80	0.3	2.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	249	0.996	72.0	19.0	0.2516666666666667	212	0.848	0.7982548908329247	0.8872123327182458	2.8620661269589758	0.6828696796581536
54801	source_treatment_stratified	80	0.3	2.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	249	0.996	72.0	19.0	0.2516666666666667	138	0.552	0.4900328126787554	0.6123933241737185	2.0843374904696064	0.5476701256697493
54801	unadjusted	120	0.15	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	240	0.96	108.0	16.0	0.0	11	0.044	0.02474379816749356	0.07705777097235189	0.02665737869429302	0.006957136303795761
54801	source_treatment_stratified	120	0.15	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	240	0.96	108.0	16.0	0.0	12	0.048	0.02766820153069461	0.08201230121318728	0.03755646984187508	0.007759806680326587
54801	unadjusted	120	0.15	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	246	0.984	108.0	16.0	0.0	17	0.068	0.04288591857836033	0.10618925218570377	0.44400306486629737	0.11057647532505159
54801	source_treatment_stratified	120	0.15	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	246	0.984	108.0	16.0	0.0	10	0.04	0.021869911954542545	0.07205272358126646	-0.02502321800540267	-0.007339556321945627
54801	unadjusted	120	0.15	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	228	0.912	108.0	14.0	0.25	11	0.044	0.02474379816749356	0.07705777097235189	0.159596444956491	0.042710467195714745
54801	source_treatment_stratified	120	0.15	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	228	0.912	108.0	14.0	0.25	12	0.048	0.02766820153069461	0.08201230121318728	0.14522938272830177	0.03558318668281577
54801	unadjusted	120	0.15	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	227	0.908	108.0	14.0	0.24893162393162394	18	0.072	0.04602556925826497	0.11092853510983557	0.5023601907646918	0.1325438228151633
54801	source_treatment_stratified	120	0.15	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	227	0.908	108.0	14.0	0.24893162393162394	8	0.032	0.01630236549364963	0.06186240283408649	-0.01900621160728279	-0.005915624284400139
54801	unadjusted	120	0.15	1.5	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	244	0.976	108.0	16.0	0.0	75	0.3	0.2465717791163956	0.3594815406817822	1.4064263633776795	0.35122035374122496
54801	source_treatment_stratified	120	0.15	1.5	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	244	0.976	108.0	16.0	0.0	72	0.288	0.23540981157275126	0.34700670741331713	1.3873249045616136	0.35212695678615014
54801	unadjusted	120	0.15	1.5	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	243	0.972	108.0	17.0	0.0	111	0.444	0.383719851999915	0.5059750775435747	1.852423246068057	0.4602123761239349
54801	source_treatment_stratified	120	0.15	1.5	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	243	0.972	108.0	17.0	0.0	56	0.224	0.17671830028529711	0.2796352810361883	1.2556376160912783	0.3435841959405443
54801	unadjusted	120	0.15	1.5	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	235	0.94	108.0	14.0	0.25663716814159293	46	0.184	0.14087551749687086	0.23668872778425012	1.2972751972448644	0.340568849077989
54801	source_treatment_stratified	120	0.15	1.5	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	235	0.94	108.0	14.0	0.25663716814159293	49	0.196	0.1515502357896319	0.24965081030359842	1.332361256169936	0.3468672163116372
54801	unadjusted	120	0.15	1.5	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	228	0.912	108.0	14.0	0.25	88	0.352	0.29544464804913095	0.41303480860152053	1.6304590124144287	0.4444828868352426
54801	source_treatment_stratified	120	0.15	1.5	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	228	0.912	108.0	14.0	0.25	42	0.168	0.1267585530934315	0.21928995777154373	1.0811113050439745	0.32106644334055157
54801	unadjusted	120	0.15	2.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	244	0.976	108.0	16.0	0.0	153	0.612	0.5503353651783642	0.6702747757346561	2.231997254716137	0.5777547394621534
54801	source_treatment_stratified	120	0.15	2.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	244	0.976	108.0	16.0	0.0	144	0.576	0.5140449538388132	0.6356547846378791	2.2188023810110566	0.5737254355962662
54801	unadjusted	120	0.15	2.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	241	0.964	108.0	16.0	0.0	179	0.716	0.6571618753149917	0.768300539302976	2.569384213140579	0.6526722094986824
54801	source_treatment_stratified	120	0.15	2.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	241	0.964	108.0	16.0	0.0	104	0.416	0.35662335915134685	0.47791903516388773	1.8520061211651309	0.5166170663792015
54801	unadjusted	120	0.15	2.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	232	0.928	108.0	14.0	0.2511261261261261	123	0.492	0.4306200826658989	0.553622050126028	2.099932856635162	0.5623209212716036
54801	source_treatment_stratified	120	0.15	2.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	232	0.928	108.0	14.0	0.2511261261261261	117	0.468	0.40709971631994324	0.5298688148477652	1.9635266686021597	0.5615139373359692
54801	unadjusted	120	0.15	2.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	233	0.932	108.0	15.0	0.24653679653679655	157	0.628	0.5665723240737058	0.6855535512554604	2.5639450503353083	0.6526325807523153
54801	source_treatment_stratified	120	0.15	2.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	233	0.932	108.0	15.0	0.24653679653679655	106	0.424	0.3643452153621208	0.4859550461611866	1.8533758254437844	0.5378997351266898
54801	unadjusted	120	0.3	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	32.0	0.0	11	0.044	0.02474379816749356	0.07705777097235189	-0.10593671067577393	-0.01959602978019656
54801	source_treatment_stratified	120	0.3	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	32.0	0.0	10	0.04	0.021869911954542545	0.07205272358126646	-0.07262335382424404	-0.012865949293723006
54801	unadjusted	120	0.3	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	32.0	0.0	23	0.092	0.06208701511330671	0.13426175727497602	0.540305302879118	0.09808317442525025
54801	source_treatment_stratified	120	0.3	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	32.0	0.0	12	0.048	0.02766820153069461	0.08201230121318728	-0.10099364243517425	-0.02044488785408361
54801	unadjusted	120	0.3	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	29.0	0.25	11	0.044	0.02474379816749356	0.07705777097235189	0.3560353917900527	0.06969756420948131
54801	source_treatment_stratified	120	0.3	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	29.0	0.25	11	0.044	0.02474379816749356	0.07705777097235189	0.23716408292946858	0.046762416774327006
54801	unadjusted	120	0.3	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	29.0	0.24271844660194175	19	0.076	0.04919164066173632	0.11564139731040066	0.5570614201224114	0.10495591096915957
54801	source_treatment_stratified	120	0.3	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	29.0	0.24271844660194175	9	0.036	0.019053279530003277	0.06699042240176928	0.0033237929656754995	0.0006528150925930122
54801	unadjusted	120	0.3	1.5	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	32.0	0.0	95	0.38	0.3220773718978933	0.4415546199810133	1.7246797242074425	0.3167757490017191
54801	source_treatment_stratified	120	0.3	1.5	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	32.0	0.0	104	0.416	0.35662335915134685	0.47791903516388773	1.74120648283661	0.3140479480071633
54801	unadjusted	120	0.3	1.5	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	32.0	0.0	174	0.696	0.6363702875665094	0.7496974590312762	2.5392953785105856	0.44388270532139684
54801	source_treatment_stratified	120	0.3	1.5	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	32.0	0.0	87	0.348	0.29165747573175427	0.40894304731486075	1.59746963095678	0.3138360426932657
54801	unadjusted	120	0.3	1.5	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	29.0	0.2524308505616917	114	0.456	0.39539213359180114	0.5179395967637979	1.8241021611832133	0.34417435256001394
54801	source_treatment_stratified	120	0.3	1.5	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	29.0	0.2524308505616917	116	0.464	0.40319327945730954	0.5258963181063624	1.8428843646815374	0.34892350405233474
54801	unadjusted	120	0.3	1.5	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	30.0	0.24770642201834864	157	0.628	0.5665723240737058	0.6855535512554604	2.3000243440878534	0.43089172253491204
54801	source_treatment_stratified	120	0.3	1.5	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	30.0	0.24770642201834864	79	0.316	0.26152437100054704	0.3760446832137765	1.412638028199995	0.29816413875196285
54801	unadjusted	120	0.3	2.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	33.0	0.0	223	0.892	0.8474274415961268	0.9247080515994447	3.1227826752374965	0.5641180723486936
54801	source_treatment_stratified	120	0.3	2.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	33.0	0.0	223	0.892	0.8474274415961268	0.9247080515994447	3.1152020909287748	0.5700268732748515
54801	unadjusted	120	0.3	2.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	32.0	0.0	234	0.936	0.8985785081170682	0.9602252547229041	3.5892403539077105	0.6657656156625247
54801	source_treatment_stratified	120	0.3	2.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	32.0	0.0	189	0.756	0.699148919960885	0.8051028306974474	2.5940175992312584	0.5318781381334787
54801	unadjusted	120	0.3	2.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	29.0	0.25	201	0.804	0.7503491896964016	0.8484497642103681	2.7958112278075262	0.544225721311807
54801	source_treatment_stratified	120	0.3	2.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	29.0	0.25	200	0.8	0.7460440266329055	0.8448759936698279	2.7557378712689866	0.5445716781255443
54801	unadjusted	120	0.3	2.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	29.5	0.25688073394495414	232	0.928	0.8890714648901645	0.953974430741735	3.4692502787976434	0.6578422369036492
54801	source_treatment_stratified	120	0.3	2.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	108.0	29.5	0.25688073394495414	178	0.712	0.6529932925866828	0.7645901884272486	2.5133904383454797	0.5304640344739431
54801	unadjusted	160	0.15	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	145.0	22.0	0.0	13	0.052	0.030637655164191247	0.08692178118372709	-0.0018833797264330996	-0.00040620725258793636
54801	source_treatment_stratified	160	0.15	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	145.0	22.0	0.0	13	0.052	0.030637655164191247	0.08692178118372709	0.01440024763776633	0.0030782222268443157
54801	unadjusted	160	0.15	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	145.0	21.0	0.0	16	0.064	0.039774745277095874	0.10142149188293179	0.4863980391835018	0.10146503384351138
54801	source_treatment_stratified	160	0.15	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	145.0	21.0	0.0	9	0.036	0.019053279530003277	0.06699042240176928	-0.039410247593467354	-0.009563824482450325
54801	unadjusted	160	0.15	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	249	0.996	144.0	20.0	0.24489795918367346	12	0.048	0.02766820153069461	0.08201230121318728	-0.06852166402256721	-0.01750302349939783
54801	source_treatment_stratified	160	0.15	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	249	0.996	144.0	20.0	0.24489795918367346	12	0.048	0.02766820153069461	0.08201230121318728	-0.03441434063935455	-0.008011811162170772
54801	unadjusted	160	0.15	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	145.0	19.0	0.24822695035460993	9	0.036	0.019053279530003277	0.06699042240176928	0.4515525524518925	0.09878677393353535
54801	source_treatment_stratified	160	0.15	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	145.0	19.0	0.24822695035460993	13	0.052	0.030637655164191247	0.08692178118372709	-0.056611291525552505	-0.01375971680467224
54801	unadjusted	160	0.15	1.5	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	144.0	22.0	0.0	91	0.364	0.3068326674814388	0.425283589981322	1.6222009173551353	0.35967209904975767
54801	source_treatment_stratified	160	0.15	1.5	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	144.0	22.0	0.0	86	0.344	0.2878747771696037	0.40484681227297487	1.646158687800034	0.3609114991375393
54801	unadjusted	160	0.15	1.5	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	249	0.996	144.0	22.0	0.0	124	0.496	0.4345537335304875	0.557567332865476	1.9475207842678337	0.4138450558845999
54801	source_treatment_stratified	160	0.15	1.5	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	249	0.996	144.0	22.0	0.0	59	0.236	0.18760668102989272	0.29238370110370193	1.1356031240063946	0.2856724293746128
54801	unadjusted	160	0.15	1.5	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	248	0.992	144.0	19.0	0.2482758620689655	72	0.288	0.23540981157275126	0.34700670741331713	1.2888764384074738	0.308526183898126
54801	source_treatment_stratified	160	0.15	1.5	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	248	0.992	144.0	19.0	0.2482758620689655	67	0.268	0.21691132145905745	0.32611052950682884	1.2961493526978125	0.30787376514038434
54801	unadjusted	160	0.15	1.5	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	249	0.996	144.0	19.0	0.24570496208849218	119	0.476	0.41492428638011175	0.5378021119956694	1.8880723371399655	0.4402734978949647
54801	source_treatment_stratified	160	0.15	1.5	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	249	0.996	144.0	19.0	0.24570496208849218	54	0.216	0.16949229589420706	0.2711034182192054	1.2916328201904725	0.3305124471670584
54801	unadjusted	160	0.15	2.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	144.0	21.0	0.0	180	0.72	0.6613357159999059	0.7720056322220984	2.5437463510383114	0.5535851345066638
54801	source_treatment_stratified	160	0.15	2.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	250	250	1.0	144.0	21.0	0.0	179	0.716	0.6571618753149917	0.768300539302976	2.4650855220398453	0.5564251673468975
54801	unadjusted	160	0.15	2.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	144.0	21.0	0.0	221	0.884	0.8383692329120548	0.9180083930754438	3.0803169712630787	0.6671395410182517
54801	source_treatment_stratified	160	0.15	2.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	250	250	1.0	144.0	21.0	0.0	161	0.644	0.5828778691896869	0.7007637405556252	2.3036777159540085	0.5448284155423431
54801	unadjusted	160	0.15	2.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	248	0.992	144.0	19.0	0.25	172	0.688	0.6280887684141925	0.7422211109755201	2.4578931626140204	0.5598922749100419
54801	source_treatment_stratified	160	0.15	2.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	250	248	0.992	144.0	19.0	0.25	172	0.688	0.6280887684141925	0.7422211109755201	2.389562781450879	0.5671076321248107
54801	unadjusted	160	0.15	2.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	249	0.996	144.0	19.0	0.24822695035460993	202	0.808	0.7546619985365359	0.8520158889742702	2.7748833180034596	0.6554323483466178
54801	source_treatment_stratified	160	0.15	2.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	250	249	0.996	144.0	19.0	0.24822695035460993	128	0.512	0.45032711112743956	0.5733096896846697	2.0022536805892877	0.5248608657885909
