gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score
FADS1	17	2	0	0	0	2	0	psoriasis;ulcerative colitis		0.006434480633229	0.1829280880022899	1.4350432602561671	2.0648620661321937			ibd_uc_stromal:1.09,p=0.0064;psoriasis_skin_stromal:1.44,p=0.03	False	-0.5582998002248747	-0.970155074246452	0.0302817182679143	0.8506970233122761															False	False	0.0	8.0
TYK2	17	2	0	0	0	2	0	psoriasis;type 1 diabetes mellitus		0.0091690344742939	0.2895674131526122	1.7435309947869833	2.324829987136091			psoriasis_skin_apc:1.17,p=0.0092;t1d_endothelial_cell:1.74,p=0.014	False	-0.0976695299908261	-0.2741423175201401	0.5321339034622258	0.9357323188472788															False	False	0.0	8.0
JAK2	17	2	0	0	0	1	0	Crohn disease		0.0055811424247115	0.1419931034437457	1.6522454870976633	1.9305698324479008			ibd_crohn_epithelial:1.15,p=0.0056;ibd_crohn_myeloid:1.65,p=0.006	False	0.1310389086976435	0.2330187481753191	0.5843508835841206	0.9464449594593544							-0.600231826578352	-2.100231826578352	1.5	0.0	1.0		MS		False	False	0.0	4.969988408671083
NOD2	15	2	1	0	0	2	1	Crohn disease;ulcerative colitis	type 1 diabetes mellitus	0.0024392428587379	0.1417044404574072	2.2213445096392217	2.2260929106035676	0.0264262270272591	-0.3823937180464674	ibd_uc_myeloid:2.22,p=0.0024;ibd_crohn_myeloid:2.19,p=0.0028	False	-0.1973559991589333	-0.2239132896304936	0.6125834884003774	0.9476308467322015															False	False	0.0	4.0
