gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score
GOLIM4	17	0	0	0	0	0	0										False	0.7757203289697578	1.231138015514215	0.0082540204110059	0.8344760564031432							4.543791976953845	1.5218959884769223	3.0218959884769223	1.0	0.0	MS			True	True	0.0	7.227189598847692
PLEKHA1	17	1	1	0	0	1	1	type 1 diabetes mellitus	ulcerative colitis	0.02784052931755953	0.4183045749920718	0.37178739971839025	1.0719486699381824	0.01696125512522436	-1.980855298787406	t1d_beta_cell:0.372,p=0.028	False	0.8950752814860081	1.2781273487844056	0.0063034002029273	0.8344760564031432							4.180693408735136	1.340346704367568	2.840346704367568	1.0	0.0	MS			True	True	0.0	7.209034670436757
RPS20	14	2	0	0	0	1	0	type 1 diabetes mellitus		0.015880315225347344	0.31806120937017296	0.31098591171670087	0.8726308097905568			t1d_stellate_cell:0.311,p=0.016;t1d_ductal_cell:0.221,p=0.044	False	0.210594061587809	0.7864345833824036	0.0806391199725188	0.8989378106274888							4.168376458371607	1.3341882291858034	2.8341882291858034	0.0	0.0				False	True	0.0	7.20841882291858
PPP1CC	17	0	0	0	0	0	0										False	0.2926623174127272	1.0948970244352465	0.0206911766373313	0.8372898579012464							4.12973739336043	1.314868696680215	2.814868696680215	0.0	0.0				True	True	0.0	7.206486869668021
CHIT1	7	0	0	0	0	0	0										False	4.24600708675426	1.1146742023490823	0.0187641311661984	0.8372898579012464							3.9527536973031423	1.2263768486515714	2.7263768486515714	0.0	0.0				True	True	0.0	7.197637684865157
PRKAR1B	17	0	0	0	0	0	0										False	1.4306080475442862	0.925284641329601	0.03865942086269	0.8515944163257619							3.806741690457596	1.1533708452287978	2.653370845228798	0.0	0.0				True	True	0.0	7.19033708452288
SNX5	17	3	1	0	0	2	1	psoriasis;type 1 diabetes mellitus	Crohn disease	0.03417947584325736	0.38009514407401496	0.9147110037666533	1.8435360074717697	0.03793107947279297	-0.555387281116797	t1d_endothelial_cell:0.833,p=0.034;psoriasis_keratinocyte:0.745,p=0.041;psoriasis_skin_apc:0.915,p=0.048	False	0.265914143780634	0.7081442754994506	0.1151925831156946	0.8989378106274888							3.734775410541884	1.1173877052709418	2.617387705270942	1.0	0.0	MS			False	True	0.0	7.186738770527095
PSMA7	17	3	1	0	0	2	1	Crohn disease;psoriasis	type 1 diabetes mellitus	0.017845992027606616	0.2768335773807906	0.731280853616135	1.5861068438751351	0.016603404503553475	-0.20384991991219792	ibd_crohn_myeloid:0.357,p=0.018;ibd_crohn_stromal:0.731,p=0.025;psoriasis_skin_stromal:0.355,p=0.049	False	0.2397536170597103	0.698980855970875	0.1064818367910615	0.8989378106274888							3.5620730820876103	1.0310365410438052	2.531036541043805	1.0	0.0	MS			False	True	0.0	7.178103654104381
SF3B6	17	2	0	0	0	1	0	Sjogren syndrome		0.021984017961642153	0.8441184433525579	0.4292916201964365	0.9188617012677096			sjogren_gland_apc:0.429,p=0.022;sjogren_gland_epithelial:0.285,p=0.029	False	0.36101013994789	0.8473922669637667	0.0656033996079359	0.8989378106274888							3.4060721333496273	0.9530360666748138	2.4530360666748137	0.0	0.0				False	True	0.0	7.170303606667481
MZB1	14	0	0	0	0	0	0										False	2.5653795366893077	1.1659059267278296	0.0247682922528144	0.8472374898464006							3.342927086617892	0.921463543308946	2.421463543308946	1.0	0.0	MS			True	True	0.0	7.167146354330894
CPNE3	17	0	0	0	0	0	0										False	0.3241360624550502	1.336477797893214	0.0045497951181909	0.8344760564031432							2.3199009741230636	0.4099504870615317	1.909950487061532	1.0	0.0	MS			True	True	0.0	7.115995048706154
DOCK5	17	3	1	1	0	2	1	Crohn disease;ulcerative colitis	Sjogren syndrome	0.0006057417772395564	0.08438353819259616	0.7908273150068341	1.5272261135976106	0.012692194314618066	-0.7760109925797583	ibd_uc_myeloid:0.791,p=0.00061;ibd_uc_epithelial:0.411,p=0.019;ibd_crohn_myeloid:0.63,p=0.028	False	-0.4228881178751322	-0.6940225441659134	0.1324062430929462	0.8989378106274888							2.302018840869106	0.4010094204345527	1.901009420434553	0.0	1.0		MS		False	False	0.0	7.115100942043456
ARCN1	17	3	2	0	0	3	1	Crohn disease;psoriasis;ulcerative colitis	type 1 diabetes mellitus	0.008152171012840114	0.18263832042479305	0.5219205972629073	1.596834713094047	0.01858843191944575	-0.4682307048203773	psoriasis_skin_stromal:0.277,p=0.0082;ibd_crohn_epithelial:0.484,p=0.013;ibd_uc_epithelial:0.522,p=0.02	False	-0.0377889443864241	-0.1043576066211117	0.8034754196480439	0.9754873976997136							2.108494318467044	0.3042471592335222	1.804247159233522	1.0	0.0	MS			False	False	0.0	7.105424715923352
SNRNP40	17	2	0	1	0	1	0	type 1 diabetes mellitus		6.618993644630845e-05	0.0525388364157512	0.7064814603719771	1.0960900110009841			t1d_acinar_cell:0.706,p=6.6e-05;t1d_endothelial_cell:0.462,p=0.046	False	0.1144588408722935	0.26152010582117	0.53169197360835	0.9357323188472788							2.1003085221692257	0.3001542610846128	1.8001542610846129	1.0	0.0	MS			False	False	0.0	7.105015426108461
SEC11A	17	1	1	0	0	1	1	ulcerative colitis	type 1 diabetes mellitus	0.013333354512261811	0.2364297540801408	0.38937359213711886	1.6097389281770207	0.018441912252955484	-0.2827894631189114	ibd_uc_stromal:0.389,p=0.013	False	0.3191457234858781	0.9118079262522746	0.0490171351716877	0.8766654477139005							2.0695670837451496	0.2847835418725747	1.7847835418725748	1.0	0.0	MS			True	True	0.0	7.103478354187257
GBE1	17	1	1	0	0	1	1	Crohn disease	psoriasis	0.004009425278492244	0.13178905240870448	0.9120362630369931	2.152142530205322	0.01637592023644161	-1.6296282651495337	ibd_crohn_epithelial:0.912,p=0.004	False	0.8286030607702841	0.9641829001899764	0.0465432959456528	0.8744776374054363							2.0427269004669126	0.2713634502334562	1.7713634502334563	1.0	0.0	MS			True	True	0.0	7.102136345023346
PPT1	17	4	0	0	0	1	0	type 1 diabetes mellitus		0.0040119549478544025	0.19825291797331365	0.7099963700577705	1.0518768854244325			t1d_stellate_cell:0.529,p=0.004;t1d_acinar_cell:0.71,p=0.0051;t1d_endothelial_cell:0.651,p=0.022;t1d_ductal_cell:0.333,p=0.025	False	-0.0297530042767402	-0.0557282701222668	0.8993409274289453	0.9847461495953936							1.9866548705737	0.2433274352868498	1.74332743528685	1.0	0.0	MS			False	False	0.0	7.099332743528685
VCAM1	17	2	0	1	0	1	0	type 1 diabetes mellitus		0.0005212409541126055	0.08849560581493457	2.3918510251969547	1.096931437756719			t1d_endothelial_cell:2.39,p=0.00052;t1d_ductal_cell:1.2,p=0.018	False	0.9685619760485976	0.521447826996669	0.2213737142984286	0.8993702893651148							1.8971167761486445	0.1985583880743221	1.6985583880743222	0.0	0.0				False	False	0.0	7.094855838807432
HMGCL	17	0	0	0	0	0	0										False	0.3700981848969498	0.9147999319284664	0.0461077651682142	0.8737441341969013							1.7824809261333567	0.1412404630666784	1.6412404630666784	0.0	0.0				True	True	0.0	7.089124046306668
PFDN5	17	2	0	0	0	1	0	Sjogren syndrome		0.0032643398930189056	0.8414957034907469	0.4624380457825463	1.0917114468996758			sjogren_gland_apc:0.462,p=0.0033;sjogren_gland_stromal:0.375,p=0.04	False	0.28401160793344	0.9053366372454924	0.0513794091720096	0.8793979920162018							1.7649834710714964	0.1324917355357481	1.6324917355357482	0.0	0.0				False	True	0.0	7.088249173553574
HTRA2	17	1	1	0	0	1	1	Crohn disease	psoriasis	0.029166008867664565	0.23730525392735644	1.0248491480908313	1.4613885507741253	0.04310141082670519	-0.7380655701503378	ibd_crohn_epithelial:1.02,p=0.029	False	0.3092759095975967	0.9078039075615008	0.0417588041603558	0.8627570850913617							1.690579627534329	0.0952898137671645	1.5952898137671645	0.0	0.0				True	True	0.0	7.0845289813767165
PRDX1	17	3	1	0	0	2	1	psoriasis;type 1 diabetes mellitus	type 1 diabetes mellitus	0.02288163186520448	0.4011776855304397	0.7915627264873724	2.144849627806934	0.04350575581361379	-0.22991139345760025	t1d_acinar_cell:0.792,p=0.023;psoriasis_skin_stromal:0.34,p=0.033;psoriasis_keratinocyte:0.437,p=0.036	False	0.37192347361567	0.7856889293331105	0.0954459986320351	0.8989378106274888							1.59550792078106	0.0477539603905299	1.54775396039053	0.0	1.0		MS		False	True	0.0	7.079775396039053
SEC23A	17	0	0	0	0	0	0										False	0.3999087579201621	1.1386505734860013	0.0146996524573054	0.8372898579012464							1.5221969375971098	0.0110984687985548	1.511098468798555	0.0	0.0				True	True	0.0	7.076109846879856
HSD17B8	14	2	0	1	0	1	0	type 1 diabetes mellitus		0.0003484654847218233	0.07512634938798009	2.159013638730405	1.036778775419826			t1d_endothelial_cell:2.16,p=0.00035;t1d_stellate_cell:1.07,p=0.043	False	0.3693022876886713	0.1625088059802878	0.7038812604141983	0.9654368616656808							1.48662815221566	-0.01337184778434	1.5	0.0	0.0				False	False	0.0	7.074331407610783
SLC25A6	14	4	2	0	0	2	1	Sjogren syndrome;type 1 diabetes mellitus	Crohn disease	0.0005744044234620824	0.14739893804148457	0.34053841403366825	1.0404849042265216	0.032627477536188616	-0.49437413422620224	t1d_ductal_cell:0.277,p=0.00057;t1d_endothelial_cell:0.341,p=0.0043;sjogren_gland_apc:0.336,p=0.031;t1d_stellate_cell:0.259,p=0.049	False	0.3007687802170977	0.7922341201500825	0.0788268145147113	0.8989378106274888							1.4759323523094647	-0.0240676476905352	1.5	0.0	0.0				False	True	0.0	7.073796617615473
LASP1	17	0	0	0	0	0	0										False	0.3071682811450564	1.0334175528071607	0.024173634600391	0.8472374898464006							1.4727194195140816	-0.0272805804859184	1.5	0.0	0.0				True	True	0.0	7.073635970975704
CAND1	17	2	0	0	0	1	0	Crohn disease		0.01549605908590198	0.19020628741584014	0.5869745125005412	1.5024135670460783			ibd_crohn_epithelial:0.587,p=0.015;ibd_crohn_stromal:0.557,p=0.035	False	0.2224651276802074	0.804479330770973	0.0883651187041127	0.8989378106274888							1.460113241831679	-0.0398867581683209	1.5	0.0	1.0		MS		False	True	0.0	7.0730056620915835
UFD1	17	2	0	1	0	1	0	ulcerative colitis		0.0008831959661733256	0.07883875313945345	0.6091434752661087	2.5132462375795			ibd_uc_stromal:0.609,p=0.00088;ibd_uc_myeloid:0.582,p=0.0014	False											1.458949141665845	-0.0410508583341547	1.5	0.0	0.0				False	False	0.0	7.072947457083292
CBX1	17	1	1	0	0	1	1	Crohn disease	ulcerative colitis	0.006203187869532549	0.14524964499344964	1.0042634225105243	1.9945216001930686	0.04740059575747122	-2.014203747712153	ibd_crohn_epithelial:1,p=0.0062	False	0.4275628183080417	0.9602365091003344	0.0345759710525622	0.8506970233122761							1.4506509684321331	-0.0493490315678669	1.5	0.0	0.0				True	True	0.0	7.072532548421607
SPARC	17	2	0	1	0	1	0	type 1 diabetes mellitus		0.0001248546928447834	0.0990692260415536	2.6891096703055375	2.0421315355710887			t1d_ductal_cell:2.69,p=0.00012;t1d_acinar_cell:2.58,p=0.0014	False	-0.4574727808994669	-0.3132822814524219	0.4675240576750383	0.9239963547089984							1.4328563732682675	-0.0671436267317324	1.5	0.0	1.0		MS		False	False	0.0	7.071642818663413
CLIC1	14	2	0	1	0	1	0	ulcerative colitis		2.646783542786486e-05	0.017306655890395133	0.9004664670968783	2.638835590529616			ibd_uc_stromal:0.9,p=2.6e-05;ibd_uc_myeloid:0.414,p=0.047	False	-0.0019401013035142	-0.0046180977436604	0.9913461380962956	0.9992380443970746							1.368383273685885	-0.1316167263141149	1.5	0.0	0.0				False	False	0.0	7.068419163684294
UBE3A	17	0	0	0	0	0	0										False	0.2919330730199512	1.0531161058998375	0.0261070864793824	0.8472374898464006							1.3450779765702734	-0.1549220234297266	1.5	0.0	0.0				True	True	0.0	7.067253898828514
PRPF19	17	3	2	0	0	3	1	Crohn disease;psoriasis;type 1 diabetes mellitus	ulcerative colitis	0.017558817092555076	0.19745200548291353	1.1602035466828857	1.5136449469581266	0.02634217386635039	-0.6372670734807135	ibd_crohn_epithelial:0.494,p=0.018;psoriasis_skin_stromal:0.623,p=0.032;t1d_endothelial_cell:1.16,p=0.042	False	-0.156896505752174	-0.2381427871735001	0.5929841515794972	0.9466965949245808							1.2695678242088038	-0.2304321757911963	1.5	0.0	0.0				False	False	0.0	7.06347839121044
AGO1	17	0	0	0	0	0	0										False	0.6455347375087186	1.2712896342789826	0.0075546112111749	0.8344760564031432							1.226655533408729	-0.273344466591271	1.5	1.0	1.0	MS	MS		True	True	0.0	7.061332776670437
KBTBD11	14	3	1	1	0	2	1	Crohn disease;ulcerative colitis	Sjogren syndrome	0.00020342352659736618	0.05142848120568969	2.805238838700286	1.8375510888983357	0.04096429670094872	-0.8683838420510557	ibd_uc_myeloid:2.81,p=0.0002;ibd_crohn_myeloid:1.56,p=0.0075;ibd_crohn_epithelial:0.542,p=0.03	False	-0.2152445554941895	-0.1024565679825748	0.8083596109907383	0.9761732664217524							1.2230032475639108	-0.2769967524360892	1.5	0.0	1.0		MS		False	False	0.0	7.061150162378196
CXADR	15	1	1	0	0	1	1	type 1 diabetes mellitus	Crohn disease	0.0007888762870346849	0.10436514335152774	2.1041617640026464	1.8181309188473802	0.00455617973883777	-0.5000044457323227	t1d_stellate_cell:2.1,p=0.00079	False	0.783860849132676	1.2311297119465767	0.0091173630388917	0.8349413280632139							1.1702430846945495	-0.3297569153054503	1.5	0.0	0.0				True	True	0.0	7.0585121542347276
ARFGEF2	17	1	1	0	0	1	1	Crohn disease	type 1 diabetes mellitus	0.020989138684836258	0.210114379408648	0.6457259163521174	1.462521077071353	0.03547408295154918	-0.41604573091326724	ibd_crohn_epithelial:0.646,p=0.021	False	0.2907194940414879	0.8996186181368372	0.04432418963519	0.868784372269271							1.087759359286053	-0.412240640713947	1.5	0.0	1.0		MS		True	True	0.0	7.054387967964303
SERPING1	17	2	0	1	0	1	0	type 1 diabetes mellitus		0.0002222150859651404	0.045874934615865844	2.3634952732787897	1.2811526758020113			t1d_beta_cell:2.36,p=0.00022;t1d_acinar_cell:1.44,p=0.0081	False	-0.0801109112227624	-0.128140994625036	0.7653900799691155	0.9729082562059692							1.0114673072038245	-0.4885326927961758	1.5	0.0	1.0		MS		False	False	0.0	7.050573365360191
UBE2L3	17	2	0	1	0	1	0	ulcerative colitis		0.0007500160974326899	0.07329669794824747	0.5154869271740878	2.164690986867734			ibd_uc_stromal:0.515,p=0.00075;ibd_uc_myeloid:0.407,p=0.019	False	-0.0447146620738703	-0.139165508633766	0.7505662000854557	0.970415871093437							0.5534289916841044	-0.9465710083158956	1.5	0.0	0.0				False	False	0.0	7.027671449584205
TAX1BP3	17	5	1	0	0	2	1	psoriasis;type 1 diabetes mellitus	Crohn disease	0.004971711538954678	0.278624664084541	1.557577790289912	1.0351512444639932	0.039059878964320054	-0.7249824238796236	t1d_ductal_cell:0.85,p=0.005;t1d_acinar_cell:1.5,p=0.0061;t1d_endothelial_cell:1.56,p=0.025;psoriasis_skin_apc:1.27,p=0.032;t1d_stellate_cell:0.992,p=0.037	False	-0.4204196135602274	-0.4813691495923092	0.2953038964610654	0.9075477698307116							0.5001831674770953	-0.9998168325229048	1.5	0.0	0.0				False	False	0.0	7.025009158373855
RAB3GAP1	17	1	1	0	0	1	1	psoriasis	Sjogren syndrome	0.004332053553006417	0.5085244711753214	0.4162162020022553	3.804637245104075	0.03928679309173954	-0.29881252083964327	psoriasis_skin_stromal:0.416,p=0.0043	False	0.3252082254622674	1.1745741960965743	0.0107554991023503	0.8349413280632139							0.3887535973300862	-1.1112464026699138	1.5	0.0	0.0				True	True	0.0	7.019437679866504
CSDE1	17	0	0	0	0	0	0										False	0.4198169509335887	1.2402738619703078	0.0110960442823946	0.8349413280632139							0.359313343645212	-1.140686656354788	1.5	0.0	0.0				True	True	0.0	7.017965667182261
SERPINA3	11	4	0	0	0	1	0	type 1 diabetes mellitus		0.0005268802150048947	0.15652820544390894	3.368144958711942	1.7282963870020023			t1d_acinar_cell:3.01,p=0.00053;t1d_endothelial_cell:3.37,p=0.0072;t1d_stellate_cell:2,p=0.021;t1d_ductal_cell:1.77,p=0.023	False	-1.423576501023903	-0.3695624284098662	0.3912382830246805	0.9157809859344704							0.3431596297263501	-1.1568403702736498	1.5	0.0	0.0				False	False	0.0	7.017157981486317
CUL3	17	0	0	0	0	0	0										False	0.3106665252303386	1.045650523368086	0.0242646547904978	0.8472374898464006							0.2899930116523654	-1.2100069883476343	1.5	0.0	1.0		MS		True	True	0.0	7.014499650582619
ATF3	17	3	2	0	0	3	1	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus	psoriasis	0.004071572796655952	0.18106999033243232	0.6904721604367872	1.156857505796477	0.0041270235041896836	-1.5891512404829733	sjogren_gland_stromal:0.615,p=0.0041;ibd_crohn_epithelial:0.69,p=0.013;t1d_ductal_cell:0.371,p=0.049	False	0.3182548771815856	0.3759079788170424	0.3695433226980207	0.9141270983319502															False	False	0.0	7.0
TCEA3	17	3	2	0	0	3	1	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus	psoriasis	0.011334734274956775	0.17258888291047533	1.040200235717073	0.9196447999675487	0.012901465847886926	-0.8533450572545531	ibd_crohn_epithelial:0.47,p=0.011;sjogren_gland_stromal:1.04,p=0.02;t1d_stellate_cell:1.01,p=0.031	False	0.9694919636008656	0.5161742633524458	0.2500847385120894	0.9004758652001262															False	False	0.0	7.0
TLE3	17	3	2	0	0	3	1	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	psoriasis	0.021139550802564612	0.29252909254270326	1.2411660280247174	1.354934396821192	0.0187889348594314	-0.9333553579231744	ibd_uc_myeloid:0.9,p=0.021;t1d_endothelial_cell:1.24,p=0.026;ibd_crohn_myeloid:0.71,p=0.033	False	0.079648272661613	0.2227723834259273	0.607123980691795	0.9473423366873376															False	False	0.0	7.0
SNRPA1	17	3	2	0	0	3	1	Sjogren syndrome;psoriasis;ulcerative colitis	type 1 diabetes mellitus	0.026794790318687596	0.3164214956968293	0.6209157942532855	1.413479433712578	0.024770971894406517	-0.6688616476054605	psoriasis_skin_stromal:0.57,p=0.027;ibd_uc_stromal:0.621,p=0.029;sjogren_gland_apc:0.558,p=0.036	False	-0.3735193125086375	-0.4687454420971355	0.276680778381107	0.9049965616313804															False	False	0.0	7.0
AFTPH	17	2	2	0	0	2	2	Crohn disease;ulcerative colitis	psoriasis;type 1 diabetes mellitus	0.010765664980101114	0.23509520900295808	0.7533371120395289	1.5797515346766913	0.009742474697338422	-0.8623533891935296	ibd_crohn_myeloid:0.675,p=0.011;ibd_uc_myeloid:0.753,p=0.026	False	0.3086259096632666	1.0088105994916003	0.0398302653000553	0.85672364651018															True	True	0.0	7.0
MLPH	17	2	2	0	0	2	2	Crohn disease;ulcerative colitis	Sjogren syndrome;ulcerative colitis	0.043498420544950185	0.2836630595789409	0.9665379766691471	1.2403444769467076	0.01812098902414874	-1.6196627121300056	ibd_uc_epithelial:0.967,p=0.043;ibd_crohn_epithelial:0.642,p=0.047	False	2.785988307957086	1.096583663278061	0.0181962071597829	0.8372898579012464															True	True	0.0	7.0
GPR63	16	3	1	1	0	2	1	Crohn disease;type 1 diabetes mellitus	ulcerative colitis	2.8320878482548717e-07	0.0023595539907735464	1.464053104408574	1.2883216319803181	0.02190135975245135	-2.232713236290904	t1d_ductal_cell:1.46,p=2.8e-07;t1d_stellate_cell:1.33,p=0.019;ibd_crohn_epithelial:0.67,p=0.043	False	-1.2061421694136616	-0.5821664894310643	0.1748656078469672	0.8993702893651148															False	False	0.0	7.0
ZCCHC10	17	3	1	1	0	2	1	Sjogren syndrome;type 1 diabetes mellitus	ulcerative colitis	4.893049769462559e-06	0.0054844563849316	0.7544547961105224	1.7761632618216112	0.023946206391961024	-0.6076951324173301	t1d_beta_cell:0.754,p=4.9e-06;t1d_acinar_cell:0.702,p=0.0018;sjogren_gland_apc:0.46,p=0.043	False	-0.2300586893488105	-0.3625683554697794	0.4128683992353775	0.9182855687364296															False	False	0.0	7.0
CCNF	17	3	1	1	0	2	1	Crohn disease;type 1 diabetes mellitus	Crohn disease	7.095419118369976e-05	0.03638057895958899	2.104069890204688	1.7322394091448658	0.016216960986118415	-1.4056263815234873	t1d_stellate_cell:2.1,p=7.1e-05;ibd_crohn_epithelial:1.29,p=0.019;t1d_ductal_cell:0.618,p=0.032	False	-2.344396252364561	-1.2366701013067638	0.0156652506715635	0.8372898579012464															False	False	0.0	7.0
ETS1	17	3	1	1	0	2	1	Crohn disease;ulcerative colitis	type 1 diabetes mellitus	0.0002145092077464549	0.04315760252775791	1.7356801315737798	2.2804800748293697	0.019800943829517956	-0.3835095045892505	ibd_uc_stromal:1.49,p=0.00021;ibd_crohn_stromal:1.74,p=0.0034;ibd_crohn_epithelial:0.901,p=0.025	False	0.0153749961763871	0.0181468905399157	0.9662802005584104	0.9967096674502096															False	False	0.0	7.0
FANCG	17	3	1	1	0	2	1	psoriasis;type 1 diabetes mellitus	ulcerative colitis	0.00047728289016800684	0.08786030456478286	2.0360512099502954	2.401196721399615	0.03808796864391234	-1.1732316229611635	t1d_endothelial_cell:2.04,p=0.00048;psoriasis_skin_stromal:0.543,p=0.021;psoriasis_keratinocyte:0.978,p=0.043	False	-0.0845603060591688	-0.1547883197380115	0.7218346151297199	0.9677414401546712															False	False	0.0	7.0
ACVR2A	17	3	1	1	0	2	1	type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.0006289036188308563	0.09037522888456202	1.812209777888909	1.1288648837966868	0.04285773728473406	-1.7485575078554554	t1d_endothelial_cell:1.81,p=0.00063;t1d_stellate_cell:1.26,p=0.015;ibd_uc_myeloid:1.51,p=0.029	False	-0.1981764592001687	-0.2152265401844031	0.6217364909258045	0.9490245393797272															False	False	0.0	7.0
ACAP1	17	3	1	1	0	2	1	type 1 diabetes mellitus;ulcerative colitis	psoriasis	0.0006675981864567128	0.07963600272891007	1.589359139180929	1.0476139633522588	0.014110080041296547	-0.43350353626239224	t1d_beta_cell:1.56,p=0.00067;ibd_uc_myeloid:1.59,p=0.046;t1d_acinar_cell:0.918,p=0.046	False	0.1055558045541529	0.0567921977976641	0.890098550098186	0.9842134382901514															False	False	0.0	7.0
ADORA2A-AS1	15	3	1	1	0	2	1	Crohn disease;type 1 diabetes mellitus	ulcerative colitis	0.0008438377253322904	0.09410946427264281	2.0839992135518033	1.2079063495960343	0.041615348978066735	-0.8158456936578918	t1d_endothelial_cell:1.86,p=0.00084;ibd_crohn_myeloid:2.08,p=0.0029;t1d_beta_cell:0.661,p=0.048	False	-1.2236761023483511	-0.4850184886862445	0.2706887767427339	0.9049965616313804															False	False	0.0	7.0
VARS2	14	3	1	1	0	2	1	Crohn disease;type 1 diabetes mellitus	ulcerative colitis	0.0009103769926025215	0.09760505086736157	2.2802982700808974	1.2735569282278567	0.0032816187762195388	-1.473354477675444	t1d_endothelial_cell:2.28,p=0.00091;t1d_stellate_cell:1.58,p=0.0013;ibd_crohn_epithelial:0.789,p=0.025	False	-0.3293285628748759	-0.6349218320545118	0.15418696638775	0.8989378106274888															False	False	0.0	7.0
ZNF609	17	3	1	1	0	2	1	Crohn disease;type 1 diabetes mellitus	ulcerative colitis	0.0009336254926706142	0.09455757475161795	0.9548788022276411	1.3757157991960316	0.007051259184849947	-0.5721869781717501	t1d_beta_cell:0.955,p=0.00093;ibd_crohn_epithelial:0.584,p=0.012;t1d_ductal_cell:0.532,p=0.045	False	-0.033689061122061	-0.0730432674991626	0.8631480507366707	0.9801638168834976															False	False	0.0	7.0
POLD4	17	5	1	0	0	2	1	Sjogren syndrome;type 1 diabetes mellitus	ulcerative colitis	0.0012797875611040162	0.20332070852325487	2.8449111821557227	1.0789368573567568	0.04733299328895099	-0.814800890761112	t1d_acinar_cell:2.42,p=0.0013;t1d_endothelial_cell:2.84,p=0.013;sjogren_gland_stromal:1.09,p=0.025;t1d_stellate_cell:2.12,p=0.029;t1d_ductal_cell:1.83,p=0.031	False	-0.0304429862076549	-0.0552940688140423	0.8997348753738597	0.9847461495953936															False	False	0.0	7.0
TFPI2	15	3	1	0	0	2	1	Crohn disease;type 1 diabetes mellitus	Sjogren syndrome	0.0016143878012942299	0.13011328069421862	2.341077882321861	1.0762608280568802	0.033594438603829324	-1.1710659653425028	t1d_endothelial_cell:2.34,p=0.0016;t1d_acinar_cell:1.01,p=0.014;ibd_crohn_stromal:1.61,p=0.045	False	1.900419093471088	0.790449593882356	0.082289120839736	0.8989378106274888															False	True	0.0	7.0
SGSM3	17	5	1	0	0	2	1	Crohn disease;type 1 diabetes mellitus	Sjogren syndrome	0.005180112565754822	0.28314333861813645	1.4557925202359763	0.9212368372003352	0.01605327037395546	-0.263635994296064	t1d_acinar_cell:1.46,p=0.0052;t1d_ductal_cell:1.16,p=0.016;t1d_endothelial_cell:1.33,p=0.025;t1d_stellate_cell:1.36,p=0.028;ibd_crohn_epithelial:0.709,p=0.047	False	-0.1480859068723035	-0.7146890886657356	0.1027821330585522	0.8989378106274888															False	False	0.0	7.0
TCEA1	17	1	1	0	1	1	1	Crohn disease	type 1 diabetes mellitus	0.003204996101627503	0.12619847975070084	0.5497846211017023	2.3146275011126103	3.52593348247533e-05	-0.47554550228767045	ibd_crohn_epithelial:0.55,p=0.0032	False	0.2356956743060703	1.001560521990402	0.0264911751329586	0.8472374898464006															True	True	0.0	7.0
HGF	14	1	1	0	0	1	1	ulcerative colitis	psoriasis	0.010015611947593853	0.21495519019880335	1.4815052384337992	1.8019223331630267	0.04371173375726596	-0.6052826862884384	ibd_uc_stromal:1.48,p=0.01	False	0.7114700176250288	1.005605885756106	0.0287481112213062	0.8506970233122761															True	True	0.0	7.0
TBC1D32	17	1	1	0	0	1	1	type 1 diabetes mellitus	ulcerative colitis	0.011455449487975373	0.3649754394228177	1.1400353393491518	1.2392461232285115	0.044936488304492206	-1.3883617583509666	t1d_ductal_cell:1.14,p=0.011	False	0.8920857718246795	0.9098446985327152	0.0405549768203286	0.8573807218486817															True	True	0.0	7.0
HOMER3	17	1	1	0	0	1	1	Crohn disease	type 1 diabetes mellitus	0.01493427406567918	0.5183164950749184	2.707581001904059	1.7906804858270058	0.0005344608193678824	-0.7432831295365077	ibd_crohn_stromal:2.71,p=0.015	False	0.5444248651276506	0.955665893288091	0.0326134426938777	0.8506970233122761															True	True	0.0	7.0
TRG-AS1	13	1	1	0	0	1	1	Sjogren syndrome	type 1 diabetes mellitus	0.015235076483826632	0.8441184433525579	0.5739103847968376	1.1879212043803917	0.03136540593544466	-0.7297698107906088	sjogren_gland_epithelial:0.574,p=0.015	False	1.4994091138884098	1.0274930545684622	0.0227533506883774	0.8472374898464006															True	True	0.0	7.0
MOCS2	17	1	1	0	0	1	1	Sjogren syndrome	ulcerative colitis	0.020278689862187643	0.8414957034907469	0.4021228683159217	1.0603401539979826	0.02128826498652756	-0.9623589280966578	sjogren_gland_stromal:0.402,p=0.02	False	0.57103891139948	0.988032734223526	0.0304948703390011	0.8506970233122761															True	True	0.0	7.0
