source	query	count	top_hits	status	mode	url	raw_path
EuropePMC	MFGE8 myelin debris remyelination microglia	32	40864831: Role and Mechanism of Microglia in White Matter Injury Recovery in Ischemic Stroke. (2025) | 37979054: MFG-E8 Alleviates Cognitive Impairments Induced by Chronic Cerebral Hypoperfusion by Phagocytosing Myelin Debris and Promoting Remyelination. (2024) | 41373793: An AAV-Based Therapy Approach for Neurological Phenotypes of X-Linked Adrenoleukodystrophy. (2025) | 41569436: The Immuno-Glial Connectome in Alzheimer's Disease: Integrating Central and Peripheral Inflammatory Networks. (2026) | 40699743: Balancing Microglial Density and Activation in Central Nervous System Development and Disease. (2025)	200	cache	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=MFGE8+myelin+debris+remyelination+microglia&format=json&pageSize=5&resultType=lite	results_v3/wave54_mfge8_debris_opsonin_audit/raw_api/europepmc_MFGE8_myelin_debris_remyelination_microglia.json
EuropePMC	MFG-E8 myelin debris remyelination microglia	62	37979054: MFG-E8 Alleviates Cognitive Impairments Induced by Chronic Cerebral Hypoperfusion by Phagocytosing Myelin Debris and Promoting Remyelination. (2024) | 40940761: Impaired Efferocytosis of Pericytes and Vascular Smooth Muscle Cells in Diabetic Retinopathy. (2025) | 41572787: Monocyte-derived macrophages and their roles in ischemic stroke. (2026) | 40492604: The glia-immune network: Astrocytes and oligodendrocytes as microglial co-ordinators in health and disease. (2026) | 41294873: The m&lt;sup&gt;6&lt;/sup&gt;A Modification in Neurodegenerative Disease: A Cellular Perspective. (2025)	200	cache	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=MFG-E8+myelin+debris+remyelination+microglia&format=json&pageSize=5&resultType=lite	results_v3/wave54_mfge8_debris_opsonin_audit/raw_api/europepmc_MFG-E8_myelin_debris_remyelination_microglia.json
EuropePMC	MFGE8 autoimmune apoptotic cell clearance	294	41590849: Efferocytosis: The Silent Guardian of Tissue Homeostasis and Cardiovascular Health. (2025) | 41878419: Efferocytosis in myocardial infarction: the regulatory core from inflammation resolution to cardiac repair. (2026) | 41993634: Advancements in nanomedicine for the therapeutic regulation of efferocytosis: opportunities and challenges. (2026) | 41898166: Dialogues in Immunity: The Interplay Between Neutrophils and Macrophages. (2026) | 40387992: Emerging role of neural stem/progenitor cell secretome in brain inflammatory response modulation. (2025)	200	cache	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=MFGE8+autoimmune+apoptotic+cell+clearance&format=json&pageSize=5&resultType=lite	results_v3/wave54_mfge8_debris_opsonin_audit/raw_api/europepmc_MFGE8_autoimmune_apoptotic_cell_clearance.json
EuropePMC	MFG-E8 phagoptosis neuron inflammation	39	41301546: Microglia-Mediated Phagocytosis in Alzheimer's Disease: Mechanisms, Heterogeneity, and Therapeutic Insights. (2025) | 39771472: Molecular Targeting of Ischemic Stroke: The Promise of Naïve and Engineered Extracellular Vesicles. (2024) | 41572787: Monocyte-derived macrophages and their roles in ischemic stroke. (2026) | 38322014: Bystander activation of microglia by <i>Brucella abortus</i>-infected astrocytes induces neuronal death via IL-6 trans-signaling. (2023) | 34948237: Neuronal Loss after Stroke Due to Microglial Phagocytosis of Stressed Neurons. (2021)	200	cache	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=MFG-E8+phagoptosis+neuron+inflammation&format=json&pageSize=5&resultType=lite	results_v3/wave54_mfge8_debris_opsonin_audit/raw_api/europepmc_MFG-E8_phagoptosis_neuron_inflammation.json
ClinicalTrials.gov	MFGE8	5	NCT01892670: Storage Temperature and Quality of Leucoreduced Whole Blood | NCT02772835: nHFOV vs nCPAP: Effects on Gas Exchange for the Treatment of Neonates Recovering From RDS | NCT02529592: Endotoxin-induced Inflammatory and Behavioral Responses and Predictors of Individual Differences | NCT06615310: Ultrasonographic Parameters in Stroke Patients With Dysphagia | NCT06716411: Confirming the Effects of Acupuncture Treatments to Relieve Symptoms of Gulf War Illness	200	cache	https://clinicaltrials.gov/api/v2/studies?query.term=MFGE8&pageSize=5	results_v3/wave54_mfge8_debris_opsonin_audit/raw_api/clinicaltrials.gov_MFGE8.json
ClinicalTrials.gov	MFG-E8	5	NCT01892670: Storage Temperature and Quality of Leucoreduced Whole Blood | NCT02772835: nHFOV vs nCPAP: Effects on Gas Exchange for the Treatment of Neonates Recovering From RDS | NCT02529592: Endotoxin-induced Inflammatory and Behavioral Responses and Predictors of Individual Differences | NCT06615310: Ultrasonographic Parameters in Stroke Patients With Dysphagia | NCT06620107: NHFOV Vs NIPPV Post-extubation in Preterm Neonates	200	cache	https://clinicaltrials.gov/api/v2/studies?query.term=MFG-E8&pageSize=5	results_v3/wave54_mfge8_debris_opsonin_audit/raw_api/clinicaltrials.gov_MFG-E8.json
