dataset	gene	cell_state	endpoint	comparison	n	response_coef	response_p	model_status	formula	response_fdr	generic_response_coef	generic_response_p	target_generic_abs_ratio
GSE198520_RA_synovium_antiTNF	CD58	bulk_synovium	baseline_pre	good_vs_moderate_none	42	0.9104019298750732	0.002977517998379077	ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.05955035996758154	0.07772086018415321	0.5090457912785227	11.71373975684199
GSE198520_RA_synovium_antiTNF	CD58	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	42	0.7432666905832801	0.0800622542881338	ok	y ~ good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.266874180960446	-0.2765782952193097	0.035719825090885914	2.6873644947226065
GSE198520_RA_synovium_antiTNF	CD58	bulk_synovium	baseline_pre	moderate_good_vs_none	42	0.599351343555721	0.06964319309961695	ok	y ~ moderate_good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.266874180960446	0.20876608542271802	0.06816847649861915	2.8709229391456477
GSE198520_RA_synovium_antiTNF	CD58	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	42	0.14281476484493	0.7234858176908101	ok	y ~ moderate_good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.8511597855186002	-0.07901540616057734	0.5739828065449736	1.807429358202599
GSE198520_RA_synovium_antiTNF	IFI30	bulk_synovium	baseline_pre	good_vs_moderate_none	42	-0.25566685491705454	0.3778191741777486	ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.5397416773967837	0.07772086018415321	0.5090457912785227	3.289552564282908
GSE198520_RA_synovium_antiTNF	IFI30	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	42	0.0471753096152666	0.9166023889353889	ok	y ~ good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.9166023889353889	-0.2765782952193097	0.035719825090885914	0.17056764912756245
GSE198520_RA_synovium_antiTNF	IFI30	bulk_synovium	baseline_pre	moderate_good_vs_none	42	-0.049312231629096676	0.8702273858366724	ok	y ~ moderate_good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.9160288271964973	0.20876608542271802	0.06816847649861915	0.23620805807249426
GSE198520_RA_synovium_antiTNF	IFI30	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	42	0.34293627509798	0.42994544419660075	ok	y ~ moderate_good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.5732605922621343	-0.07901540616057734	0.5739828065449736	4.3401191205808045
GSE198520_RA_synovium_antiTNF	P4HB	bulk_synovium	baseline_pre	good_vs_moderate_none	42	0.5756132543511354	0.038032112689755364	ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.1901605634487768	0.07772086018415321	0.5090457912785227	7.40616165321983
GSE198520_RA_synovium_antiTNF	P4HB	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	42	0.4776157046642966	0.20239289121819695	ok	y ~ good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.42784773371930845	-0.2765782952193097	0.035719825090885914	1.7268734131345211
GSE198520_RA_synovium_antiTNF	P4HB	bulk_synovium	baseline_pre	moderate_good_vs_none	42	0.43252052240546074	0.13824138175988784	ok	y ~ moderate_good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.39497537645682246	0.20876608542271802	0.06816847649861915	2.0717949542890346
GSE198520_RA_synovium_antiTNF	P4HB	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	42	-0.10148032691121894	0.7807855057404083	ok	y ~ moderate_good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.8675394508226758	-0.07901540616057734	0.5739828065449736	1.2843106406994576
GSE198520_RA_synovium_antiTNF	SEL1L3	bulk_synovium	baseline_pre	good_vs_moderate_none	42	-0.8318158393101742	0.008055305708001448	ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.08055305708001448	0.07772086018415321	0.5090457912785227	10.702607219467911
GSE198520_RA_synovium_antiTNF	SEL1L3	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	42	-0.43868728735179624	0.2526646860337896	ok	y ~ good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.42784773371930845	-0.2765782952193097	0.035719825090885914	1.5861233326495991
GSE198520_RA_synovium_antiTNF	SEL1L3	bulk_synovium	baseline_pre	moderate_good_vs_none	42	-0.7725924783143463	0.01870214500015871	ok	y ~ moderate_good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.12468096666772474	0.20876608542271802	0.06816847649861915	3.700756647086474
GSE198520_RA_synovium_antiTNF	SEL1L3	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	42	-0.16952090532164804	0.6526234541819864	ok	y ~ moderate_good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.815779317727483	-0.07901540616057734	0.5739828065449736	2.145415856967727
GSE198520_RA_synovium_antiTNF	SPNS1	bulk_synovium	baseline_pre	good_vs_moderate_none	42	-0.5320297292344052	0.16040085592737452	ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.4010021398184363	0.07772086018415321	0.5090457912785227	6.845391674433406
GSE198520_RA_synovium_antiTNF	SPNS1	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	42	0.4235434224145109	0.23564243547191058	ok	y ~ good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.42784773371930845	-0.2765782952193097	0.035719825090885914	1.5313689820767273
GSE198520_RA_synovium_antiTNF	SPNS1	bulk_synovium	baseline_pre	moderate_good_vs_none	42	-0.4000719214004501	0.31136964125995953	ok	y ~ moderate_good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.47903021732301465	0.20876608542271802	0.06816847649861915	1.916364531098853
GSE198520_RA_synovium_antiTNF	SPNS1	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	42	0.3900358036740319	0.2567086402315851	ok	y ~ moderate_good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.42784773371930845	-0.07901540616057734	0.5739828065449736	4.93619944041533
