component	left_out	left_out_state	n_pre	n_month9	mean_pre	mean_month9	delta_month9_minus_pre	hedges_g	welch_p
hla_ii_without_cd74	GSM434516	pre_pregnancy_ms	7	9	11.482025650511904	11.534667672694447	0.05264202218254255	0.18249003646450723	0.7345612264950347
hla_ii_without_cd74	GSM434725	month9_pregnancy_ms	8	8	11.43294109496875	11.528230716791667	0.095289621822916	0.31120629025790825	0.5248769567483296
hla_ii_without_cd74	GSM434726	month9_pregnancy_ms	8	8	11.43294109496875	11.530061770625	0.09712067565624949	0.31698972357176114	0.5173371106286185
hla_ii_without_cd74	GSM434727	month9_pregnancy_ms	8	8	11.43294109496875	11.528383762697917	0.09544266772916643	0.3116875042967283	0.5242468555347056
hla_ii_without_cd74	GSM434728	month9_pregnancy_ms	8	8	11.43294109496875	11.57451283865625	0.14157174368749992	0.4859900040610659	0.33154256966335494
hla_ii_without_cd74	GSM434729	month9_pregnancy_ms	8	8	11.43294109496875	11.542744685333332	0.10980359036458154	0.3588696509738612	0.4649403761366061
hla_ii_without_cd74	GSM434730	month9_pregnancy_ms	8	8	11.43294109496875	11.50083501621875	0.06789392124999871	0.2296443732084115	0.6385008742963101
hla_ii_without_cd74	GSM434731	month9_pregnancy_ms	8	8	11.43294109496875	11.53953876528125	0.10659767031249956	0.34794824648485023	0.4782242046244865
hla_ii_without_cd74	GSM434732	month9_pregnancy_ms	8	8	11.43294109496875	11.514894900072917	0.08195380510416683	0.2705703445028088	0.5798344771483137
hla_ii_without_cd74	GSM434733	month9_pregnancy_ms	8	8	11.43294109496875	11.552806598572918	0.11986550360416715	0.3949693744858572	0.42301238758801946
ifn_apc	GSM434504	pre_pregnancy_ms	7	9	8.950407814857142	9.737609626439152	0.7872018115820101	1.4953030887751098	0.006567126897928059
ifn_apc	GSM434505	pre_pregnancy_ms	7	9	8.99429761930272	9.737609626439152	0.7433120071364314	1.2979279833381807	0.018595609896698864
ifn_apc	GSM434506	pre_pregnancy_ms	7	9	9.144749260183673	9.737609626439152	0.5928603662554792	0.9728652381904188	0.07055573613274443
ifn_apc	GSM434507	pre_pregnancy_ms	7	9	9.181489386812926	9.737609626439152	0.5561202396262264	0.9384294248190876	0.07691764159175278
ifn_apc	GSM434509	pre_pregnancy_ms	7	9	9.177776711962585	9.737609626439152	0.5598329144765675	0.9412326838309555	0.07651487671366335
ifn_apc	GSM434513	pre_pregnancy_ms	7	9	9.107283822336735	9.737609626439152	0.6303258041024176	1.0231947945850126	0.059845959761248395
ifn_apc	GSM434514	pre_pregnancy_ms	7	9	9.098981559248298	9.737609626439152	0.6386280671908544	1.036531048843308	0.05706984054993241
ifn_apc	GSM434516	pre_pregnancy_ms	7	9	9.158986786391155	9.737609626439152	0.5786228400479967	0.9577733056861428	0.07360764370198145
ifn_apc	GSM434725	month9_pregnancy_ms	8	8	9.101746620136904	9.73511853341369	0.6333719132767861	1.0280020184593341	0.047378314786708564
ifn_apc	GSM434726	month9_pregnancy_ms	8	8	9.101746620136904	9.6262264590625	0.5244798389255969	0.9446467937029301	0.06749228131344312
ifn_apc	GSM434727	month9_pregnancy_ms	8	8	9.101746620136904	9.769316559705356	0.6675699395684518	1.0918057029742214	0.036795872741731954
ifn_apc	GSM434728	month9_pregnancy_ms	8	8	9.101746620136904	9.855487668607143	0.7537410484702391	1.3768385866407065	0.012586064738370477
ifn_apc	GSM434729	month9_pregnancy_ms	8	8	9.101746620136904	9.755552997017856	0.6538063768809526	1.063716813593432	0.04113356960876443
ifn_apc	GSM434730	month9_pregnancy_ms	8	8	9.101746620136904	9.7174102591875	0.6156636390505952	1.0023170741281349	0.05243348481208253
ifn_apc	GSM434731	month9_pregnancy_ms	8	8	9.101746620136904	9.789990854690476	0.6882442345535722	1.140984686033736	0.03027535160256045
ifn_apc	GSM434732	month9_pregnancy_ms	8	8	9.101746620136904	9.703060534595238	0.6013139144583342	0.984872564900512	0.05617452085666186
ifn_apc	GSM434733	month9_pregnancy_ms	8	8	9.101746620136904	9.686322771672618	0.584576151535714	0.9682536145536829	0.06002016265200117
monocyte_marker	GSM434504	pre_pregnancy_ms	7	9	10.665707741000002	10.845034882207408	0.17932714120740556	0.7054874382526818	0.1584664140683006
monocyte_marker	GSM434505	pre_pregnancy_ms	7	9	10.717143985257144	10.845034882207408	0.12789089695026412	0.4235113028294178	0.4107389972279162
monocyte_marker	GSM434506	pre_pregnancy_ms	7	9	10.787552600923812	10.845034882207408	0.05748228128359578	0.19248339138462964	0.7041147196243518
monocyte_marker	GSM434507	pre_pregnancy_ms	7	9	10.787389250990476	10.845034882207408	0.057645631216932	0.1929697994157547	0.703429759808808
monocyte_marker	GSM434509	pre_pregnancy_ms	7	9	10.800722261328572	10.845034882207408	0.04431262087883603	0.15300065120616899	0.7606101114714595
monocyte_marker	GSM434513	pre_pregnancy_ms	7	9	10.745822338971431	10.845034882207408	0.09921254323597672	0.3206616526202424	0.5330361250406022
monocyte_marker	GSM434514	pre_pregnancy_ms	7	9	10.723472045904762	10.845034882207408	0.12156283630264575	0.3989967336269762	0.4385647451412328
monocyte_marker	GSM434516	pre_pregnancy_ms	7	9	10.765488889090477	10.845034882207408	0.07954599311693045	0.2586466242233806	0.6134013435270885
monocyte_marker	GSM434725	month9_pregnancy_ms	8	8	10.749162389183333	10.807754889541666	0.05859250035833341	0.19776048241978503	0.6825919623572584
monocyte_marker	GSM434726	month9_pregnancy_ms	8	8	10.749162389183333	10.818794404654167	0.06963201547083386	0.2297993889913687	0.634829199132943
monocyte_marker	GSM434727	month9_pregnancy_ms	8	8	10.749162389183333	10.842758991120833	0.09359660193750052	0.3024787639541891	0.5329549177623293
monocyte_marker	GSM434728	month9_pregnancy_ms	8	8	10.749162389183333	10.8982931343625	0.1491307451791677	0.5290492848858787	0.28533287696054804
monocyte_marker	GSM434729	month9_pregnancy_ms	8	8	10.749162389183333	10.883159131325	0.133996742141667	0.45321016962111377	0.35541104534718077
monocyte_marker	GSM434730	month9_pregnancy_ms	8	8	10.749162389183333	10.832094075079166	0.08293168589583289	0.26932905142442454	0.5782398933893992
monocyte_marker	GSM434731	month9_pregnancy_ms	8	8	10.749162389183333	10.866583412683333	0.11742102350000039	0.38481857490130217	0.4299079220030399
monocyte_marker	GSM434732	month9_pregnancy_ms	8	8	10.749162389183333	10.8311468020375	0.08198441285416713	0.26645822470584385	0.5822573367405719
monocyte_marker	GSM434733	month9_pregnancy_ms	8	8	10.749162389183333	10.8247290990625	0.07556670987916725	0.24725430042942056	0.609508430115625
pdc_marker	GSM434504	pre_pregnancy_ms	7	9	7.622793717887754	7.437666231571429	-0.18512748631632547	-0.8864656561541899	0.07488473983990643
pdc_marker	GSM434505	pre_pregnancy_ms	7	9	7.672166853913265	7.437666231571429	-0.23450062234183644	-1.0162193771605308	0.052947829977503094
pdc_marker	GSM434506	pre_pregnancy_ms	7	9	7.63612220382653	7.437666231571429	-0.19845597225510136	-0.9024055568629948	0.0758631130170125
pdc_marker	GSM434507	pre_pregnancy_ms	7	9	7.690699425025511	7.437666231571429	-0.2530331934540824	-1.117880738802617	0.03443511755893138
pdc_marker	GSM434509	pre_pregnancy_ms	7	9	7.7149114965816326	7.437666231571429	-0.27724526501020375	-1.3221415156552279	0.012472100620428393
pdc_marker	GSM434513	pre_pregnancy_ms	7	9	7.6687038489030614	7.437666231571429	-0.23103761733163264	-1.000877956454012	0.056162780988673056
pdc_marker	GSM434514	pre_pregnancy_ms	7	9	7.67954720072449	7.437666231571429	-0.241880969153061	-1.052499759907555	0.04574508251938495
pdc_marker	GSM434516	pre_pregnancy_ms	7	9	7.669354015209184	7.437666231571429	-0.23168778363775555	-1.0036803801830507	0.055569124696937464
pdc_marker	GSM434725	month9_pregnancy_ms	8	8	7.669287345258928	7.466321648870536	-0.20296569638839213	-0.9210311560053406	0.07175180535494648
pdc_marker	GSM434726	month9_pregnancy_ms	8	8	7.669287345258928	7.429142522602679	-0.2401448226562488	-1.0444209451187887	0.044592214706062984
pdc_marker	GSM434727	month9_pregnancy_ms	8	8	7.669287345258928	7.423270522209822	-0.24601682304910621	-1.0778814485843642	0.03899337289221182
pdc_marker	GSM434728	month9_pregnancy_ms	8	8	7.669287345258928	7.481640691258929	-0.18764665399999902	-0.9138754630293666	0.0738970471554944
pdc_marker	GSM434729	month9_pregnancy_ms	8	8	7.669287345258928	7.398885874830357	-0.27040147042857043	-1.2799046522176722	0.017022507402640805
pdc_marker	GSM434730	month9_pregnancy_ms	8	8	7.669287345258928	7.4187751519375	-0.2505121933214278	-1.1067605299879701	0.03468712935758098
pdc_marker	GSM434731	month9_pregnancy_ms	8	8	7.669287345258928	7.419503806973214	-0.24978353828571365	-1.1018721848645252	0.03538355217355717
pdc_marker	GSM434732	month9_pregnancy_ms	8	8	7.669287345258928	7.463450438839286	-0.20583690641964214	-0.9255299059361051	0.07056650742006082
pdc_marker	GSM434733	month9_pregnancy_ms	8	8	7.669287345258928	7.438005426620536	-0.2312819186383921	-1.001928193629891	0.05273331057420765
neutrophil_marker	GSM434504	pre_pregnancy_ms	7	9	8.75654725662857	9.115246073833333	0.35869881720476293	1.3140693280713431	0.014294315185834586
neutrophil_marker	GSM434505	pre_pregnancy_ms	7	9	8.7709291524	9.115246073833333	0.34431692143333237	1.222959110981337	0.02240426635940778
neutrophil_marker	GSM434506	pre_pregnancy_ms	7	9	8.813280318928571	9.115246073833333	0.30196575490476185	1.051186810272022	0.0460075896321333
neutrophil_marker	GSM434507	pre_pregnancy_ms	7	9	8.82644688357143	9.115246073833333	0.28879919026190315	1.019408094548546	0.05077854137034715
neutrophil_marker	GSM434509	pre_pregnancy_ms	7	9	8.844901771057142	9.115246073833333	0.27034430277619137	0.9905954800636353	0.05333671167778814
neutrophil_marker	GSM434513	pre_pregnancy_ms	7	9	8.771194891814286	9.115246073833333	0.3440511820190473	1.221472546991251	0.02256205917581666
neutrophil_marker	GSM434514	pre_pregnancy_ms	7	9	8.775400175	9.115246073833333	0.3398458988333335	1.1987804783702074	0.02507834258423451
neutrophil_marker	GSM434516	pre_pregnancy_ms	7	9	8.8467805588	9.115246073833333	0.2684655150333324	0.9887640516596231	0.05326414256126509
neutrophil_marker	GSM434725	month9_pregnancy_ms	8	8	8.800685126024998	9.110927278925	0.31024215290000257	1.0760764349977407	0.03935071373453344
neutrophil_marker	GSM434726	month9_pregnancy_ms	8	8	8.800685126024998	9.097784192675	0.2970990666500022	1.0408530019146252	0.0451727861907862
neutrophil_marker	GSM434727	month9_pregnancy_ms	8	8	8.800685126024998	9.1139151524875	0.3132300264625023	1.0858057392018396	0.03785818385130349
neutrophil_marker	GSM434728	month9_pregnancy_ms	8	8	8.800685126024998	9.173774694925001	0.3730895689000029	1.480322858001248	0.0075063192524487884
neutrophil_marker	GSM434729	month9_pregnancy_ms	8	8	8.800685126024998	9.14295041775	0.34226529172500264	1.2191667527925873	0.02194126420589146
neutrophil_marker	GSM434730	month9_pregnancy_ms	8	8	8.800685126024998	9.0653961178125	0.2647109917875028	1.0082349123766368	0.05117434599214733
neutrophil_marker	GSM434731	month9_pregnancy_ms	8	8	8.800685126024998	9.0782543431375	0.27756921711250193	1.011140287346586	0.050574884643799715
neutrophil_marker	GSM434732	month9_pregnancy_ms	8	8	8.800685126024998	9.1435859851	0.34290085907500156	1.2230217974321675	0.021591759464065528
neutrophil_marker	GSM434733	month9_pregnancy_ms	8	8	8.800685126024998	9.1106264816875	0.30994135566250236	1.0751331628062386	0.03949806019761993
platelet_marker	GSM434504	pre_pregnancy_ms	7	9	9.057215756482144	9.7930044368125	0.7357886803303568	0.9116511885509256	0.08549138636848083
platelet_marker	GSM434505	pre_pregnancy_ms	7	9	8.979880316464286	9.7930044368125	0.8131241203482151	0.9836171029056455	0.0682808890426542
platelet_marker	GSM434506	pre_pregnancy_ms	7	9	8.7663587189375	9.7930044368125	1.0266457178750006	1.4610415573700957	0.007325256666887959
platelet_marker	GSM434507	pre_pregnancy_ms	7	9	8.880719707116073	9.7930044368125	0.9122847296964274	1.1349913950400434	0.03762199088760825
platelet_marker	GSM434509	pre_pregnancy_ms	7	9	9.143440063526786	9.7930044368125	0.649564373285715	0.8737772610192982	0.08825675659472682
platelet_marker	GSM434513	pre_pregnancy_ms	7	9	8.930023233928573	9.7930044368125	0.8629812028839279	1.0499074190423636	0.0533905302858456
platelet_marker	GSM434514	pre_pregnancy_ms	7	9	9.013774017687501	9.7930044368125	0.7792304191249997	0.9477802378992018	0.07698380355655603
platelet_marker	GSM434516	pre_pregnancy_ms	7	9	9.007361769669643	9.7930044368125	0.7856426671428576	0.9540328376045935	0.07545511477460864
platelet_marker	GSM434725	month9_pregnancy_ms	8	8	8.972346697976564	9.789722462953124	0.8173757649765605	0.9886213468126254	0.05527110746687681
platelet_marker	GSM434726	month9_pregnancy_ms	8	8	8.972346697976564	9.839464446421875	0.8671177484453114	1.0583945113172124	0.04201866591216129
platelet_marker	GSM434727	month9_pregnancy_ms	8	8	8.972346697976564	9.906269538054687	0.9339228400781234	1.1959393744014721	0.024509364325872886
platelet_marker	GSM434728	month9_pregnancy_ms	8	8	8.972346697976564	9.719990364773437	0.7476436667968738	0.9252326595624855	0.07078830530610121
platelet_marker	GSM434729	month9_pregnancy_ms	8	8	8.972346697976564	9.776932595148438	0.804585897171874	0.9741672360239545	0.058478952619395265
platelet_marker	GSM434730	month9_pregnancy_ms	8	8	8.972346697976564	9.765685218695312	0.7933385207187484	0.9625322994389219	0.061190861345464954
platelet_marker	GSM434731	month9_pregnancy_ms	8	8	8.972346697976564	9.613852630007813	0.6415059320312491	0.9081568720576909	0.07944933434945135
platelet_marker	GSM434732	month9_pregnancy_ms	8	8	8.972346697976564	9.868111064304687	0.8957643663281232	1.1100535432261895	0.034270002513560036
platelet_marker	GSM434733	month9_pregnancy_ms	8	8	8.972346697976564	9.857011610953125	0.8846649129765609	1.0888963293463865	0.03725277498450615
erythroid_marker	GSM434504	pre_pregnancy_ms	7	9	8.434467587690477	11.297724344320988	2.863256756630511	1.3416495892546514	0.010103013573441273
erythroid_marker	GSM434505	pre_pregnancy_ms	7	9	8.590584323960318	11.297724344320988	2.7071400203606704	1.269797903772636	0.013777082354603946
erythroid_marker	GSM434506	pre_pregnancy_ms	7	9	8.147388404928572	11.297724344320988	3.1503359393924164	1.574711268062778	0.00383970751356884
erythroid_marker	GSM434507	pre_pregnancy_ms	7	9	8.73157059965873	11.297724344320988	2.566153744662259	1.2304713173483763	0.015942640211273836
erythroid_marker	GSM434509	pre_pregnancy_ms	7	9	8.666902989579366	11.297724344320988	2.630821354741622	1.245555078329383	0.015124007245557037
erythroid_marker	GSM434513	pre_pregnancy_ms	7	9	8.37966657759524	11.297724344320988	2.918057766725749	1.3746590264775747	0.008695552028031836
erythroid_marker	GSM434514	pre_pregnancy_ms	7	9	8.435376396849207	11.297724344320988	2.862347947471781	1.3411388076085788	0.010126306388926736
erythroid_marker	GSM434516	pre_pregnancy_ms	7	9	8.660854386904763	11.297724344320988	2.6368699574162253	1.2472235597283268	0.015031847573521592
erythroid_marker	GSM434725	month9_pregnancy_ms	8	8	8.505851408395834	11.870888006937498	3.365036598541664	2.052752866398751	0.0007622302922277454
erythroid_marker	GSM434726	month9_pregnancy_ms	8	8	8.505851408395834	10.99401828861111	2.4881668802152763	1.236892772314506	0.023554466892681765
erythroid_marker	GSM434727	month9_pregnancy_ms	8	8	8.505851408395834	11.70132854745139	3.195477139055555	1.6748586452448058	0.004165132568635998
erythroid_marker	GSM434728	month9_pregnancy_ms	8	8	8.505851408395834	11.243882231180557	2.7380308227847223	1.2821103030446794	0.02058048299398383
erythroid_marker	GSM434729	month9_pregnancy_ms	8	8	8.505851408395834	11.093530853680555	2.5876794452847207	1.2424934239759453	0.023529239691819005
erythroid_marker	GSM434730	month9_pregnancy_ms	8	8	8.505851408395834	11.210731392625	2.7048799842291658	1.2703336393543532	0.021470289669975537
erythroid_marker	GSM434731	month9_pregnancy_ms	8	8	8.505851408395834	11.121969697291668	2.6161182888958336	1.2472421982831357	0.023207811690566772
erythroid_marker	GSM434732	month9_pregnancy_ms	8	8	8.505851408395834	11.132963248194445	2.6271118397986104	1.249428934059719	0.023050486971584662
erythroid_marker	GSM434733	month9_pregnancy_ms	8	8	8.505851408395834	11.310206832916666	2.804355424520832	1.3109011825927936	0.018496772661586062
