component	left_out	left_out_state	n_pre	n_month9	mean_pre	mean_month9	delta_month9_minus_pre	hedges_g	welch_p
isg_only	GSM434504	pre_pregnancy_ms	7	9	7.687639104657144	8.732593821459258	1.0449547168021134	1.5505595814402222	0.005117009951629607
isg_only	GSM434505	pre_pregnancy_ms	7	9	7.7242151133095245	8.732593821459258	1.008378708149733	1.4166455914847265	0.01056218972996013
isg_only	GSM434506	pre_pregnancy_ms	7	9	7.915176752828572	8.732593821459258	0.8174170686306859	1.0675083760400104	0.04836617542188379
isg_only	GSM434507	pre_pregnancy_ms	7	9	7.979482388109524	8.732593821459258	0.7531114333497335	1.0251349438638229	0.052952472065400255
isg_only	GSM434509	pre_pregnancy_ms	7	9	7.940477354319048	8.732593821459258	0.7921164671402092	1.0469784392170969	0.051180214399942796
isg_only	GSM434513	pre_pregnancy_ms	7	9	7.875320600128572	8.732593821459258	0.8572732213306855	1.1098315806702805	0.041970379129138737
isg_only	GSM434514	pre_pregnancy_ms	7	9	7.87324240137619	8.732593821459258	0.8593514200830672	1.112383811962143	0.04158503863176097
isg_only	GSM434516	pre_pregnancy_ms	7	9	7.934917889804763	8.732593821459258	0.7976759316544948	1.0510705487046867	0.050661080157013365
isg_only	GSM434725	month9_pregnancy_ms	8	8	7.866308950566666	8.726211055904166	0.8599021053374996	1.1131146171987574	0.033668487631845295
isg_only	GSM434726	month9_pregnancy_ms	8	8	7.866308950566666	8.583657508062501	0.7173485574958347	1.0470309178378372	0.04543018094626884
isg_only	GSM434727	month9_pregnancy_ms	8	8	7.866308950566666	8.7789519470875	0.9126429965208329	1.193578352327408	0.024293235693371384
isg_only	GSM434728	month9_pregnancy_ms	8	8	7.866308950566666	8.870128407675	1.0038194571083343	1.4366832982207711	0.009352261541172805
isg_only	GSM434729	month9_pregnancy_ms	8	8	7.866308950566666	8.7638715717	0.897562621133333	1.1671516038742755	0.027049556061832205
isg_only	GSM434730	month9_pregnancy_ms	8	8	7.866308950566666	8.7289824283625	0.8626734777958331	1.1165530046719432	0.03320445151641614
isg_only	GSM434731	month9_pregnancy_ms	8	8	7.866308950566666	8.801938100441665	0.9356291498749991	1.2399739326798085	0.02011752484018204
isg_only	GSM434732	month9_pregnancy_ms	8	8	7.866308950566666	8.682403510683333	0.8160945601166665	1.0692581185622845	0.040176366255927465
isg_only	GSM434733	month9_pregnancy_ms	8	8	7.866308950566666	8.657199863216665	0.7908909126499983	1.052822884766117	0.04296792601364668
cd74_alone	GSM434504	pre_pregnancy_ms	7	9	12.345381178571428	12.472027164444444	0.1266459858730169	0.4449728005651128	0.3471595172797677
cd74_alone	GSM434505	pre_pregnancy_ms	7	9	12.383307454285713	12.472027164444444	0.08871971015873115	0.28501035398567115	0.5569046767014613
cd74_alone	GSM434506	pre_pregnancy_ms	7	9	12.44600249	12.472027164444444	0.026024674444444784	0.08446092654352845	0.8604655487024857
cd74_alone	GSM434507	pre_pregnancy_ms	7	9	12.407035518571428	12.472027164444444	0.06499164587301642	0.20521830227095678	0.6731622947786087
cd74_alone	GSM434509	pre_pregnancy_ms	7	9	12.459875659999998	12.472027164444444	0.01215150444444646	0.04056009331445131	0.9319974035896539
cd74_alone	GSM434513	pre_pregnancy_ms	7	9	12.400455855714284	12.472027164444444	0.07157130873016015	0.22648832007567263	0.6415554327401674
cd74_alone	GSM434514	pre_pregnancy_ms	7	9	12.394403494285713	12.472027164444444	0.07762367015873117	0.24656148783853432	0.6121271152924088
cd74_alone	GSM434516	pre_pregnancy_ms	7	9	12.452878698571427	12.472027164444444	0.019148465873017884	0.06293025008230217	0.8952969986816903
cd74_alone	GSM434725	month9_pregnancy_ms	8	8	12.41116754375	12.50271176125	0.09154421749999919	0.2970787634064158	0.5399479229670614
cd74_alone	GSM434726	month9_pregnancy_ms	8	8	12.41116754375	12.4417033825	0.030535838749999655	0.09902870834157806	0.8371224372671605
cd74_alone	GSM434727	month9_pregnancy_ms	8	8	12.41116754375	12.4699112425	0.05874369874999985	0.1854429060906803	0.7008943991480235
cd74_alone	GSM434728	month9_pregnancy_ms	8	8	12.41116754375	12.519166015	0.10799847124999928	0.3649184059103247	0.45299441229086823
cd74_alone	GSM434729	month9_pregnancy_ms	8	8	12.41116754375	12.436685415	0.025517871249999047	0.08359282896914047	0.8621935805670635
cd74_alone	GSM434730	month9_pregnancy_ms	8	8	12.41116754375	12.416566735	0.0053991912499995465	0.01877759282494548	0.9688761996361193
cd74_alone	GSM434731	month9_pregnancy_ms	8	8	12.41116754375	12.4543785775	0.04321103374999957	0.13762577491654832	0.7753006434080839
cd74_alone	GSM434732	month9_pregnancy_ms	8	8	12.41116754375	12.521058945	0.10989140124999963	0.37355465854827097	0.44258872846334163
cd74_alone	GSM434733	month9_pregnancy_ms	8	8	12.41116754375	12.48606240625	0.074894862499999	0.23774483106614921	0.6229990977935529
receptor_only_cd74_cd44_cxcr4	GSM434504	pre_pregnancy_ms	7	9	10.780651412049602	10.924276856455245	0.14362544440564307	0.5653896795189015	0.31856300704366386
receptor_only_cd74_cd44_cxcr4	GSM434505	pre_pregnancy_ms	7	9	10.828598269267856	10.924276856455245	0.09567858718738975	0.4196757459514521	0.4470923520057638
receptor_only_cd74_cd44_cxcr4	GSM434506	pre_pregnancy_ms	7	9	10.831951803533729	10.924276856455245	0.09232505292151671	0.411542940330964	0.45479821119378
receptor_only_cd74_cd44_cxcr4	GSM434507	pre_pregnancy_ms	7	9	10.745522125859125	10.924276856455245	0.17875473059612013	0.7257224574920198	0.20879991800180248
receptor_only_cd74_cd44_cxcr4	GSM434509	pre_pregnancy_ms	7	9	10.761147868001984	10.924276856455245	0.16312898845326096	0.6460817518074472	0.2590340277362011
receptor_only_cd74_cd44_cxcr4	GSM434513	pre_pregnancy_ms	7	9	10.809032378706348	10.924276856455245	0.11524447774889701	0.4721227730915545	0.39817123503239693
receptor_only_cd74_cd44_cxcr4	GSM434514	pre_pregnancy_ms	7	9	10.712774921444444	10.924276856455245	0.2115019350108014	0.9742966584288193	0.09923053171167526
receptor_only_cd74_cd44_cxcr4	GSM434516	pre_pregnancy_ms	7	9	10.73325557916468	10.924276856455245	0.19102127729056484	0.8020706303958363	0.16807360281961367
receptor_only_cd74_cd44_cxcr4	GSM434725	month9_pregnancy_ms	8	8	10.775366794753474	10.941609188953123	0.16624239419964937	0.6627075422533255	0.194312332671211
receptor_only_cd74_cd44_cxcr4	GSM434726	month9_pregnancy_ms	8	8	10.775366794753474	10.916648168734373	0.1412813739808989	0.5570686652598428	0.26766960323893463
receptor_only_cd74_cd44_cxcr4	GSM434727	month9_pregnancy_ms	8	8	10.775366794753474	10.908870212703125	0.13350341794965104	0.5306698810583089	0.29025931440424385
receptor_only_cd74_cd44_cxcr4	GSM434728	month9_pregnancy_ms	8	8	10.775366794753474	10.923094364663193	0.14772756990971914	0.5810117910203539	0.24876344096596886
receptor_only_cd74_cd44_cxcr4	GSM434729	month9_pregnancy_ms	8	8	10.775366794753474	10.905323843684027	0.12995704893055304	0.5194582457977692	0.3004594276547141
receptor_only_cd74_cd44_cxcr4	GSM434730	month9_pregnancy_ms	8	8	10.775366794753474	10.923349765064234	0.14798297031076046	0.5820023261916031	0.24801186610331255
receptor_only_cd74_cd44_cxcr4	GSM434731	month9_pregnancy_ms	8	8	10.775366794753474	10.932824376361111	0.15745758160763756	0.6212641360021472	0.22007710916064888
receptor_only_cd74_cd44_cxcr4	GSM434732	month9_pregnancy_ms	8	8	10.775366794753474	10.952649258979166	0.1772824642256925	0.7236059188853354	0.16285225155756655
receptor_only_cd74_cd44_cxcr4	GSM434733	month9_pregnancy_ms	8	8	10.775366794753474	10.91412252895486	0.13875573420138565	0.5482124443747229	0.275035337259642
hla_ii_without_cd74	GSM434504	pre_pregnancy_ms	7	9	11.341181746130953	11.534667672694447	0.1934859265634934	0.8153291401130969	0.14080039318186585
hla_ii_without_cd74	GSM434505	pre_pregnancy_ms	7	9	11.432326811309524	11.534667672694447	0.10234086138492238	0.3338138099500186	0.5416017308677075
hla_ii_without_cd74	GSM434506	pre_pregnancy_ms	7	9	11.43504453507143	11.534667672694447	0.09962313762301633	0.32498049137859636	0.5520875801898194
hla_ii_without_cd74	GSM434507	pre_pregnancy_ms	7	9	11.415341774083332	11.534667672694447	0.11932589861111431	0.39211362459458443	0.47507855186057757
hla_ii_without_cd74	GSM434509	pre_pregnancy_ms	7	9	11.51863621832143	11.534667672694447	0.01603145437301734	0.0648395418023461	0.9016258498769991
hla_ii_without_cd74	GSM434513	pre_pregnancy_ms	7	9	11.433583185821428	11.534667672694447	0.10108448687301852	0.32971606155832284	0.5464531204216233
hla_ii_without_cd74	GSM434514	pre_pregnancy_ms	7	9	11.4053888385	11.534667672694447	0.1292788341944462	0.4295086555269852	0.4349528295767979
