context	gene	ensembl_id	token_id	n_disease_cells	n_control_cells	n_disease_cells_with_token	mean_shift_to_control_cosine	mean_projection_to_control	mean_embedding_delta_norm	random_mean_shift_to_control_cosine	random_sd_shift_to_control_cosine	random_mean_projection_to_control	interpretation
IBD_myeloid	LTA4H	ENSG00000111144	3815	24	24	1	0.0006248354911804199	0.031413108110427856	0.3650165796279907	-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	CHI3L1	ENSG00000133048	6605	24	24	0				-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	token_not_detected_in_selected_disease_cells
IBD_myeloid	C15ORF48			24	24	0				-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	not_in_geneformer_token_dictionary
IBD_myeloid	SNX10	ENSG00000086300	1685	24	24	4	0.0001885741949081421	0.020692791789770126	0.2790055572986603	-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	CBX3	ENSG00000122565	5228	24	24	7	-0.00035965442657470703	-0.008854342624545097	0.2754722833633423	-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	FMNL2	ENSG00000157827	9991	24	24	0				-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	token_not_detected_in_selected_disease_cells
IBD_myeloid	TNFAIP8L1	ENSG00000185361	15268	24	24	0				-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	token_not_detected_in_selected_disease_cells
IBD_myeloid	HIF1A	ENSG00000100644	2347	24	24	10	-0.00022322536096908152	0.0058214860036969185	0.47782498598098755	-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	TGM2	ENSG00000198959	16955	24	24	1	3.874301910400391e-06	0.01407298631966114	0.3146063983440399	-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	STAT1	ENSG00000115415	4387	24	24	4	0.00041297078132629395	0.05406865477561951	0.4934192895889282	-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	IFITM2	ENSG00000185201	15228	24	24	8	-0.0004544854164123535	0.038894325494766235	1.0651631355285645	-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	IFITM3	ENSG00000142089	8085	24	24	4	0.0003738701343536377	0.030726687982678413	0.5405356884002686	-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	CFB	ENSG00000243649	18408	24	24	0				-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	token_not_detected_in_selected_disease_cells
IBD_myeloid	MMP7	ENSG00000137673	7398	24	24	0				-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	token_not_detected_in_selected_disease_cells
IBD_myeloid	SERPINA1	ENSG00000197249	16438	24	24	5	0.001053118729032576	0.06556294858455658	0.5778180360794067	-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	LIPA	ENSG00000107798	3422	24	24	3	0.0007635752554051578	0.015291846357285976	0.5223774313926697	-0.00020728674199846055	0.0007882430592283572	-0.00283692456367943	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_stromal	LTA4H	ENSG00000111144	3815	24	24	1	-0.00016546249389648438	0.032780200242996216	0.24864701926708221	-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_stromal	CHI3L1	ENSG00000133048	6605	24	24	6	0.00047844648361206055	0.16196702420711517	0.5818941593170166	-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_stromal	C15ORF48			24	24	0				-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	not_in_geneformer_token_dictionary
IBD_stromal	SNX10	ENSG00000086300	1685	24	24	0				-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	token_not_detected_in_selected_disease_cells
IBD_stromal	CBX3	ENSG00000122565	5228	24	24	3	-3.4570693969726562e-06	0.004462518263608217	0.32917818427085876	-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_stromal	FMNL2	ENSG00000157827	9991	24	24	0				-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	token_not_detected_in_selected_disease_cells
IBD_stromal	TNFAIP8L1	ENSG00000185361	15268	24	24	1	-0.0010117888450622559	-0.0358252078294754	0.37786051630973816	-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_stromal	HIF1A	ENSG00000100644	2347	24	24	9	9.940067684510723e-05	0.03261604532599449	0.41071388125419617	-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_stromal	TGM2	ENSG00000198959	16955	24	24	4	0.0005429089069366455	0.045304328203201294	0.41060346364974976	-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_stromal	STAT1	ENSG00000115415	4387	24	24	7	-0.00023812055587768555	-0.009279712103307247	0.3964678943157196	-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_stromal	IFITM2	ENSG00000185201	15228	24	24	6	0.0006990134716033936	0.05188211798667908	0.8745114803314209	-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_stromal	IFITM3	ENSG00000142089	8085	24	24	21	-0.00010500635107746348	0.06540344655513763	0.8121868371963501	-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_stromal	CFB	ENSG00000243649	18408	24	24	1	0.0004558563232421875	0.08389893174171448	0.4797109067440033	-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_stromal	MMP7	ENSG00000137673	7398	24	24	0				-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	token_not_detected_in_selected_disease_cells
IBD_stromal	SERPINA1	ENSG00000197249	16438	24	24	0				-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	token_not_detected_in_selected_disease_cells
IBD_stromal	LIPA	ENSG00000107798	3422	24	24	0				-5.977849165598552e-06	0.00038502960204829983	0.01289052290505626	token_not_detected_in_selected_disease_cells
IBD_epithelial	LTA4H	ENSG00000111144	3815	24	24	0				0.00023412538899315728	0.0004921053348315983	0.03436329448595643	token_not_detected_in_selected_disease_cells
