context	gene	ensembl_id	token_id	n_disease_cells	n_control_cells	n_disease_cells_with_token	mean_shift_to_control_cosine	mean_projection_to_control	mean_embedding_delta_norm	random_mean_shift_to_control_cosine	random_sd_shift_to_control_cosine	random_mean_projection_to_control	interpretation	cosine_shift_z_vs_random	projection_minus_random	candidate_support_flag
IBD_epithelial	CBX3	ENSG00000122565	5228.0	24	24	4	0.0003774762153625	0.0346194207668304	0.2962425947189331	0.0002341253889931	0.0004921053348315	0.0343632944859564	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.2913011020668658	0.000256126280874	True
IBD_epithelial	FMNL2	ENSG00000157827	9991.0	24	24	1	0.0003138184547424	0.0667158141732215	0.2992823719978332	0.0002341253889931	0.0004921053348315	0.0343632944859564	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.16194310467409864	0.0323525196872651	False
IBD_epithelial	TNFAIP8L1	ENSG00000185361	15268.0	24	24	0				0.0002341253889931	0.0004921053348315	0.0343632944859564	token_not_detected_in_selected_disease_cells			False
IBD_epithelial	HIF1A	ENSG00000100644	2347.0	24	24	2	1.5109777450561523e-05	0.0076849604956805	0.2567055821418762	0.0002341253889931	0.0004921053348315	0.0343632944859564	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.4450583971367244	-0.0266783339902759	False
IBD_epithelial	TGM2	ENSG00000198959	16955.0	24	24	1	0.0004650950431823	0.0674119442701339	0.2592735290527344	0.0002341253889931	0.0004921053348315	0.0343632944859564	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.4693500310625275	0.0330486497841775	False
IBD_epithelial	STAT1	ENSG00000115415	4387.0	24	24	0				0.0002341253889931	0.0004921053348315	0.0343632944859564	token_not_detected_in_selected_disease_cells			False
IBD_epithelial	IFITM2	ENSG00000185201	15228.0	24	24	2	-0.000100165605545	0.1029043719172477	0.3604809045791626	0.0002341253889931	0.0004921053348315	0.0343632944859564	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.6793078044003797	0.0685410774312913	False
IBD_epithelial	IFITM3	ENSG00000142089	8085.0	24	24	3	0.0011638602009043	0.0959725677967071	0.5048062205314636	0.0002341253889931	0.0004921053348315	0.0343632944859564	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.8893004121354364	0.061609273310750695	True
IBD_epithelial	CFB	ENSG00000243649	18408.0	24	24	0				0.0002341253889931	0.0004921053348315	0.0343632944859564	token_not_detected_in_selected_disease_cells			False
IBD_epithelial	MMP7	ENSG00000137673	7398.0	24	24	0				0.0002341253889931	0.0004921053348315	0.0343632944859564	token_not_detected_in_selected_disease_cells			False
IBD_epithelial	SERPINA1	ENSG00000197249	16438.0	24	24	3	0.0003612836298998	0.0044690179638564	0.5743845105171204	0.0002341253889931	0.0004921053348315	0.0343632944859564	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.2583963877372713	-0.029894276522100003	False
IBD_epithelial	LIPA	ENSG00000107798	3422.0	24	24	0				0.0002341253889931	0.0004921053348315	0.0343632944859564	token_not_detected_in_selected_disease_cells			False
psoriasis_keratinocyte	LTA4H	ENSG00000111144	3815.0	24	24	0				-0.0002539091640048	0.0014850351148484	-0.0029382349166553	token_not_detected_in_selected_disease_cells			False
psoriasis_keratinocyte	CHI3L1	ENSG00000133048	6605.0	24	24	3	-0.0002753734588623	-0.0039441213011741	0.4879771173000335	-0.0002539091640048	0.0014850351148484	-0.0029382349166553	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.014453728832998813	-0.0010058863845187997	False
psoriasis_keratinocyte	C15ORF48			24	24	0				-0.0002539091640048	0.0014850351148484	-0.0029382349166553	not_in_geneformer_token_dictionary			False
psoriasis_keratinocyte	SNX10	ENSG00000086300	1685.0	24	24	0				-0.0002539091640048	0.0014850351148484	-0.0029382349166553	token_not_detected_in_selected_disease_cells			False
psoriasis_keratinocyte	CBX3	ENSG00000122565	5228.0	24	24	3	-0.0005620519514195	-0.0271938741207122	0.4003280103206634	-0.0002539091640048	0.0014850351148484	-0.0029382349166553	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.20749865396021747	-0.0242556392040569	False
psoriasis_keratinocyte	FMNL2	ENSG00000157827	9991.0	24	24	4	-9.781122207641602e-05	0.0262496806681156	0.6053847074508667	-0.0002539091640048	0.0014850351148484	-0.0029382349166553	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.10511397364790209	0.0291879155847709	True
psoriasis_keratinocyte	TNFAIP8L1	ENSG00000185361	15268.0	24	24	0				-0.0002539091640048	0.0014850351148484	-0.0029382349166553	token_not_detected_in_selected_disease_cells			False
psoriasis_keratinocyte	HIF1A	ENSG00000100644	2347.0	24	24	6	-0.000305950641632	-0.0409081690013408	0.4608316421508789	-0.0002539091640048	0.0014850351148484	-0.0029382349166553	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.0350439374172729	-0.0379699340846855	False
psoriasis_keratinocyte	TGM2	ENSG00000198959	16955.0	24	24	0				-0.0002539091640048	0.0014850351148484	-0.0029382349166553	token_not_detected_in_selected_disease_cells			False
psoriasis_keratinocyte	STAT1	ENSG00000115415	4387.0	24	24	5	9.256601333618164e-05	0.0067683919332921	0.3732182681560516	-0.0002539091640048	0.0014850351148484	-0.0029382349166553	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.2333111007791567	0.0097066268499474	True
psoriasis_keratinocyte	IFITM2	ENSG00000185201	15228.0	24	24	0				-0.0002539091640048	0.0014850351148484	-0.0029382349166553	token_not_detected_in_selected_disease_cells			False
psoriasis_keratinocyte	IFITM3	ENSG00000142089	8085.0	24	24	9	0.0002154906542273	0.0119485268369317	0.5340775847434998	-0.0002539091640048	0.0014850351148484	-0.0029382349166553	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.31608667939142887	0.014886761753587	True
psoriasis_keratinocyte	CFB	ENSG00000243649	18408.0	24	24	0				-0.0002539091640048	0.0014850351148484	-0.0029382349166553	token_not_detected_in_selected_disease_cells			False
psoriasis_keratinocyte	MMP7	ENSG00000137673	7398.0	24	24	1	0.0055081844329833	0.2123439759016037	0.9732382893562316	-0.0002539091640048	0.0014850351148484	-0.0029382349166553	positive_shift_means_deleted_embedding_moved_toward_control_centroid	3.880105958017245	0.215282210818259	False
psoriasis_keratinocyte	SERPINA1	ENSG00000197249	16438.0	24	24	0				-0.0002539091640048	0.0014850351148484	-0.0029382349166553	token_not_detected_in_selected_disease_cells			False
psoriasis_keratinocyte	LIPA	ENSG00000107798	3422.0	24	24	0				-0.0002539091640048	0.0014850351148484	-0.0029382349166553	token_not_detected_in_selected_disease_cells			False
t1d_acinar	LTA4H	ENSG00000111144	3815.0	24	24	0				-0.0002969528237978	0.0004624611944916	-0.0455256628984999	token_not_detected_in_selected_disease_cells			False
t1d_acinar	CHI3L1	ENSG00000133048	6605.0	24	24	0				-0.0002969528237978	0.0004624611944916	-0.0455256628984999	token_not_detected_in_selected_disease_cells			False
t1d_acinar	C15ORF48			24	24	0				-0.0002969528237978	0.0004624611944916	-0.0455256628984999	not_in_geneformer_token_dictionary			False
t1d_acinar	SNX10	ENSG00000086300	1685.0	24	24	4	-0.0001640766859054	-0.0425532087683677	0.4066505432128906	-0.0002969528237978	0.0004624611944916	-0.0455256628984999	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.28732386516986674	0.002972454130132203	True
t1d_acinar	CBX3	ENSG00000122565	5228.0	24	24	3	-0.0001629789621802	0.0044644344598054	0.4050507545471191	-0.0002969528237978	0.0004624611944916	-0.0455256628984999	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.2896975210317532	0.0499900973583053	True
t1d_acinar	FMNL2	ENSG00000157827	9991.0	24	24	0				-0.0002969528237978	0.0004624611944916	-0.0455256628984999	token_not_detected_in_selected_disease_cells			False
t1d_acinar	TNFAIP8L1	ENSG00000185361	15268.0	24	24	0				-0.0002969528237978	0.0004624611944916	-0.0455256628984999	token_not_detected_in_selected_disease_cells			False
t1d_acinar	HIF1A	ENSG00000100644	2347.0	24	24	5	0.0001822710037231	0.0048887496814131	0.4415039420127868	-0.0002969528237978	0.0004624611944916	-0.0455256628984999	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.0362465720993688	0.050414412579913	True
t1d_acinar	TGM2	ENSG00000198959	16955.0	24	24	1	0.000481367111206	0.0434712022542953	0.5251993536949158	-0.0002969528237978	0.0004624611944916	-0.0455256628984999	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.6829951232112237	0.0889968651527952	False
t1d_acinar	STAT1	ENSG00000115415	4387.0	24	24	0				-0.0002969528237978	0.0004624611944916	-0.0455256628984999	token_not_detected_in_selected_disease_cells			False
t1d_acinar	IFITM2	ENSG00000185201	15228.0	24	24	0				-0.0002969528237978	0.0004624611944916	-0.0455256628984999	token_not_detected_in_selected_disease_cells			False
t1d_acinar	IFITM3	ENSG00000142089	8085.0	24	24	1	-0.0002691745758056	0.0130909625440835	0.528658926486969	-0.0002969528237978	0.0004624611944916	-0.0455256628984999	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.06006611651543571	0.0586166254425834	False
t1d_acinar	CFB	ENSG00000243649	18408.0	24	24	4	0.0001856088638305	-0.0386082455515861	0.4741963744163513	-0.0002969528237978	0.0004624611944916	-0.0455256628984999	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.0434641725102949	0.006917417346913798	True
t1d_acinar	MMP7	ENSG00000137673	7398.0	24	24	0				-0.0002969528237978	0.0004624611944916	-0.0455256628984999	token_not_detected_in_selected_disease_cells			False
t1d_acinar	SERPINA1	ENSG00000197249	16438.0	24	24	0				-0.0002969528237978	0.0004624611944916	-0.0455256628984999	token_not_detected_in_selected_disease_cells			False
t1d_acinar	LIPA	ENSG00000107798	3422.0	24	24	0				-0.0002969528237978	0.0004624611944916	-0.0455256628984999	token_not_detected_in_selected_disease_cells			False
t1d_stellate	LTA4H	ENSG00000111144	3815.0	24	24	1	-0.0005869269371032	-0.0309946797788143	0.3477829396724701	-0.0002506400148073	0.0008182684087674	-0.0065274577447982	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.4109738549022886	-0.0244672220340161	False
t1d_stellate	CHI3L1	ENSG00000133048	6605.0	24	24	8	-0.0003647580742835	-0.0043040364980697	0.4949296712875366	-0.0002506400148073	0.0008182684087674	-0.0065274577447982	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.13946286848358463	0.0022234212467285	False
t1d_stellate	C15ORF48			24	24	0				-0.0002506400148073	0.0008182684087674	-0.0065274577447982	not_in_geneformer_token_dictionary			False
t1d_stellate	SNX10	ENSG00000086300	1685.0	24	24	0				-0.0002506400148073	0.0008182684087674	-0.0065274577447982	token_not_detected_in_selected_disease_cells			False
t1d_stellate	CBX3	ENSG00000122565	5228.0	24	24	7	-0.0009177838219329	-0.0442056283354759	0.4982742369174957	-0.0002506400148073	0.0008182684087674	-0.0065274577447982	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.8153116996543387	-0.0376781705906777	False
t1d_stellate	FMNL2	ENSG00000157827	9991.0	24	24	1	2.974271774291992e-05	-0.0158470161259174	0.3193839192390442	-0.0002506400148073	0.0008182684087674	-0.0065274577447982	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.342653742398017	-0.0093195583811192	False
t1d_stellate	TNFAIP8L1	ENSG00000185361	15268.0	24	24	0				-0.0002506400148073	0.0008182684087674	-0.0065274577447982	token_not_detected_in_selected_disease_cells			False
t1d_stellate	HIF1A	ENSG00000100644	2347.0	24	24	1	0.0010288953781127	0.065492071211338	0.5906820297241211	-0.0002506400148073	0.0008182684087674	-0.0065274577447982	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.5637110992069587	0.0720195289561362	False
t1d_stellate	TGM2	ENSG00000198959	16955.0	24	24	1	0.0008646845817565	0.0576923787593841	0.5642297863960266	-0.0002506400148073	0.0008182684087674	-0.0065274577447982	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.3630302534151004	0.0642198365041823	False
t1d_stellate	STAT1	ENSG00000115415	4387.0	24	24	0				-0.0002506400148073	0.0008182684087674	-0.0065274577447982	token_not_detected_in_selected_disease_cells			False
t1d_stellate	IFITM2	ENSG00000185201	15228.0	24	24	1	0.0013522505760192	-0.0714187175035476	0.6258528828620911	-0.0002506400148073	0.0008182684087674	-0.0065274577447982	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.9588811857481057	-0.0648912597587494	False
t1d_stellate	IFITM3	ENSG00000142089	8085.0	24	24	4	-8.296966552734375e-05	-0.0165431126952171	0.6115851402282715	-0.0002506400148073	0.0008182684087674	-0.0065274577447982	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.20490874080367688	-0.010015654950418902	False
t1d_stellate	CFB	ENSG00000243649	18408.0	24	24	0				-0.0002506400148073	0.0008182684087674	-0.0065274577447982	token_not_detected_in_selected_disease_cells			False
t1d_stellate	MMP7	ENSG00000137673	7398.0	24	24	0				-0.0002506400148073	0.0008182684087674	-0.0065274577447982	token_not_detected_in_selected_disease_cells			False
t1d_stellate	SERPINA1	ENSG00000197249	16438.0	24	24	1	-0.0008429884910583	-0.0044906893745064	0.5381660461425781	-0.0002506400148073	0.0008182684087674	-0.0065274577447982	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.7239048579955385	0.0020367683702918003	False
t1d_stellate	LIPA	ENSG00000107798	3422.0	24	24	0				-0.0002506400148073	0.0008182684087674	-0.0065274577447982	token_not_detected_in_selected_disease_cells			False
t1d_endothelial	LTA4H	ENSG00000111144	3815.0	24	24	0				-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	token_not_detected_in_selected_disease_cells			False
t1d_endothelial	CHI3L1	ENSG00000133048	6605.0	24	24	1	-0.0004210472106933	0.0226708352565765	0.4117584228515625	-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.4217039870825528	0.0089351130300202	False
t1d_endothelial	C15ORF48			24	24	0				-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	not_in_geneformer_token_dictionary			False
t1d_endothelial	SNX10	ENSG00000086300	1685.0	24	24	0				-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	token_not_detected_in_selected_disease_cells			False
t1d_endothelial	CBX3	ENSG00000122565	5228.0	24	24	4	-0.0004748255014419	0.0167663190513849	0.5406402945518494	-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.47756293124521665	0.0030305968248286012	False
t1d_endothelial	FMNL2	ENSG00000157827	9991.0	24	24	0				-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	token_not_detected_in_selected_disease_cells			False
t1d_endothelial	TNFAIP8L1	ENSG00000185361	15268.0	24	24	6	0.0002021392137976	0.0331925898790359	0.4608432054519653	-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.22559318811585244	0.0194568676524796	True
t1d_endothelial	HIF1A	ENSG00000100644	2347.0	24	24	2	0.0007194578647613	0.0092696426436305	0.4661772549152374	-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.7629266220394318	-0.004466079582925801	False
t1d_endothelial	TGM2	ENSG00000198959	16955.0	24	24	0				-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	token_not_detected_in_selected_disease_cells			False
t1d_endothelial	STAT1	ENSG00000115415	4387.0	24	24	0				-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	token_not_detected_in_selected_disease_cells			False
t1d_endothelial	IFITM2	ENSG00000185201	15228.0	24	24	0				-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	token_not_detected_in_selected_disease_cells			False
t1d_endothelial	IFITM3	ENSG00000142089	8085.0	24	24	2	0.0003888309001922	0.0143005931749939	0.3448600769042969	-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.41950787638104226	0.0005648709484375996	False
t1d_endothelial	CFB	ENSG00000243649	18408.0	24	24	0				-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	token_not_detected_in_selected_disease_cells			False
t1d_endothelial	MMP7	ENSG00000137673	7398.0	24	24	4	8.600950241088867e-05	0.0146680474281311	0.4147590100765228	-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.10497048007365892	0.0009323252015747997	True
t1d_endothelial	SERPINA1	ENSG00000197249	16438.0	24	24	1	-2.437829971313477e-05	0.0358084514737129	0.4797138571739197	-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.009688167295968246	0.0220727292471566	False
t1d_endothelial	LIPA	ENSG00000107798	3422.0	24	24	0				-1.505100064807468e-05	0.0009627516515886	0.0137357222265563	token_not_detected_in_selected_disease_cells			False
sjogren_APC	LTA4H	ENSG00000111144	3815.0	24	24	3	-0.0010270079365	-0.0443385131657123	0.4435279369354248	-0.0002525664038128	0.0007572186437666	-0.0255608281198268	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-1.022744935115344	-0.018777685045885503	False
sjogren_APC	CHI3L1	ENSG00000133048	6605.0	24	24	0				-0.0002525664038128	0.0007572186437666	-0.0255608281198268	token_not_detected_in_selected_disease_cells			False
sjogren_APC	C15ORF48			24	24	0				-0.0002525664038128	0.0007572186437666	-0.0255608281198268	not_in_geneformer_token_dictionary			False
sjogren_APC	SNX10	ENSG00000086300	1685.0	24	24	2	-0.0009612441062927	-0.1286861002445221	0.5430530309677124	-0.0002525664038128	0.0007572186437666	-0.0255608281198268	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.9358957393795208	-0.1031252721246953	False
sjogren_APC	CBX3	ENSG00000122565	5228.0	24	24	3	0.0012442469596862	0.1058424711227417	0.6254176497459412	-0.0002525664038128	0.0007572186437666	-0.0255608281198268	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.9767254488788946	0.1314032992425685	True
sjogren_APC	FMNL2	ENSG00000157827	9991.0	24	24	0				-0.0002525664038128	0.0007572186437666	-0.0255608281198268	token_not_detected_in_selected_disease_cells			False
sjogren_APC	TNFAIP8L1	ENSG00000185361	15268.0	24	24	0				-0.0002525664038128	0.0007572186437666	-0.0255608281198268	token_not_detected_in_selected_disease_cells			False
sjogren_APC	HIF1A	ENSG00000100644	2347.0	24	24	0				-0.0002525664038128	0.0007572186437666	-0.0255608281198268	token_not_detected_in_selected_disease_cells			False
sjogren_APC	TGM2	ENSG00000198959	16955.0	24	24	0				-0.0002525664038128	0.0007572186437666	-0.0255608281198268	token_not_detected_in_selected_disease_cells			False
sjogren_APC	STAT1	ENSG00000115415	4387.0	24	24	3	-0.0010679563274607	-0.0786444768309593	0.4007908403873443	-0.0002525664038128	0.0007572186437666	-0.0255608281198268	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-1.0768223027261203	-0.05308364871113251	False
sjogren_APC	IFITM2	ENSG00000185201	15228.0	24	24	0				-0.0002525664038128	0.0007572186437666	-0.0255608281198268	token_not_detected_in_selected_disease_cells			False
