model	added_covariates	n_design_columns	design_condition	foamy_adjusted_beta	cluster_ci_low	cluster_ci_high	cluster_p	donor_wild_p	max_variant_fwer_p	leave_one_donor_min_beta	leave_one_donor_max_beta	leave_one_donor_all_positive	n_leave_one_donor_estimated
base		5	4.62009412727375	0.4932504005050997	0.17632101842562597	0.8101797825845729	0.0022855686245360626	0.004626651244495851	0.059616467945106846	0.3839098670487991	0.5864049402033066	True	21
resident_adjusted	resident_microglia_identity	6	4.858999842256906	0.753419881656465	0.40204995027205187	1.1047898130408789	2.638382140435216e-05	0.0012066626444578517	0.0012066626444578517	0.6202393372918419	0.8322144192702482	True	21
mims_adjusted	mims_deoverlapped	6	5.167286766954696	0.37240566545787523	0.0883358779667765	0.656475452948974	0.010186156308351652	0.012456625144582852	0.18893603687987706	0.28928256041813477	0.46854026759222234	True	21
resident_and_mims_adjusted	resident_microglia_identity;mims_deoverlapped	7	5.8716517087933955	0.5166587972502935	0.19907254180326422	0.8342450526973233	0.0014299921149672518	0.008609971300095666	0.04526318245605848	0.41987192670027884	0.584263856700383	True	21
