analysis	disease_name	compartment	gene	module	group	gene_metric	module_metric	n	spearman_r	spearman_p	relationship
psoriasis_skin_apc	psoriasis	skin APC	TNFAIP3	mixscale_validated_ifng_readout	all_donors	mean_log_norm	high_fraction	6	-0.7142857142857143	0.11078717201166179	weak_negative
psoriasis_skin_apc	psoriasis	skin APC	TNFAIP3	mixscale_validated_ifng_readout	all_donors	detection_fraction	mean_score	6	-0.6	0.208	weak_negative
psoriasis_skin_apc	psoriasis	skin APC	TNFAIP3	mixscale_validated_ifng_readout	all_donors	detection_fraction	high_fraction	6	-0.6	0.208	weak_negative
psoriasis_skin_apc	psoriasis	skin APC	TNFAIP3	mixscale_validated_ifng_readout	case_only	mean_log_norm	mean_score	3			insufficient
psoriasis_skin_apc	psoriasis	skin APC	TNFAIP3	mixscale_validated_ifng_readout	case_only	mean_log_norm	high_fraction	3			insufficient
psoriasis_skin_apc	psoriasis	skin APC	TNFAIP3	mixscale_validated_ifng_readout	case_only	detection_fraction	mean_score	3			insufficient
psoriasis_skin_apc	psoriasis	skin APC	TNFAIP3	mixscale_validated_ifng_readout	case_only	detection_fraction	high_fraction	3			insufficient
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	hla_ii_apc	all_donors	mean_log_norm	mean_score	36	0.65997425997426	1.1923867492668846e-05	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	hla_ii_apc	all_donors	mean_log_norm	high_fraction	36	0.2967824967824968	0.07879934316137094	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	hla_ii_apc	all_donors	detection_fraction	mean_score	36	0.7765765765765766	2.5900818856406336e-08	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	hla_ii_apc	all_donors	detection_fraction	high_fraction	36	0.45353925353925356	0.0054678191889087	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	hla_ii_apc	case_only	mean_log_norm	mean_score	18	0.7481940144478844	0.00035556828754260215	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	hla_ii_apc	case_only	mean_log_norm	high_fraction	18	0.31888544891640863	0.19712791388889883	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	hla_ii_apc	case_only	detection_fraction	mean_score	18	0.8369453044375645	1.4859874205555093e-05	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	hla_ii_apc	case_only	detection_fraction	high_fraction	18	0.4592363261093911	0.0552156619872672	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	ifn_apc	all_donors	mean_log_norm	mean_score	36	0.7776061776061777	2.4152538905600944e-08	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	ifn_apc	all_donors	mean_log_norm	high_fraction	36	0.5933075933075934	0.00013687871750486975	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	ifn_apc	all_donors	detection_fraction	mean_score	36	0.8643500643500645	1.102606968912571e-11	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	ifn_apc	all_donors	detection_fraction	high_fraction	36	0.720978120978121	7.056298571350363e-07	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	ifn_apc	case_only	mean_log_norm	mean_score	18	0.8018575851393188	6.280599966390896e-05	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	ifn_apc	case_only	mean_log_norm	high_fraction	18	0.6904024767801857	0.001516024984122774	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	ifn_apc	case_only	detection_fraction	mean_score	18	0.8761609907120743	1.872778539615231e-06	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	ifn_apc	case_only	detection_fraction	high_fraction	18	0.7894736842105263	9.781072774060511e-05	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	lysosomal_apc	all_donors	mean_log_norm	mean_score	36	0.7817245817245818	1.8194655124655782e-08	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	lysosomal_apc	all_donors	mean_log_norm	high_fraction	36	0.7240669240669242	5.997224593034957e-07	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	lysosomal_apc	all_donors	detection_fraction	mean_score	36	0.8676962676962677	7.407878722889329e-12	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	lysosomal_apc	all_donors	detection_fraction	high_fraction	36	0.8285714285714287	4.412065392355373e-10	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	lysosomal_apc	case_only	mean_log_norm	mean_score	18	0.8328173374613003	1.7901901423159214e-05	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	lysosomal_apc	case_only	mean_log_norm	high_fraction	18	0.7915376676986584	9.103407554058782e-05	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	lysosomal_apc	case_only	detection_fraction	mean_score	18	0.8844169246646028	1.1079209990776842e-06	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	lysosomal_apc	case_only	detection_fraction	high_fraction	18	0.8555211558307534	6.005632918162662e-06	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mif_cd74_receptor_state	all_donors	mean_log_norm	mean_score	36	0.41570141570141567	0.011686898375100221	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mif_cd74_receptor_state	all_donors	mean_log_norm	high_fraction	36	0.05997425997425997	0.7282465163675166	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mif_cd74_receptor_state	all_donors	detection_fraction	mean_score	36	0.577091377091377	0.0002290477424551418	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mif_cd74_receptor_state	all_donors	detection_fraction	high_fraction	36	0.2370656370656371	0.16388230392237066	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mif_cd74_receptor_state	case_only	mean_log_norm	mean_score	18	0.4613003095975232	0.053990476377347385	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mif_cd74_receptor_state	case_only	mean_log_norm	high_fraction	18	0.06914344685242517	0.785147870866694	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mif_cd74_receptor_state	case_only	detection_fraction	mean_score	18	0.5913312693498451	0.009747493195938692	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mif_cd74_receptor_state	case_only	detection_fraction	high_fraction	18	0.21568627450980388	0.3900270258208051	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mixscale_validated_ifng_readout	all_donors	mean_log_norm	mean_score	36	0.6947232947232947	2.5914193629476486e-06	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mixscale_validated_ifng_readout	all_donors	mean_log_norm	high_fraction	36	0.8898326898326899	3.9325445583516687e-13	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mixscale_validated_ifng_readout	all_donors	detection_fraction	mean_score	36	0.8175032175032174	1.1671595883714708e-09	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mixscale_validated_ifng_readout	all_donors	detection_fraction	high_fraction	36	0.8733590733590734	3.685128716245877e-12	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mixscale_validated_ifng_readout	case_only	mean_log_norm	mean_score	18	0.7420020639834881	0.0004226651503398137	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mixscale_validated_ifng_readout	case_only	mean_log_norm	high_fraction	18	0.9009287925696594	3.4061802943964577e-07	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mixscale_validated_ifng_readout	case_only	detection_fraction	mean_score	18	0.8204334365325078	3.0420805277771528e-05	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CD74	mixscale_validated_ifng_readout	case_only	detection_fraction	high_fraction	18	0.9029927760577915	2.8975155060171105e-07	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	hla_ii_apc	all_donors	mean_log_norm	mean_score	36	0.41595881595881595	0.011629894967682	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	hla_ii_apc	all_donors	mean_log_norm	high_fraction	36	0.08288288288288288	0.6308185009619165	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	hla_ii_apc	all_donors	detection_fraction	mean_score	36	0.43577863577863574	0.007892194744038726	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	hla_ii_apc	all_donors	detection_fraction	high_fraction	36	0.12149292149292151	0.4802797099014092	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	hla_ii_apc	case_only	mean_log_norm	mean_score	18	0.5232198142414861	0.025867451500142018	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	hla_ii_apc	case_only	mean_log_norm	high_fraction	18	0.15376676986584106	0.5424031647570589	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	hla_ii_apc	case_only	detection_fraction	mean_score	18	0.4901960784313726	0.03890344572344584	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	hla_ii_apc	case_only	detection_fraction	high_fraction	18	0.16615067079463364	0.5099504603438955	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	ifn_apc	all_donors	mean_log_norm	mean_score	36	0.4213642213642214	0.010486092714310107	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	ifn_apc	all_donors	mean_log_norm	high_fraction	36	0.2164736164736165	0.20476111504809613	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	ifn_apc	all_donors	detection_fraction	mean_score	36	0.4321750321750322	0.008482804121955161	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	ifn_apc	all_donors	detection_fraction	high_fraction	36	0.23886743886743886	0.1606079741102318	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	ifn_apc	case_only	mean_log_norm	mean_score	18	0.5190918472652218	0.02727852870001698	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	ifn_apc	case_only	mean_log_norm	high_fraction	18	0.3931888544891641	0.10648479569520818	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	ifn_apc	case_only	detection_fraction	mean_score	18	0.47781217750258	0.04491215118822409	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	ifn_apc	case_only	detection_fraction	high_fraction	18	0.3684210526315789	0.13248715636055627	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	lysosomal_apc	all_donors	mean_log_norm	mean_score	36	0.5250965250965252	0.0010083546568012784	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	lysosomal_apc	all_donors	mean_log_norm	high_fraction	36	0.4522522522522523	0.005618808568298309	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	lysosomal_apc	all_donors	detection_fraction	mean_score	36	0.5227799227799228	0.0010713739111129516	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	lysosomal_apc	all_donors	detection_fraction	high_fraction	36	0.4553410553410554	0.005262314447559641	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	lysosomal_apc	case_only	mean_log_norm	mean_score	18	0.632610939112487	0.004841232347066897	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	lysosomal_apc	case_only	mean_log_norm	high_fraction	18	0.5624355005159958	0.015110986482633103	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	lysosomal_apc	case_only	detection_fraction	mean_score	18	0.5995872033023736	0.008536698768223008	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	lysosomal_apc	case_only	detection_fraction	high_fraction	18	0.5376676986584108	0.021371414657806474	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mif_cd74_receptor_state	all_donors	mean_log_norm	mean_score	36	0.023423423423423427	0.8921382490082714	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mif_cd74_receptor_state	all_donors	mean_log_norm	high_fraction	36	-0.23294723294723296	0.1715463034908757	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mif_cd74_receptor_state	all_donors	detection_fraction	mean_score	36	0.03835263835263836	0.8242545635746613	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mif_cd74_receptor_state	all_donors	detection_fraction	high_fraction	36	-0.19485199485199484	0.2547828533049376	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mif_cd74_receptor_state	case_only	mean_log_norm	mean_score	18	0.08359133126934985	0.7415774315720881	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mif_cd74_receptor_state	case_only	mean_log_norm	high_fraction	18	-0.16202270381836945	0.5206651056985048	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mif_cd74_receptor_state	case_only	detection_fraction	mean_score	18	0.038183694530443756	0.8804304907652737	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mif_cd74_receptor_state	case_only	detection_fraction	high_fraction	18	-0.15376676986584106	0.5424031647570589	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mixscale_validated_ifng_readout	all_donors	mean_log_norm	mean_score	36	0.5070785070785071	0.0015979852098987062	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mixscale_validated_ifng_readout	all_donors	mean_log_norm	high_fraction	36	0.7001287001287002	2.005042691780816e-06	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mixscale_validated_ifng_readout	all_donors	detection_fraction	mean_score	36	0.5294723294723295	0.0008981946615110944	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mixscale_validated_ifng_readout	all_donors	detection_fraction	high_fraction	36	0.7016731016731017	1.8614181512890421e-06	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mixscale_validated_ifng_readout	case_only	mean_log_norm	mean_score	18	0.5954592363261093	0.009125961400493128	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mixscale_validated_ifng_readout	case_only	mean_log_norm	high_fraction	18	0.7007223942208461	0.0011989848082819955	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mixscale_validated_ifng_readout	case_only	detection_fraction	mean_score	18	0.6016511867905057	0.008253780479294348	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CIITA	mixscale_validated_ifng_readout	case_only	detection_fraction	high_fraction	18	0.6573787409700722	0.00303028954279417	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	hla_ii_apc	all_donors	mean_log_norm	mean_score	36	0.3226806803001235	0.05492689558481758	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	hla_ii_apc	all_donors	mean_log_norm	high_fraction	36	0.21211357818450605	0.21425242202497644	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	hla_ii_apc	all_donors	detection_fraction	mean_score	36	0.40799002948490054	0.013507805174124766	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	hla_ii_apc	all_donors	detection_fraction	high_fraction	36	0.3077322142798302	0.06787697170300265	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	hla_ii_apc	case_only	mean_log_norm	mean_score	18	0.4470831778038688	0.06285794533903538	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	hla_ii_apc	case_only	mean_log_norm	high_fraction	18	0.15487869900826864	0.539451827651373	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	hla_ii_apc	case_only	detection_fraction	mean_score	18	0.49044921352618404	0.03878740765622304	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	hla_ii_apc	case_only	detection_fraction	high_fraction	18	0.18998453745014288	0.4501964482558194	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	ifn_apc	all_donors	mean_log_norm	mean_score	36	0.2152063642576702	0.20748913774663943	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	ifn_apc	all_donors	mean_log_norm	high_fraction	36	0.1958764513003944	0.2522443733658178	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	ifn_apc	all_donors	detection_fraction	mean_score	36	0.29793839171481046	0.0775856788536809	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	ifn_apc	all_donors	detection_fraction	high_fraction	36	0.28969096218637286	0.08657105972778181	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	ifn_apc	case_only	mean_log_norm	mean_score	18	0.2983996267559309	0.2290704028579112	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	ifn_apc	case_only	mean_log_norm	high_fraction	18	0.21786270327163126	0.3851445400702273	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	ifn_apc	case_only	detection_fraction	mean_score	18	0.3190501199570334	0.19688376837854585	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	ifn_apc	case_only	detection_fraction	high_fraction	18	0.24264329511295424	0.33197371253681346	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	lysosomal_apc	all_donors	mean_log_norm	mean_score	36	0.08840213525794116	0.6081616818365468	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	lysosomal_apc	all_donors	mean_log_norm	high_fraction	36	0.06262891798157348	0.7167032174959737	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	lysosomal_apc	all_donors	detection_fraction	mean_score	36	0.16701044795086262	0.3302758165721166	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	lysosomal_apc	all_donors	detection_fraction	high_fraction	36	0.14974239237569625	0.3833852049220786	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	lysosomal_apc	case_only	mean_log_norm	mean_score	18	0.2953020527757656	0.23417313935468048	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	lysosomal_apc	case_only	mean_log_norm	high_fraction	18	0.2127000799713556	0.3967810214956465	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	lysosomal_apc	case_only	detection_fraction	mean_score	18	0.3097573980165373	0.21097502619053402	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	lysosomal_apc	case_only	detection_fraction	high_fraction	18	0.23335057317245805	0.35138655252503775	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mif_cd74_receptor_state	all_donors	mean_log_norm	mean_score	36	0.23015483027796343	0.17688637568595278	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mif_cd74_receptor_state	all_donors	mean_log_norm	high_fraction	36	0.10103101172336133	0.557676528608878	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mif_cd74_receptor_state	all_donors	detection_fraction	mean_score	36	0.3440724506395086	0.039899397903941626	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mif_cd74_receptor_state	all_donors	detection_fraction	high_fraction	36	0.21597956077596123	0.2058216938437055	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mif_cd74_receptor_state	case_only	mean_log_norm	mean_score	18	0.25503359103361567	0.307086918956153	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mif_cd74_receptor_state	case_only	mean_log_norm	high_fraction	18	-0.04026846174214984	0.8739502105652158	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mif_cd74_receptor_state	case_only	detection_fraction	mean_score	18	0.28187923219504896	0.2571192297222309	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mif_cd74_receptor_state	case_only	detection_fraction	high_fraction	18	-0.02374806718126786	0.9254795326112247	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mixscale_validated_ifng_readout	all_donors	mean_log_norm	mean_score	36	0.14020630198344022	0.4147351130537058	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mixscale_validated_ifng_readout	all_donors	mean_log_norm	high_fraction	36	0.1726805557516635	0.3138821980118234	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mixscale_validated_ifng_readout	all_donors	detection_fraction	mean_score	36	0.227319776377563	0.1824279491881587	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mixscale_validated_ifng_readout	all_donors	detection_fraction	high_fraction	36	0.2118558460117424	0.21482280144422258	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mixscale_validated_ifng_readout	case_only	mean_log_norm	mean_score	18	0.12700053318678028	0.6155431702638511	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mixscale_validated_ifng_readout	case_only	mean_log_norm	high_fraction	18	0.3056272993763168	0.2174436700109492	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mixscale_validated_ifng_readout	case_only	detection_fraction	mean_score	18	0.15384617434821352	0.5421921648290595	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CLEC16A	mixscale_validated_ifng_readout	case_only	detection_fraction	high_fraction	18	0.3366030391779705	0.17199716078588909	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	hla_ii_apc	all_donors	mean_log_norm	mean_score	36	0.5333333333333333	0.0008099796424444845	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	hla_ii_apc	all_donors	mean_log_norm	high_fraction	36	0.14723294723294725	0.3914974224248126	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	hla_ii_apc	all_donors	detection_fraction	mean_score	36	0.6241956241956241	4.7383063001602447e-05	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	hla_ii_apc	all_donors	detection_fraction	high_fraction	36	0.26872586872586873	0.11302091500164459	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	hla_ii_apc	case_only	mean_log_norm	mean_score	18	0.6615067079463364	0.0027914618317622245	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	hla_ii_apc	case_only	mean_log_norm	high_fraction	18	0.2280701754385965	0.36270020849471024	flat
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	hla_ii_apc	case_only	detection_fraction	mean_score	18	0.7089783281733747	0.000986925867795126	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	hla_ii_apc	case_only	detection_fraction	high_fraction	18	0.30443756449948395	0.21933066080450503	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	ifn_apc	all_donors	mean_log_norm	mean_score	36	0.6481338481338481	1.9198543952009244e-05	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	ifn_apc	all_donors	mean_log_norm	high_fraction	36	0.45508365508365517	0.0052912581386732075	weak_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	ifn_apc	all_donors	detection_fraction	mean_score	36	0.7106821106821107	1.1952122104721021e-06	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	ifn_apc	all_donors	detection_fraction	high_fraction	36	0.5433719433719434	0.0006154689676651555	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	ifn_apc	case_only	mean_log_norm	mean_score	18	0.6945304437564499	0.001381771331863962	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	ifn_apc	case_only	mean_log_norm	high_fraction	18	0.5706914344685242	0.013384281348823386	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	ifn_apc	case_only	detection_fraction	mean_score	18	0.7192982456140351	0.0007666636665897193	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	ifn_apc	case_only	detection_fraction	high_fraction	18	0.6119711042311662	0.0069502747121612885	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	lysosomal_apc	all_donors	mean_log_norm	mean_score	36	0.8805662805662806	1.4417173823101092e-12	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	lysosomal_apc	all_donors	mean_log_norm	high_fraction	36	0.8398970398970399	1.514096036687913e-10	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	lysosomal_apc	all_donors	detection_fraction	mean_score	36	0.9413127413127413	1.3200914002580738e-17	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	lysosomal_apc	all_donors	detection_fraction	high_fraction	36	0.9032175032175033	4.834812592719824e-14	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	lysosomal_apc	case_only	mean_log_norm	mean_score	18	0.9050567595459237	2.4558859473677996e-07	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	lysosomal_apc	case_only	mean_log_norm	high_fraction	18	0.8555211558307534	6.005632918162662e-06	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	lysosomal_apc	case_only	detection_fraction	mean_score	18	0.9360165118679051	1.154188499143572e-08	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	lysosomal_apc	case_only	detection_fraction	high_fraction	18	0.890608875128999	7.277473705445723e-07	feedback_like_positive
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	CTSS	mif_cd74_receptor_state	all_donors	mean_log_norm	mean_score	36	0.3181467181467182	0.05862748572601716	weak_positive
