path	line	check	status	detail
docs/onboarding/ANALOGY_SAFETY_REVIEW_V55.md	31	table_column_count	PASS	expected=5 actual=5
docs/onboarding/ANALOGY_SAFETY_REVIEW_V55.md	32	table_column_count	PASS	expected=5 actual=5
docs/onboarding/ANALOGY_SAFETY_REVIEW_V55.md	33	table_column_count	PASS	expected=5 actual=5
docs/onboarding/ANALOGY_SAFETY_REVIEW_V55.md	34	table_column_count	PASS	expected=5 actual=5
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	1	one_h1	PASS	h1_count=1
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	1	first_heading_h1	PASS	first_level=1
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	8	heading_level_step	PASS	previous=h1 current=h2 text=Route Contract
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	18	heading_level_step	PASS	previous=h2 current=h2 text=Result
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	39	heading_level_step	PASS	previous=h2 current=h2 text=What This Prevents
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	49	heading_level_step	PASS	previous=h2 current=h2 text=Limits
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	1	unique_heading_paths	PASS	no duplicate full heading paths
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	22	table_header_nonempty	PASS	columns=5
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	23	table_header_separator	PASS	header=5 separator=5
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	24	table_column_count	PASS	expected=5 actual=5
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	25	table_column_count	PASS	expected=5 actual=5
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	26	table_column_count	PASS	expected=5 actual=5
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	27	table_column_count	PASS	expected=5 actual=5
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	28	table_column_count	PASS	expected=5 actual=5
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	29	table_column_count	PASS	expected=5 actual=5
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	30	table_column_count	PASS	expected=5 actual=5
docs/onboarding/ANTI_DUPLICATION_ROUTE_REVIEW_V55.md	31	table_column_count	PASS	expected=5 actual=5
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	1	one_h1	PASS	h1_count=1
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	1	first_heading_h1	PASS	first_level=1
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	11	heading_level_step	PASS	previous=h1 current=h2 text=The Short Version
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	35	heading_level_step	PASS	previous=h2 current=h2 text=The Attractive First Story
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	50	heading_level_step	PASS	previous=h2 current=h2 text=The Hidden Design Problem
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	74	heading_level_step	PASS	previous=h2 current=h2 text=How The Problem Was Detected
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	76	heading_level_step	PASS	previous=h2 current=h3 text=1. Cross-Tabulate Outcome And Source
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	81	heading_level_step	PASS	previous=h3 current=h3 text=2. Measure Label-Source Association
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	87	heading_level_step	PASS	previous=h3 current=h3 text=3. Compare Raw And Source-Adjusted Results
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	93	heading_level_step	PASS	previous=h3 current=h3 text=4. Check Other Partitions Rather Than Generalize One Failure
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	100	heading_level_step	PASS	previous=h3 current=h2 text=What Changed
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	112	heading_level_step	PASS	previous=h2 current=h2 text=What Still Survives
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	135	heading_level_step	PASS	previous=h2 current=h2 text=The Prospective Repair
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	153	heading_level_step	PASS	previous=h2 current=h2 text=A Reusable Confound Check
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	158	heading_level_step	PASS	previous=h2 current=h3 text=Before Looking At The Biological Contrast
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	166	heading_level_step	PASS	previous=h3 current=h3 text=During Analysis
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	174	heading_level_step	PASS	previous=h3 current=h3 text=At Interpretation
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	184	heading_level_step	PASS	previous=h3 current=h2 text=What This Case Does Not Teach
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	200	heading_level_step	PASS	previous=h2 current=h2 text=Trace The Evidence
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	1	unique_heading_paths	PASS	no duplicate full heading paths
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	102	table_header_nonempty	PASS	columns=2
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	103	table_header_separator	PASS	header=2 separator=2
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	104	table_column_count	PASS	expected=2 actual=2
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	105	table_column_count	PASS	expected=2 actual=2
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	106	table_column_count	PASS	expected=2 actual=2
docs/onboarding/CASE_STUDY_BRAIN_BANK_CONFOUND.md	107	table_column_count	PASS	expected=2 actual=2
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	1	one_h1	PASS	h1_count=1
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	1	first_heading_h1	PASS	first_level=1
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	11	heading_level_step	PASS	previous=h1 current=h2 text=The Short Version
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	29	heading_level_step	PASS	previous=h2 current=h2 text=Why Separation Matters
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	42	heading_level_step	PASS	previous=h2 current=h2 text=Stage 1: Preserve The Source
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	58	heading_level_step	PASS	previous=h2 current=h2 text=Stage 2: Classify The Relationship Honestly
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	73	heading_level_step	PASS	previous=h2 current=h2 text=Stage 3: Remove The Authority Words
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	94	heading_level_step	PASS	previous=h2 current=h2 text=Stage 4: Build A Discriminating Prediction
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	112	heading_level_step	PASS	previous=h2 current=h2 text=Stage 5: Check Whether The Data Match The Verb
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	131	heading_level_step	PASS	previous=h2 current=h2 text=Stage 6: Run And Record A New Result Separately
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	146	heading_level_step	PASS	previous=h2 current=h2 text=Three Procedural Examples
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	151	heading_level_step	PASS	previous=h2 current=h3 text=A Model Suggests A Confound
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	162	heading_level_step	PASS	previous=h3 current=h3 text=A Database Calls A Protein Druggable
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	174	heading_level_step	PASS	previous=h3 current=h3 text=A Paper Reports A Similar Biomarker
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	184	heading_level_step	PASS	previous=h3 current=h2 text=Red Flags That Stop Authority Transfer
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	199	heading_level_step	PASS	previous=h2 current=h2 text=Copy-Ready Context-To-Test Card
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	227	heading_level_step	PASS	previous=h2 current=h2 text=Trace The Policy
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	1	unique_heading_paths	PASS	no duplicate full heading paths
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	62	table_header_nonempty	PASS	columns=3
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	63	table_header_separator	PASS	header=3 separator=3
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	64	table_column_count	PASS	expected=3 actual=3
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	65	table_column_count	PASS	expected=3 actual=3
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	66	table_column_count	PASS	expected=3 actual=3
docs/onboarding/CASE_STUDY_CONTEXT_TO_TEST.md	67	table_column_count	PASS	expected=3 actual=3
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	1	one_h1	PASS	h1_count=1
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	1	first_heading_h1	PASS	first_level=1
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	11	heading_level_step	PASS	previous=h1 current=h2 text=The Short Version
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	30	heading_level_step	PASS	previous=h2 current=h2 text=The Four Links A Target Needs
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	48	heading_level_step	PASS	previous=h2 current=h2 text=Reversal 1: GPR25 Was The Attractive Favorite
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	50	heading_level_step	PASS	previous=h2 current=h3 text=Why It Looked Good
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	62	heading_level_step	PASS	previous=h3 current=h3 text=First Correction: The Direction Reversed
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	79	heading_level_step	PASS	previous=h3 current=h3 text=Second Correction: The Gene Was Not Resolved
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	90	heading_level_step	PASS	previous=h3 current=h3 text=Third Correction: Shape Did Not Repair Direction
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	104	heading_level_step	PASS	previous=h3 current=h3 text=What Would Reopen GPR25
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	121	heading_level_step	PASS	previous=h3 current=h2 text=The KIF21B Contrast
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	143	heading_level_step	PASS	previous=h2 current=h2 text=Reversal 2: PTGER4 Was Druggable But Direction-Conflicted
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	145	heading_level_step	PASS	previous=h2 current=h3 text=Why It Looked Good
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	150	heading_level_step	PASS	previous=h3 current=h3 text=The Harder Test
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	165	heading_level_step	PASS	previous=h3 current=h3 text=Why Tractability Could Not Rescue It
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	176	heading_level_step	PASS	previous=h3 current=h3 text=What Would Reopen PTGER4
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	192	heading_level_step	PASS	previous=h3 current=h2 text=What The Project Learned
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	194	heading_level_step	PASS	previous=h2 current=h3 text=Druggability Is Directional
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	199	heading_level_step	PASS	previous=h3 current=h3 text=Familiar Protein Classes Can Bias Prioritization
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	205	heading_level_step	PASS	previous=h3 current=h3 text=A Real Locus Is Not A Drug Nomination
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	211	heading_level_step	PASS	previous=h3 current=h3 text=Reopening Requires New Information
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	217	heading_level_step	PASS	previous=h3 current=h2 text=A Checklist For New Target Ideas
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	235	heading_level_step	PASS	previous=h2 current=h2 text=Trace The Evidence
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	1	unique_heading_paths	PASS	no duplicate full heading paths
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	1	contextual_repeated_heading_labels	PASS	labels=1 instances=2 full_paths_unique=True
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	41	table_header_nonempty	PASS	columns=3
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	42	table_header_separator	PASS	header=3 separator=3
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	43	table_column_count	PASS	expected=3 actual=3
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	44	table_column_count	PASS	expected=3 actual=3
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	45	table_column_count	PASS	expected=3 actual=3
docs/onboarding/CASE_STUDY_GENETICS_REVERSALS.md	46	table_column_count	PASS	expected=3 actual=3
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	1	one_h1	PASS	h1_count=1
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	1	first_heading_h1	PASS	first_level=1
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	10	heading_level_step	PASS	previous=h1 current=h2 text=Choose A Route
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	12	heading_level_step	PASS	previous=h2 current=h3 text=Ten Minutes
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	24	heading_level_step	PASS	previous=h3 current=h3 text=Forty-Five Minutes
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	30	heading_level_step	PASS	previous=h3 current=h3 text=Deep Review
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	37	heading_level_step	PASS	previous=h3 current=h2 text=Case 1: A Contrast Can Be Real And Still Misassigned
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	39	heading_level_step	PASS	previous=h2 current=h3 text=Read
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	43	heading_level_step	PASS	previous=h3 current=h3 text=Initial Story
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	47	heading_level_step	PASS	previous=h3 current=h3 text=Harder Question
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	52	heading_level_step	PASS	previous=h3 current=h3 text=Honest Result
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	59	heading_level_step	PASS	previous=h3 current=h3 text=Reflection
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	69	heading_level_step	PASS	previous=h3 current=h2 text=Case 2: A Real Region Is Not Yet A Target
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	71	heading_level_step	PASS	previous=h2 current=h3 text=Read
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	75	heading_level_step	PASS	previous=h3 current=h3 text=Initial Story
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	80	heading_level_step	PASS	previous=h3 current=h3 text=Harder Question
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	85	heading_level_step	PASS	previous=h3 current=h3 text=Honest Result
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	93	heading_level_step	PASS	previous=h3 current=h3 text=Reflection
docs/onboarding/CASE_STUDY_LEARNING_PATH.md	103	heading_level_step	PASS	previous=h3 current=h2 text=Case 3: An Observer Is Not A Control Point
